城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
深圳市,佳兆业云望府,"114.081354,22.649715",雪象地铁站,"114.078808,22.657116",14
深圳市,信义金御山居,"114.209926,22.653921",横岗地铁站,"114.208994,22.648442",15
深圳市,天健和悦府,"114.381546,22.693506",石井地铁站,"114.383157,22.691881",5
深圳市,景云上辰花园,"114.230428,22.704815",爱联地铁站,"114.234423,22.697495",14
深圳市,悦见公园里,"113.899561,22.774722",公明南地铁站,"113.902316,22.767043",12
深圳市,长虹大厦,"114.107834,22.555133",红岭地铁站,"114.104584,22.54838",14
深圳市,益田御龙天地,"114.131264,22.553476",黄贝岭地铁站,"114.136332,22.546095",19
深圳市,鹏华世家华府,"114.129706,22.697517",平湖地铁站,"114.125805,22.69367",9
深圳市,阳光海滨花园,"113.940808,22.490496",歌剧院地铁站,"113.940675,22.483662",19
深圳市,银田花园,"114.090915,22.570436",银湖地铁站,"114.089851,22.568308",7
深圳市,珑逸府,"114.121458,22.599589",布吉地铁站,"114.121159,22.60233",6
深圳市,德懿府,"113.820599,22.665853",福围地铁站,"113.82149,22.657002",16
深圳市,博客公寓,"113.947008,22.54713",深大地铁站,"113.944173,22.538667",19
深圳市,熙龙湾二期,"113.891494,22.546193",新安地铁站,"113.894625,22.547468",8
深圳市,金叶茗苑,"113.886637,22.567739",宝体地铁站,"113.880641,22.560741",17
深圳市,总章翡翠公馆,"113.959683,22.578927",大学城地铁站,"113.965307,22.581946",11
深圳市,馨庭苑二期,"114.036983,22.557623",景田地铁站,"114.043343,22.553419",12
深圳市,溪山禾玺御府,"114.051676,22.720055",新澜有轨电车站,"114.055377,22.714724",13
深圳市,卓越珺奕府,"114.008346,22.647058",大浪赤岭头商贸城,"114.010314,22.648793",3
深圳市,合正方州润园,"114.250136,22.706943",吉祥地铁站,"114.244318,22.709488",16
深圳市,第壹世界广场,"114.048342,22.548329",福田区黄埔学校中学部,"114.053465,22.546199",9
深圳市,华润润宏城,"113.909252,22.742582",月亮路地铁站,"113.912325,22.746048",5
深圳市,万丰海岸城瀚府,"113.824589,22.714977",马安山地铁站,"113.817005,22.716998",12
深圳市,华润深铁润曜府,"113.950729,22.735492",光明城地铁站,"113.95349,22.73279",7
深圳市,双御雅轩,"114.127228,22.576325",水贝地铁站,"114.124974,22.573988",6
深圳市,金硕和府,"113.934715,22.769043",科学公园地铁站,"113.934115,22.777469",37
深圳市,深业世纪山谷,"113.96696,22.545719",白石洲地铁站,"113.967048,22.539604",13
深圳市,鸿荣源·宝中,"113.88644,22.547825",新安地铁站,"113.894625,22.547468",14
深圳市,学府朗园,"113.893023,22.801212",公明北地铁站,"113.894285,22.80445",5
深圳市,星河盛境三期御府,"114.212078,22.658411",永湖地铁站,"114.218042,22.658995",14
深圳市,医药宿舍,"114.084805,22.534163",中大八院地铁站,"114.080692,22.537316",14
深圳市,庐峰翠苑,"114.137248,22.550366",文华社区健康服务中心,"114.135025,22.544639",18
苏州市,嘉致峰庭,"120.64774,31.416032",澄阳路胡巷街公交站,"120.647904,31.413207",5
苏州市,保利琅悦,"120.58471,31.268588",晋源桥西公交站,"120.580977,31.27072",15
苏州市,中建和月泊庭,"120.623614,31.284376",团结桥地铁站,"120.627181,31.276379",13
苏州市,花语澜苑,"120.819585,31.312227",世纪华联超市(中胜路店),"120.824872,31.304397",19
苏州市,闾邱坊巷散盘,"120.62376,31.315663",悬桥巷地铁站,"120.629093,31.314329",9
苏州市,上实海上都荟,"120.532257,31.267214",枫江集宿公交站,"120.541133,31.266905",12
苏州市,中海姑苏第,"120.595667,31.290932",双桥地铁站,"120.589342,31.286105",12
苏州市,东园一村,"120.311524,31.130463",金庭地区人民医院,"120.308522,31.127898",9
苏州市,大上海宝岛别墅,"121.156169,31.286266",嘉亭荟城市生活广场,"121.161356,31.287683",14
苏州市,黄城花园东区,"121.080178,31.309397",昆山市花桥中学,"121.088482,31.305254",19
苏州市,颐和湾花园,"120.621072,31.26049",盘蠡路地铁站,"120.614546,31.266658",16
苏州市,苏州环贸广场,"120.716301,31.323527",时代广场地铁站,"120.713181,31.322437",4
苏州市,华润国际社区,"120.927544,31.383903",鹿城路地铁站,"120.929634,31.380451",7
苏州市,金门路778号,"120.588195,31.309076",桐泾北路地铁站,"120.5912,31.303005",11
苏州市,龙湖未来御湖境,"120.631414,31.419779",大湾地铁站,"120.633174,31.416501",9
苏州市,梅花新苑,"120.62672,31.338695",苏站东路地铁站,"120.630712,31.335344",10
苏州市,华侨城溪语雅园,"120.853377,31.544527",常熟市沙家浜康复医学中心,"120.8458,31.545694",9
苏州市,平江路117号,"120.633679,31.31473",悬桥巷地铁站,"120.629093,31.314329",8
苏州市,月亮湾3号美颂花园三期,"120.724283,31.254653",独墅湖邻里中心地铁站,"120.722818,31.253313",3
苏州市,仁恒苏高新澜庭雅致,"120.558061,31.286885",落星桥地铁站,"120.559934,31.281107",9
苏州市,亭林山庄东区,"120.944719,31.384999",白马泾路地铁站,"120.942677,31.381251",7
苏州市,嘉宝梦之悦,"121.061774,31.292545",展览中心地铁站,"121.063703,31.297537",11
苏州市,仁恒溪棠,"120.52809,31.264998",大治桥地铁站,"120.535444,31.262371",10
苏州市,伟业浦上悦庭,"120.868451,31.032972",卡米亚陶瓷公交站,"120.863419,31.040546",14
苏州市,劳动路550号,"120.600469,31.293789",劳动路地铁站,"120.597195,31.291601",6
苏州市,四季星光璟园,"120.673203,31.464408",珍珠湖小学公交站,"120.667643,31.458385",23
苏州市,融悦沁庭,"120.573201,31.180729",木里地铁站,"120.577445,31.182368",5
苏州市,青阳宝岛花园二期,"120.989731,31.386279",黑龙江路地铁站,"120.98258,31.383234",18
苏州市,徐家浜8号小区,"120.651952,31.310568",中央公园地铁站,"120.659938,31.313768",17
苏州市,燕家浜,"120.62744,31.296892",南园北路地铁站,"120.635254,31.293345",14
苏州市,中建晴翠璟园,"120.64061,31.238411",枫津路地铁站,"120.637024,31.241564",16
苏州市,书院巷散盘,"120.618762,31.297097",乐桥地铁站,"120.622529,31.305505",17
苏州市,中交春映东吴,"120.644259,31.237143",枫津路地铁站,"120.637024,31.241564",17
苏州市,朗诗吴风和苑,"120.664039,31.278057",莱茵花园公交站,"120.66625,31.284588",13
苏州市,盛世花园,"120.692149,31.432491",太平中学公交站,"120.683568,31.429805",16
苏州市,康桥半岛豪门府邸,"120.634419,30.941476",李庄浜公交站,"120.633355,30.943976",19
苏州市,绿地太湖朗峯,"120.632447,31.201381",姚家庄公交站,"120.642109,31.200686",16
苏州市,中旅蓝岸花园,"120.729179,31.30084",华莲地铁站,"120.724377,31.299228",8
苏州市,南华公寓,"120.634902,31.279241",汽车南站2公交站,"120.638194,31.27908",7
苏州市,悦见云庭,"120.826123,31.315305",建胜产业园公交站,"120.829553,31.320916",19
苏州市,中海上贤府,"120.568889,31.281885",玉山路滨河路西公交站,"120.568789,31.289158",15
苏州市,伟业浦上悦庭,"120.868451,31.032972",汾湖高新技术产业开发区实验小学,"120.865686,31.031834",3
苏州市,山云轩,"120.498248,31.305572",白马涧生态园有轨电车站,"120.50186,31.310528",14
苏州市,万丰家园二区,"120.844046,31.542215",常熟市沙家浜康复医学中心,"120.8458,31.545694",13
杭州市,下华光巷70号,"120.172449,30.253344",地铁龙翔桥站公交站,"120.165842,30.254119",9
杭州市,华龙家园,"120.200195,30.236903",近江地铁站,"120.197851,30.230791",11
杭州市,民主佳苑,"119.97951,30.024548",八一村公交站,"119.986576,30.031176",21
杭州市,美都广场,"120.1343,30.299035",北大桥地铁站,"120.12985,30.303355",10
杭州市,和平小区,"120.17502,30.279773",西湖文化广场地铁站,"120.165639,30.279585",17
杭州市,通盛嘉苑,"120.167437,30.280223",西湖文化广场地铁站,"120.165639,30.279585",5
杭州市,九鼎名仕顿商务楼,"120.169559,30.267029",武林广场地铁站,"120.164324,30.272368",12
杭州市,御江南华庭,"120.251986,30.17545",金鸡路地铁站,"120.253402,30.181697",10
杭州市,唐家景府,"120.218415,30.266804",三堡地铁站,"120.228561,30.266774",16
杭州市,金沙御湖境府,"120.334159,30.310801",高沙快速公交站,"120.338672,30.317747",16
杭州市,绿城元福里,"120.171243,30.246792",定安路地铁站,"120.167751,30.245954",6
杭州市,浙旅德信西宸,"120.118071,30.308591",地铁和睦站西公交站,"120.118927,30.308069",3
杭州市,沐云川府,"120.356322,30.309155",天阳亲子广场（下沙店）,"120.346969,30.306393",22
杭州市,宝龙国际社区,"119.922622,30.057183",富阳宝龙广场,"119.920341,30.058122",9
杭州市,临安农资大楼,"119.717136,30.235424",钱王陵公园,"119.726112,30.234562",12
杭州市,华发·峰荟荟天府,"119.704102,30.230614",临安广场地铁站,"119.706441,30.227561",9
杭州市,崇庆里,"120.144753,30.321584",拱宸桥东地铁站,"120.147679,30.317058",9
杭州市,白荡海人家,"120.142565,30.290134",米市巷公交站,"120.149844,30.289193",12
杭州市,如玺华院,"120.287027,30.345152",乔司地铁站,"120.285261,30.346865",5
杭州市,翠栖府,"120.332398,30.178707",山末址村公交站,"120.33533,30.184727",8
杭州市,雍泽府,"120.249664,30.298047",七堡地铁站,"120.241065,30.300002",17
杭州市,文宸望府,"120.282585,30.108516",所前镇政府公交站,"120.281158,30.111311",6
杭州市,汉峰峰公馆,"120.204296,30.208549",江汉路地铁站,"120.204943,30.202836",10
杭州市,赞成林风沁林苑,"120.19123,30.226552",甬江路地铁站,"120.189451,30.223287",6
杭州市,山水燕庐,"119.937933,30.045011",桂花西路地铁站,"119.934392,30.047184",5
杭州市,城品华庭,"120.252445,30.184447",金鸡路地铁站,"120.253402,30.181697",4
杭州市,融创滨江御潮府,"120.180947,30.23699",望江新园公交站,"120.185059,30.234932",6
杭州市,宸岸栖月轩,"120.139719,30.358005",半山电厂快速公交站,"120.1451,30.359032",9
杭州市,海尚观邸,"120.230547,30.298565",天聚府公交站,"120.233673,30.303057",12
杭州市,西子大厦,"120.168331,30.269278",柳营公园,"120.172488,30.261488",14
杭州市,钱塘玫瑰湾,"120.141317,30.168745",杨家墩地铁站,"120.14886,30.16782",13
杭州市,阳光逸城,"120.238503,30.348766",丁桥地铁站,"120.234606,30.355786",15
杭州市,凯德璟高府,"120.337023,30.31199",高沙快速公交站,"120.338672,30.317747",12
杭州市,中天溪珺庭,"119.700713,30.235535",锦城第三初级中学,"119.706631,30.242659",17
杭州市,里河公寓,"120.253351,30.039536",杭州市萧山区第三人民医院,"120.246922,30.041571",10
杭州市,金沙御湖境府,"120.334159,30.310801",高沙路地铁站,"120.335408,30.30942",3
武汉市,游艺村,"114.275027,30.574728",中山公园地铁站,"114.272845,30.581962",12
武汉市,宝安中海,"114.314571,30.497782",富安街地铁站,"114.320289,30.500692",12
武汉市,中寰润府,"114.288519,30.599716",香港路儿童医院公交站,"114.287296,30.602569",4
武汉市,松涛苑D区,"114.324704,30.512095",雅安街恒安路公交站,"114.315022,30.509536",15
武汉市,长江委刘家庙小区,"114.309181,30.62775",二七路地铁站,"114.318749,30.625032",15
武汉市,天地新力雅园,"114.311634,30.498265",富安街地铁站,"114.320289,30.500692",17
武汉市,枫华国际,"114.266164,30.537055",拦江路地铁站,"114.269012,30.542917",12
武汉市,中海万松九里,"114.26456,30.590485",王家墩东地铁站,"114.263288,30.594245",6
武汉市,中海东湖玖章,"114.358805,30.569771",岳家嘴地铁站,"114.36201,30.577109",17
武汉市,东湖ONE,"114.383632,30.601064",园林路武丰村公交站,"114.374175,30.60395",15
武汉市,奥山经开澎湃城,"114.084625,30.427142",凤凰苑有轨电车站,"114.088762,30.419805",27
武汉市,水产供销大楼,"114.311079,30.342456",武商量贩(江夏店),"114.308894,30.348988",12
武汉市,世纪江尚,"114.294978,30.575596",江汉路地铁站,"114.292306,30.579581",7
武汉市,融侨悦府,"114.366558,30.606242",园林路武丰村公交站,"114.374175,30.60395",16
武汉市,硚房翰林珑城,"114.24358,30.576222",解放大道宝丰路公交站,"114.250295,30.576293",10
武汉市,名仕阁,"114.264418,30.566412",琴台地铁站,"114.266282,30.557559",20
武汉市,德威大厦,"114.290243,30.618502",惠济二路地铁站,"114.291463,30.612937",12
武汉市,长城汇,"114.337576,30.549461",公正路地铁站,"114.336751,30.555637",13
武汉市,武汉长江天地,"114.29583,30.526391",八铺街地铁站,"114.300559,30.520002",14
武汉市,武汉城建光谷龙山湖,"114.536253,30.501213",九峰一路有轨电车站,"114.530113,30.499472",12
武汉市,丹亭懿府,"114.326005,30.647687",丹水池地铁站,"114.330017,30.643386",9
武汉市,丰源大厦,"114.264417,30.565812",武胜路家乐福公交站,"114.268424,30.568542",10
武汉市,龙潭首府,"114.377541,30.872848",武汉黄陂前川二小,"114.38207,30.866643",12
武汉市,恺德熹园,"114.3216,30.499884",南国南湖城市广场(建安街),"114.324906,30.505355",13
武汉市,新凯山泉居小区,"114.371953,30.515766",武汉体育学院地铁站,"114.377616,30.517402",26
武汉市,越秀中交星汇园,"114.2941,30.589056",循礼门地铁站,"114.285992,30.585234",14
武汉市,前进嘉园B区,"114.24885,30.520731",前进村地铁站,"114.253366,30.520144",7
武汉市,航城丽都,"114.068416,30.301355",汉南区中医医院,"114.076682,30.30137",18
武汉市,沙湖新村,"114.311078,30.557921",武汉市第十四中学,"114.313134,30.55195",21
武汉市,兆丰苑,"114.350471,30.594785",新世界百货(徐东店),"114.346747,30.58869",12
武汉市,圆梦圆国际广场,"114.285674,30.617924",惠济二路地铁站,"114.291463,30.612937",13
武汉市,万科锦绣湖山,"114.287048,30.60031",香港路儿童医院公交站,"114.287296,30.602569",5
武汉市,联投燕语光年,"114.37788,30.605227",园林路武丰村公交站,"114.374175,30.60395",9
南京市,嘉和华府,"118.848095,31.941163",天印花园公交站,"118.85707,31.938715",19
南京市,仁恒龙湾,"118.839952,31.934619",杨家圩地铁站,"118.838212,31.942297",13
南京市,保利文华,"118.823402,31.986331",夹岗地铁站,"118.813773,31.987557",15
南京市,中建·源上九里,"118.805966,31.950329",胜太西路地铁站,"118.807434,31.943772",10
南京市,卢龙山庄,"118.753717,32.094816",静海寺纪念馆公交站,"118.744453,32.09135",14
南京市,雁江澜,"118.766115,32.109011",幕府西路地铁站,"118.770581,32.104896",17
南京市,上坤·云栖风华璟园,"118.991106,32.157615",欢乐谷南路公交站,"118.998741,32.161124",14
南京市,观邸悦茂花园,"118.686163,32.075938",扬子江金茂悦公交站,"118.684648,32.073876",3
南京市,大华南门望府,"118.827504,32.337378",雄州地铁站,"118.836662,32.33461",15
南京市,佳兆业城市广场二期,"118.703902,31.970924",平良大街有轨电车站,"118.701633,31.977355",15
南京市,建邺路住宅小区,"118.782154,32.03085",常府街地铁站,"118.792317,32.033401",17
南京市,弘阳尚上悦苑,"118.726742,32.123328",长江大桥北地铁站,"118.731097,32.126746",9
南京市,沁百合,"118.749781,32.100312",方家营地铁站,"118.74547,32.10298",10
南京市,正泰花苑,"118.740429,32.06429",三汊河地铁站,"118.738846,32.065108",3
南京市,荷花塘(六合),"118.836181,32.346753",凤凰山公园地铁站,"118.845116,32.346842",14
南京市,新亭路366号,"118.846867,31.943408",杨家圩地铁站,"118.838212,31.942297",11
南京市,枫璟雅园,"118.683491,31.967536",青莲街地铁站,"118.691716,31.962351",14
南京市,东郊小镇第三街区,"118.950809,32.059661",东郊小镇地铁站,"118.952496,32.051792",13
南京市,北极山村,"118.7886,32.062786",玄武湖台城公交站,"118.795555,32.063271",10
南京市,祈福花园,"118.533938,31.942958",桥林兴桥家园公交站,"118.529167,31.9402",7
南京市,美达浅草名苑,"118.803034,32.098897",迈皋桥地铁站,"118.809677,32.102712",11
南京市,翡丽铂湾,"118.825964,32.006748",承天大道地铁站,"118.8323,32.001214",17
南京市,开源小区三村,"118.791567,31.999597",卡子门地铁站,"118.795514,31.995041",10
南京市,仁恒桃园世纪·畅园 ,"118.741331,32.07693",农贸中心公交站,"118.740456,32.073806",4
南京市,亚东金基·暄玥府,"118.755803,32.230332",百货商场(金年华广场店),"118.76432,32.23195",13
南京市,越城天地中心,"118.771359,32.010862",集庆门公交站,"118.772391,32.018767",27
南京市,星叶翰锦院,"118.771536,32.032125",赏心亭公交站,"118.769431,32.027878",7
南京市,长安国际大厦,"118.793915,32.040552",新街口公交站,"118.787605,32.038612",12
南京市,金浦御龙湾,"118.818532,32.110785",晓庄地铁站,"118.817846,32.116886",14
南京市,茉里,"118.92801,32.416734",八百桥公园,"118.933792,32.418896",9
南京市,云梦尚品,"118.740608,32.385139",南京市六合区程桥高级中学,"118.741064,32.382272",4
南京市,中建·合玺东方,"118.74773,32.012796",应天大街地铁站,"118.749865,32.017475",8
南京市,燕雅苑,"118.845517,32.135265",燕江新城地铁站,"118.846434,32.133589",6
南京市,晓庄师范小区,"118.824878,32.128545",燕子矶地铁站,"118.821238,32.136634",16
南京市,星叶云墅,"118.69406,31.968277",吴侯街地铁站,"118.693035,31.975465",10
南京市,中青园,"118.742752,32.059485",龙江新城市广场公交站,"118.742363,32.056271",5
南京市,万科城香樟苑,"119.05332,31.643527",中山湖地铁站,"119.045275,31.646761",14
南京市,玛斯兰德百香果街区,"118.78109,31.950176",翠屏山地铁站,"118.784514,31.94253",12
南京市,凤溪苑,"118.901014,31.911243",南京交院地铁站,"118.904804,31.91286",10
南京市,金辉白马云著,"118.632443,32.073556",熙龙山院总站公交站,"118.626458,32.080393",14
南京市,普德村128号,"118.776117,32.00135",中华门地铁站,"118.774447,32.006748",10
南京市,源尚丹若府,"118.684406,31.965268",青莲街地铁站,"118.691716,31.962351",10
南京市,晓庄师范小区,"118.824878,32.128545",吉祥庵地铁站,"118.821251,32.126852",6
南京市,中信泰富九庐,"118.818526,31.988902",夹岗地铁站,"118.813773,31.987557",5
南京市,中冶·锦绣和鸣,"118.67445,31.922336",板桥北地铁站,"118.665238,31.925552",31
南京市,颐和云台源筑,"118.684041,31.969393",高庙路地铁站,"118.688338,31.968334",9
南京市,壹城逸境,"118.837855,32.018243",胜利村地铁站,"118.844059,32.014281",17
南京市,嘉和华府,"118.848095,31.941163",杨家圩地铁站,"118.838212,31.942297",13
南京市,秦淮绿洲东苑,"118.834967,31.962123",文靖路地铁站,"118.840002,31.963796",19
南京市,颐和云台源筑,"118.684041,31.969393",天保街地铁站,"118.678564,31.965968",11
南京市,招商金陵序,"118.740755,32.031248",万达广场公交站,"118.73849,32.032669",9
南京市,清泽园,"118.704507,31.964058",莲花湿地公园,"118.71269,31.958399",22
天津市,金隅云筑,"117.408739,39.153305",东六道地铁站,"117.420218,39.154164",16
天津市,水郡花园,"117.144219,39.146757",人民医院地铁站,"117.149704,39.14651",9
天津市,金科集美天城,"117.664801,39.021242",塘沽地铁站,"117.66105,39.029556",20
天津市,果园里,"117.141701,39.218842",果园南道地铁站,"117.13755,39.215109",8
天津市,聚安东园,"117.217842,39.144774",天津市嘉诚中学,"117.216948,39.147723",6
天津市,乐东里,"117.249621,39.148922",翠阜新村地铁站,"117.257615,39.144",16
天津市,华瑞里,"117.160222,39.139807",广开四马路地铁站,"117.161743,39.137653",4
天津市,宁远里,"117.202095,39.125215",津湾广场地铁站,"117.207555,39.131898",13
天津市,津投城开御河桃源,"117.170896,39.183734",白庙地铁站,"117.173903,39.183415",3
天津市,翠金园,"117.223355,39.187952",志成路地铁站,"117.219132,39.187116",7
天津市,连壁里小区,"117.203509,39.123337",营口道地铁站,"117.197685,39.118628",10
天津市,曙光楼（宁河）,"117.836839,39.333833",芦台第二小学,"117.838034,39.339563",13
天津市,政通园,"117.151351,39.130273",宜宾道地铁站,"117.149457,39.126407",7
天津市,信达格调·美古花园,"117.208201,39.125145",大王庄地铁站,"117.218471,39.127225",19
天津市,祥瑞家园（河东）,"117.241446,39.145742",顺驰桥地铁站,"117.233607,39.141425",17
天津市,万科新城凌波苑,"117.206629,39.207675",辽河北道地铁站,"117.2,39.209751",10
天津市,领秀新天地,"117.350952,39.739039",邵奇风冷敷贴(海滨商贸中心店),"117.34762,39.742725",8
天津市,大华国展公园世家,"117.348387,39.041694",洪泥河东地铁站,"117.344655,39.047712",13
天津市,金忠公寓,"117.172185,39.17426",北洋桥地铁站,"117.179317,39.180433",16
天津市,中海左岸源境,"117.258319,39.05159",长泰河东地铁站,"117.253801,39.053334",6
天津市,平湖西里,"117.160401,39.118394",南丰路地铁站,"117.16303,39.114449",9
天津市,万科翡翠大道,"117.072558,39.067167",学府工业区地铁站,"117.078532,39.071878",14
天津市,城投春上拾光,"116.999044,39.39413",达伦多跨境商品直购体验中心,"117.002482,39.399428",14
北京市,檀府家园,"116.871539,40.385867",北京大学第一医院-密云医院,"116.870298,40.37434",23
北京市,矿山家属院,"116.864,40.377726",北京大学第一医院-密云医院,"116.870298,40.37434",16
北京市,清鑫家园,"116.865006,40.384269",北京大学第一医院-密云医院,"116.870298,40.37434",22
北京市,南宫雅苑一期,"116.156226,39.803155",北京大学附属小学丰台分校,"116.152723,39.80283",7
北京市,云岗南区西里,"116.163123,39.811654",北京大学附属小学丰台分校,"116.152723,39.80283",24
北京市,汤泉墅二区,"116.154957,39.790983",北京大学附属小学丰台分校,"116.152723,39.80283",21
北京市,龙回苑,"116.345245,40.088154",金座,"116.336347,40.07934",22
北京市,矩阵三期,"116.354499,40.082953",金座,"116.336347,40.07934",26
北京市,万龙社区,"116.327156,40.067357",金座,"116.336347,40.07934",36
北京市,忠实里,"116.445294,39.898442",北京工业大学附属中学劲松分校,"116.457666,39.886456",31
