城市名,起点名称,起点经纬度,终点名称,终点经纬度,距离
北京市,丽舍公寓,"116.430518,39.929935",解放军总医院第七医学中心东楼,"116.443206,39.904761",3.97
北京市,良乡西路甲22号,"116.119908,39.733954",北京工商大学附属小学房山校区太平庄小学,"116.132185,39.729884",1.735
北京市,端礼著,"116.34196,39.86342",椿树馆小学(低年级部),"116.346173,39.885188",3.303
北京市,涧桥山,"116.833836,40.363382",云启公园,"116.848427,40.385782",2.992
北京市,首邑溪谷,"116.311027,39.758299",广丰购物广场,"116.317212,39.757307",0.711
北京市,新华街三里,"116.291774,39.844899",解放军总医院第五医学中心南院区,"116.295692,39.862096",3.663
北京市,融创壹号院,"116.467346,39.95025",瑞城商业中心,"116.493751,39.941922",4.207
北京市,建邦·顺颐府,"116.531856,40.106616",美的慧生活全屋智能体验中心,"116.55914,40.118312",3.588
北京市,朗琴园,"116.31351,39.898725",北京市育鸿学校,"116.341227,39.886938",3.685
北京市,小屯路8号院,"116.231236,39.898397",北京市石景山区华奥学校,"116.254892,39.892315",2.976
北京市,西路南里小区,"116.126274,39.730024",北京市房山区昊天外国语学校,"116.152827,39.726819",3.359
北京市,北京城建樂知筑,"117.091867,40.154976",社会主义核心价值观主题公园,"117.118584,40.140622",4.385
北京市,中建港怡嘉园,"116.30983,39.751728",上泽公园,"116.331682,39.752899",2.261
北京市,中建国望府,"116.165972,39.867537",北京市丰台区槐树岭学校,"116.194697,39.854504",3.316
北京市,建发·观堂府,"116.277471,40.216297",北京江山中医医院,"116.282038,40.203157",2.17
北京市,阳光水岸,"116.658478,40.141481",双兴公园,"116.661728,40.146598",1.544
北京市,永安东里,"116.450571,39.906365",北京广仁中西医结合医院(南磨房路),"116.463473,39.883144",3.722
北京市,路劲御合院,"116.626536,39.648598",发润发购物广场,"116.639535,39.659515",2.325
北京市,建发·海晏,"116.330993,40.024662",和悦城生活广场,"116.347591,40.032861",2.14
北京市,富丰路8号院,"116.244379,39.836628",晓月山体公园,"116.279089,39.835066",3.74
北京市,王致和腐乳厂宿舍,"116.231382,39.904893",中国中医科学院眼科医院住院部,"116.246767,39.928157",4.303
北京市,五棵松路26号院,"116.275815,39.935531",北京育英学校,"116.286236,39.911471",4.096
广州市,侨丰苑,"113.372963,22.942122",广州市番禺区大龙中学,"113.398982,22.950845",3.472
广州市,明华轩,"113.297557,23.121676",广州市第七中学,"113.308311,23.120761",1.394
广州市,逢源轩,"113.228225,23.129805",西关广雅实验学校(南岸路校区),"113.239795,23.118071",2.18
广州市,地铁云筑上品,"113.247938,23.208662",大鱼公园,"113.272859,23.219519",3.797
广州市,可逸隽轩,"113.257762,23.092677",龙凤街社区卫生服务中心,"113.265393,23.098584",1.408
广州市,碧桂园·狮星府,"113.188254,23.442339",圣地狮岭国际皮具城,"113.192318,23.42799",1.704
广州市,淘金半山豪庭·御庭,"113.287432,23.140946",小南门动物园,"113.304296,23.134757",2.281
广州市,中交·天翠,"113.303803,23.084415",逸景第一小学(本校区),"113.303927,23.061846",4.164
广州市,云山壹品,"113.273753,23.175514",柯子岭街心公园,"113.275832,23.16647",1.626
广州市,天皓雅院,"113.285859,23.202245",白云永泰乒乓体育公园,"113.304253,23.215023",3.649
广州市,龙光天瀛,"113.326998,22.93305",沙头中学,"113.344582,22.949443",3.359
广州市,白云城投云麓花城,"113.364084,23.288099",隆兴百货商场,"113.371582,23.310975",3.496
广州市,阳光城丽景半岛,"113.538346,22.777731",广州外国语学校附属学校,"113.540383,22.801579",3.387
广州市,锦绣香江,"113.3404,22.994534",盒马鲜生(四海城店),"113.352884,23.007648",2.636
广州市,英豪花园,"113.299136,23.068589",逸景第一小学(本校区),"113.303803,23.084415",3.007
广州市,恒洲小苑,"113.300996,23.065763",逸景第一小学(本校区),"113.303803,23.084415",3.894
广州市,中建岭南悦府,"113.610518,23.185371",清华万博实验学校,"113.616463,23.186943",0.984
广州市,广兴华花园,"113.297557,23.121676",广州市第七中学,"113.31261,23.117833",1.922
广州市,平安宿舍,"113.319852,23.097151",纵横广场,"113.330615,23.095815",1.214
广州市,雅筑山语花园,"113.395692,22.805235",广州市南沙区阳光学校(大岗校区),"113.419559,22.796143",3.687
广州市,新福港鼎峰（黄埔）,"113.520923,23.079621",维惠商场,"113.528442,23.056618",3.506
广州市,中鼎君和名城珺合府,"113.447403,23.111602",广州市黄埔区戎光实验学校,"113.464533,23.107536",2.261
广州市,荔华苑,"113.238424,23.178079",兴发广场,"113.264013,23.165163",4.524
广州市,南沙云山诗意,"113.530208,22.789589",广州外国语学校附属学校,"113.538346,22.777731",2.222
广州市,中旅·名门府,"113.222113,23.349159",集贤购物广场,"113.22862,23.340926",1.455
广州市,广州地铁·珑璟台,"113.326353,23.084396",聚德西路小学,"113.341317,23.082556",1.826
广州市,兰亭熙园,"113.273764,23.08556",江泰广场,"113.280558,23.081143",1.569
广州市,龙光天瀛,"113.326998,22.93305",西丽广场,"113.354448,22.937249",3.724
广州市,环翠园,"113.234803,23.130839",广州市越秀区东风西路小学,"113.252526,23.143448",2.931
广州市,广纸小区,"113.271625,23.074507",江泰广场,"113.280558,23.081143",1.477
广州市,富力君湖华庭,"113.248933,23.140193",三元里实验小学,"113.26071,23.15214",2.646
广州市,知识城悦辰壹号,"113.524155,23.349068",广州市黄埔区九龙镇中心卫生院,"113.527801,23.325469",3.917
广州市,合景臻颐府,"113.411087,23.146766",佳佳自选商场,"113.421586,23.14433",1.448
广州市,广州碧桂园绿茵苑,"113.289165,23.029001",北联公园,"113.30778,23.026826",3.105
广州市,中旅·名门府,"113.209235,23.369097",广有百货商场,"113.222113,23.349159",3.826
广州市,中国铁建·翰林新语,"113.660045,23.139162",新塘镇沙埔卫生院,"113.66391,23.161277",3.675
广州市,云城上品,"113.278054,23.259662",嘉禾新都学校,"113.282222,23.243803",2.103
广州市,保利和颂,"113.228782,23.082644",坑口小学四季花园校区,"113.231335,23.069619",2.187
广州市,鸿运大厦(黄埔),"113.523058,23.087493",新港小学,"113.533481,23.066215",3.606
广州市,星河湾萝峰,"113.50381,23.1703",飞晟汇,"113.522437,23.177235",2.477
广州市,珠江·天河都荟,"113.404256,23.171132",得利达广场,"113.413455,23.16245",1.861
广州市,保利海宁花园,"113.226348,23.084857",盒马邻里(广州荔湾鸿图苑店),"113.246426,23.065812",4.009
广州市,卓粤卓雅名苑,"113.190011,23.424855",广州市花都区雅宝卫生服务站,"113.211328,23.424221",3.231
广州市,丽江花园萃锦苑,"113.29273,23.030915",汇南广场,"113.2975,23.032388",1.2
广州市,小康人家,"113.23221,23.08027",广州市荔湾区真实中学,"113.247294,23.078784",2.096
广州市,珠江·右岸,"113.204323,23.166523",北山公园,"113.2193,23.187329",5.98
广州市,东逸豪园,"113.375251,22.949203",乐家购物商场,"113.377857,22.93015",2.806
广州市,璞悦台,"113.373264,22.957268",乐家购物商场,"113.375251,22.949203",1.315
广州市,新安大厦,"113.276105,23.093999",中山园(大通路),"113.292823,23.111263",4.86
广州市,花都城投·翰林世家,"113.254506,23.433604",合兴广场(花山市场店),"113.277484,23.449555",5.037
广州市,钻石豪庭,"113.224814,23.380093",花都区新华培新中学,"113.226563,23.404562",3.289
广州市,星河盛世锦城,"113.387141,23.016218",塞纳河广场,"113.392354,23.012969",0.793
广州市,珠光新城御景,"113.331219,23.116249",华润万家(广州天汇广场店),"113.350008,23.118044",2.304
广州市,共和西小区,"113.302703,23.125233",佰盈商业城,"113.309783,23.12012",1.261
广州市,鸿福花园(花都),"113.179696,23.386763",九潭村卫生服务站,"113.204648,23.397898",4.502
广州市,保利春天里,"113.199827,23.160378",盒马邻里(白云富力金街店),"113.20165,23.148392",1.968
广州市,俊怡悦景台,"113.224172,23.469029",惠美购物商场,"113.233759,23.488068",2.804
广州市,保利滨江和著,"113.30778,23.026826",北联公园,"113.320063,23.027591",1.471
广州市,绿地城凤语湾,"113.541649,23.32614",广州市黄埔区天韵小学,"113.547304,23.320378",1.424
广州市,保利海宁花园,"113.233146,23.078542",荔胜广百广场北塔,"113.246426,23.065812",3.052
广州市,西福蓝湾花园,"113.676471,23.270866",朱村街社区卫生服务中心,"113.692246,23.273129",2.2
广州市,广州富力·富云山,"113.286586,23.203205",白云永泰乒乓体育公园,"113.304253,23.215023",2.905
广州市,省粮宿舍(仁厚直街),"113.25538,23.12494",华润万家(广州中六店),"113.263828,23.100598",3.681
广州市,宝盛新家园,"113.239801,23.12039",广州市越秀区东风西路小学,"113.252526,23.143448",3.788
广州市,东华花园,"113.39165,22.940713",广州市番禺区大龙中学,"113.398982,22.950845",2.111
广州市,凯德凯荔花园,"113.80318,23.30273",盒马邻里(广州增城荔城碧桂园店),"113.804266,23.288503",1.796
广州市,中绿蔚蓝湾,"113.601364,22.758328",鹿颈小学,"113.605437,22.768562",2.076
广州市,越秀·天悦云湖,"113.224518,23.222269",广东健乐医院,"113.23227,23.200901",3.983
广州市,广州嘉禾制药厂宿舍,"113.333551,23.158953",乐购超市(五山花园店),"113.354348,23.150284",3.226
广州市,时代玫瑰园,"113.283956,23.224082",好奇超市(百世商业商场店),"113.304832,23.234959",3.287
广州市,二棉厂宿舍,"113.331219,23.116249",华润万家(广州天汇广场店),"113.358958,23.118711",3.316
广州市,雅怡阁,"113.382361,23.121679",骏景小学,"113.40368,23.120399",2.869
广州市,江滨小区,"113.405374,22.915451",草河小学,"113.406384,22.915404",0.174
广州市,黄田小区,"113.2792,23.142683",广州市越秀区东风东路小学,"113.302031,23.131043",3.651
广州市,长岭·雅居,"113.504913,23.207473",五矿小学,"113.51003,23.217146",1.197
广州市,青云喜满园,"113.578153,23.557973",欣荣广场,"113.58926,23.533024",3.571
广州市,越秀·天瀛,"113.198007,23.064795",大沙河湿地,"113.203803,23.051874",2.136
广州市,广隆村,"113.547891,22.779104",广州市南沙区南沙街大涌卫生站,"113.557425,22.768451",1.641
广州市,中海保利朗阅,"113.218495,23.053015",康城商场,"113.244749,23.063434",3.757
广州市,六合园,"113.272866,23.132526",广州市越秀区东风东路小学,"113.302031,23.131043",3.343
广州市,花语天珹花园,"113.243298,23.434623",花都区花城街罗仙村卫生站,"113.246892,23.434384",0.634
广州市,云星·钱隆江景,"113.58676,23.551398",从化区街口街社区卫生服务中心,"113.605191,23.557468",2.347
广州市,晓风云著,"113.5976,23.114461",白江小学,"113.615487,23.119597",2.401
广州市,华南理工大学宿舍南秀村,"113.343057,23.148806",暨南大学附属第一医院,"113.350552,23.126178",3.809
广州市,叠翠峰,"113.520579,22.79646",黄阁镇凤凰社区法治公园,"113.521115,22.792559",0.917
广州市,景云居,"113.26071,23.15214",三元里实验小学,"113.277321,23.164068",3.076
广州市,中交四航珠江春,"113.42036,23.115707",华润万家(广州天河店),"113.440638,23.096174",3.782
广州市,微澜苑,"113.410104,23.466013",北回归线山地运动主题公园,"113.41379,23.445367",2.4
深圳市,锦缘里嘉园,"114.115637,22.535471",春风公园,"114.139976,22.544425",3.345
深圳市,君逸华府,"114.133142,22.576474",翠园实验学校,"114.139694,22.55082",4.605
深圳市,壹湾府,"114.015222,22.635146",深圳市未来小学,"114.030103,22.648682",2.862
深圳市,梅林苑,"114.024971,22.552469",新天社区公园,"114.03711,22.561375",2.383
深圳市,广信花园,"113.888974,22.564109",海乐社区公园,"113.892821,22.558645",1.072
深圳市,里城玺樾山花园,"114.122035,22.60654",深圳市中兴小学,"114.122269,22.627875",2.927
深圳市,桑达小区,"114.089573,22.543478",荔园小学玮鹏校区,"114.094314,22.543007",0.604
深圳市,华润紫樾润府,"114.360083,22.690992",深圳市中新中学,"114.380256,22.692901",3.045
深圳市,丽晶大厦,"114.084227,22.54223",君尚D区L1-12,"114.107332,22.539347",2.816
深圳市,泰华俊庭,"113.894533,22.563691",恒大商城(旗舰店),"113.90098,22.563375",1.022
深圳市,中海汇德理,"114.011863,22.637412",山姆会员商店,"114.035377,22.6455",3.212
深圳市,菁英趣庭,"113.881,22.582205",家乐福(西乡),"113.888582,22.559651",3.582
深圳市,华富综合楼,"114.024971,22.552469",新天社区公园,"114.046657,22.549721",2.893
深圳市,香珠花园,"114.020023,22.537615",东海城市广场,"114.02114,22.540541",0.49
深圳市,鸿荣源观城,"114.052374,22.698924",深圳市龙华区文峰小学,"114.057746,22.709456",2.404
深圳市,中信红树湾南区,"113.965235,22.527137",深圳市南山区华侨城小学,"113.987012,22.537258",3.898
深圳市,波托菲诺纯水岸十六期,"113.971331,22.54928",卓雅小学,"113.981923,22.5575",2.226
深圳市,威登别墅,"114.084227,22.54223",君尚D区L1-12,"114.105785,22.547853",3.206
深圳市,万科瑧山府,"114.007398,22.551126",乐购EXPRESS(兰江山第店),"114.014475,22.564048",2.635
深圳市,华侨城四海锦园,"114.12113,22.668586",盒马邻里(深圳龙岗平吉上苑店),"114.122451,22.681958",1.668
深圳市,天曜府,"114.015222,22.635146",深圳市未来小学,"114.019265,22.625417",1.52
深圳市,合正观澜汇·云境,"114.03011,22.710025",深圳市龙华区精英学校,"114.038044,22.696029",2.847
深圳市,南山悦时光花园,"114.259483,22.682679",沃尔玛(深圳龙岗峦山谷分店),"114.266605,22.688048",1.11
深圳市,14区,"113.901616,22.573788",冠华育才学校,"113.905421,22.575037",0.5
深圳市,龙丽园,"114.127175,22.560182",文华社区健康服务中心,"114.135025,22.544639",2.4
深圳市,信达泰禾·金尊府,"114.330073,22.676139",华润万家(坪山六和店),"114.339748,22.693145",3.038
深圳市,梅林一村九区,"114.014724,22.553034",福田区侨香社区健康服务中心,"114.034819,22.56539",3.495
深圳市,雍景轩,"113.92735,22.494365",深圳湾学校,"113.94309,22.496011",2.08
深圳市,招商华侨城曦城五期,"113.908245,22.596806",尖岗山公园,"113.914231,22.590214",1.439
深圳市,君胜熙玥湾,"114.331859,22.686077",燕子岭公园,"114.358097,22.69756",3.463
深圳市,天健和悦府,"114.360083,22.690992",深圳市中新中学,"114.381546,22.693506",2.978
深圳市,溪山禾玺首府,"114.043004,22.710786",深圳伟光医院,"114.048736,22.719355",1.778
深圳市,曦湾天馥,"113.914649,22.485349",汇港购物中心,"113.938764,22.498623",3.548
深圳市,外贸住宅小区,"114.134116,22.57576",翠园实验学校,"114.139694,22.55082",4.534
深圳市,翠苑家园,"114.140515,22.577052",布心广场G栋,"114.159922,22.557034",4.732
深圳市,丹翠欣苑小区,"114.122035,22.60654",深圳市中兴小学,"114.141134,22.625874",3.268
深圳市,田贝北院小区,"114.122272,22.564544",翠园实验学校,"114.139694,22.55082",3.687
深圳市,天曜府,"114.019265,22.625417",山姆会员商店,"114.035377,22.6455",3.257
深圳市,恒大成二期,"114.339748,22.693145",华润万家(坪山六和店),"114.340329,22.698274",0.918
深圳市,华润紫樾润府,"114.371261,22.684452",福万家购物广场,"114.380256,22.692901",1.816
深圳市,海富花园,"114.129395,22.566988",深圳市翠北小学,"114.137276,22.545591",3.09
深圳市,盛璟润府,"114.03411,22.66264",三共公园,"114.038868,22.663761",0.769
深圳市,丰泽湖山庄,"114.054714,22.595271",盒马邻里(深圳龙岗万科第五园店),"114.071031,22.612881",3.582
深圳市,翠景花园,"114.230859,22.549072",桥东社区公园,"114.238325,22.559581",1.726
深圳市,民生银行宿舍,"114.065957,22.568701",银湖二小,"114.079526,22.571948",2.374
深圳市,满京华金硕华府,"113.923947,22.76756",华润万家(璟霆大厦店),"113.936471,22.768958",2.068
深圳市,泰阳金桔苑,"114.14095,22.610643",佳兆业·东大街商业广场,"114.151693,22.604011",2.646
深圳市,北方园小区,"113.89378,22.570932",恒大商城(旗舰店),"113.90098,22.563375",1.284
深圳市,天井湖小区,"114.134949,22.545593",文华社区公园,"114.141602,22.559011",2.001
深圳市,金地明峰府,"113.858195,22.798256",燕川社区公园,"113.864756,22.780414",3.179
深圳市,臻著雅居,"114.015222,22.635146",深圳市未来小学,"114.021792,22.632828",0.964
深圳市,京基·御景峯,"113.989768,22.589998",南方科技大学第一实验小学,"114.013288,22.598",2.997
深圳市,玖玖颂阁,"113.875145,22.567781",径贝小学,"113.891491,22.577746",2.464
深圳市,金地明峰府,"113.842969,22.764764",华润万家(喜港城店),"113.864756,22.780414",3.286
深圳市,鸿桥世纪名园,"113.804978,22.691067",深圳市宝安福永人民医院御景水岸社区健康服务中心,"113.828312,22.684991",4.515
深圳市,保利静安府,"114.237628,22.730076",华润万家(吉祥路店),"114.247073,22.740474",2.002
深圳市,龙光玖誉雅筑,"114.339748,22.693145",华润万家(坪山六和店),"114.341379,22.673989",2.646
深圳市,五金宿舍楼,"113.905824,22.566732",麦德龙(深圳宝安商场),"113.908981,22.560693",0.954
深圳市,紫和嘉园,"114.251086,22.742654",龙西街心公园,"114.252555,22.743132",0.397
深圳市,学府朗园,"113.885732,22.79061",嘉宏商业广场,"113.893023,22.801212",1.974
深圳市,中海寰宇珑宸花园,"114.313547,22.688593",深圳市高级中学龙岗学校,"114.3153,22.695534",0.876
深圳市,嘉逸花园,"114.019826,22.674864",龙华区人民医院宝龙社康中心,"114.034535,22.655366",4.092
深圳市,溪山禾玺首府,"114.03011,22.710025",深圳市龙华区精英学校,"114.048736,22.719355",2.883
深圳市,招商锦绣观园,"114.027285,22.695431",深圳市龙华区文峰小学,"114.052374,22.698924",3.68
深圳市,美佳华首誉,"114.03011,22.710025",深圳市龙华区精英学校,"114.041219,22.693821",3.327
深圳市,金海湾花园,"114.012019,22.536955",越众社区公园,"114.032044,22.519522",3.763
深圳市,天泽花园,"114.054007,22.533569",星河COCO Park(福田店),"114.069873,22.517828",3.287
深圳市,山海阳光园二期,"114.222321,22.556893",桥东社区公园,"114.230859,22.549072",1.457
深圳市,农艺大厦,"113.925223,22.683972",盒马邻里(深圳宝安荔湖花园店),"113.940194,22.678955",1.797
深圳市,红花园,"113.91352,22.562097",深圳市第八人民医院,"113.921863,22.538655",4.036
深圳市,龙城花园,"113.92037,22.48544",太子湾学校-小学部,"113.928333,22.511064",3.654
深圳市,景蜜村,"114.014724,22.553034",福田区侨香社区健康服务中心,"114.038578,22.555188",2.825
苏州市,仁恒澜庭叙,"120.470473,31.316672",世纪华联超市(马涧路店),"120.498804,31.314598",2.949
苏州市,苏高新上华璟庭,"120.543495,31.309466",苏州市三元第三小学校,"120.572589,31.304562",3.418
苏州市,象屿都城怡园,"121.07033,31.303268",昆山市花桥高级中学,"121.070695,31.280349",3.12
苏州市,中海姑苏第,"120.576087,31.307296",金门公园,"120.595667,31.290932",3.726
苏州市,金裕上辰雅苑,"120.679217,31.410476",邻里家购物中心,"120.685543,31.434549",3.092
苏州市,中建文泽华府,"120.659005,31.138208",运河古纤道公园,"120.665716,31.137328",0.88
苏州市,青苑新村一区,"120.789508,31.365486",唯亭医院,"120.790869,31.364182",0.459
苏州市,览月阁,"120.571521,31.298444",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",2.944
苏州市,棠悦名筑,"120.76169,31.665529",常熟广仁医院,"120.785858,31.679386",3.861
苏州市,金邻苑,"120.829328,31.303609",新盛商业广场,"120.830363,31.302477",0.332
苏州市,七溪庭,"120.769509,31.653184",开元小学,"120.772617,31.637252",2.722
苏州市,弘阳尊邸,"120.758416,31.643161",常熟市颜港小学,"120.778568,31.623943",3.941
苏州市,苏高新恒棠澜轩,"120.583127,31.268672",世纪华联超市(四季晶华店),"120.606379,31.265411",3.031
苏州市,彩香一村二区,"120.576087,31.307296",金门公园,"120.593449,31.302295",2.26
苏州市,红峰二村一区,"120.946446,31.38322",集江商城,"120.957761,31.380295",1.451
苏州市,金龙花园,"120.549979,31.293423",金鹰国际广场(狮山路店),"120.567089,31.290127",2.349
苏州市,泊印澜庭,"120.405911,31.377422",通安金墅小学,"120.407726,31.366193",1.948
苏州市,张家港恒大雅苑,"120.574395,31.880132",人人乐(江帆路店),"120.594846,31.879169",2.437
苏州市,幸福家园,"120.804314,31.741196",海虞镇花庄小学,"120.813438,31.765367",3.341
苏州市,浅悦静庭,"120.43727,31.323928",小茅山公园,"120.438549,31.347504",3.192
苏州市,万盛江南,"120.87009,31.275073",甪直甫里中学,"120.877409,31.267498",1.649
苏州市,石里小区,"120.630356,31.16461",乐天玛特,"120.63951,31.155395",1.762
苏州市,国泰小区,"120.54905,31.874678",吉麦德购物广场,"120.556143,31.889076",2.003
苏州市,蓝城汾湖桃花源,"120.847089,31.072072",廉心园,"120.864035,31.050601",3.435
苏州市,珠宝苑,"120.653825,31.463863",相城区涟水小学,"120.663221,31.486262",3.718
苏州市,观湖壹号,"120.904432,31.405458",昆山市第一中学,"120.922328,31.384941",3.782
苏州市,奥林清华西区,"120.634851,31.139386",乐天玛特,"120.63951,31.155395",2.116
苏州市,农房恒海国际花园,"121.018805,31.166352",世纪华联超市(淀辉路店),"121.019149,31.178276",2.133
苏州市,大悦繁华雅筑,"120.634206,31.417366",苏州高铁新城医院,"120.65358,31.413569",2.484
苏州市,和恒旭辉和颂雅苑,"120.568506,31.392067",胡湾公园,"120.572242,31.383743",1.353
苏州市,苏高新恒棠澜轩,"120.583127,31.268672",美之国花园-中心公园,"120.611327,31.264105",3.676
苏州市,南田村36号,"120.627133,31.330817",东汇,"120.632695,31.331826",0.624
苏州市,双板桥小区,"120.634001,31.158528",吴江公园,"120.634741,31.155611",0.618
苏州市,中宝财富广场,"121.253812,31.514622",上海如海生鲜生活购物中心(紫薇路店),"121.275822,31.513137",2.777
苏州市,南园南路34号,"120.633539,31.30156",苏州市沧浪实验小学校,"120.63806,31.28149",2.718
苏州市,云荟澜庭,"120.76199,31.641743",常熟市孝友中学,"120.78827,31.649769",3.328
苏州市,金相天地,"120.605713,31.373421",苏州市相城人民医院,"120.623922,31.373512",2.085
苏州市,师惠花苑,"120.646307,31.299864",健生源医院(葑门路),"120.668708,31.312365",3.542
苏州市,锦昌苑,"120.563648,31.294188",金门公园,"120.576087,31.307296",2.801
苏州市,中梁海伦堡滨湖云璟,"120.38675,30.927327",玉林超市(七都菱田店),"120.401248,30.950679",3.931
苏州市,中海狮山云起,"120.556388,31.277354",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",3.678
苏州市,西北街87号,"120.836821,31.0111",华润万家,"120.855133,31.031549",4.369
苏州市,和萃澜庭,"120.399852,31.332754",吴江大润发(东渚店),"120.404256,31.342153",2.151
苏州市,燕回江南院,"120.715092,31.482591",苏大附一院阳澄湖分院,"120.735728,31.485932",2.459
苏州市,新康花园四期,"120.591734,31.279849",苏州市中医医院,"120.597862,31.268714",2.165
苏州市,龙祥花园,"120.624376,31.117312",壹加壹连锁超市,"120.655592,31.113736",3.356
苏州市,新城十里锦绣,"120.530924,30.872907",好旺购超市(南麻店),"120.557462,30.883768",3.636
苏州市,览月阁,"120.564772,31.288275",小学高中,"120.571521,31.298444",2.018
苏州市,四季印象澜庭,"120.509755,30.9095",姚家浜公园,"120.514247,30.913568",1.283
苏州市,东辉缘,"120.951084,31.419565",博爱医院(北门路),"120.981134,31.417181",3.171
苏州市,龙湖御湖境,"120.611131,31.251468",美之国花园-中心公园,"120.611327,31.264105",2.078
苏州市,留云轩,"120.584362,31.316996",学士中心小学校,"120.610011,31.308762",3.175
