城市名,起点名称,起点经纬度,终点名称,终点经纬度,开车,公共交通
北京市,星悦时光,"116.650415,40.126508",隆华购物中心(站前街),"116.688551,40.090214",19,41
北京市,自来水宿舍楼,"116.21589,40.122003",清华附中,"116.249739,40.199146",23,74
北京市,葛洲坝北京中国府,"116.311642,39.84653",天桥百货商场,"116.397929,39.880592",26,50
北京市,九和苑,"116.351886,39.935151",北京市东城区第一人民医院,"116.401276,39.864505",28,50
北京市,御璟星城元启,"116.335506,39.722295",国营兴糖商场,"116.347675,39.781987",28,32
北京市,上林世家,"116.374013,40.0191",北京天苑医院,"116.436968,40.07121",21,36
北京市,天恒京西悦府,"116.08425,39.715549",科豪商厦,"116.141661,39.735126",17,42
北京市,建外soho东区,"116.416066,39.866297",北京第一师范学校附属小学东校区,"116.458322,39.905402",28,37
北京市,龙湖·观萃,"116.276468,40.111216",百善学校,"116.319782,40.172499",28,64
北京市,清林苑,"116.356824,40.015888",北京陈经纶中学嘉铭分校(欧陆校区),"116.421541,39.998376",19,38
北京市,龙湖·御湖境二期,"116.558259,40.099603",北京方舟医院,"116.652208,40.134007",25,37
北京市,橡树湾文园,"116.291723,39.842282",丰台第二小学,"116.35517,39.789083",21,59
北京市,房山西大街甲10号,"115.98442,39.702525",房山区四〇一学校,"116.064627,39.736652",25,47
北京市,公园1872国际公寓,"116.432243,39.864065",北京中医药大学东方医院,"116.499331,39.923829",38,43
北京市,怡景园,"116.416066,39.866297",北京第一师范学校附属小学东校区,"116.441885,39.9206",41,39
北京市,橡树湾(兴橡润园),"116.287622,39.854543",北京市第十二中学(体育分校),"116.354338,39.786029",22,48
北京市,中海·萬吉玖序,"116.424343,39.916126",史家小学遂安伯校区,"116.497767,39.962602",29,58
北京市,峪园,"116.007858,39.975392",北京市王平中学,"116.101358,39.930862",34,78
北京市,粮食局宿舍楼,"116.140746,40.233846",北京市昌平区南口学校,"116.230666,40.219173",16,54
北京市,东交民巷32号院,"116.356605,39.952958",枫蓝国际购物中心,"116.406416,39.901843",33,53
北京市,新城投·御河园,"116.229103,39.760654",兴海学校中学部,"116.335697,39.790026",25,64
北京市,中绿东岳府,"116.539086,39.858836",北岸商业广场,"116.581349,39.913497",32,64
北京市,路劲御和府,"116.691266,40.084821",顺义区南彩第二小学,"116.716245,40.129855",19,77
北京市,10AM新坐标,"116.443931,39.868602",北京市东方德才学校(金台里校区),"116.47705,39.919726",39,41
北京市,中冶·德贤御府,"116.496338,39.931658",北京天使望京妇儿医院,"116.579331,39.977172",19,41
北京市,城市广场,"116.432243,39.864065",北京中医药大学东方医院,"116.50566,39.915082",41,49
北京市,中建壹品·花鄕壹號,"116.223536,39.757663",西营完全小学,"116.302513,39.785613",24,58
北京市,阜北小区,"116.327772,39.994167",北京市中关村中学(清华园校区),"116.32825,39.923943",32,32
北京市,京投发展檀香府,"116.055822,39.879195",北京市大峪中学,"116.12097,39.926901",22,52
北京市,泥洼路30号院,"116.301471,39.859388",北京市东城区第一人民医院,"116.401276,39.864505",22,45
北京市,中冶德贤公馆,"116.397929,39.880592",天桥百货商场,"116.429227,39.820358",20,40
北京市,官园公寓,"116.363433,39.930878",北京市东方德才学校(金台里校区),"116.47705,39.919726",38,43
北京市,大黄庄,"116.47705,39.919726",北京市东方德才学校(金台里校区),"116.547858,39.915255",20,34
北京市,融创壹号院,"116.424343,39.916126",史家小学遂安伯校区,"116.493751,39.941922",22,47
北京市,安贞西里四区,"116.399139,39.97175",解放军总医院第七医学中心东楼,"116.430518,39.929935",30,45
北京市,丰禾嘉会,"116.488919,39.7965",大中电器(亦庄店),"116.603486,39.784952",32,53
北京市,西山金茂府,"116.12345,39.905343",北京长安天街,"116.178661,39.832725",30,85
北京市,民园小区,"116.220861,40.213349",北京振华学校,"116.272534,40.138873",20,51
北京市,招商璀璨时代,"116.538904,39.75361",北京市通州区第一实验中学,"116.599615,39.785326",25,57
北京市,瑞海家园二区,"116.287622,39.854543",北京市第十二中学(体育分校),"116.3318,39.78654",25,40
北京市,禧悦首府,"116.147648,39.755994",京盛时代购物中心,"116.172863,39.819576",25,65
北京市,中成大厦,"116.3106,39.986211",枫蓝国际购物中心,"116.356605,39.952958",15,37
北京市,绿地朗山产业园,"116.834522,40.350993",北京密云世济医院,"116.864692,40.392742",15,58
北京市,妇联小区,"116.47705,39.919726",北京市东方德才学校(金台里校区),"116.547027,39.914596",20,34
北京市,华昱家园,"116.328583,39.72819",国美电器(悦秀城店),"116.385894,39.6719",24,47
北京市,融创壹号院ONE9,"116.424343,39.916126",史家小学遂安伯校区,"116.496801,39.943188",23,49
北京市,绣江南,"116.659513,39.865588",北京华联武夷购物中心,"116.700163,39.918693",33,65
北京市,碧水园,"116.401276,39.864505",北京市东城区第一人民医院,"116.480736,39.930581",42,44
北京市,海淀南路12号项目,"116.306877,39.975093",中国音乐学院附属北京实验学校,"116.414587,39.993983",20,34
北京市,青年沟,"116.415792,39.961836",首都医科大学附属北京妇产医院产科门诊,"116.470751,39.93087",26,38
北京市,增产路21号院,"116.094123,39.940663",中国人民大学附属小学京西校区,"116.108473,39.887325",19,57
北京市,北京城建和知筑,"116.172863,39.819576",京盛时代购物中心,"116.181027,39.748115",32,70
北京市,北京湾,"116.18259,40.220837",横桥小学,"116.194072,40.17002",18,86
北京市,鼎城世家,"116.196931,39.92703",北京育英学校,"116.286236,39.911471",42,50
北京市,中绿东岳府,"116.539086,39.858836",西马庄小学,"116.631551,39.912761",37,79
北京市,方恒东景,"116.688252,39.872241",北京华联武夷购物中心,"116.700163,39.918693",26,56
北京市,北京·东湾,"116.584502,39.983595",北京朝阳凯文学校,"116.645725,39.911426",25,68
北京市,国誉府,"116.172863,39.819576",京盛时代购物中心,"116.194043,39.738763",33,91
北京市,北京城建樂知筑,"117.0062,40.184436",峪口镇中心小学,"117.091867,40.154976",20,74
北京市,中海公元里,"116.335506,39.722295",国营兴糖商场,"116.378225,39.803323",32,38
北京市,白纸坊中里,"116.355065,39.878849",枫蓝国际购物中心,"116.356605,39.952958",34,45
北京市,和樾玉鸣,"116.293739,40.037944",霍营中心小学,"116.359746,40.074943",27,41
北京市,北投晟景汀澜,"116.581349,39.913497",北岸商业广场,"116.661849,39.941953",24,53
北京市,北京天誉,"116.424343,39.916126",史家小学遂安伯校区,"116.455707,39.851603",22,41
北京市,中铁西城,"116.14974,39.897776",北京市石景山医院,"116.213305,39.906086",29,64
北京市,万明园小区,"116.354508,39.921204",北京第一师范学校附属小学东校区,"116.416066,39.866297",24,42
北京市,国祥雲著,"116.767387,40.366261",十里堡镇水杨红小学,"116.871784,40.389736",21,63
北京市,富力尚悦居D区,"116.482462,39.798845",亦庄医院,"116.591326,39.771259",30,42
北京市,东湖湾,"116.430518,39.929935",解放军总医院第七医学中心东楼,"116.460294,40.00689",28,57
北京市,颐海澐颂,"116.246462,40.066275",北京市十一学校(龙樾实验中学),"116.349413,40.044964",43,56
北京市,京熙润府,"116.165653,39.727278",中国航天科工集团七三一医院,"116.170674,39.809157",29,76
北京市,车公庄西路14号院,"116.325082,39.931012",史家小学遂安伯校区,"116.424343,39.916126",40,36
北京市,定福庄北里1号院 ,"116.47705,39.919726",北京市东方德才学校(金台里校区),"116.561523,39.918285",25,33
北京市,九中教工楼高中部,"116.162507,39.93505",北京十一晋元中学,"116.230716,39.920445",22,50
北京市,中水金海,"116.424343,39.916126",史家小学遂安伯校区,"116.507592,39.936018",26,40
北京市,丝竹园小区,"116.379533,39.989573",史家小学遂安伯校区,"116.424343,39.916126",39,48
北京市,璟上兰园,"116.556854,40.104188",北京德威英国国际学校,"116.569147,40.03885",29,71
北京市,北京城建·宸知筑,"116.172863,39.819576",京盛时代购物中心,"116.246064,39.868598",36,53
北京市,望京国誉府,"116.462943,40.051006",欧陆广场,"116.5475,40.066878",33,76
北京市,南弓匠营胡同,"116.356605,39.952958",枫蓝国际购物中心,"116.428113,39.925686",34,52
北京市,华鼎世家,"116.430518,39.929935",解放军总医院第七医学中心东楼,"116.4751,39.995177",26,45
北京市,橡树湾(兴橡润园),"116.291723,39.842282",丰台第二小学,"116.354338,39.786029",23,46
北京市,北京岭秀,"117.109663,40.1371",北京市平谷区第一小学,"117.198085,40.116791",21,65
北京市,龙腾苑二区,"116.327772,39.994167",北京市中关村中学(清华园校区),"116.336784,40.077667",33,49
北京市,和樾望雲,"116.296166,40.038211",霍营中心小学,"116.359746,40.074943",27,41
北京市,印香山,"116.12345,39.905343",北京长安天街,"116.209449,39.952632",40,43
北京市,帅府·京彩世界,"116.609373,39.898189",清华大学附属中学管庄学校,"116.649847,39.862537",21,61
北京市,怡安园小区,"116.646099,40.291104",中关村第一小学怀柔分校,"116.655622,40.361727",16,83
北京市,金茂璞逸丰宜,"116.432312,39.853662",亦庄医院,"116.482462,39.798845",23,30
北京市,北科建翡翠华府,"116.667375,40.349051",北京市怀柔区怀北中学,"116.687046,40.414574",20,51
北京市,北京国贤府二期,"116.434845,40.037448",花家地实验小学朝来校区,"116.440336,40.121105",28,61
北京市,龙湖·御湖境二期,"116.652208,40.134007",北京地坛医院顺义院区,"116.757842,40.100238",24,57
北京市,栖海澐颂,"116.254145,40.092872",金座,"116.336347,40.07934",32,58
北京市,长安府,"116.639096,39.934976",北京华联武夷购物中心,"116.700163,39.918693",20,45
北京市,垂杨柳南里,"116.374374,39.931108",北京市第一五六中学,"116.453831,39.887108",32,40
北京市,保利锦上二期,"116.487321,39.877498",北京燕莎奥特莱斯购物中心,"116.545214,39.855914",14,58
北京市,翠谷玉景,"116.244608,39.917423",北京市第十二中学(体育分校),"116.287622,39.854543",29,47
北京市,润千秋,"116.270443,40.033213",霍营中心小学,"116.359746,40.074943",37,49
北京市,温哥华森林西郡,"116.33521,40.10169",北京市育荣实验学校,"116.412444,40.135823",23,77
北京市,壹品兴创•颐和公馆,"116.304701,39.79073",阳春小学,"116.325089,39.711518",23,43
北京市,新街口外大街21号院,"116.370339,39.957415",天桥百货商场,"116.397929,39.880592",38,42
北京市,水之郡,"116.302326,39.948626",北京第二实验小学(涭水河分校),"116.37648,39.900266",33,41
北京市,金隅昆泰云筑,"116.416066,39.866297",北京第一师范学校附属小学东校区,"116.492427,39.84263",22,35
北京市,梅兰居,"116.558259,40.099603",北京方舟医院,"116.636147,40.113326",24,57
北京市,能建·京玥兰园,"116.631551,39.912761",西马庄小学,"116.676171,39.868402",25,57
北京市,恒富花园,"116.286236,39.911471",北京育英学校,"116.294758,39.836393",28,48
北京市,北京隅东序,"116.397929,39.880592",天桥百货商场,"116.496813,39.84441",28,35
北京市,兴城之星,"116.270373,39.742716",北京仁和医院,"116.338131,39.741918",18,54
北京市,未来明珠,"116.287622,39.854543",北京市第十二中学(体育分校),"116.370507,39.851309",19,37
北京市,海华堂,"116.416066,39.866297",北京第一师范学校附属小学东校区,"116.502733,39.919176",36,46
北京市,恒富花园1号院,"116.294671,39.83614",北京市东城区第一人民医院,"116.401276,39.864505",26,46
北京市,前泥洼三区,"116.29931,39.85445",北京市东城区第一人民医院,"116.401276,39.864505",25,43
北京市,城子二斜井,"116.091043,39.947639",北京市大峪中学(分校),"116.107393,39.888775",23,63
北京市,阿尔法社区,"116.646053,39.872803",通州医院,"116.696819,39.933594",36,73
北京市,金融街武夷·融御,"116.623678,39.904697",永顺镇中心小学分校,"116.70558,39.916745",27,44
北京市,西青年沟,"116.412469,39.962115",北京市东方德才学校(金台里校区),"116.47705,39.919726",29,43
北京市,橡树湾(兴橡润园),"116.354338,39.786029",北京市东城区第一人民医院,"116.401276,39.864505",32,48
北京市,京投发展檀香府,"116.055822,39.879195",北京仁圣医院,"116.112912,39.912485",19,41
北京市,天坛东里,"116.422152,39.875627",亦庄医院,"116.482462,39.798845",32,40
北京市,玉泉路小区,"116.139932,39.937129",北京市石景山区电厂路小学,"116.248273,39.916834",28,61
北京市,万科东庐,"116.631338,39.930347",手机电脑城,"116.730343,39.943572",26,84
北京市,北京半岛,"116.075055,39.798777",中国航天科工集团七三一医院,"116.170674,39.809157",27,88
北京市,中海寰宇天下·天境,"116.169781,39.91266",北京教育学院附属丰台实验学校,"116.268584,39.886613",38,49
北京市,住总•芳华里,"116.636357,40.119402",顺义区南彩第二小学,"116.716245,40.129855",22,43
北京市,瑞海国际中心,"116.31611,39.8979",北京第一师范学校附属小学东校区,"116.416066,39.866297",27,47
北京市,中海学府里,"116.226553,39.884685",亿潼隆丰益购物中心,"116.302114,39.858539",30,41
北京市,栖海澐颂,"116.208851,40.038713",北京中法实验学校,"116.254145,40.092872",21,97
北京市,汇豪公园里,"116.071909,39.647366",北京静康医院,"116.07805,39.722165",19,70
北京市,西黄城根南街一区,"116.37854,39.915298",北京市东城区第一人民医院,"116.401276,39.864505",22,39
北京市,远大园二区,"116.28154,39.955728",北京市中关村中学(清华园校区),"116.327772,39.994167",27,39
北京市,保温段,"116.213305,39.906086",北京市石景山医院,"116.279999,39.833599",29,57
北京市,中建璞园PARK,"116.560467,40.025943",北京朝阳凯文学校,"116.584502,39.983595",18,67
北京市,天恒·水岸壹号,"116.15593,39.714382",西营完全小学,"116.223536,39.757663",22,41
北京市,山水首府,"116.53054,40.246238",北石槽中心小学,"116.630244,40.292442",19,55
北京市,天娇园,"116.37648,39.900266",北京第二实验小学(涭水河分校),"116.439194,39.897922",23,26
北京市,悦园,"116.310759,39.953208",北京第二实验小学(涭水河分校),"116.37648,39.900266",32,36
北京市,经济日报社宿舍,"116.356605,39.952958",枫蓝国际购物中心,"116.38306,39.885578",31,44
北京市,梧桐苑栖凤园,"116.143896,39.898066",京盛时代购物中心,"116.172863,39.819576",25,93
北京市,三建宿舍,"116.365686,39.994681",解放军总医院第七医学中心东楼,"116.430518,39.929935",37,57
北京市,北城根小区,"116.235489,40.228711",百善学校,"116.319782,40.172499",25,50
北京市,青云上府,"116.48447,40.00154",清华大学附属中学望京学校,"116.570907,40.020392",24,83
北京市,中海首开拾光里,"116.5475,40.066878",欧陆广场,"116.572162,40.016231",33,86
北京市,菊源南里小区,"116.424922,39.787062",北京市第八十中学(睿实分校),"116.462892,39.842248",28,61
北京市,定慧寺东里,"116.213305,39.906086",北京市石景山医院,"116.286375,39.922324",35,55
北京市,北投晟景汀澜,"116.623678,39.904697",永顺镇中心小学分校,"116.661849,39.941953",21,52
北京市,石龙北路27号院,"116.112181,39.915749",北京市丰台区槐树岭学校,"116.194697,39.854504",31,85
北京市,迎喜家园,"116.631551,39.912761",西马庄小学,"116.68675,39.873971",28,49
北京市,强佑清河新城,"116.345897,40.028479",北京天苑医院,"116.436968,40.07121",29,70
北京市,中海紫金苑,"116.314714,39.945343",北京市中关村中学(清华园校区),"116.327772,39.994167",23,41
北京市,馥郁苑二期,"116.642334,40.332551",北京汇都中医医院,"116.678541,40.287216",17,66
北京市,帅府·京彩世界,"116.565445,39.859506",北京一七一中学朝阳豆各庄分校,"116.649847,39.862537",18,33
北京市,北官厅胡同,"116.401276,39.864505",北京市东城区第一人民医院,"116.426298,39.947089",48,54
北京市,壹品兴创•颐和公馆,"116.317212,39.757307",广丰购物广场,"116.325089,39.711518",18,35
北京市,府学胡同区,"116.409851,39.935699",北京第一师范学校附属小学东校区,"116.416066,39.866297",27,40
