城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
北京市,羊坊店西路10号院,"116.317539,39.903198",北京第一师范学校附属小学东校区,"116.416066,39.866297",19
北京市,罗马花园,"116.418454,39.983615",枫蓝国际购物中心,"116.356605,39.952958",15
北京市,中建·和颂九里,"116.237404,39.860449",阳春小学,"116.304701,39.79073",19
北京市,安贞里三区,"116.403334,39.969338",北京市东方德才学校(金台里校区),"116.47705,39.919726",20
北京市,长安润璟,"116.198124,39.892367",麦德龙(北京四季青店),"116.272734,39.947527",18
北京市,旭辉城,"116.136365,39.679507",科豪商厦,"116.141661,39.735126",19
北京市,芙蓉里,"116.30103,39.989563",枫蓝国际购物中心,"116.356605,39.952958",14
北京市,德胜世嘉,"116.390698,39.94794",北京市东方德才学校(金台里校区),"116.47705,39.919726",19
北京市,首开卓越建工·熙悦晴翠,"116.184465,39.864226",世纪华联超市(长龙苑店),"116.211374,39.807103",19
北京市,橡树湾(兴橡润园),"116.354338,39.786029",亿潼隆丰益购物中心,"116.302114,39.858539",18
北京市,勘测院宿舍,"116.3192,39.902781",北京第一师范学校附属小学东校区,"116.416066,39.866297",19
北京市,住总山澜赋,"115.966445,40.444732",太平庄中心小学,"115.88946,40.416142",16
北京市,望京国誉府,"116.462943,40.051006",华联生活购物中心(名流花园店),"116.431435,40.102566",24
北京市,老管委会宿舍,"116.49565,39.802613",北京市恒基客运有限公司马驹桥充电桩客运站,"116.548944,39.72904",25
北京市,恒华安纳湖南区,"116.657875,40.203674",顺义区东风小学,"116.654749,40.11422",25
北京市,新城投·御河园,"116.229103,39.760654",世纪华联超市(长龙苑店),"116.211374,39.807103",13
北京市,金融街武夷·融御,"116.70558,39.916745",西马庄小学,"116.631551,39.912761",18
北京市,温泉花园B区,"116.4166,40.128149",林荫公园,"116.438601,40.041556",27
北京市,中建壹品·花鄕壹號,"116.302513,39.785613",北京市第十二中学(体育分校),"116.287622,39.854543",20
北京市,金隅昆泰云筑,"116.492427,39.84263",北京第一师范学校附属小学东校区,"116.416066,39.866297",19
北京市,合生me悦,"116.43743,39.772363",乐家购物中心B区,"116.333007,39.800108",21
北京市,住总·清樾府,"116.291897,40.170486",北京龙山中医医院,"116.244888,40.20097",13
北京市,帅府·君园,"116.735224,39.683361",小务中学,"116.818019,39.674573",10
北京市,香山南营66号,"116.207013,39.996499",石景山区炮山城市森林公园,"116.140387,39.962596",26
北京市,誉天下盛寓,"116.557842,40.058939",北京朝阳凯文学校,"116.584502,39.983595",22
北京市,朝阳园,"116.517078,39.91811",北岸商业广场,"116.581349,39.913497",16
北京市,璞瑅润府,"116.631869,40.139674",北京市第四中学(顺义分校),"116.544116,40.115413",18
北京市,金隅·花溪云锦,"116.694482,39.874388",北京泗河中医医院,"116.643791,39.901804",16
北京市,V7西园,"116.103978,39.95014",世纪华联超市(老古城大楼店),"116.182055,39.907991",17
北京市,花梗胡同1号院,"116.412898,39.938793",山姆超市,"116.34792,39.871893",20
北京市,御河壹号庄园,"116.689122,40.112132",世纪意嘉超市,"116.608383,40.138169",15
北京市,双桥五号井,"116.599199,39.887792",老君堂公园,"116.52028,39.833236",18
北京市,北京城建·国誉朝华,"116.630188,39.928422",北京华联武夷购物中心,"116.700163,39.918693",16
北京市,广播大院,"116.572655,39.895116",西马庄小学,"116.631551,39.912761",19
广州市,华景新城陶然庭苑,"113.361227,23.142496",广州兰花文化园,"113.37918,23.218177",20
广州市,大源山庄,"113.351613,23.250791",广州市第七十中学,"113.303676,23.281891",26
广州市,新世界·凯粤湾,"113.213681,23.114678",广州市第七中学,"113.297557,23.121676",22
广州市,绿地柏玥晶舍,"113.321272,23.298479",星航国际广场,"113.295907,23.337981",18
广州市,绿城馥香园,"113.299777,23.063935",沙河小学,"113.311762,23.152783",24
广州市,中建天钰,"113.27975,23.071712",琶洲国际会展中心B区南广场,"113.362625,23.102491",18
广州市,合生中央城六期,"113.504369,23.148766",联合街社区卫生服务中心,"113.426368,23.198503",26
广州市,广州城投·天禧,"113.412727,23.165186",龙汇商贸小镇,"113.367586,23.191648",20
广州市,碧桂园凤凰城凤荔苑,"113.571243,23.125942",永新中学,"113.576893,23.195435",20
广州市,中洲紫轩,"113.43295,23.105402",仑头社区卫生服务站,"113.378514,23.076207",20
广州市,公交珠实·花城云著,"113.258533,23.230617",新东豪商贸城,"113.261051,23.150015",23
广州市,雍尚湾,"113.498815,22.876857",前峰村四中,"113.445442,22.934134",24
广州市,东方广场,"113.294833,23.133987",骏景小学,"113.382361,23.121679",19
广州市,越秀·云悦,"113.330874,23.174924",大升广场,"113.259238,23.190956",21
广州市,丽江花园丽茹楼,"113.300581,23.034434",泰安公园,"113.311056,22.984453",20
广州市,南浦长大公司,"113.297511,23.037251",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",21
广州市,白云畔山花园,"113.317769,23.182127",骏景小学,"113.382361,23.121679",24
广州市,华侨城(番禺),"113.353112,22.933327",泰安公园,"113.311056,22.984453",21
广州市,雅致苑,"113.213619,23.393227",飞鹅岭小学,"113.155929,23.375261",14
广州市,粤泰荣廷府,"113.278631,23.121912",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",20
广州市,茶滘新村,"113.229002,23.092382",小南门动物园,"113.304296,23.134757",22
广州市,雅居乐中建保利·天骄,"113.252902,23.362926",广州市江高三中,"113.231082,23.304168",17
广州市,佛奥广场,"113.318195,23.124775",新东豪商贸城,"113.261051,23.150015",19
广州市,创基天璟,"113.802218,23.279008",日成商业广场,"113.731896,23.276146",14
广州市,穗茵园,"113.372436,23.121552",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",17
广州市,观园壹号,"113.796622,23.189021",三联小学,"113.783789,23.278273",26
广州市,大壮名城·名门,"113.460154,23.16775",骏景小学,"113.382361,23.121679",27
广州市,南源花园,"113.234712,23.1339",沙河小学,"113.311762,23.152783",19
广州市,臻湖苑,"113.824468,23.242623",增塘湿地公园,"113.764866,23.224783",20
广州市,佳泽园·帝景中央,"113.796706,23.279167",增塘湿地公园,"113.764866,23.224783",17
广州市,东山欣园,"113.308974,23.122475",骏景小学,"113.382361,23.121679",19
广州市,康盈阁,"113.258327,23.17293",小南门动物园,"113.304296,23.134757",21
广州市,凯德凯荔花园,"113.80318,23.30273",小楼镇中心小学,"113.831113,23.379151",18
广州市,中旅·名门府,"113.222113,23.349159",广州市江高三中,"113.231082,23.304168",10
广州市,金地·公园名著,"113.589355,23.189654",久裕商贸城,"113.654113,23.122966",26
广州市,时代·印象,"113.494837,23.454586",湴湖公园,"113.461491,23.41866",16
广州市,小城之春,"113.360064,23.136508",广州兰花文化园,"113.37918,23.218177",18
广州市,锦钰轩,"113.20833,23.415799",铜鼓坑公园,"113.284648,23.444516",17
广州市,方園,"113.273127,23.199698",小南门动物园,"113.304296,23.134757",21
广州市,恒大珺睿,"113.342812,23.125646",中心湖公园,"113.394243,23.049473",28
广州市,中人宿舍,"113.313478,23.168784",家乐福(康王店),"113.247778,23.124166",20
广州市,祈福新村月明轩,"113.320526,22.95627",广州市番禺区南站小学,"113.276114,22.996483",22
广州市,力源愉苑,"113.799837,23.29658",日成商业广场,"113.731896,23.276146",15
广州市,丽江花园左岸,"113.305481,23.032437",多米购物商场,"113.374573,23.077756",20
广州市,晓港花苑,"113.280039,23.098286",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",20
广州市,阳光阁,"113.19906,23.397799",花都区文志学校,"113.217577,23.467493",20
广州市,瑞达大厦,"113.319078,23.128899",骏景小学,"113.382361,23.121679",17
广州市,布查特官邸I期,"113.342624,22.994233",多米购物商场,"113.374573,23.077756",20
广州市,雅居乐万科热橙,"113.279273,23.44181",光之彩天幕城,"113.238884,23.403823",21
广州市,康怡花苑,"113.302578,23.091069",多米购物商场,"113.374573,23.077756",19
广州市,越秀白云星汇城,"113.392853,23.374912",湴湖公园,"113.461491,23.41866",17
广州市,中建海丝城,"113.485391,23.096524",玉树社区社工服务站,"113.436816,23.15775",26
广州市,绿佳花园,"113.332052,23.159117",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",19
广州市,东秀园,"113.379601,22.937674",前峰村四中,"113.445442,22.934134",16
广州市,山海合悦,"113.601783,22.771544",广州市南沙区中医院,"113.545569,22.707001",21
广州市,百兴苑,"113.251781,23.151188",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",24
广州市,实地常春藤5期,"113.5579,23.21342",永辉超市,"113.49839,23.173689",19
广州市,云瀚府,"113.281897,23.118018",盒马邻里(白云富力金街店),"113.20165,23.148392",17
广州市,广南公司宿舍,"113.311695,23.15597",骏景小学,"113.382361,23.121679",19
广州市,鸿运雅轩,"113.282114,23.088205",新东豪商贸城,"113.261051,23.150015",21
广州市,中国铁建·翰林新语,"113.660045,23.139162",凤凰城中英文学校,"113.589777,23.134469",16
广州市,宝盛园,"113.239544,23.121099",广州市第七中学,"113.297557,23.121676",20
广州市,利福大厦,"113.267549,23.121098",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",20
广州市,星誉星晴雅筑,"113.359622,22.962222",广州市番禺区南站小学,"113.276114,22.996483",17
广州市,香江天辰,"113.561362,23.141393",永新中学,"113.576893,23.195435",21
广州市,敏捷绿湖首府,"113.78827,23.200976",东园学校,"113.824865,23.241451",20
广州市,牡丹阁,"113.225468,23.088956",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",23
广州市,俊怡悦景台,"113.233759,23.488068",花山镇美成小学,"113.282042,23.440694",18
广州市,鸿成珠江玥,"113.545035,22.698613",广州外国语学校附属学校,"113.538346,22.777731",22
广州市,越秀·桂悦东晓,"113.284024,23.097727",琶洲国际会展中心B区南广场,"113.362625,23.102491",22
广州市,天皓雅院,"113.285859,23.202245",家乐福(康王店),"113.247778,23.124166",26
广州市,华悦居,"113.256796,23.12303",沙河小学,"113.311762,23.152783",18
广州市,沙湾大道,"113.344108,22.906574",太石小学,"113.403375,22.885096",19
广州市,省农机所,"113.344468,23.143358",增晖商场(宦溪南边街店),"113.408864,23.113482",20
广州市,时代荟集花园,"113.530523,23.168222",万达广场(萝岗店),"113.466682,23.168501",14
广州市,中海观澜花园,"113.288601,23.059126",多米购物商场,"113.374573,23.077756",19
广州市,珑翠花园,"113.311328,22.991055",乐家购物商场,"113.375251,22.949203",19
广州市,越秀·大学·星汇锦城,"113.401443,23.000965",石碁城市广场,"113.442294,22.954762",22
广州市,黄田小区,"113.2792,23.142683",盒马邻里(白云富力金街店),"113.20165,23.148392",20
广州市,广州地铁·珑岄上城,"113.486005,23.098475",萝岗街禁毒主题艺术公园,"113.494016,23.176733",19
广州市,富力广场S区,"113.238327,23.123",广州市第七中学,"113.297557,23.121676",22
广州市,明玥湖光苑,"113.822695,23.235714",增城区实验小学,"113.806059,23.294731",19
广州市,远达广场·碧水雅亭,"113.592908,23.529238",富顺百货商场,"113.574818,23.577373",16
广州市,飞行小区,"113.258715,23.178757",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",26
广州市,广州恒大阳光半岛,"113.593334,22.686903",九王庙公园,"113.592068,22.771643",19
广州市,广州城投•禧悦时光,"113.227234,23.357817",飞鹅岭小学,"113.155929,23.375261",19
广州市,华南理工大学宿舍红棉苑,"113.342831,23.15129",骏景小学,"113.382361,23.121679",15
广州市,皇上皇大厦,"113.246176,23.130509",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",17
广州市,龙光棕榈水岸,"113.524606,22.792639",庆盛小学,"113.488189,22.86289",19
广州市,长岭·雅居,"113.504913,23.207473",广州市第一一七中学,"113.435761,23.18722",16
广州市,海珠半岛花园三期,"113.292205,23.10466",骏景小学,"113.382361,23.121679",20
广州市,中海麓府,"113.285732,23.216476",新东豪商贸城,"113.261051,23.150015",18
广州市,广之旅大厦,"113.344062,23.145907",增晖商场(宦溪南边街店),"113.408864,23.113482",19
广州市,高新仕林苑,"113.499901,23.208231",广州市第一一七中学,"113.435761,23.18722",14
广州市,富力宜居,"113.280739,23.117988",琶洲国际会展中心B区南广场,"113.362625,23.102491",19
广州市,广州富力·富云山,"113.286586,23.203205",市政医院,"113.282429,23.136406",18
广州市,奥园云和公馆,"113.232187,23.294407",大鱼公园,"113.247938,23.208662",20
广州市,雍晟·河滨广场,"113.587258,23.539559",神岗中学,"113.527357,23.479622",19
广州市,五矿招商江天际,"113.221093,23.184035",新东豪商贸城,"113.261051,23.150015",21
广州市,奥园养生广场,"113.375854,22.913678",前峰村四中,"113.445442,22.934134",20
广州市,华南新城南区,"113.350173,23.021084",广州市番禺区南站小学,"113.276114,22.996483",20
广州市,新世界·凯粤湾,"113.213681,23.114678",小南门动物园,"113.304296,23.134757",20
广州市,东山水恋,"113.284676,23.116817",盒马邻里(白云富力金街店),"113.20165,23.148392",19
广州市,布查特官邸I期,"113.342624,22.994233",广州市番禺区南站小学,"113.276114,22.996483",13
广州市,珠光·云山壹号,"113.319951,23.188451",大升广场,"113.259238,23.190956",29
广州市,珠光云岭湖,"113.568138,23.548665",稻草农业公园,"113.501608,23.60857",24
广州市,百花山庄御景园,"113.794204,23.314295",日成商业广场,"113.731896,23.276146",18
广州市,广州市第三机床厂宿舍,"113.268373,23.218017",小南门动物园,"113.304296,23.134757",29
广州市,珠光小北御景,"113.272798,23.13501",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",17
广州市,龙湖亚伦·央璟颂,"113.331129,23.035753",盈邦商业中心,"113.265065,23.03968",19
广州市,光大花园水岸榕城,"113.260702,23.085193",沙河小学,"113.311762,23.152783",20
广州市,逸品台,"113.306108,23.102928",骏景小学,"113.382361,23.121679",22
广州市,华南碧桂园漾翠苑,"113.352928,22.99422",汇南广场,"113.29273,23.030915",14
广州市,天平花苑,"113.3248,23.168611",骏景小学,"113.382361,23.121679",19
广州市,明玥湖光苑,"113.822695,23.235714",天马商场,"113.873433,23.229114",15
广州市,星河·智荟2期,"113.560878,22.759406",广州市南沙区中医院,"113.545569,22.707001",19
广州市,越秀大学城和樾府,"113.421739,23.021104",多米购物商场,"113.374573,23.077756",16
广州市,万汇天地·朗庭,"113.228959,23.086244",新东豪商贸城,"113.261051,23.150015",26
广州市,时代香海彼岸,"113.580931,22.743892",广州市南沙区明珠湾小学,"113.504704,22.773038",20
广州市,绿城·揽江印月,"113.340426,22.930521",广州市番禺区大龙中学,"113.398982,22.950845",19
广州市,合生缦云,"113.417203,23.148268",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",25
广州市,中交四航珠江春,"113.440638,23.096174",骏景小学,"113.382361,23.121679",16
广州市,保利·燕语堂悦,"113.2708,23.07776",家乐福(康王店),"113.247778,23.124166",13
广州市,省粮宿舍(仁厚直街),"113.263828,23.100598",磨碟沙公园(悦涛轩东北),"113.333156,23.104359",23
广州市,下渡大街47号大院,"113.304922,23.103007",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",19
广州市,海印总统公馆,"113.348716,22.999699",仑头社区卫生服务站,"113.378514,23.076207",18
广州市,天晖阁,"113.334233,23.128798",新东豪商贸城,"113.261051,23.150015",32
广州市,时代名著,"113.744648,23.278361",万达广场(广州增城店),"113.815083,23.275833",19
广州市,振业学府里,"113.584159,23.116045",永新中学,"113.576893,23.195435",24
广州市,尚东阳光雅苑,"113.574417,23.102912",永宁街凤凰城社区卫生服务中心,"113.585808,23.15642",17
深圳市,钧濠·MIX Park,"114.108478,22.591015",春风公园,"114.115637,22.535471",18
深圳市,财富城二期,"114.343863,22.702369",沃尔玛宜城广场(坪洲百货店),"114.307297,22.768843",27
深圳市,桐辉居,"114.222708,22.55547",文华社区健康服务中心,"114.135025,22.544639",17
深圳市,秀林新居,"113.925559,22.535524",深圳湾滨海休闲带西段,"113.942946,22.484556",21
深圳市,中海闻华里,"114.017233,22.628993",福田区黄埔学校中学部,"114.053465,22.546199",20
深圳市,开云府,"113.896031,22.479444",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",21
深圳市,财富城二期,"114.343863,22.702369",华升学校,"114.263706,22.730589",26
深圳市,锦滨苑,"114.04288,22.526264",春风公园,"114.115637,22.535471",12
深圳市,金光华凤凰九里,"114.157394,22.684936",盒马鲜生(龙岗锦荟店),"114.182186,22.633863",22
深圳市,海景广场,"113.914605,22.482977",天虹(京基·百纳广场南山店),"113.968678,22.531105",22
深圳市,武警大厦景华苑,"114.03184,22.557529",龙塘公园,"114.009041,22.636531",17
深圳市,阳光香格里家园,"114.272358,22.754578",人人购物广场(同乐同德路店),"114.315147,22.713762",21
深圳市,荔香坊,"114.102672,22.542168",福田区黄埔学校中学部,"114.053465,22.546199",15
深圳市,泰禾深圳院子,"113.894676,22.600451",华润万家(西丽店),"113.959561,22.570558",23
深圳市,创城宜城风景,"114.305898,22.766685",华润万家(吉祥路店),"114.237628,22.730076",20
深圳市,卓越闽泰云奕府,"113.846971,22.620258",冠华育才学校,"113.905421,22.575037",17
深圳市,培森大厦,"114.120284,22.554797",星河COCO Park(福田店),"114.054007,22.533569",17
深圳市,荔兴苑,"113.917959,22.501309",冠华育才学校,"113.905421,22.575037",22
深圳市,南天花园,"114.231897,22.544919",文华社区健康服务中心,"114.135025,22.544639",21
深圳市,蔚蓝海尚花园,"113.782071,22.732586",凤凰生态园,"113.849803,22.690777",30
深圳市,保利上城,"114.237587,22.706516",横岗大厦Hone商场,"114.207806,22.646547",21
深圳市,京基御景半山花园,"114.258735,22.687893",横岗大厦Hone商场,"114.207806,22.646547",19
深圳市,京基宸悦府,"114.056428,22.566548",欣欣学校,"114.022607,22.523311",19
深圳市,合正观澜汇一期,"114.040949,22.700132",长坑社康服务中心,"114.064442,22.632342",23
深圳市,红岭大厦,"114.10414,22.539057",福田区黄埔学校中学部,"114.053465,22.546199",14
