城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
深圳市,方鼎华庭,"113.923892,22.55071",冠华育才学校,"113.905421,22.575037",30
深圳市,雷公岭医院机关楼,"113.927366,22.494139",华润万家标超南区(前海湾店),"113.886942,22.5092",34
深圳市,香缇雅苑,"114.04349,22.642628",大浪赤岭头商贸城,"114.010314,22.648793",42
深圳市,豪园小区,"113.926003,22.52853",华润万家标超南区(前海湾店),"113.886942,22.5092",34
深圳市,天悦园南山,"113.929718,22.51719",华润万家标超南区(前海湾店),"113.886942,22.5092",32
深圳市,银翠苑,"114.082607,22.576878",福田区黄埔学校中学部,"114.053465,22.546199",38
深圳市,福围阁,"114.064388,22.519433",欣欣学校,"114.022607,22.523311",40
深圳市,紫和嘉园,"114.252555,22.743132",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",48
深圳市,中海大山地南区,"114.178341,22.644215",深圳市龙岗区德龙学校,"114.207718,22.641048",34
深圳市,宝昌利御景御峰公馆,"114.260537,22.686967",华升学校,"114.263706,22.730589",42
深圳市,富基云珑府,"114.044844,22.640315",盒马邻里(深圳龙岗万科第五园店),"114.071031,22.612881",49
深圳市,学府朗园,"113.893023,22.801212",盒马邻里(深圳光明益田假日府邸店),"113.904123,22.767213",50
深圳市,正展逸园,"114.075471,22.64587",盒马邻里(深圳龙岗万科第五园店),"114.071031,22.612881",50
深圳市,方直珑樾山花园,"113.993557,22.558247",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",21
苏州市,盛泽星悦兰庭,"120.604578,30.905892",尚嘉和购物中心,"120.654789,30.898139",45
苏州市,中昊檀宫,"120.559889,31.850227",暨阳实验小学城西校区,"120.522794,31.853059",39
苏州市,光明光樾华庭,"120.824598,31.029767",北厍中学,"120.789494,31.053378",58
苏州市,中建御璟峯,"120.437729,31.341502",华通公园,"120.468584,31.376655",53
苏州市,建发朗云,"120.546784,31.271912",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",40
苏州市,东望璟园,"121.011595,31.370211",夏桥邻里中心,"121.043739,31.342148",42
苏州市,金新城悦府,"120.578148,31.862099",吉麦德购物广场,"120.556143,31.889076",50
苏州市,盘胥路739号,"120.610562,31.290855",健生源医院(葑门路),"120.646307,31.299864",25
苏州市,中航樾园,"120.517697,31.284512",什物谷(金运店),"120.511073,31.239851",48
苏州市,中海建发禧宸,"120.535823,31.272874",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",36
苏州市,石塘桥弄散盘,"120.620696,31.322992",健生源医院(葑门路),"120.646307,31.299864",30
苏州市,爱情云锦万象,"120.668836,31.159465",吴江区松陵第一中学,"120.630625,31.167276",50
苏州市,常发豪郡北区,"121.067821,31.33676",昆山新华医院,"121.042415,31.316083",26
苏州市,建伟新世界,"121.007012,31.355275",昆山经济技术开发区高级中学,"121.033621,31.392874",42
苏州市,中建太泽之星御湖,"120.584924,31.175964",苏州市育才学校,"120.570565,31.215679",52
苏州市,华润润宸,"120.603533,31.353081",东汇,"120.632695,31.331826",30
苏州市,苏高新泉山雅境,"120.46006,31.373324",相城区中医医院门诊,"120.447396,31.416944",32
苏州市,太湖高尔夫山庄,"120.405209,31.215723",舟山邻里中心,"120.424269,31.2381",45
苏州市,留云轩,"120.584362,31.316996",东汇,"120.632695,31.331826",32
苏州市,红叶花园一区,"120.501806,31.383113",苏州市金阊实验中学,"120.547554,31.366341",59
苏州市,龙湖山河颂,"120.573668,31.29368",学士中心小学校,"120.610011,31.308762",28
苏州市,禾家塘岸,"120.606081,31.299168",东汇,"120.632695,31.331826",44
苏州市,合景峰汇十一期,"120.606198,31.365661",东汇,"120.632695,31.331826",40
苏州市,吴风宸樾府,"120.83609,31.271734",世纪华联超市(中胜路店),"120.824872,31.304397",78
苏州市,派公馆,"120.774636,31.6301",世贸搜秀中心,"120.767111,31.668458",52
苏州市,西门新村,"120.535758,31.866056",家乐福(中西二环路店),"120.525565,31.909517",65
苏州市,仲雅苑北区,"120.600161,31.344968",学士中心小学校,"120.610011,31.308762",30
苏州市,加城湖滨公寓,"120.676857,31.324204",健生源医院(葑门路),"120.646307,31.299864",27
苏州市,童赋苑,"121.264783,31.532815",浏家港中学,"121.25691,31.560247",38
苏州市,虞上源筑,"120.956445,31.609102",董浜商贸城,"120.933747,31.643051",43
苏州市,晨曦园,"121.039038,31.386474",上海华联超市(昆山C5店),"121.082261,31.364097",28
苏州市,东善长巷散盘,"120.618679,31.300322",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",49
苏州市,五十六间,"120.620143,31.284533",苏州高新区第一初级中学校教育集团滨河路校区,"120.57941,31.27661",47
苏州市,富达大厦,"120.605587,31.304118",健生源医院(葑门路),"120.646307,31.299864",40
苏州市,嘉乐城生活广场,"120.853726,31.03294",汾湖公园,"120.833018,31.009082",45
杭州市,前程和悦府,"119.982772,30.365666",万科·劝学荟,"120.016598,30.34894",46
杭州市,融创融耀之城,"120.26332,30.390514",新梅文化公园,"120.299817,30.369706",53
杭州市,恒厚阳光城,"119.93651,30.240477",杭州市余杭文昌高级中学,"119.930527,30.275387",58
杭州市,山北新苑,"120.275142,30.173346",萧山第十高级中学,"120.249975,30.147162",35
杭州市,云栖奇岭府,"119.68212,29.752998",桐庐县新儿童公园,"119.684489,29.787161",61
杭州市,明煦源赋里,"119.707056,30.207927",钱王陵公园,"119.726112,30.234562",42
杭州市,融创金成西溪海,"119.981239,30.24256",上尚山海里,"120.020409,30.254778",47
杭州市,东方润园,"120.221848,30.25353",杭州市夏衍初级中学,"120.226576,30.288537",34
杭州市,聆空云境城,"120.416877,30.267393",滨河公园,"120.384567,30.234535",42
杭州市,春颂香雪里,"120.235632,30.438391",杭州余杭星都医院,"120.258383,30.398001",49
杭州市,峰汇华城,"119.942659,30.079222",教育科学研究院实验学校,"119.949017,30.047033",43
杭州市,保亿绿城奥邸国际,"120.236138,30.234246",身边连锁超市(四季青店),"120.188955,30.243598",27
杭州市,云屿江月府,"119.302624,29.500271",溪头公园,"119.299348,29.468914",31
杭州市,梦圆逸庐,"120.06516,30.160156",浙江绿城医院九溪玫瑰园院区,"120.1044,30.177152",38
杭州市,名仕花园公寓,"119.962237,30.050402",富阳宝龙广场,"119.920341,30.058122",40
杭州市,星央悦府,"120.491965,30.322962",新围医院,"120.442493,30.318644",58
杭州市,招商武林郡,"120.256034,30.305638",杭州市夏衍初级中学,"120.226576,30.288537",25
杭州市,如玺华院,"120.287027,30.345152",华联小超市(金乔街店),"120.328076,30.325082",31
杭州市,官河公寓,"120.229779,30.188452",萧山第十高级中学,"120.249975,30.147162",29
杭州市,九龙仓君玺,"120.175486,30.284384",身边连锁超市(四季青店),"120.188955,30.243598",28
杭州市,青山湖畔御庭园,"119.755165,30.229173",新天地购物广场(锦桥店),"119.723972,30.232647",34
杭州市,翡翠城一期,"120.016988,30.245532",世纪华联(小和山新苑分店),"120.031926,30.217162",48
杭州市,启润学府,"119.953011,30.064158",富阳区富春中学,"119.940387,30.034244",38
杭州市,青西铭府,"120.492146,30.323721",新围医院,"120.442493,30.318644",54
杭州市,春璟宸庐,"119.700159,30.211719",锦城第三初级中学,"119.706631,30.242659",45
杭州市,时舟里,"120.014848,30.254494",世纪华联(小和山新苑分店),"120.031926,30.217162",50
杭州市,百大绿城西子国际,"120.20329,30.258285",购物城,"120.161794,30.272797",25
杭州市,辰春澜城,"119.908852,30.047956",富阳城中西医结合医院,"119.939645,30.067516",34
杭州市,嘉绿青苑,"120.115799,30.278744",购物城,"120.161794,30.272797",30
杭州市,江畔锦园,"119.9458,30.067981",世纪华联超市(鸡笼山店),"119.979956,30.084337",54
杭州市,未珂宸铭府,"119.998315,30.226712",世纪华联(小和山新苑分店),"120.031926,30.217162",61
杭州市,岱天青岳里,"120.160316,30.315649",购物城,"120.161794,30.272797",24
杭州市,众安白马御府,"120.280084,30.182497",萧山信息港小学,"120.251418,30.201065",43
杭州市,水漾人家邻里苑,"120.315624,30.432",杭州市余杭区育蕾学校(运河校区),"120.296816,30.458261",48
杭州市,钱塘福苑,"120.147088,30.150589",闻堰人民公园,"120.183929,30.122239",52
杭州市,钱江七苑,"120.210283,30.261936",柳营公园,"120.172488,30.261488",30
杭州市,时舟里,"120.014848,30.254494",方家山公园,"119.985076,30.218918",61
杭州市,延龄苑,"120.161036,30.268458",杭州中兴医院,"120.189155,30.234583",26
杭州市,景芳水湘苑,"120.212269,30.270865",购物城,"120.161794,30.272797",40
武汉市,长投保利汉口印,"114.297005,30.599801",台北商场(二七店),"114.3168,30.630046",33
武汉市,万安盛世年华二期,"114.414457,30.696805",愉心园,"114.376236,30.68992",51
武汉市,武汉城建·中央云城,"114.263329,30.587276",常青藤口袋公园,"114.23999,30.607654",35
武汉市,武船宿舍,"114.297985,30.546825",武汉科技大学附属天佑医院,"114.326471,30.524641",42
武汉市,华发中城峰景湾,"114.066521,30.341741",武汉市汉南区纱帽山小学,"114.084108,30.312675",41
武汉市,伏泉小区,"114.371617,30.513908",南国南湖城市广场(建安街),"114.324906,30.505355",32
武汉市,联投花山郡三期,"114.487044,30.559378",武汉万国公园,"114.440574,30.546005",80
武汉市,枇杷园,"114.291114,30.603703",常青藤口袋公园,"114.23999,30.607654",36
武汉市,万科魅力之城北区,"114.437963,30.449487",光谷天地,"114.410537,30.477059",40
武汉市,汉悦府朗境,"114.334167,30.666084",台北商场(二七店),"114.3168,30.630046",31
武汉市,奥山经开澎湃城,"114.084625,30.427142",常福中学,"114.04591,30.426732",84
武汉市,洞庭里,"114.301658,30.587586",武汉市第十四中学,"114.313134,30.55195",37
武汉市,中海寰宇天下,"114.270487,30.548424",武汉市第十四中学,"114.313134,30.55195",37
武汉市,首义路47号,"114.310149,30.539165",南国南湖城市广场(建安街),"114.324906,30.505355",34
武汉市,卓刀泉北路6号,"114.369479,30.524655",弗拉门戈广场,"114.403379,30.504011",29
武汉市,盛合嘉园,"114.306377,30.602061",新世界百货(徐东店),"114.346747,30.58869",25
武汉市,纱帽正街380号,"114.078611,30.312433",百洋商储购物广场(武汉碧桂园风情商业街店),"114.08767,30.351908",33
武汉市,新华书店综合楼,"114.235757,30.606786",武商MALL(武商MALL·国广店),"114.272146,30.57876",33
武汉市,宝业航天府,"114.694075,30.598809",挖沟中学,"114.742042,30.612346",40
武汉市,八一二小区,"114.274419,30.606063",常青藤口袋公园,"114.23999,30.607654",34
武汉市,远洋东方境世界观,"114.261086,30.547529",大润发,"114.2851,30.584964",27
武汉市,城南华府书香御景,"114.799513,30.823728",武汉市新洲区第一中学,"114.815374,30.848451",45
武汉市,汉北怡景园,"114.40957,30.703989",愉心园,"114.376236,30.68992",40
武汉市,武汉城建中央雲璟,"114.278995,30.603824",台北商场(二七店),"114.3168,30.630046",30
武汉市,国铁城投国樾滨江,"114.333615,30.596075",台北商场(二七店),"114.3168,30.630046",50
武汉市,美联五福路1号,"114.306692,30.599499",新世界百货(徐东店),"114.346747,30.58869",31
武汉市,南大门小区,"114.309822,30.521347",武汉市第十四中学,"114.313134,30.55195",29
武汉市,金阳·南山里,"114.25866,30.69",武汉市东西湖区第二人民医院,"114.254505,30.650449",38
武汉市,绿城桃李春风御园,"114.602868,30.696695",柴泊湖休闲广场,"114.56669,30.669635",61
武汉市,清能熙悦台,"114.610183,30.672888",武汉仁生医院,"114.567156,30.653555",72
武汉市,冶金109街坊,"114.398696,30.620519",余家头小学,"114.352125,30.604402",32
武汉市,都市径水澜苑,"114.125825,30.659161",武汉太康医院(沿海赛洛城中央大街),"114.153179,30.637274",36
南京市,能建·博悦府,"118.786092,32.112488",Axmall澳新优选,"118.809891,32.085245",35
南京市,云华雅园,"118.791906,32.320083",江苏省六合实验小学,"118.828371,32.333269",44
南京市,时代艺境,"118.560099,31.965008",上海华联超市(桥林店),"118.530948,31.943029",35
南京市,虹桥,"118.770892,32.073729",南京第三高级中学文昌校区,"118.796698,32.037143",37
南京市,南方花园A组团,"118.820746,31.959159",将军山小学(开元欣街),"118.782435,31.945821",41
南京市,龙池映,"118.816497,32.319732",南京六合瑞金医院门诊楼,"118.861189,32.335261",30
南京市,玖宸府,"119.054411,31.631116",南京市溧水区第三高级中学,"119.042773,31.657896",38
南京市,草场门大街123号,"118.735698,32.057446",陶行知学校,"118.735563,32.025791",30
南京市,碧树园北片,"118.746248,32.055265",陶行知学校,"118.735563,32.025791",31
南京市,中海·江湾境,"118.697785,32.004572",陶行知学校,"118.735563,32.025791",60
南京市,美丽新城北区,"119.029554,31.673104",新时代万彩购物中心,"119.043386,31.636196",43
南京市,美都星屿熹,"118.928652,32.072533",南京外国语学校(仙林分校东区)-小学部,"118.938815,32.10066",38
南京市,燕康园,"118.766057,32.11027",南京医科大学第四附属医院(浦园院区)综合楼,"118.719837,32.104367",57
南京市,建发璞云,"118.730572,31.966858",将军山中学,"118.780381,31.953554",45
南京市,海花苑,"118.806481,31.92433",将军山小学(开元欣街),"118.782435,31.945821",35
南京市,明发滨江新城小三期,"118.745546,32.135536",南京医科大学第四附属医院(浦园院区)综合楼,"118.719837,32.104367",29
南京市,绿岛华庭,"118.766868,32.003197",陶行知学校,"118.735563,32.025791",44
南京市,兰溪樾府,"118.601346,32.039548",皓天生活广场,"118.642956,32.060279",31
南京市,荷花里,"118.755053,32.039101",南京市秦淮区中医医院门诊,"118.78202,32.015742",35
南京市,燕江园小区,"118.763403,32.105788",南京医科大学第四附属医院(浦园院区)综合楼,"118.719837,32.104367",54
南京市,江心印,"118.692402,32.007741",南京师范大学附属中学新城初级中学,"118.736659,31.998925",50
南京市,悦著九章,"118.808739,31.961539",金鹰GE66,"118.846694,31.93357",25
南京市,滨江紫园,"118.631615,32.040656",二龙山公园,"118.59271,32.066349",68
南京市,恒永西苑,"118.687774,31.939534",南京市第一医院雨花分院,"118.665304,31.916641",38
南京市,华昌金沙一品,"118.681632,32.112788",南京市第十四中学,"118.716664,32.10344",32
南京市,中建·合玺东方,"118.74773,32.012796",南京市秦淮区中医医院门诊,"118.78202,32.015742",39
南京市,公教一村,"118.800417,32.059366",高桥商场,"118.810442,32.102099",22
南京市,保利博雅和著,"118.830057,31.992084",南京市江宁医院仓库办公室,"118.848832,31.950535",34
南京市,仁锦苑,"118.727092,32.223212",百货商场(金年华广场店),"118.76432,32.23195",38
南京市,大富里,"118.771509,32.063807",南京第三高级中学文昌校区,"118.796698,32.037143",36
南京市,湖北路42号,"118.779688,32.064998",Axmall澳新优选,"118.809891,32.085245",33
南京市,新生圩宝龙广场,"118.891209,32.137778",南炼公园,"118.92766,32.151182",43
南京市,紫竹林3号,"118.774842,32.083975",Axmall澳新优选,"118.809891,32.085245",38
南京市,中宏万家广场,"118.881623,31.341171",固城湖国家城市湿地公园,"118.90939,31.326161",46
南京市,星叶栖悦湾,"118.694245,32.006372",南京师范大学附属中学新城初级中学,"118.736659,31.998925",47
天津市,孚德里,"117.215251,39.111763",天津市嘉诚中学,"117.216948,39.147723",41
天津市,金地·时光印,"117.054276,39.067408",规划中外国语大学附中,"117.09771,39.066487",28
天津市,榆竹里,"117.692846,39.013418",世纪华联生活超市(天翔店),"117.697209,39.045113",59
天津市,仁和园(北辰区),"117.116167,39.233438",天津北辰康泽医院,"117.090124,39.211534",69
天津市,华纳·豪园,"117.69389,39.029062",彩带公园,"117.672702,39.000621",56
天津市,中建悦湖·璟麟,"117.341618,39.00659",华润万家(景明花园店),"117.383002,38.996768",47
天津市,福波园,"117.484802,38.85653",天津市滨海新区大港第三中学,"117.46022,38.833484",42
天津市,三多里,"117.191562,39.121093",天津市嘉诚中学,"117.216948,39.147723",33
天津市,泰达格调锦雲,"117.280355,39.091862",世纪华联超市(大直沽八号路店),"117.245217,39.110807",32
天津市,万科东庐,"117.73878,39.030256",世纪华联生活超市(天翔店),"117.697209,39.045113",43
天津市,贻和花园,"117.66968,39.043518",彩带公园,"117.672702,39.000621",54
天津市,琳琅花园,"117.444004,40.049862",蓟州区第八小学,"117.41239,40.013654",49
天津市,华都庭苑,"117.50296,38.855894",和协医院,"117.460235,38.849411",45
天津市,北斗公寓,"117.385613,38.992709",海河教育园区体育公园儿童乐园,"117.353524,39.006532",52
天津市,天津生态城万达广场,"117.760606,39.124777",海博公园,"117.796458,39.104906",43
天津市,广州道63,"117.652756,39.039997",塘沽第六中学,"117.672827,39.017154",38
天津市,普发里,"117.198894,39.200563",华联购物中心(刘安庄店),"117.198878,39.243625",33
天津市,海河大观,"117.234811,39.100389",复兴小学,"117.255016,39.077521",36
天津市,乘云里,"117.213592,39.099166",复兴小学,"117.255016,39.077521",37
天津市,王顶堤故里,"117.137416,39.096333",大胡同商业中心服装2区,"117.102583,39.098224",48
天津市,安华里,"117.141246,39.077592",大胡同商业中心服装2区,"117.102583,39.098224",60
天津市,中交天郡,"117.375141,40.029419",天津蓟州众康医院,"117.418028,40.02921",52
天津市,金玉四园,"117.320171,39.71179",北大附属实验中学,"117.283794,39.695427",52
天津市,天房美域兰庭,"117.191269,39.05754",天津市培杰中学,"117.227293,39.080985",29
天津市,松江之星盛湖园,"117.082413,38.972946",北京市协和医院天津分院,"117.081367,38.943824",32
