POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
横路桥南公交站,交通,公交站,(null),(null),120.491411,30.981363
苏州高新区第一初级中学校教育集团滨河路校区,教育,中学,重点,初中,120.57941,31.27661
沙金桥地铁站,交通,地铁站,非换乘,3号线,120.569201,31.290814
金鹰国际广场(狮山路店),商业,购物中心,(null),(null),120.549979,31.293423
地下商场,商业,购物中心,(null),(null),120.738746,31.31328
茅蓬路东地铁站,交通,地铁站,非换乘,5号线,120.492444,31.243799
吴江区松陵第一中学,教育,中学,普通,初中,120.630625,31.167276
铜罗小学公交站,交通,公交站,(null),(null),120.532266,30.833984
和群百货商场,商业,购物中心,(null),(null),120.967289,31.353875
红星商场,商业,购物中心,(null),(null),120.864039,31.278681
小学高中,教育,中学,普通,高中,120.564772,31.288275
集江商城,商业,购物中心,(null),(null),120.957761,31.380295
上海华联超市(昆山C5店),商业,大型超市,(null),(null),121.082261,31.364097
谷谷超市,商业,大型超市,(null),(null),120.614443,31.254311
开元小学,教育,小学,普通,小学,120.769509,31.653184
天鹅荡路地铁站,交通,地铁站,非换乘,4号线支线,120.600472,31.190958
昆山新华医院,医疗,综合医院,普通,(null),121.042415,31.316083
康帝庄园公交站,交通,公交站,(null),(null),120.720955,31.305187
世纪华联超市(中胜路店),商业,大型超市,(null),(null),120.824872,31.304397
吉麦德购物广场,商业,购物中心,(null),(null),120.556143,31.889076
世纪华联超市(临湖店),商业,大型超市,(null),(null),120.514597,31.164852
保意金港商业广场,商业,购物中心,(null),(null),120.425482,31.947349
现代传媒广场公交站,交通,公交站,(null),(null),120.733824,31.324488
苏州高新区狮山实验小学校竹园分校区,教育,小学,普通,小学,120.548113,31.27833
华润万家生活超市(车坊店),商业,大型超市,(null),(null),120.736721,31.244453
卫星小学,教育,小学,普通,小学,120.615204,31.473856
苏州市沧浪实验小学校,教育,小学,普通,小学,120.633539,31.30156
同心路口公交站,交通,公交站,(null),(null),120.603377,31.070525
尚嘉和购物中心,商业,购物中心,(null),(null),120.654789,30.898139
吴江区思贤实验小学,教育,小学,普通,小学,120.636957,31.127222
华润万家大卖场华东(梦想玩国阳澄湖西路店),商业,大型超市,(null),(null),120.601853,31.361573
东汇,景观,公园,普通景点,(null),120.632695,31.331826
金仓湖小学,教育,小学,普通,小学,121.095995,31.50633
吴江区震泽中西医结合儿科医院,医疗,专科医院,普通,(null),120.50976,30.905751
家家利购物广场(南沙店),商业,购物中心,(null),(null),120.411784,31.928549
PRIMARY SCHOOL,教育,小学,普通,小学,120.679926,31.257376
乐购express(苏州广电大厦店),商业,大型超市,(null),(null),120.734838,31.323596
鹿苑中学,教育,中学,普通,初中,120.64473,31.851319
教科院附校公交站,交通,公交站,(null),(null),120.627417,31.346619
独墅湖邻里中心地铁站,交通,地铁站,非换乘,2号线,120.722818,31.253313
独墅湾幼儿园公交站,交通,公交站,(null),(null),120.709978,31.246992
园区二中公交站,交通,公交站,(null),(null),120.787465,31.358724
好又多购物广场(印象欧洲店),商业,大型超市,(null),(null),120.863608,31.331997
苏州市吴江区第四人民医院,医疗,专科医院,普通,(null),120.510244,30.905388
新思村公交站,交通,公交站,(null),(null),120.54615,31.183685
新吴园,景观,公园,普通景点,(null),120.947642,31.28511
高新区管委会有轨电车站,交通,公交站,(null),(null),120.438428,31.33073
好又多购物中心(宝带店),商业,大型超市,(null),(null),120.514816,31.236833
陆慕老街地铁站,交通,地铁站,非换乘,(在建)8号线,120.620957,31.362988
未来公园,景观,公园,普通景点,(null),120.570487,31.863806
江田公交站,交通,公交站,(null),(null),120.749974,31.232127
平南水闸公交站,交通,公交站,(null),(null),120.617322,30.943077
澳洋三兴医院,医疗,综合医院,普通,(null),120.682923,31.976177
苏州独墅湖实验小学,教育,小学,普通,小学,120.677265,31.269782
世贸搜秀中心,商业,购物中心,(null),(null),120.767111,31.668458
菁视眼科,医疗,专科医院,普通,(null),120.740839,31.641979
大润发(常熟店),商业,大型超市,(null),(null),120.765801,31.643264
苏州奕欧来奥特莱斯,商业,购物中心,(null),(null),120.761414,31.378801
震泽中心桥公交站,交通,公交站,(null),(null),120.49987,30.916819
苏州瑞华迎春医院,医疗,综合医院,普通,(null),120.639269,31.272912
石牌小学,教育,小学,普通,小学,120.902104,31.498296
中兴商场,商业,购物中心,(null),(null),120.561235,31.432412
April1109,商业,购物中心,(null),(null),120.449742,31.426739
昆山市民防公园,景观,公园,普通景点,(null),120.973032,31.350618
苏州市留园中心小学校,教育,小学,普通,小学,120.599184,31.318028
世纪华联购物中心,商业,大型超市,(null),(null),120.458282,30.885166
世纪华联超市(新杭店),商业,大型超市,(null),(null),120.657379,30.864299
新区港龙城购物中心,商业,购物中心,(null),(null),120.558795,31.286891
好又多购物广场(唐市店),商业,大型超市,(null),(null),120.848703,31.546028
世纪华联超市(甪胜路店),商业,大型超市,(null),(null),120.820815,31.282814
奥特莱斯,商业,购物中心,(null),(null),120.517049,31.278705
盛虹化纤公交站,交通,公交站,(null),(null),120.625812,30.879501
苏州瑞金医院,医疗,综合医院,普通,(null),120.640991,31.255941
竹苑口袋公园,景观,公园,普通景点,(null),120.643564,31.294939
上海华联超市(星港街),商业,大型超市,(null),(null),120.678643,31.324281
中加国际高中,教育,中学,普通,高中,120.756525,31.308231
樟河苑公园,景观,公园,普通景点,(null),120.554658,31.851443
惠昌路地铁站,交通,地铁站,非换乘,3号线,120.529029,31.360981
苏州昆山市千灯现代物流园附属中心公园,景观,公园,普通景点,(null),121.045456,31.227987
桐泾北路地铁站,交通,地铁站,非换乘,1号线,120.5912,31.303005
忻康公园,景观,公园,普通景点,(null),121.03033,31.180009
吴中区蠡墅小学,教育,小学,普通,小学,120.621429,31.247393
慧视力青少年视力矫正中心(方洲邻里中心),医疗,专科医院,普通,(null),120.742022,31.314125
街头上公交站,交通,公交站,(null),(null),120.392444,30.906515
名墅花园北公交站,交通,公交站,(null),(null),120.509293,31.360313
双巷小学,教育,小学,普通,小学,120.681396,31.570811
唯盛邻里中心,商业,购物中心,(null),(null),120.713005,31.372825
大润发(盛泽店),商业,大型超市,(null),(null),120.658284,30.904842
华润万家(吴江欧普照明店),商业,大型超市,(null),(null),120.796939,31.039898
柳胥小街公交站,交通,公交站,(null),(null),120.648615,31.186931
渔港村公交站,交通,公交站,(null),(null),120.32375,31.268181
好又多购物中心(金枫店),商业,大型超市,(null),(null),120.529263,31.231304
华联超市(古里加盟店),商业,大型超市,(null),(null),120.821757,31.614495
重才路前青街公交站,交通,公交站,(null),(null),120.501324,31.158954
昆山通海实验中学,教育,中学,普通,高中,120.876785,31.461255
欧特福购物中心(五洲西路),商业,购物中心,(null),(null),121.13561,31.488418
江南花伴湾公交站,交通,公交站,(null),(null),120.548433,31.017556
虞山镇东益小学,教育,小学,普通,小学,120.660623,31.684201
通安金墅小学,教育,小学,普通,小学,120.405911,31.377422
星溪公园,景观,公园,普通景点,(null),120.83769,31.377721
贤都时代广场,商业,购物中心,(null),(null),120.674738,31.178824
家乐福(中西二环路店),商业,大型超市,(null),(null),120.525565,31.909517
科教新城南郊小学,教育,小学,普通,小学,121.118316,31.428785
时代大厦地铁站,交通,地铁站,非换乘,(在建)S1号线,121.036642,31.384148
恒隆中心,商业,购物中心,(null),(null),120.741242,31.644074
聚丰超市(盛坛路),商业,大型超市,(null),(null),120.635405,30.890422
泰华东楼,商业,购物中心,(null),(null),120.625263,31.290177
苏州市三元第三小学校,教育,小学,普通,小学,120.572589,31.304562
景城邻里中心,商业,购物中心,(null),(null),120.724874,31.327109
昆山市裕元实验学校东校区,教育,小学,普通,小学,120.990908,31.404425
冠芝霖广场,商业,购物中心,(null),(null),120.621653,31.308565
万客隆(胜浦店),商业,大型超市,(null),(null),120.821059,31.302336
沧浪中学公交站,交通,公交站,(null),(null),120.595855,31.258429
东方小区公交站,交通,公交站,(null),(null),120.793802,31.055955
苏州市第一初级中学,教育,中学,重点,初中,120.630745,31.313852
常熟市第一人民医院,医疗,综合医院,普通,(null),120.739113,31.639875
苏州工业园区景城学校,教育,中学,重点,(null),120.72237,31.32711
裕元实验学校西校区,教育,小学,普通,小学,120.982284,31.401353
城中商苑,商业,购物中心,(null),(null),120.742512,31.642836
水秀公园,景观,公园,普通景点,(null),120.943999,31.401198
世纪华联超市(保利店),商业,大型超市,(null),(null),120.684378,31.249174
黄石牌公交站,交通,公交站,(null),(null),120.337448,31.276519
天猫小店亿客隆超市(莫邪路店),商业,大型超市,(null),(null),120.643413,31.308762
华夏民生购物广场(蓬朗店),商业,购物中心,(null),(null),121.081146,31.376506
新合作常客隆(杨园店),商业,大型超市,(null),(null),120.65731,31.557157
长江路地铁站,交通,地铁站,非换乘,(在建)8号线,120.545163,31.327086
黎里医院,医疗,专科医院,普通,(null),120.708741,30.993812
西环桥公交站,交通,公交站,(null),(null),120.536944,31.016415
张家港市第一人民医院,医疗,综合医院,普通,(null),120.525691,31.87572
苏州市吴江区七都小学,教育,小学,普通,小学,120.394705,30.954693
星浦医院,医疗,综合医院,普通,(null),120.825575,31.301596
天镜湖商业广场,商业,购物中心,(null),(null),121.133078,31.417503
美佳超市(景德店),商业,大型超市,(null),(null),120.611788,31.30958
友谊商场,商业,购物中心,(null),(null),120.449342,30.914847
Plaza购物中心,商业,购物中心,(null),(null),120.738249,31.313173
华联超市(虎苑路),商业,大型超市,(null),(null),120.412689,31.926184
苏州市吴中区东升学校(澄湖校区),教育,小学,普通,小学,120.86509,31.243704
湖畔新天地,商业,购物中心,(null),(null),120.611113,30.907649
吴江青云陶墩村小学,教育,小学,重点,小学,120.461713,30.860435
白鹭园,景观,公园,普通景点,(null),120.720817,31.270833
白塘路西公交站,交通,公交站,(null),(null),120.734703,31.335487
逅湾花园公交站,交通,公交站,(null),(null),120.576984,31.378177
苏州市中医医院,医疗,综合医院,三甲,(null),120.597862,31.268714
常熟市颜港小学,教育,小学,普通,小学,120.758416,31.643161
昆山经济技术开发区高级中学,教育,中学,重点,高中,121.033621,31.392874
团结桥地铁站,交通,地铁站,非换乘,4号线,120.627181,31.276379
亿家福购物中心(福新路店),商业,大型超市,(null),(null),120.549032,31.910975
长桥中心小学,教育,小学,普通,小学,120.61253,31.234348
安民路西公交站,交通,公交站,(null),(null),120.494041,31.42003
锦丰人民医院,医疗,综合医院,普通,(null),120.64111,31.960105
孟子浜公园,景观,公园,普通景点,(null),120.913315,31.202506
吴江和记商业广场,商业,购物中心,(null),(null),120.648564,31.171738
林海天池公交站,交通,公交站,(null),(null),120.521124,30.821098
华润万家OLE精品超市(苏州中心),商业,大型超市,(null),(null),120.677079,31.316621
木渎金山路北公交站,交通,公交站,(null),(null),120.520764,31.289297
好又多超市(合丰店),商业,大型超市,(null),(null),120.99643,31.337965
采莲苑公交站,交通,公交站,(null),(null),120.484457,31.133056
开弦弓小学,教育,小学,普通,小学,120.495482,30.977657
天虹购物中心(相城店),商业,购物中心,(null),(null),120.638652,31.368928
乐天玛特,商业,大型超市,(null),(null),120.63951,31.155395
东湖小学,教育,小学,普通,小学,120.633287,31.23253
招商场(招商东路),商业,购物中心,(null),(null),120.739246,31.621774
华润万家(园区店),商业,大型超市,(null),(null),120.741655,31.315311
常熟市董浜中学(华文路),教育,中学,普通,初中,120.938478,31.646927
绿景佐阾锦华购物中心,商业,购物中心,(null),(null),120.564011,31.295002
太仓市第一人民医院,医疗,综合医院,普通,(null),121.148177,31.462158
苏州高新区长江小学,教育,小学,普通,小学,120.530787,31.341856
横沥小学,教育,小学,普通,小学,121.143534,31.479507
元和集贸中公交站,交通,公交站,(null),(null),120.620361,31.390543
苏州市吴江区松陵团结小学,教育,小学,重点,小学,120.619902,31.095559
沙洲中学,教育,中学,重点,高中,120.536986,31.856659
苏州市吴中区尹山湖实验小学,教育,小学,普通,小学,120.692894,31.251375
张家港朝阳五官科医院,医疗,专科医院,普通,(null),120.533312,31.873947
上海联都超市(浦金店),商业,大型超市,(null),(null),120.505324,31.173341
上海福乐家超市(金峰路店),商业,大型超市,(null),(null),120.578851,31.416588
秋枫街高新路公交站,交通,公交站,(null),(null),120.615065,31.142704
常熟市福山中心小学,教育,小学,普通,小学,120.769751,31.790568
皖江时代,商业,大型超市,(null),(null),120.821931,31.619922
梦之城,商业,购物中心,(null),(null),120.419427,31.34206
苏州香雪海小学,教育,小学,普通,小学,120.400204,31.300618
现代大道西地铁站,交通,地铁站,非换乘,(在建)7号线,120.660571,31.319902
上海国际广场,商业,购物中心,(null),(null),121.119301,31.447235
吴江赛格广场,商业,购物中心,(null),(null),120.65806,31.141195
狮山实验小学,教育,小学,普通,小学,120.554487,31.28582
水墨江南公交站,交通,公交站,(null),(null),120.722413,31.288724
壹加壹连锁超市,商业,大型超市,(null),(null),120.655592,31.113736
GOLDEN WALK,商业,购物中心,(null),(null),120.607186,31.389728
常熟市第五人民医院(珠江路),医疗,综合医院,普通,(null),120.740611,31.66312
睿峰商务广场,商业,购物中心,(null),(null),120.533852,31.26181
江南万购生活购物广场,商业,大型超市,(null),(null),120.690472,31.612495
昆山市泰山路口袋公园,景观,公园,普通景点,(null),120.969531,31.351258
胜利商区,商业,购物中心,(null),(null),120.639826,30.900987
惠家购物中心(舜新南路店),商业,大型超市,(null),(null),120.659234,30.885633
甬旺商业广场,商业,购物中心,(null),(null),120.729014,31.286744
东桥中心小学,教育,小学,普通,小学,120.506924,31.431658
相城区繁华商业中心,商业,购物中心,(null),(null),120.611027,31.343139
庙浜公交站,交通,公交站,(null),(null),120.463976,30.919996
科华路玉湖街公交站,交通,公交站,(null),(null),120.585864,31.258511
常熟玉蕙口腔医院支塘门诊部,医疗,专科医院,普通,(null),120.967618,31.603884
什物谷(邓尉中路店),商业,大型超市,(null),(null),120.392703,31.288668
青龙港地铁站,交通,地铁站,非换乘,(在建)7号线,120.653162,31.411764
昆山市花桥鑫苑小学(鑫苑校区),教育,小学,普通,小学,121.135152,31.2814
苏州市金阊实验中学,教育,中学,普通,高中,120.547554,31.366341
红叶花园一区公交站,交通,公交站,(null),(null),120.501832,31.38431
太仓市新华小学,教育,小学,普通,小学,121.092373,31.659348
美特好超市(尹中路店),商业,大型超市,(null),(null),120.664879,31.246261
城市中央湿地公园,景观,公园,普通景点,(null),121.135113,31.454156
园中路停车场公交站,交通,公交站,(null),(null),120.610851,31.423893
惠丰超市(支梅公路店),商业,大型超市,(null),(null),120.908144,31.662248
上海如海超市(金家庄店),商业,大型超市,(null),(null),120.952593,31.270442
世纪华联超市(王天井巷店),商业,大型超市,(null),(null),120.617718,31.310745
渡桥村公交站,交通,公交站,(null),(null),120.437804,31.090859
万宝财富商业广场金街9号,商业,购物中心,(null),(null),120.645871,31.129759
汇联超市(水香店),商业,大型超市,(null),(null),120.620891,31.270202
张家港高级中学,教育,中学,重点,高中,120.566047,31.860633
昆山经济技术开发区包桥小学,教育,小学,普通,小学,121.006167,31.377789
木渎金山高级中学,教育,中学,普通,高中,120.470339,31.262965
世纪华联超市(君子亭店),商业,大型超市,(null),(null),120.863838,31.373055
昆山市柏庐实验小学,教育,小学,普通,小学,120.962844,31.387785
文溪路地铁站,交通,地铁站,非换乘,4号线支线,120.596339,31.203609
五洋商城10幢,商业,购物中心,(null),(null),121.091045,31.444701
iStation商业中心,商业,购物中心,(null),(null),120.705227,31.322794
佳得利超市(群谊店),商业,大型超市,(null),(null),120.666056,31.287341
张家港市妇幼保健所,医疗,专科医院,普通,(null),120.563233,31.867192
浦港桥西公交站,交通,公交站,(null),(null),120.703455,31.21526
南桩公交站,交通,公交站,(null),(null),120.643355,31.010095
田岸头公交站,交通,公交站,(null),(null),120.320564,31.124071
三兴学校小学部,教育,小学,普通,小学,120.68372,31.974227
好又多(甪直店),商业,大型超市,(null),(null),120.87129,31.259883
心之尚,商业,购物中心,(null),(null),120.949782,31.408142
虎丘地铁站,交通,地铁站,非换乘,(在建)6号线,120.579314,31.329832
燕浜里公交站,交通,公交站,(null),(null),120.493598,30.970282
阳澄湖镇市民运动公园,景观,公园,普通景点,(null),120.721758,31.488267
东肖港公交站,交通,公交站,(null),(null),120.387912,30.922014
辛庄中心小学,教育,小学,普通,小学,120.680383,31.53469
苏州大学附属第一医院十梓街院区,医疗,综合医院,普通,(null),120.634293,31.30414
城西公园,景观,公园,普通景点,(null),120.535454,31.868066
横扇镇中心小学,教育,小学,普通,小学,120.540691,31.020172
八都医院,医疗,综合医院,普通,(null),120.449543,30.915035
胡湾公交站,交通,公交站,(null),(null),120.564128,31.394023
缤购邻里,商业,购物中心,(null),(null),120.66638,31.457831
联东路西查桥公交站,交通,公交站,(null),(null),120.488516,31.16398
浦田路娄上街公交站,交通,公交站,(null),(null),120.817031,31.362504
西津桥地铁站,交通,地铁站,换乘二线,(在建)8号线;3号线,120.54617,31.313193
月墅公园公交站,交通,公交站,(null),(null),120.723845,31.251454
毛塔湖公交站,交通,公交站,(null),(null),120.788082,31.151003
淀山湖老小学,教育,小学,普通,小学,121.035683,31.181213
吴江经济技术开发区山湖花园小学(淞南阳光校区),教育,小学,普通,小学,120.665484,31.184913
阳澄湖商场,商业,购物中心,(null),(null),120.777111,31.464917
苏买盛生活购物中心,商业,大型超市,(null),(null),120.558855,31.592342
阳山美好荟,商业,购物中心,(null),(null),120.488712,31.372219
华为苏州基地公交站,交通,公交站,(null),(null),120.795807,31.27441
乐桥地铁站,交通,地铁站,换乘二线,1号线;4号线,120.622529,31.305505
华润万家(枫华紫园店),商业,大型超市,(null),(null),120.530185,31.275356
锦华商业中心,商业,购物中心,(null),(null),120.563896,31.294549
华润万家(昆山店),商业,大型超市,(null),(null),121.029487,31.382132
木渎人民医院公交站,交通,公交站,(null),(null),120.514297,31.255334
苏苑实验小学,教育,小学,重点,小学,120.636433,31.268792
练塘中心小学,教育,小学,普通,小学,120.630403,31.612518
玉山广场地铁站,交通,地铁站,换乘二线,(在建)S1号线,120.956984,31.382436
欧乐福超市(苏州虎丘区),商业,大型超市,(null),(null),120.508238,31.319118
华联商厦(方塔街店),商业,购物中心,(null),(null),120.744898,31.644037
欧姆斯购物广场,商业,购物中心,(null),(null),120.453398,31.416717
新时代公交站,交通,公交站,(null),(null),120.714948,30.991276
苏州吴江爱琴海购物公园,商业,购物中心,(null),(null),120.613058,31.135347
净园雅居公交站,交通,公交站,(null),(null),120.33593,31.332722
世纪华联超市(陆巷店),商业,大型超市,(null),(null),120.836084,31.262267
好又多生活超市(新光路店),商业,大型超市,(null),(null),120.535128,31.16362
北旺村委会公交站,交通,公交站,(null),(null),120.568325,30.906736
嘉亭荟城市生活广场,商业,购物中心,(null),(null),121.161356,31.287683
叶圣陶小学,教育,小学,普通,小学,120.858515,31.257588
湖东新街口购物中心,商业,购物中心,(null),(null),120.738626,31.313003
1号区公交站,交通,公交站,(null),(null),120.854154,31.054141
常熟市东南实验小学,教育,小学,普通,小学,120.801306,31.604417
矫埂村口公交站,交通,公交站,(null),(null),120.483181,31.419349
苏州市平江新城实验小学校,教育,小学,普通,小学,120.596367,31.341719
兴桥小学,教育,小学,普通,小学,120.689883,30.893865
昆山经济技术开发区世茂小学,教育,小学,重点,小学,121.056789,31.375425
锦丰新天地广场,商业,购物中心,(null),(null),120.636356,31.96106
玲珑家,商业,购物中心,(null),(null),120.696893,31.329093
润华超市,商业,大型超市,(null),(null),120.480375,31.224572
万客隆(通安店),商业,购物中心,(null),(null),120.465999,31.37759
花墩地铁站,交通,地铁站,非换乘,5号线,120.465584,31.223807
苏州大学附属第二医院三香路院区,医疗,综合医院,三甲,(null),120.58441,31.295255
汤家扇公交站,交通,公交站,(null),(null),120.430369,30.938672
北桥华联超市(盛北店),商业,大型超市,(null),(null),120.600387,31.511551
西安交通大学苏州附属中学,教育,中学,普通,高中,120.738071,31.314611
东泰花园公交站,交通,公交站,(null),(null),120.472435,31.131781
新天达购物广场,商业,购物中心,(null),(null),120.55097,31.970676
染店浜公交站,交通,公交站,(null),(null),120.418316,30.967383
nz驿站,商业,购物中心,(null),(null),121.14142,31.467085
常熟市招商场(招商东路),商业,购物中心,(null),(null),120.743682,31.626111
江苏省苏州第十中学,教育,中学,重点,高中,120.634902,31.300129
轮牛桥公交站,交通,公交站,(null),(null),120.520126,31.011376
吴江公园,景观,公园,普通景点,(null),120.634741,31.155611
平江医院,医疗,综合医院,普通,(null),120.600876,31.334489
华中师范大学附属南行中学,教育,中学,普通,高中,120.549415,31.266641
董浜商贸城,商业,购物中心,(null),(null),120.933747,31.643051
鑫邻里,商业,购物中心,(null),(null),120.78653,31.274092
界路村公交站,交通,公交站,(null),(null),120.482908,31.163937
吴中区蠡墅友好小学,教育,小学,普通,小学,120.613095,31.235537
苏州工业园区莲花学校,教育,中学,普通,初中,120.740341,31.285003
金鹰超市(金鹰国际广场店),商业,购物中心,(null),(null),120.550849,31.293859
美杰商城,商业,购物中心,(null),(null),120.638096,30.89822
东方之门地铁站,交通,地铁站,换乘二线,1号线;3号线,120.678894,31.316815
舟山邻里中心,商业,购物中心,(null),(null),120.424269,31.2381
文景路枕典巷公交站,交通,公交站,(null),(null),120.749855,31.271904
天天美商业二区1幢,商业,购物中心,(null),(null),120.941974,31.378423
吴江高级中学,教育,中学,普通,高中,120.645829,31.175176
吉祥商城(塔后街),商业,购物中心,(null),(null),120.748653,31.643912
吴江区第二人民医院,医疗,综合医院,普通,(null),120.640297,30.976146
乾唐公园,景观,公园,普通景点,(null),120.614037,31.365392
莱茵花园公交站,交通,公交站,(null),(null),120.66625,31.284588
越溪实验中学,教育,中学,普通,初中,120.58336,31.195881
如海超市(503乡道店),商业,大型超市,(null),(null),120.679248,30.92605
华润万家标超华东(苏州何山店),商业,大型超市,(null),(null),120.392585,31.288954
塘北小区公交站,交通,公交站,(null),(null),120.678391,31.28241
盛泽镇前进小学,教育,小学,普通,小学,120.54416,30.875921
吴中区木渎外来人员子女友好小学,教育,小学,普通,小学,120.507564,31.246378
山姆会员商店(邻瑞广场),商业,大型超市,(null),(null),120.718863,31.297047
世纪华联超市(浦庄店),商业,大型超市,(null),(null),120.498914,31.175852
融合商业广场,商业,购物中心,(null),(null),120.479397,31.235385
港区第一小学,教育,小学,普通,小学,121.251016,31.555097
黄鑫购物超市,商业,大型超市,(null),(null),120.765591,31.311964
龙湖星湖天街,商业,购物中心,(null),(null),120.724079,31.373207
亚瑟外国语学校,教育,小学,普通,小学,120.588796,31.216036
世纪华联超市(春阳店),商业,大型超市,(null),(null),121.00134,31.339462
震新加油站公交站,交通,公交站,(null),(null),120.489978,30.942426
世纪华联超市(四季晶华店),商业,大型超市,(null),(null),120.606379,31.265411
苏州市工业园区凤凰城小学,教育,小学,普通,小学,120.766679,31.308011
昆山济民妇科诊疗中心,医疗,专科医院,普通,(null),121.002969,31.342051
湖滨公园,景观,公园,普通景点,(null),120.684554,31.310913
常熟爱灵肿瘤医院,医疗,专科医院,普通,(null),120.777374,31.647418
相城区中医医院门诊,医疗,综合医院,普通,(null),120.447396,31.416944
南园北路地铁站,交通,地铁站,非换乘,5号线,120.635254,31.293345
云杉湖公园,景观,公园,普通景点,(null),120.785799,31.420656
绸都小学,教育,小学,普通,小学,120.667509,30.901848
吴江康复医院公交站,交通,公交站,(null),(null),120.613147,31.106684
新桥港公交站,交通,公交站,(null),(null),120.488906,30.778498
阳光荟,商业,购物中心,(null),(null),120.609285,31.342182
金门商城,商业,购物中心,(null),(null),120.602315,31.309253
文星广场,商业,购物中心,(null),(null),120.741741,31.276595
人民路地铁站,交通,地铁站,非换乘,(在建)8号线,120.609904,31.362292
恩顾山站有轨电车站,交通,公交站,(null),(null),120.426074,31.354582
杵山公交站,交通,公交站,(null),(null),120.332687,31.332287
望亭马路桥公交站,交通,公交站,(null),(null),120.436996,31.41341
邻里家购物中心,商业,购物中心,(null),(null),120.685543,31.434549
苏州高铁吾悦广场·悦享江南生活城,商业,购物中心,(null),(null),120.631921,31.414017
苏州科技城实验小学校科业校区,教育,小学,普通,小学,120.441619,31.343348
金阳光百货(莫城店),商业,购物中心,(null),(null),120.721721,31.590844
晟欣齿科,医疗,专科医院,普通,(null),120.546115,31.278391
张家港万红中医肛肠医院,医疗,专科医院,普通,(null),120.527411,31.865585
苏州太湖湖滨国家湿地公园,景观,公园,5A级景区,(null),120.442815,31.219443
旅游急救医院,医疗,综合医院,普通,(null),120.603436,31.321844
万客隆(城北店),商业,大型超市,(null),(null),120.946684,31.421707
上海大众超市(快乐购超市店),商业,大型超市,(null),(null),120.588584,31.388401
太仓市朱棣文小学,教育,小学,普通,小学,121.12489,31.448284
水中天公交站,交通,公交站,(null),(null),120.791443,31.387531
清塘路地铁站,交通,地铁站,非换乘,(在建)6号线,120.587384,31.332291
上海如海生鲜生活购物中心(紫薇路店),商业,大型超市,(null),(null),121.253812,31.514622
梗浦桥公交站,交通,公交站,(null),(null),120.38355,30.90082
正仪生态湿地公园,景观,公园,普通景点,(null),120.834563,31.385018
平江路站公交站,交通,公交站,(null),(null),120.63447,31.319271
中鲈村公交站,交通,公交站,(null),(null),120.63852,31.009687
吉麦隆(妙桥店),商业,大型超市,(null),(null),120.698955,31.808299
目澜洲,景观,公园,普通景点,(null),120.658053,30.894013
亿家利,商业,大型超市,(null),(null),120.92776,31.332638
公园郡S1号楼,商业,购物中心,(null),(null),121.213966,31.613389
