POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
欧陆广场,商业,购物中心,(null),(null),116.5475,40.066878
北京陈经纶中学嘉铭分校(欧陆校区),教育,中学,普通,(null),116.421541,39.998376
房山区四〇一学校,教育,小学,普通,(null),116.064627,39.736652
山姆超市,商业,大型超市,(null),(null),116.34792,39.871893
物美超市(都丽华府店),商业,大型超市,(null),(null),117.097738,40.133703
世纪华联连锁超市(西冉店),商业,大型超市,(null),(null),116.257256,39.948782
北京市八达岭中学,教育,中学,普通,(null),115.970355,40.366448
安定门地铁站,交通,地铁站,非换乘,2号线,116.408227,39.949087
百善学校,教育,小学,普通,(null),116.319782,40.172499
红庙万惠商场,商业,大型超市,(null),(null),116.477686,39.917269
回龙观西地铁站,交通,地铁站,非换乘,(在建)13A号线,116.333131,40.079339
中国音乐学院附属北京实验学校,教育,中学,普通,(null),116.414587,39.993983
亿潼隆丰益购物中心,商业,购物中心,(null),(null),116.302114,39.858539
北京市延庆区大榆树中学,教育,中学,普通,(null),116.029426,40.43276
霍营中心小学,教育,小学,普通,(null),116.359746,40.074943
盒马生鲜奥莱(群芳园店),商业,大型超市,(null),(null),116.664266,39.87233
北京华联武夷购物中心,商业,购物中心,(null),(null),116.700163,39.918693
坨里中心小学,教育,小学,普通,(null),116.036126,39.776308
北京市第十二中学(体育分校),教育,中学,普通,(null),116.287622,39.854543
团购超市(北小营市场店),商业,大型超市,(null),(null),116.724527,40.202623
高辛庄地铁站,交通,地铁站,非换乘,(在建)3号线一期东段,116.60686,39.980903
世纪华联超市(香屯店),商业,大型超市,(null),(null),116.408713,40.194903
尹家府中学,教育,中学,普通,(null),116.885324,40.092217
北京第二实验小学(涭水河分校),教育,小学,普通,(null),116.37648,39.900266
阳光超市张老营店,商业,大型超市,(null),(null),115.88929,40.41717
老君堂公园,景观,公园,普通景点,(null),116.52028,39.833236
东樊各庄小学,教育,小学,普通,(null),116.977651,40.191439
下营站,交通,公交站,非换乘,张山营,115.79498,40.443119
北京朝阳凯文学校,教育,中学,普通,(null),116.584502,39.983595
采育镇辛店小学,教育,小学,普通,(null),116.670882,39.662385
温榆河公园来广营园区,景观,公园,普通景点,(null),116.450972,40.039028
北京市平谷区第一小学,教育,小学,普通,(null),117.109663,40.1371
北岸商业广场,商业,购物中心,(null),(null),116.581349,39.913497
杨镇中心小学,教育,小学,普通,(null),116.834691,40.152355
良乡大学城公园·安苑,景观,公园,普通景点,(null),116.178754,39.722246
北京长安天街,商业,购物中心,(null),(null),116.12345,39.905343
福万家生活超市,商业,大型超市,(null),(null),116.820997,40.161932
金盏东村中心公园,景观,公园,普通景点,(null),116.582449,40.002784
特别特购物广场,商业,购物中心,(null),(null),116.339698,39.937685
世纪华联超市(南涧路店),商业,大型超市,(null),(null),116.204475,40.243677
清华大学附属中学(奥森校区),教育,中学,普通,(null),116.379451,40.02142
自忠小学分校,教育,小学,普通,(null),116.381343,39.9219
华联生活购物中心(名流花园店),商业,大型超市,(null),(null),116.431435,40.102566
安华街居住区公园,景观,公园,普通景点,(null),116.518468,40.081386
苏宁易购(永乐店),商业,购物中心,(null),(null),116.785141,39.710272
科豪商厦,商业,购物中心,(null),(null),116.141661,39.735126
怀北镇法制廉政公园,景观,公园,普通景点,(null),116.705401,40.428865
北京市通州区运河中学东校区,教育,中学,普通,(null),116.674641,39.893357
花家地实验小学朝来校区,教育,小学,普通,(null),116.434845,40.037448
北京育英学校,教育,中学,普通,(null),116.286236,39.911471
华联生活超市(板西路店),商业,大型超市,(null),(null),116.516011,40.212057
北京滨河公园,景观,公园,普通景点,(null),116.349135,39.887261
建国门地铁站,交通,地铁站,换乘二线,1号线/八通线;2号线,116.435782,39.908561
东升购物中心(向阳路店),商业,大型超市,(null),(null),116.742441,40.207041
昌平区阳坊学校后白虎涧小学,教育,小学,普通,(null),116.122552,40.13031
亦庄医院,医疗,综合医院,普通,(null),116.482462,39.798845
李遂中学,教育,中学,普通,(null),116.762128,40.098603
西马庄小学,教育,小学,普通,(null),116.631551,39.912761
手机电脑城,商业,购物中心,(null),(null),116.730343,39.943572
北京龙山中医医院,医疗,综合医院,普通,(null),116.244888,40.20097
北京中医药大学东方医院,医疗,综合医院,三甲,(null),116.432243,39.864065
社区公园,景观,公园,普通景点,(null),116.428401,39.838881
世纪华联超市(鼓楼东大街店),商业,大型超市,(null),(null),116.263252,40.183196
双兴公园,景观,公园,普通景点,(null),116.661728,40.146598
北航实验学校中学部,教育,中学,普通,(null),116.344433,39.979181
师姑庄体育公园,景观,公园,普通景点,(null),116.768905,39.919055
宜购优品生活超市(七星园店),商业,大型超市,(null),(null),116.215807,39.898544
好梦江南,景观,公园,普通景点,(null),116.392919,39.934921
路村完全小学,教育,小学,普通,(null),116.113156,39.58048
敬贤公园,景观,公园,普通景点,(null),116.380277,39.757864
贺新公园,景观,公园,普通景点,(null),116.385931,40.061621
青云店镇第二中心小学,教育,小学,普通,(null),116.471281,39.70671
积水潭地铁站,交通,地铁站,换乘二线,19号线;2号线,116.373126,39.948653
解放军总医院第七医学中心东楼,医疗,综合医院,普通,(null),116.430518,39.929935
大商超市(银岛店),商业,大型超市,(null),(null),116.340376,39.913867
小汤山中心马坊小学,教育,小学,普通,(null),116.40034,40.153085
国营兴糖商场,商业,购物中心,(null),(null),116.335506,39.722295
东辛撞小学,教育,小学,普通,(null),117.047857,40.304679
北京妇产医院(房山分院),医疗,专科医院,普通,(null),116.127827,39.728856
天桥百货商场,商业,购物中心,(null),(null),116.397929,39.880592
温阳路地铁站,交通,地铁站,非换乘,16号线,116.161361,40.068516
北京天苑医院,医疗,综合医院,普通,(null),116.436968,40.07121
华联超市(朝阳北路店),商业,大型超市,(null),(null),116.619751,39.926806
八一小学,教育,小学,普通,(null),116.307747,39.978052
北京第一实验小学,教育,小学,重点,(null),116.383048,39.896989
北京市大兴区榆垈镇太子务小学,教育,小学,普通,(null),116.340077,39.510046
北京中法实验学校,教育,中学,普通,(null),116.208851,40.038713
世纪华联超市(真顺店),商业,大型超市,(null),(null),116.352658,40.219626
德茂地铁站,交通,地铁站,非换乘,8号线,116.441772,39.772635
大中电器洋桥店(南门),商业,购物中心,(null),(null),116.387185,39.85588
亦庄桥地铁站,交通,地铁站,非换乘,亦庄线,116.480307,39.803011
物美超市(芦城店),商业,大型超市,(null),(null),116.284075,39.752805
红旗小学,教育,小学,普通,(null),116.139795,39.950097
怡园公园,景观,公园,普通景点,(null),116.651814,40.119615
北京市育鸿学校,教育,中学,普通,(null),116.31351,39.898725
中关村地铁站,交通,地铁站,非换乘,4号线/大兴线,116.316467,39.983991
史家小学(史家胡同分校),教育,小学,普通,(null),116.418532,39.918439
环宇金龙生活超市(澜西园市场店),商业,大型超市,(null),(null),116.636365,40.108425
华联生鲜超市双桥店,商业,大型超市,(null),(null),116.60628,39.891383
国美电器(悦秀城店),商业,购物中心,(null),(null),116.385894,39.6719
云湖森林公园,景观,公园,普通景点,(null),116.895844,40.466998
华联生活超市(翠海明苑南),商业,大型超市,(null),(null),116.360047,39.80803
世纪华联超市(悦都新苑店),商业,大型超市,(null),(null),116.185745,39.772828
霞云岭国家森林公园,景观,公园,普通景点,(null),115.700209,39.754438
北京市第一五六中学,教育,中学,普通,(null),116.374374,39.931108
密云第七小学,教育,小学,普通,(null),116.874791,40.374686
圣佳臣便民超市安德里店,商业,大型超市,(null),(null),116.398014,39.955251
灯市口小学北池子小学校区,教育,小学,普通,(null),116.403324,39.919353
房山区精神卫生保健院,医疗,专科医院,普通,(null),115.938638,39.684281
北京源心意生活超市,商业,大型超市,(null),(null),116.518595,40.141603
马大姐休闲食品(昌金路店),商业,大型超市,(null),(null),116.611518,40.212926
北京市第八十中学(睿实分校),教育,中学,普通,(null),116.462892,39.842248
后大营完全小学,教育,小学,普通,(null),116.37487,39.688966
大红罗厂口袋公园,景观,公园,普通景点,(null),116.379607,39.927716
世纪华联超市(老古城大楼店),商业,大型超市,(null),(null),116.182055,39.907991
兴海学校中学部,教育,中学,普通,(null),116.335697,39.790026
大星发超市(金凤店),商业,大型超市,(null),(null),116.963217,40.32433
新城滨河森林公园-水岸风情园,景观,公园,普通景点,(null),116.711741,40.118327
好又多超市(庄头店),商业,大型超市,(null),(null),116.08402,39.616388
镇海寺城市公园,景观,公园,普通景点,(null),116.477117,39.830903
北京教育学院附属丰台实验学校,教育,小学,普通,(null),116.268584,39.886613
嘉囿城市休闲公园,景观,公园,普通景点,(null),116.368888,39.841445
云启公园,景观,公园,普通景点,(null),116.848427,40.385782
海淀区教师进修学校附属实验小学,教育,小学,普通,(null),116.234732,39.956125
张各庄健身公园,景观,公园,普通景点,(null),117.153131,40.129939
草厂小学,教育,小学,普通,(null),116.764392,39.74752
首都师范大学附属小学,教育,小学,普通,(null),116.27093,39.942088
大石山森林公园,景观,公园,普通景点,(null),116.914369,40.458499
北京市密云区医院,医疗,综合医院,普通,(null),116.87035,40.374868
金海公园,景观,公园,普通景点,(null),116.411068,39.759354
慈善超市(八峪路店),商业,大型超市,(null),(null),116.089812,40.552126
世纪华联超市(党建路店),商业,大型超市,(null),(null),116.732152,40.011933
蒲黄榆地铁站,交通,地铁站,换乘二线,14号线;5号线,116.423087,39.865584
西钓鱼台快速公交站,交通,公交站,非换乘,快速公交4线,116.298872,39.924045
北京市八一学校(国际部),教育,中学,普通,(null),116.303031,39.979283
北京市通州区第一实验中学,教育,中学,普通,(null),116.538904,39.75361
垂杨柳中心小学金都分校低部,教育,小学,普通,(null),116.500639,39.894702
甘家口地铁站,交通,地铁站,非换乘,16号线,116.334546,39.923168
丰台科技园地铁站,交通,地铁站,非换乘,9号线,116.297176,39.825233
人大附中朝阳学校(安华校区),教育,中学,普通,(null),116.399337,39.967002
北京市丰台区分钟寺小学,教育,小学,普通,(null),116.454944,39.856661
北京市朝阳实验小学南校,教育,小学,普通,(null),116.459603,39.829993
青田联华超市(北石槽镇下西市分店),商业,大型超市,(null),(null),116.494564,40.244078
西单商场西单北大街店北区,商业,购物中心,(null),(null),116.374318,39.913116
朝阳区实验小学罗马嘉园分校,教育,小学,普通,(null),116.510014,39.924046
北京第二实验小学永定分校,教育,小学,普通,(null),116.106145,39.910377
大自然生活超市,商业,大型超市,(null),(null),116.644641,40.130573
华联生活超市(周坡路店),商业,大型超市,(null),(null),116.625277,39.824787
城客隆超市(古城中心街店),商业,大型超市,(null),(null),116.495311,40.09559
Plus365购物中心(门头沟店),商业,购物中心,(null),(null),116.110212,39.910916
中商惠民超市,商业,大型超市,(null),(null),116.517861,40.143364
北京泗河中医医院,医疗,综合医院,普通,(null),116.643791,39.901804
赛场公园,景观,公园,普通景点,(null),116.225639,40.209656
北京市大兴区礼贤镇第二中心小学,教育,小学,普通,(null),116.350123,39.549058
窦店公园,景观,公园,普通景点,(null),116.071242,39.641244
北师大二附中西城实验学校,教育,中学,普通,(null),116.38701,39.95079
丰台第二小学,教育,小学,普通,(null),116.291723,39.842282
北京市西城区志成小学(西校区),教育,小学,普通,(null),116.361136,39.938156
大红门南地铁站,交通,地铁站,非换乘,8号线,116.401045,39.836715
南苑森林湿地公园,景观,公园,普通景点,(null),116.377845,39.815827
华生,商业,购物中心,(null),(null),116.393036,39.865025
延庆千家店学校,教育,小学,普通,(null),116.344682,40.693234
北平私立崇实中学,教育,中学,普通,(null),116.412668,39.943455
立水桥北站快速公交站,交通,公交站,非换乘,快速公交3线/BRT3号线,116.411782,40.04936
清河燕清体育文化公园,景观,公园,普通景点,(null),116.338954,40.034543
世纪生活超市,商业,大型超市,(null),(null),116.59653,40.039982
房山红领巾公园,景观,公园,普通景点,(null),116.023324,39.724052
清河第四小学,教育,小学,普通,(null),116.371514,40.065454
华联超市(南庄店),商业,大型超市,(null),(null),116.386101,40.217179
佳亿广场,商业,购物中心,(null),(null),116.458294,39.950034
山木小学士,教育,小学,普通,(null),116.409902,40.057767
首航超市70店三羊广场店,商业,大型超市,(null),(null),116.524067,39.821875
勇士营地铁站,交通,地铁站,非换乘,(在建)17号线北段,116.441678,40.032471
八家村公园,景观,公园,普通景点,(null),116.189181,40.114348
齐家庄中心小学,教育,小学,普通,(null),115.509212,39.94125
EAGLE CAMP双鹰露营公园,景观,公园,普通景点,(null),116.226081,39.699958
中商惠民超市(福乐发店),商业,大型超市,(null),(null),116.862902,40.390047
华联生活超市李各庄店,商业,大型超市,(null),(null),116.816545,40.198845
小务中学,教育,中学,普通,(null),116.818019,39.674573
北京市和平里医院第一门诊,医疗,综合医院,普通,(null),116.417477,39.963876
北京宏音传信科技发展有限公司,商业,购物中心,(null),(null),116.026315,40.47871
乐家购物中心B区,商业,购物中心,(null),(null),116.333007,39.800108
中国音乐学院附属北京实验学校(北辰绿色家园校区),教育,小学,普通,(null),116.411343,40.027428
北京果满地文化创意苑,景观,公园,普通景点,(null),116.432982,40.222585
华联生活超市(东沙各庄店),商业,大型超市,(null),(null),116.400032,40.125353
荣客隆超市(北石槽店),商业,大型超市,(null),(null),116.531867,40.246967
南沙滩小学,教育,小学,普通,(null),116.37586,39.996528
黄城根小学昌平学校,教育,小学,普通,(null),116.427062,40.109301
灵境胡同地铁站,交通,地铁站,非换乘,4号线/大兴线,116.373746,39.915912
华联生活超市(后俸伯店),商业,大型超市,(null),(null),116.704678,40.13728
北京市第十九中学附属实验小学,教育,小学,普通,(null),116.299866,39.968017
世纪华联超市,商业,大型超市,(null),(null),116.30725,39.619078
巩华中心第二小学,教育,小学,普通,(null),116.278721,40.12879
家乐福(新顺),商业,大型超市,(null),(null),116.650149,40.126682
青田联华生活超市,商业,大型超市,(null),(null),116.828323,40.108398
盒马邻里配送点(北京昌平领秀慧谷D区店),商业,大型超市,(null),(null),116.300716,40.100817
北京爱华安民双语学校(水南庄校区),教育,中学,普通,(null),116.502404,39.902877
新升小学,教育,小学,普通,(null),116.47296,39.864346
石景山区炮山城市森林公园,景观,公园,普通景点,(null),116.140387,39.962596
爱哲安民未来学校,教育,小学,普通,(null),116.514838,39.978118
国美电器(金源店),商业,购物中心,(null),(null),116.288191,39.958852
华联生活超市(大鲁店),商业,大型超市,(null),(null),116.593634,39.839012
世纪华联超市(宋庄店),商业,大型超市,(null),(null),116.297175,39.723772
生活鲜生,商业,大型超市,(null),(null),116.541359,40.080534
北京工业大学附属中学(新升分校),教育,中学,普通,(null),116.472185,39.864144
华联生活超市(大慧寺店),商业,大型超市,(null),(null),116.333514,39.952511
世纪华联超市(炒十路店),商业,大型超市,(null),(null),116.108627,39.69336
瑞金购物中心,商业,大型超市,(null),(null),116.920751,40.086453
务实创新生活超市,商业,大型超市,(null),(null),116.806265,40.03681
杜柳棵小学,教育,小学,普通,(null),116.840097,39.812805
游社公园,景观,公园,普通景点,(null),116.458571,39.97204
顺义区石园小学,教育,小学,普通,(null),116.700269,40.102902
北京十一晋元中学,教育,中学,普通,(null),116.230716,39.920445
兴各庄公园,景观,公园,普通景点,(null),116.854216,39.845862
生活超市(西直门店),商业,大型超市,(null),(null),116.353657,39.933816
定府辛庄村公园,景观,公园,普通景点,(null),116.001108,39.672342
富卓商厦,商业,购物中心,(null),(null),116.375102,39.89332
北京市海淀区中关村第二小学昌平学校,教育,小学,普通,(null),116.455179,40.115309
世纪华联超市(域清街店),商业,大型超市,(null),(null),116.366471,40.01738
北京市金盏学校,教育,小学,普通,(null),116.567227,40.004533
众合精品生鲜超市(刘娘府店),商业,大型超市,(null),(null),116.180242,39.937052
华联生活超市(梅香街店),商业,大型超市,(null),(null),116.636963,40.114981
顺义区东风小学,教育,小学,普通,(null),116.654749,40.11422
白家疃小学,教育,小学,普通,(null),116.175382,40.041361
物美超市(高米店北店),商业,大型超市,(null),(null),116.331631,39.770842
北京奕凡百货店,商业,大型超市,(null),(null),116.666631,40.107521
北京友谊医院,医疗,综合医院,普通,(null),116.400209,39.805808
北京市通州区宋庄中学,教育,中学,普通,(null),116.727169,39.939324
康乐里小学明理校区,教育,小学,普通,(null),116.372734,39.897488
天通苑购物中心,商业,购物中心,(null),(null),116.41475,40.06643
大兴大悦春风里,商业,购物中心,(null),(null),116.341819,39.730177
华联生活超市(诚苑小区店),商业,大型超市,(null),(null),116.373799,39.804555
KC生活社(中央音乐学院学生公寓店),商业,大型超市,(null),(null),116.361453,39.903374
北京市海淀区苏家坨中心小学,教育,小学,普通,(null),116.158632,40.073097
窑上客运站,交通,公交站,非换乘,(null),116.196161,39.610868
大东小学,教育,小学,普通,(null),116.819656,39.846667
瑞城商业中心,商业,购物中心,(null),(null),116.467346,39.95025
冰点酷爽生活超市,商业,大型超市,(null),(null),116.61489,40.136244
永定路街道街心公园,景观,公园,普通景点,(null),116.260014,39.91248
地铁天通苑站快速公交站,交通,公交站,非换乘,快速公交3线/BRT3号线;快速公交3线区间,116.413715,40.076727
北京国际雕塑公园,景观,公园,普通景点,(null),116.244721,39.905924
北京市海淀区香山小学,教育,小学,普通,(null),116.205942,39.988565
中加公园,景观,公园,普通景点,(null),116.83529,40.364748
老三余公园,景观,公园,普通景点,(null),116.376243,39.779614
物美(玉蜓桥店),商业,大型超市,(null),(null),116.42321,39.866186
京客隆(天竺店),商业,大型超市,(null),(null),116.564864,40.062276
长安新城小学,教育,小学,普通,(null),116.26123,39.886584
大豆各庄小学,教育,小学,普通,(null),116.794213,39.844128
北宫门地铁站,交通,地铁站,非换乘,4号线/大兴线,116.277647,40.002373
北京市第四中学(顺义分校),教育,中学,普通,(null),116.544116,40.115413
华联生活超市(董各庄店),商业,大型超市,(null),(null),116.519804,40.124586
朝阳区消防主题公园,景观,公园,普通景点,(null),116.438166,39.978152
阎村镇后沿村完全小学,教育,小学,普通,(null),116.09387,39.728372
北京振华学校,教育,中学,普通,(null),116.220861,40.213349
世纪华联超市(大水峪店),商业,大型超市,(null),(null),116.6997,40.447266
华联生活超市(翼之城店),商业,大型超市,(null),(null),116.641668,40.044531
来广营校区小学部,教育,小学,普通,(null),116.438929,40.048123
北京市第二十五中学-英文高中,教育,中学,普通,(null),116.413554,39.918822
白各庄2期-公园,景观,公园,普通景点,(null),116.355094,40.110162
北京科技会展中心精品购物中心,商业,购物中心,(null),(null),116.324389,39.966443
盒马邻里(北京通州兴光三街9号院店),商业,大型超市,(null),(null),116.556477,39.823761
九华山庄温泉主题公园,景观,公园,普通景点,(null),116.41757,40.179894
晓月山体公园,景观,公园,普通景点,(null),116.244379,39.836628
永顺镇中心小学分校,教育,小学,普通,(null),116.623678,39.904697
三元桥地铁站,交通,地铁站,换乘二线,(在建)12号线;10号线;首都机场线,116.456997,39.961508
万达广场(丰台西铁营店),商业,购物中心,(null),(null),116.355851,39.860936
北京市石景山医院,医疗,综合医院,普通,(null),116.213305,39.906086
融乐公园,景观,公园,普通景点,(null),116.278086,39.964165
南店公园,景观,公园,普通景点,(null),116.338816,40.063087
首都医科大学附属北京友谊医院平谷医院,医疗,综合医院,普通,(null),117.1055,40.146169
首都医科大学附属北京妇产医院产科门诊,医疗,综合医院,三甲,(null),116.470751,39.93087
厢黄旗公园,景观,公园,普通景点,(null),116.295525,40.02997
北京天使望京妇儿医院,医疗,综合医院,普通,(null),116.496338,39.931658
盒马邻里(北京顺义方糖店),商业,大型超市,(null),(null),116.557924,40.102978
世纪华联超市(西纬路店),商业,大型超市,(null),(null),116.596323,40.148608
五路通小学年级部,教育,小学,普通,(null),116.382462,39.960933
北京市通州区柴厂屯中学,教育,中学,普通,(null),116.776279,39.636569
世纪华联超市(香山南路店),商业,大型超市,(null),(null),116.20918,39.943954
北京市陈经纶中学崇实分校(经纶学苑校区),教育,中学,普通,(null),116.508584,39.884733
世纪华联超市(金粒街店),商业,大型超市,(null),(null),116.579398,39.957498
北京市新英才学校小学部,教育,小学,普通,(null),116.519686,40.085303
上泽公园,景观,公园,普通景点,(null),116.30983,39.751728
万家福超市(Y279店),商业,大型超市,(null),(null),116.799564,40.150585
城北中心三街小学,教育,小学,普通,(null),116.236512,40.22699
清华大学附属中学望京学校,教育,中学,普通,(null),116.48447,40.00154
盒马邻里配送点(北京朝阳金盏嘉园店),商业,大型超市,(null),(null),116.557477,40.010751
椿树馆小学(低年级部),教育,小学,普通,(null),116.346173,39.885188
汇豪商城,商业,购物中心,(null),(null),116.069341,39.650813
北京广仁中西医结合医院(南磨房路),医疗,综合医院,普通,(null),116.463473,39.883144
太平庄中心小学,教育,小学,普通,(null),115.88946,40.416142
精品公园,景观,公园,普通景点,(null),116.356935,39.919781
世纪金龙购物中心,商业,大型超市,(null),(null),116.65507,40.065412
北京育英学校(延庆分校),教育,中学,普通,(null),115.966737,40.460943
万佳商城,商业,购物中心,(null),(null),116.634929,40.314993
丰益公园,景观,公园,普通景点,(null),116.312665,39.861454
金隅嘉品Mall,商业,购物中心,(null),(null),116.548122,39.951675
北京市通州区于家务乡中心小学,教育,小学,普通,(null),116.713843,39.724577
北京第二实验小学德胜校区,教育,小学,普通,(null),116.38147,39.950785
香山地铁站,交通,地铁站,非换乘,西郊线,116.204491,39.994056
和悦城生活广场,商业,购物中心,(null),(null),116.347591,40.032861
好又多生鲜超市(上万店),商业,大型超市,(null),(null),116.046482,39.812552
马驹桥湿地公园2期,景观,公园,普通景点,(null),116.626176,39.75112
景平隆超市(太安街店),商业,大型超市,(null),(null),117.119093,40.148267
左家庄科普廉政文化公园,景观,公园,普通景点,(null),116.443238,39.948921
校外志愿服务基地北京市陈经纶中学,教育,中学,普通,(null),116.47132,39.924696
北京市石景山区华奥学校,教育,中学,普通,(null),116.231236,39.898397
宅悠享量贩超市(白庙店),商业,大型超市,(null),(null),116.594326,40.197102
东四十条地铁站,交通,地铁站,换乘二线,(在建)3号线一期西段;2号线,116.434133,39.933801
源品生活超市(丽景长安店),商业,大型超市,(null),(null),116.110222,39.905921
定海园西有轨电车站,交通,公交站,非换乘,亦庄T1线,116.551589,39.795997
林萃桥地铁站,交通,地铁站,非换乘,8号线,116.372998,40.021906
生活超市(金地未未来店),商业,大型超市,(null),(null),116.631961,40.107807
北京市丰台区长辛店第一中学,教育,中学,普通,(null),116.20355,39.832079
马昌营地铁站,交通,地铁站,非换乘,(在建)22号线/平谷线,117.022864,40.143686
东升清河培黎公园,景观,公园,普通景点,(null),116.349066,40.022502
京客隆超市(里仁街店),商业,大型超市,(null),(null),116.371978,39.875997
丰师附小(城南校区),教育,小学,普通,(null),116.365348,39.83661
家乐福(马家堡),商业,大型超市,(null),(null),116.366812,39.854486
老城区地铁站,交通,地铁站,非换乘,(规划)燕房线支线,115.987957,39.693188
乐家优鲜生活超市空港融慧园店,商业,大型超市,(null),(null),116.550378,40.086739
永顺地铁站,交通,地铁站,非换乘,(在建)22号线/平谷线,116.642666,39.913147
首都师范大学附属顺义实验小学,教育,小学,普通,(null),116.653343,40.184406
北京市怀柔区第五中学,教育,中学,普通,(null),116.643822,40.312625
立教完全小学,教育,小学,普通,(null),116.071929,39.622331
北京市第十二中学,教育,中学,普通,(null),116.307847,39.862055
大兴区第三小学,教育,小学,普通,(null),116.34084,39.733121
滨河世纪广场公园,景观,公园,普通景点,(null),116.112519,39.939341
东高地第二小学,教育,小学,普通,(null),116.428573,39.801802
北京市玉渊潭中学,教育,中学,普通,(null),116.322245,39.904512
熊儿寨中心小学,教育,小学,普通,(null),117.13318,40.275624
北京市大兴区兴华中学,教育,中学,普通,(null),116.333765,39.755198
北京市通州区第二中学,教育,中学,普通,(null),116.647284,39.900523
物美超市(中科院店),商业,大型超市,(null),(null),116.679778,40.413591
华联生活超市(牡丹花园北),商业,大型超市,(null),(null),116.638943,40.034089
惠水湾森林公园,景观,公园,普通景点,(null),116.498114,39.902921
黑芝麻胡同小学(织染局校区),教育,小学,普通,(null),116.404671,39.931766
中国儿童艺术剧院艺术教育实验学校,教育,小学,普通,(null),116.398246,39.86382
物美超市(广安门店),商业,大型超市,(null),(null),116.359164,39.888919
运河小学,教育,小学,普通,(null),116.670632,39.891352
世纪华联超市(金盏店),商业,大型超市,(null),(null),116.569748,40.007822
次渠北地铁站,交通,地铁站,非换乘,17号线,116.57667,39.80939
北京市大峪中学(分校),教育,中学,普通,(null),116.107393,39.888775
茶棚地铁站,交通,地铁站,非换乘,西郊线,116.2481,39.982113
太平桥地铁站,交通,地铁站,非换乘,19号线,116.363237,39.909529
四合庄小学,教育,小学,普通,(null),116.311425,39.828011
畅心生活购物广场,商业,大型超市,(null),(null),116.609052,39.925244
顺义区南彩第二小学,教育,小学,普通,(null),116.716245,40.129855
北京市大峪中学,教育,中学,普通,(null),116.12097,39.926901
京盛时代购物中心,商业,购物中心,(null),(null),116.172863,39.819576
世纪华联生活超市(永泰中街店),商业,大型超市,(null),(null),116.220461,40.119266
北京市陈经纶中学嘉铭分校(实验中心校区),教育,中学,普通,(null),116.4301,39.991989
展览路医院,医疗,综合医院,普通,(null),116.349001,39.937409
3e国际学校小学部,教育,小学,普通,(null),116.529837,40.025933
石厂地铁站,交通,地铁站,非换乘,S1线,116.100334,39.889378
夏村小学,教育,小学,普通,(null),116.033393,39.667578
传媒附中,教育,中学,普通,(null),116.548011,39.914469
华联生活超市(槐树街店),商业,大型超市,(null),(null),116.808959,40.166427
陈经纶中学嘉铭分校西校区小学部,教育,小学,普通,(null),116.414049,39.997625
北京市朝阳区和平医院,医疗,综合医院,普通,(null),116.511372,40.023318
北京德威英国国际学校,教育,中学,普通,(null),116.569147,40.03885
青田联华超市(新西路店),商业,大型超市,(null),(null),116.835991,40.399395
太和桥北有轨电车站,交通,公交站,非换乘,亦庄T1线,116.501886,39.741221
六道口地铁站,交通,地铁站,换乘二线,(在建)昌平线南延线;15号线,116.35267,40.000958
物美超市(大兴龙湖店),商业,大型超市,(null),(null),116.320469,39.687413
迎宾环岛公园,景观,公园,普通景点,(null),116.641909,40.30872
大峪第一小学,教育,小学,普通,(null),116.117472,39.917644
