POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
南四路口公交站,交通,公交站,(null),(null),120.27346,30.129326
杭州钱塘新区江湾小学,教育,小学,普通,小学,120.366693,30.268639
杭州市时代小学,教育,小学,普通,小学,120.180476,30.24819
勾庄公园,景观,公园,普通景点,(null),120.086544,30.353664
联合超市(七里泷大街店),商业,大型超市,(null),(null),119.640274,29.717258
好又多超市(南阳店),商业,大型超市,(null),(null),120.449904,30.261478
华辰连锁超市(三村店),商业,大型超市,(null),(null),120.244944,30.325062
杭州城北体育公园,景观,公园,普通景点,(null),120.162195,30.311318
西山村生态公园,景观,公园,普通景点,(null),119.928116,29.93775
南庄公交站,交通,公交站,(null),(null),120.317292,30.472708
千岛湖汽车运动公园,景观,公园,普通景点,(null),118.804541,29.62524
石林镇中心小学,教育,小学,普通,小学,119.086864,29.469986
林场站公交站,交通,公交站,(null),(null),119.98316,30.260035
六堡江滨公交站,交通,公交站,(null),(null),120.256359,30.28569
杭州市现代实验小学朝晖六区校区,教育,小学,普通,小学,120.167643,30.288225
溪头公园,景观,公园,普通景点,(null),119.299348,29.468914
杭州华联超市(4号大街店),商业,大型超市,(null),(null),120.356506,30.306251
湘师实验小学,教育,小学,普通,小学,120.264366,30.157458
东新公园,景观,公园,普通景点,(null),120.172632,30.297673
章家坝小区公交站,交通,公交站,(null),(null),120.217283,30.278394
世纪华联超市(松溪店),商业,大型超市,(null),(null),119.752564,30.000174
宁鑫轴承公交站,交通,公交站,(null),(null),120.296165,30.223658
西溪湿地周家村快速公交站,交通,公交站,(null),(null),120.066354,30.256415
天目山镇藻溪小学,教育,小学,普通,小学,119.501337,30.19613
西山公园,景观,公园,普通景点,(null),120.257475,30.162848
袄庄陈村公交站,交通,公交站,(null),(null),120.262436,30.08186
滨河公园,景观,公园,普通景点,(null),120.384567,30.234535
萧然超市(大弄),商业,大型超市,(null),(null),120.271477,30.161269
驿城路地铁站,交通,地铁站,非换乘,(在建)19号线,120.198749,30.297586
径山中学,教育,中学,普通,初中,119.878579,30.37727
萧山区所前镇第一小学,教育,小学,普通,小学,120.28845,30.084105
新梅文化公园,景观,公园,普通景点,(null),120.299817,30.369706
浙江省杭州康桥中学,教育,中学,普通,初中,120.148183,30.367061
富阳城中西医结合医院,医疗,综合医院,普通,(null),119.939645,30.067516
乾潭第二小学,教育,小学,普通,小学,119.536959,29.617141
严家湾公交站,交通,公交站,(null),(null),120.020295,30.34671
贤明山公园,景观,公园,普通景点,(null),119.73177,29.960118
钟楼商场,商业,购物中心,(null),(null),119.54258,29.618595
五马头公交站,交通,公交站,(null),(null),120.024544,30.413984
银河实验小学,教育,小学,普通,小学,120.279216,30.188913
丁兰公园,景观,公园,普通景点,(null),120.232721,30.353678
同鑫商厦,商业,购物中心,(null),(null),119.298477,29.470138
杭州普迪欣康复医院,医疗,综合医院,普通,(null),120.326004,30.221744
杭州市刀茅巷小学,教育,小学,普通,小学,120.184077,30.2629
杭州消防主题公园,景观,公园,普通景点,(null),120.352164,30.317231
航头初级中学,教育,中学,普通,初中,119.188612,29.327918
双龙荟,商业,购物中心,(null),(null),119.233103,29.476292
晶港公园,景观,公园,普通景点,(null),120.509444,30.221482
淳安县第一人民医院,医疗,综合医院,普通,(null),119.11054,29.605572
凌河池公交站,交通,公交站,(null),(null),119.953303,30.290469
市民中心快速公交站,交通,公交站,(null),(null),120.209335,30.244162
闻堰人民公园,景观,公园,普通景点,(null),120.183929,30.122239
杭州天目山妇产医院,医疗,专科医院,普通,(null),120.102269,30.264293
杭州市余杭区育蕾学校(运河校区),教育,小学,普通,小学,120.296816,30.458261
购物城,商业,购物中心,(null),(null),120.161794,30.272797
926工匠公园,景观,公园,普通景点,(null),120.143641,30.189007
华联超市(宿麦客房店),商业,大型超市,(null),(null),120.299087,30.20469
杭州萧山石岩医院,医疗,综合医院,普通,(null),120.261693,30.23733
世纪华联超市(石桥路店),商业,大型超市,(null),(null),120.19432,30.318885
永昌坝公园,景观,公园,普通景点,(null),120.177101,30.231334
丁家坎公交站,交通,公交站,(null),(null),120.054266,29.970573
九曜山隧道公交站,交通,公交站,(null),(null),120.149557,30.221814
阮水湾公交站,交通,公交站,(null),(null),120.311798,30.467974
南沙公园,景观,公园,普通景点,(null),120.535804,30.291599
万科·劝学荟,商业,购物中心,(null),(null),120.016598,30.34894
天阳亲子广场（下沙店）,商业,购物中心,(null),(null),120.346969,30.306393
景芳三堡公园,景观,公园,普通景点,(null),120.217344,30.260478
东冠社区公交站,交通,公交站,(null),(null),120.164658,30.166849
留下地铁站,交通,地铁站,非换乘,(在建)3号线支线,120.051996,30.241687
杭州市临安区西林小学,教育,小学,普通,小学,119.714775,30.239333
高虹镇中心医院,医疗,综合医院,普通,(null),119.726081,30.31805
杭州中兴医院,医疗,综合医院,普通,(null),120.189155,30.234583
良睦路地铁站,交通,地铁站,非换乘,5号线,120.007201,30.285632
尖山下村公交站,交通,公交站,(null),(null),120.127563,29.967587
杭州华联(章潘桥店),商业,大型超市,(null),(null),120.264905,30.116556
华润万家(云河店),商业,大型超市,(null),(null),120.14756,30.290231
四季青公交站,交通,公交站,(null),(null),120.197273,30.24807
萧山第十高级中学,教育,中学,普通,高中,120.249975,30.147162
凤凰村小商品市场,商业,大型超市,(null),(null),120.408786,30.160519
金家埭公交站,交通,公交站,(null),(null),120.069592,30.288537
浙江大学医学院附属儿童医院(湖滨院区),医疗,专科医院,三甲,(null),120.165734,30.260224
笕桥老街地铁站,交通,地铁站,非换乘,4号线,120.219583,30.323067
亭趾幼儿园公交站,交通,公交站,(null),(null),120.302487,30.464896
郑武体育公园,景观,公园,普通景点,(null),120.190471,30.289182
树兰(杭州)医院,医疗,综合医院,三甲,(null),120.174522,30.328786
濮家科普公园,景观,公园,普通景点,(null),120.194562,30.283228
钱塘超市(鸿达路店),商业,大型超市,(null),(null),120.352549,30.221964
崇胜寺公交站,交通,公交站,(null),(null),120.082973,30.453142
教育科学研究院实验学校,教育,小学,普通,小学,119.949017,30.047033
杭州西郊半岛公交站,交通,公交站,(null),(null),119.974123,30.051992
杭州市临平区临平第一中学,教育,中学,普通,初中,120.289533,30.395146
世纪联华(富阳新世纪店),商业,大型超市,(null),(null),119.945089,30.048671
世纪华联超市(峙山北路店),商业,大型超市,(null),(null),120.247694,30.040478
滨湖休闲公园,景观,公园,普通景点,(null),119.059065,29.603602
淳安县富文乡中心小学,教育,小学,普通,小学,119.212993,29.644106
杭州新瞳眼科医院,医疗,专科医院,普通,(null),120.142975,30.303134
杭州市杭州中学,教育,中学,普通,初中,120.182337,30.222603
皋亭坝公园,景观,公园,普通景点,(null),120.169188,30.32624
浙江医院(三墩院区),医疗,综合医院,三甲,(null),120.086765,30.327655
好又多购物中心(行宫塘店),商业,大型超市,(null),(null),120.099762,30.371833
金沙湖实验学校,教育,小学,普通,小学,120.324584,30.295014
桐庐县石阜小学,教育,小学,普通,小学,119.785433,29.836663
淳安县青溪新城小学,教育,小学,普通,小学,119.147565,29.617151
南道家圩公交站,交通,公交站,(null),(null),120.307313,30.480126
地铁长河站C口公交站,交通,公交站,(null),(null),120.192856,30.196801
乐码公园,景观,公园,普通景点,(null),119.225454,30.166325
中国美术学院附属小学,教育,小学,普通,美术培训,120.161826,30.242851
仓乐雅苑公交站,交通,公交站,(null),(null),119.961667,30.27747
云会中心小学,教育,小学,普通,小学,120.089679,30.420385
淡竹小学,教育,小学,普通,小学,119.236843,29.557294
世纪联华·闪送超市,商业,大型超市,(null),(null),120.288377,30.31126
济民园,景观,公园,普通景点,(null),120.248997,30.18461
天阳亲子广场(钱江新城店),商业,购物中心,(null),(null),120.196622,30.230835
蒋村贝家桥公交站,交通,公交站,(null),(null),120.055252,30.294636
上尚山海里,商业,购物中心,(null),(null),120.020409,30.254778
杭州市青蓝小学,教育,小学,普通,小学,120.175775,30.260963
城市文化公园,景观,公园,普通景点,(null),120.204656,30.212474
百丈镇中心小学溪口分校,教育,小学,普通,小学,119.771791,30.489643
华联购物中心(长西线店),商业,大型超市,(null),(null),119.779618,30.322923
世纪华联超市(长乐店),商业,大型超市,(null),(null),119.854739,30.334451
富阳宝龙广场,商业,购物中心,(null),(null),119.920341,30.058122
杭州市萧山区第三人民医院,医疗,综合医院,普通,(null),120.246922,30.041571
华友广场,商业,购物中心,(null),(null),120.455996,30.300022
杭州市萧山区新湾初级中学,教育,中学,普通,初中,120.5416,30.281514
清源廉文化主题公园,景观,公园,普通景点,(null),120.202192,30.06909
森禾广场,商业,购物中心,(null),(null),120.206396,30.253621
哆哆商业广场,商业,购物中心,(null),(null),119.876582,29.907171
世纪联华(半山田园店),商业,大型超市,(null),(null),120.211518,30.360288
寺背后公交站,交通,公交站,(null),(null),119.87362,30.080017
尚博苑小区公交站,交通,公交站,(null),(null),120.270508,30.188069
之江中心公园,景观,公园,普通景点,(null),120.095927,30.163927
左岸万国花园,景观,公园,普通景点,(null),120.212877,30.21889
杭州市东城外国语实验学校,教育,小学,普通,(null),120.261773,30.311373
花园新村快速公交站,交通,公交站,(null),(null),120.135895,30.280338
田丰新村公交站,交通,公交站,(null),(null),119.966389,29.999666
朝晖九区公交站,交通,公交站,(null),(null),120.157813,30.287865
河浜路综合市场地下商城,商业,购物中心,(null),(null),120.263642,30.160479
杭州市丁兰第三小学,教育,小学,普通,小学,120.225069,30.347442
世纪华联超市(中山北路店),商业,大型超市,(null),(null),120.166854,30.271144
福鼎家园公交站,交通,公交站,(null),(null),120.030734,30.288346
黄龙洞地铁站,交通,地铁站,非换乘,(在建)3号线后通段,120.141189,30.265654
音乐学院地铁站,交通,地铁站,非换乘,6号线,120.057426,30.147743
泰山庙公交站,交通,公交站,(null),(null),120.047817,29.974062
世纪华联(西墅街店),商业,大型超市,(null),(null),119.703809,30.238625
杭州市长寿桥小学孩儿校区,教育,小学,重点,小学,120.16606,30.261842
联华超市(丰源街店),商业,大型超市,(null),(null),120.173415,30.343592
品全购物中心(花园岗店),商业,大型超市,(null),(null),120.1236,30.325771
杭州市转塘小学回龙校区,教育,小学,普通,小学,120.097605,30.122206
CiTY LiFE生活超市(滨盛路店),商业,大型超市,(null),(null),120.156828,30.187563
风暴巷公园,景观,公园,普通景点,(null),119.050104,29.605568
海茵汇超市,商业,大型超市,(null),(null),120.192915,30.195134
华辰连锁超市,商业,大型超市,(null),(null),120.32028,30.376871
都市生活广场,商业,购物中心,(null),(null),120.094703,30.323547
袁家浦村绿色公园,景观,公园,普通景点,(null),120.123342,30.114027
康泰老年病医院,医疗,专科医院,普通,(null),120.383804,30.16389
昙花庵路地铁站,交通,地铁站,非换乘,6号线,120.222845,30.276397
华润万家(2号路店),商业,大型超市,(null),(null),120.208418,30.263133
华联超市(钱塘府店),商业,大型超市,(null),(null),120.216315,30.270797
南屏山公园,景观,公园,普通景点,(null),119.22464,30.157531
杭州市育才教育集团总校,教育,小学,普通,小学,120.131547,30.275168
华联超市(高官弄店),商业,大型超市,(null),(null),120.18412,30.250807
中心公园,景观,公园,普通景点,(null),119.915503,30.042705
阮家湾公交站,交通,公交站,(null),(null),120.311788,30.467969
濮家运河公园,景观,公园,普通景点,(null),120.195408,30.28166
浙旅东宸12幢公交站,交通,公交站,(null),(null),120.220009,30.300699
杭州市余杭文昌高级中学,教育,中学,普通,高中,119.930527,30.275387
南苑地铁站,交通,地铁站,非换乘,9号线,120.302207,30.394986
百强购物中心(义桥店),商业,大型超市,(null),(null),120.210032,30.076002
杭州市钱塘外语学校(小学部),教育,小学,普通,小学,120.111842,30.282988
方家山公园,景观,公园,普通景点,(null),119.985076,30.218918
健身公园,景观,公园,普通景点,(null),119.707425,29.81221
303生活广场,商业,购物中心,(null),(null),120.078045,30.333191
闲富路北口快速公交站,交通,公交站,(null),(null),119.982344,30.232743
世纪华联超市(复兴南街店),商业,大型超市,(null),(null),120.158204,30.20674
大润发(桐庐店),商业,大型超市,(null),(null),119.688333,29.793372
天目山西路上和路口快速公交站,交通,公交站,(null),(null),119.969061,30.242885
富春第四小学,教育,小学,普通,小学,119.944461,30.064792
孔飞百货商场,商业,购物中心,(null),(null),120.098797,30.359158
钟介里公交站,交通,公交站,(null),(null),120.071849,30.475313
中国科学院大学附属杭州口腔医院,医疗,专科医院,普通,(null),120.12304,30.272803
钱王陵公园,景观,公园,普通景点,(null),119.726112,30.234562
螺山公交站,交通,公交站,(null),(null),120.379718,30.161276
富阳区受降镇中心小学,教育,小学,普通,小学,119.963315,30.12741
五星购物中心,商业,大型超市,(null),(null),120.244388,30.340424
文一路学院路口快速公交站,交通,公交站,(null),(null),120.131638,30.288252
杭州市第三人民医院萧山院区,医疗,综合医院,普通,(null),120.279074,30.195876
杭州萧山机场公交站,交通,公交站,(null),(null),120.436328,30.234909
临安联谊医院,医疗,综合医院,普通,(null),119.715647,30.226598
严家小学,教育,小学,普通,小学,118.922756,29.909353
水墩公园,景观,公园,普通景点,(null),120.211844,30.307124
好又多超市(欢乐大道店),商业,大型超市,(null),(null),120.248894,30.380622
世纪华联超市(天城路店),商业,大型超市,(null),(null),120.187294,30.283107
杭州市之江第一中学,教育,中学,普通,(null),120.092842,30.162701
仁和三幼公交站,交通,公交站,(null),(null),120.095261,30.408863
杭州市临平区运河小学,教育,小学,普通,小学,120.298717,30.479781
大榨坞公交站,交通,公交站,(null),(null),120.04928,29.923615
杭州长江实验小学体育公园校区,教育,小学,普通,小学,120.164241,30.3141
世纪华联超市(包洪线),商业,大型超市,(null),(null),120.248845,30.000232
龙湖杭州紫荆天街,商业,购物中心,(null),(null),120.091291,30.320493
百瑞福购物中心(格畈家园中心路店),商业,大型超市,(null),(null),120.256102,30.324913
三盈村公交站,交通,公交站,(null),(null),120.36967,30.201233
嘉绿苑公园,景观,公园,普通景点,(null),120.11827,30.277961
三墩地铁站,交通,地铁站,非换乘,2号线,120.093014,30.320033
丰源东桥公交站,交通,公交站,(null),(null),120.172943,30.343733
淳安县千岛湖镇第六小学,教育,小学,普通,小学,119.060434,29.610274
彭埠快速公交站,交通,公交站,(null),(null),120.229857,30.286137
新湾新市场公交站,交通,公交站,(null),(null),120.537001,30.273859
钱江商贸城,商业,购物中心,(null),(null),120.153883,30.302804
杭州下城区脊椎病医院,医疗,专科医院,普通,(null),120.185762,30.271148
平安桥地铁站,交通,地铁站,非换乘,4号线,120.143808,30.357189
飞天商贸城,商业,购物中心,(null),(null),120.339362,30.306298
桕联北公交站,交通,公交站,(null),(null),120.099431,30.144392
华联超市(华星路店),商业,大型超市,(null),(null),120.126885,30.279046
大义村委公交站,交通,公交站,(null),(null),120.443759,30.144627
云家桥公交站,交通,公交站,(null),(null),120.26589,30.373759
世纪华联超市(水印康庭店),商业,大型超市,(null),(null),120.170395,30.316942
五杭小学,教育,小学,普通,小学,120.276862,30.496034
北湖中心小学,教育,小学,普通,小学,119.953611,30.389068
沙泥文公交站,交通,公交站,(null),(null),120.129635,30.327396
龙喜boos港,商业,购物中心,(null),(null),120.150635,30.179394
杭州市崇文世纪城实验学校,教育,小学,普通,小学,120.250114,30.216231
新丰村中心公园,景观,公园,普通景点,(null),120.3314,30.153843
学稼公交站,交通,公交站,(null),(null),120.291931,30.333443
浙江省杭州第四中学吴山校区,教育,中学,重点,高中,120.163797,30.242289
余之城,商业,购物中心,(null),(null),120.304324,30.394103
世纪华联超市(杨岱店),商业,大型超市,(null),(null),119.710474,30.200251
禾福弄公交站,交通,公交站,(null),(null),120.190911,30.308316
横畈小学(北校区),教育,小学,普通,小学,119.753607,30.32725
富阳区银湖街道坑西小学,教育,小学,普通,小学,119.918411,30.15033
世纪华联(小和山新苑分店),商业,大型超市,(null),(null),120.031926,30.217162
驯雉小学,教育,小学,普通,小学,119.925474,30.020274
庭松完全小学,教育,小学,普通,小学,119.696059,30.030728
新塘体育文化公园,景观,公园,普通景点,(null),120.307151,30.149166
潘水地铁站,交通,地铁站,非换乘,2号线,120.267644,30.148186
教师进修学校附校杭州天杭教育集团桂苑校区,教育,小学,普通,小学,120.193639,30.290245
联华(翰林苑店),商业,大型超市,(null),(null),120.183289,30.255971
於潜镇第二小学,教育,小学,普通,小学,119.401148,30.186092
浙医健杭州医院,医疗,综合医院,普通,(null),120.186215,30.352145
杭州师范大学附属竞潮小学,教育,小学,重点,小学,120.343616,30.23538
梧桐寺公交站,交通,公交站,(null),(null),119.986124,30.248103
万诚广场,商业,购物中心,(null),(null),119.061979,29.632589
桐庐县怡合小学,教育,小学,普通,小学,119.35679,29.95689
启成路地铁站,交通,地铁站,非换乘,7号线,120.494397,30.311968
义盛老车站公交站,交通,公交站,(null),(null),120.49176,30.257355
杭州怡康中医肿瘤医院,医疗,专科医院,普通,(null),120.197906,30.342985
浙江省萧山中学,教育,中学,重点,高中,120.283523,30.153771
银隆百货,商业,购物中心,(null),(null),120.268274,30.171081
杭州市开元中学,教育,中学,普通,初中,120.197669,30.232181
更楼小学,教育,小学,普通,小学,119.260841,29.437677
梅林公园,景观,公园,普通景点,(null),119.703503,29.804318
杭州市富阳区贤明中学,教育,中学,普通,高中,119.716846,29.970523
桐庐县第一人民医院医共体总院,医疗,综合医院,普通,(null),119.695481,29.798834
安溪大桥公交站,交通,公交站,(null),(null),120.015443,30.41059
吴岭岗公交站,交通,公交站,(null),(null),119.962201,30.2299
杭州市老年病医院,医疗,综合医院,普通,(null),120.174779,30.351748
世纪华联超市(新华店),商业,大型超市,(null),(null),120.289415,30.200172
浪川赢利超市,商业,大型超市,(null),(null),118.605032,29.491324
新好又多购物中心(大奇山路店),商业,大型超市,(null),(null),119.691355,29.785594
琴山园,景观,公园,普通景点,(null),120.290377,30.134424
党山金迪学校,教育,小学,普通,小学,120.523145,30.160292
青蓝小学,教育,小学,普通,小学,120.178921,30.260687
杭州市文一街小学秀水校区,教育,小学,重点,小学,120.096176,30.322115
杭州市胜蓝实验小学(阳光校区),教育,小学,普通,小学,120.174789,30.315419
滨文中心站公交站,交通,公交站,(null),(null),120.165069,30.172843
杭州余杭星都医院,医疗,综合医院,普通,(null),120.258383,30.398001
农林大学地铁站,交通,地铁站,非换乘,16号线,119.738323,30.244543
笕东桥公交站,交通,公交站,(null),(null),120.2199,30.303034
岩大房南公交站,交通,公交站,(null),(null),120.171707,30.162924
灵山风情小镇婚庆主题公园,景观,公园,普通景点,(null),120.058372,30.099392
世纪华联超市(杭州站店),商业,大型超市,(null),(null),120.183155,30.244611
世纪华联超市(庆隆店),商业,大型超市,(null),(null),120.122237,30.295489
新农都公交站,交通,公交站,(null),(null),120.301063,30.201966
艮新天桥东快速公交站,交通,公交站,(null),(null),120.2089,30.278
西天目小学,教育,小学,普通,小学,119.475777,30.264658
世纪华联超市(凤凰山路店),商业,大型超市,(null),(null),119.942979,30.262165
桐庐县方埠小学,教育,小学,普通,小学,119.61619,29.852565
紫东村公交站,交通,公交站,(null),(null),120.206731,29.969601
望江街道垃圾分类主题公园,景观,公园,普通景点,(null),120.197615,30.235087
崇贤中学,教育,中学,普通,初中,120.165437,30.386548
地下商场,商业,购物中心,(null),(null),120.054035,30.243072
杭州市求知教育集团学校求真校区,教育,小学,普通,小学,120.19704,30.326839
杭州武林商圈,商业,购物中心,(null),(null),120.163262,30.270524
乔林公园,景观,公园,普通景点,(null),119.677188,29.788683
凯缤巷公交站,交通,公交站,(null),(null),120.197571,30.272955
好又多超市(仁苑店),商业,大型超市,(null),(null),120.179042,30.192068
火车东站西快速公交站,交通,公交站,(null),(null),120.211612,30.288491
杭州陈再璋骨病专科医院,医疗,专科医院,普通,(null),120.12663,30.307815
世纪华联超市(三家店),商业,大型超市,(null),(null),120.141631,30.416834
临安区昌化镇中学,教育,中学,普通,初中,119.210085,30.162761
杭州市富阳区东洲街道江丰小学,教育,小学,普通,小学,120.065697,30.077262
西兴中学公交站,交通,公交站,(null),(null),120.231437,30.188516
文苑小学,教育,小学,普通,小学,120.104575,30.279587
八一村公交站,交通,公交站,(null),(null),119.986576,30.031176
沈家湾公交站,交通,公交站,(null),(null),120.128889,30.339158
荷花路公交站,交通,公交站,(null),(null),120.294753,30.434475
杭州市长河小学,教育,小学,普通,小学,120.197331,30.172278
浙江大学教育超市(紫金港店),商业,大型超市,(null),(null),120.084836,30.307838
鲍家渡公交站,交通,公交站,(null),(null),120.223594,30.373225
淳安县大墅镇中心小学,教育,小学,普通,小学,118.746341,29.400189
萧山区瓜沥镇光明小学,教育,小学,普通,小学,120.394727,30.210703
金盛嘉悦广场,商业,购物中心,(null),(null),120.155271,30.161211
杭州口腔医院萧山分院,医疗,专科医院,普通,(null),120.267044,30.165393
毕浦百岁小学,教育,小学,普通,小学,119.460132,29.83556
浙江大学附属第二小学,教育,小学,普通,小学,120.06499,30.300978
曹家桥公交站,交通,公交站,(null),(null),120.258133,30.13567
昌北中学,教育,中学,普通,初中,118.950274,30.292098
文晖大桥东公交站,交通,公交站,(null),(null),120.189148,30.283798
运东村公交站,交通,公交站,(null),(null),120.45885,30.199948
世纪联华(清泰店),商业,大型超市,(null),(null),120.176048,30.247046
世纪华联(南天路店),商业,大型超市,(null),(null),120.109033,30.287302
杭州华联(中山北路店),商业,大型超市,(null),(null),120.166153,30.27932
义桥镇第二小学,教育,小学,普通,小学,120.182925,30.063395
联华超市(杭州马市街店),商业,大型超市,(null),(null),120.176386,30.253898
窑山公园,景观,公园,普通景点,(null),119.969473,30.396725
杭州市翠苑中学翠苑校区,教育,中学,重点,初中,120.12601,30.290304
老虎洞村公交站,交通,公交站,(null),(null),120.201467,30.128043
兴泰花园公交站,交通,公交站,(null),(null),119.966545,30.400369
杭州市萧山区第二人民医院,医疗,综合医院,普通,(null),120.458671,30.173879
杭州师范大学附属益农小学,教育,小学,重点,小学,120.590932,30.180502
杭州市胜利实验学校,教育,小学,普通,小学,120.189356,30.225632
淳安千岛湖城区医院,医疗,综合医院,普通,(null),119.034263,29.5978
小林中心小学,教育,小学,普通,小学,120.253281,30.427801
大润发(建德店),商业,大型超市,(null),(null),119.299562,29.484324
杭州市健康实验学校,教育,中学,普通,(null),120.159095,30.285116
泰山小学,教育,小学,普通,小学,120.205099,30.424947
富阳东洲民丰小学,教育,小学,普通,小学,119.989044,30.069069
杭州市风帆中学,教育,中学,重点,(null),120.166665,30.309957
浙江省杭州第二中学（东河校区）,教育,中学,重点,高中,120.180028,30.249232
杭州市四季青小学,教育,小学,普通,小学,120.204508,30.265125
三角村江南陈公园,景观,公园,普通景点,(null),120.282409,30.340053
杭州西溪银泰城,商业,购物中心,(null),(null),120.075076,30.292981
马山小学,教育,小学,普通,小学,118.941269,29.887001
雷山村健身公园,景观,公园,普通景点,(null),120.456267,30.252318
五堡公交站,交通,公交站,(null),(null),120.239657,30.281871
龙安地铁站,交通,地铁站,非换乘,9号线,120.27353,30.455193
淳安县少年税务学校汾口镇第二小学,教育,小学,普通,小学,118.536001,29.419469
世纪华联超市(新洲花苑店),商业,大型超市,(null),(null),120.224354,30.202984
良渚第一小学(北秀校区),教育,小学,普通,小学,120.045313,30.367849
坝朗公交站,交通,公交站,(null),(null),120.089397,30.490699
世茂中心·乐缤纷,商业,购物中心,(null),(null),120.168867,30.193681
北洲商业广场,商业,购物中心,(null),(null),120.091982,30.441512
浙江绿城医院九溪玫瑰园院区,医疗,综合医院,普通,(null),120.1044,30.177152
敬老公园,景观,公园,普通景点,(null),120.115645,30.244795
萧山党湾镇初级中学,教育,中学,普通,初中,120.538779,30.228353
亲橙里购物中心,商业,购物中心,(null),(null),120.029777,30.281256
世纪华联超市西堤店,商业,大型超市,(null),(null),119.943902,30.037915
丰潭文化公园,景观,公园,普通景点,(null),120.109607,30.278668
花和超市,商业,大型超市,(null),(null),120.111633,30.400772
党湾镇第二小学,教育,小学,普通,小学,120.516452,30.234083
世纪华联超市(祥里王店),商业,大型超市,(null),(null),120.288821,30.079624
富阳区渌渚镇中心小学,教育,小学,普通,小学,119.725465,29.916057
余杭区良渚古墩路小学,教育,小学,普通,小学,120.078467,30.348907
大园路口公交站,交通,公交站,(null),(null),119.826098,30.264844
明华小区公园,景观,公园,普通景点,(null),120.405831,30.13955
红山小区公交站,交通,公交站,(null),(null),120.425728,30.257013
亚运村地铁站,交通,地铁站,非换乘,6号线,120.247051,30.257877
城东公园,景观,公园,普通景点,(null),120.188433,30.273108
东湖村公交站,交通,公交站,(null),(null),120.435178,30.152322
新街四小,教育,小学,普通,小学,120.328068,30.200851
淳安县左口乡中心小学,教育,小学,普通,小学,119.074499,29.700206
养正小学,教育,小学,普通,小学,120.373521,30.319851
星澜小学,教育,小学,普通,小学,120.120976,30.334288
永旺(杭州良渚新城店),商业,大型超市,(null),(null),120.058248,30.36055
萧山新世纪广场,商业,购物中心,(null),(null),120.268226,30.160791
武状元坊公交站,交通,公交站,(null),(null),120.135538,30.225807
岳坟公交站,交通,公交站,(null),(null),120.133099,30.252053
文泽路地铁站,交通,地铁站,非换乘,1号线,120.350055,30.310059
汪木英骨伤医院,医疗,专科医院,普通,(null),119.739365,29.971635
杭州师范大学附属医院和睦分院,医疗,综合医院,普通,(null),120.121532,30.309389
陈家塘公交站,交通,公交站,(null),(null),120.121915,30.333622
