小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
团结名居竹园,二手房,武昌区,10916.39,30.0,在售,114.344973,30.584041
邓甲新城C区,二手房,汉阳区,9139.1,32.58,在售,114.255899,30.5406
恒大御湖半岛,二手房,蔡甸区,16307.43,50.0,在售,114.124582,30.546021
建发璞玥,新房,武昌区,32704.0,30.0,售罄,114.337788,30.53005
三角花园余家湖小区,二手房,武昌区,14618.24,15.0,在售,114.34095,30.581724
巢nest,二手房,黄陂区,15980.33,45.0,在售,114.252729,30.702171
武汉城建·中央云城,新房,江汉区,35662.0,35.0,在售,114.263329,30.587276
广电兰亭珑府,二手房,汉阳区,16280.32,35.0,在售,114.246526,30.534556
王家湾中央生活区,二手房,汉阳区,14918.77,40.0,在售,114.204951,30.562318
高雄路教委宿舍,二手房,江岸区,17111.93,10.0,在售,114.287229,30.594785
金桥港湾花园,二手房,汉阳区,15184.6,37.11,在售,114.260713,30.530919
碧苑花园,二手房,青山区,11543.62,30.0,在售,114.408645,30.627327
和平街铁机东区,二手房,洪山区,12337.57,30.02,在售,114.358741,30.601511
三和名仕城,二手房,蔡甸区,4699.08,32.6,在售,114.082943,30.588673
中铁阅湖郡,二手房,东西湖区,10988.14,30.0,在售,114.156314,30.632103
武汉·领峯,二手房,东湖新技术开发区,16256.74,30.0,在售,114.479302,30.472836
武汉诺德逸园,二手房,黄陂区,5796.07,30.0,在售,114.283842,30.75411
南德缦和世纪,新房,蔡甸区,8659.0,30.0,在售,113.998627,30.576909
花山小区,二手房,江夏区,5987.58,35.0,在售,114.332126,30.361613
金地格林小城梦茵区,二手房,洪山区,19956.47,32.0,在售,114.327754,30.498106
中建铂公馆,新房,洪山区,15157.0,30.0,在售,114.278803,30.48924
城投禧园,新房,武昌区,16900.0,30.0,在售,114.318423,30.521672
雅丽花园二期,二手房,汉阳区,9534.14,30.0,在售,114.235782,30.550583
五彩社区,二手房,硚口区,13178.53,15.0,在售,114.275525,30.565707
春天里,二手房,武昌区,25139.52,42.0,在售,114.311285,30.503643
中南SOHO城,二手房,武昌区,17389.88,35.0,在售,114.328863,30.530194
新长江香榭东沙,二手房,武昌区,29407.81,36.0,在售,114.320444,30.55486
台北三村,二手房,江岸区,15427.43,30.0,在售,114.281835,30.596429
新世纪花园B区,二手房,洪山区,15136.74,33.0,在售,114.355871,30.586573
同济专家社区,二手房,蔡甸区,11897.33,40.0,在售,114.115326,30.534116
滨江苑二期,二手房,江岸区,28048.74,32.0,在售,114.321276,30.619093
宝丰二村44到47号,二手房,硚口区,12069.1,21.25,在售,114.263339,30.574629
国信馨园,二手房,汉阳区,12700.89,38.7,在售,114.228392,30.563391
美联奥林匹克花园五期,二手房,东西湖区,13479.08,35.0,在售,114.236202,30.658352
佰昌公馆B区,二手房,江岸区,12570.28,30.0,在售,114.34423,30.668095
锦城小区,二手房,江汉区,12928.11,60.0,在售,114.25223,30.61133
金洋花园,二手房,武昌区,22641.95,30.0,在售,114.31103,30.504713
新华西美林公馆,二手房,江汉区,19202.94,30.0,在售,114.264954,30.609093
华润中央公园别墅,二手房,汉阳区,26564.64,30.0,在售,114.24114,30.564631
吴兴南村小区,二手房,东西湖区,8540.18,15.0,在售,114.143292,30.624391
楚材小区,二手房,武昌区,15080.13,32.0,在售,114.301115,30.547895
军威苑小区,二手房,洪山区,11372.86,20.0,在售,114.313644,30.494066
伟英里,二手房,江岸区,14431.39,10.0,在售,114.298682,30.590188
邮局大院,二手房,江岸区,15621.91,10.0,在售,114.305947,30.599255
中华路欧式公寓,二手房,武昌区,9978.62,30.0,在售,114.299115,30.54917
理想时代,二手房,江夏区,9073.21,30.0,在售,114.333953,30.358741
弘业俊园,二手房,武昌区,11852.69,20.0,在售,114.33045,30.523237
芳草园,二手房,汉阳区,12229.0,26.0,在售,114.226086,30.560067
十里玫瑰,二手房,汉阳区,9764.2,29.0,在售,114.222248,30.563656
新世纪花园A区,二手房,洪山区,14348.7,45.0,在售,114.354866,30.587415
康乐社区,二手房,青山区,6194.83,26.0,在售,114.486569,30.609959
紫荆花园(江岸),二手房,江岸区,16790.98,38.0,在售,114.28844,30.597316
阳光上城,二手房,洪山区,17412.38,35.0,在售,114.309521,30.500214
琴台村,二手房,汉阳区,13160.76,15.8,在售,114.263726,30.550213
鯉跃龍门,二手房,汉阳区,8320.78,35.0,在售,114.232413,30.52623
玫汉口北城B区,二手房,黄陂区,5102.83,35.0,在售,114.348767,30.715544
万安国际公寓,二手房,硚口区,14372.35,29.0,在售,114.264691,30.568784
龙城花园,二手房,黄陂区,9205.37,32.0,在售,114.283371,30.70711
中南市政院小区,二手房,江岸区,17920.57,28.0,在售,114.299661,30.602262
天下壹品莲花,二手房,蔡甸区,6917.74,10.0,在售,114.04011,30.578495
凤凰水岸公馆,二手房,黄陂区,7030.14,35.0,在售,114.248267,30.734718
东方花园B区,二手房,经济开发区,9433.06,35.0,在售,114.159595,30.498795
柒零社区,二手房,东湖新技术开发区,14956.12,35.0,在售,114.392937,30.492545
莲花小区,二手房,蔡甸区,6221.69,16.0,在售,114.031172,30.56728
城开天梨阁,二手房,江岸区,13780.98,35.0,在售,114.293283,30.620935
同馨花园一期,二手房,硚口区,20894.84,26.65,在售,114.257455,30.576351
黄浦雅苑,二手房,江岸区,19780.6,10.0,在售,114.30601,30.613179
长安花园,二手房,江汉区,11479.64,25.0,在售,114.277577,30.607835
洪福家园,二手房,东湖新技术开发区,14434.41,35.0,在售,114.400482,30.496798
观澜国际,二手房,汉阳区,13708.56,32.0,在售,114.221213,30.525923
华清园,二手房,江岸区,33089.96,28.0,在售,114.301587,30.596567
湖滨新苑,二手房,蔡甸区,4344.28,10.0,在售,114.030962,30.586245
经开绿城柳岸春晓,新房,经济开发区,15121.0,39.01,在售,114.175226,30.4959
天元四季花城,二手房,蔡甸区,6652.62,37.5,在售,114.095609,30.555537
杨春湖畔,二手房,洪山区,14391.85,30.0,在售,114.417303,30.618297
地铁紫阳城,二手房,武昌区,16831.1,20.0,在售,114.329327,30.530975
八宝巷5号,二手房,武昌区,26660.2,10.0,在售,114.297464,30.538727
保利心语九期,二手房,洪山区,16246.67,36.0,在售,114.317612,30.470444
熙龙湾,二手房,东西湖区,11193.99,35.0,在售,114.148598,30.634749
环保局宿舍(武昌),二手房,武昌区,16846.65,15.0,在售,114.313394,30.556228
中海万松九里,新房,江汉区,28698.0,30.0,在售,114.26456,30.590485
奥特莱斯V公寓,二手房,黄陂区,6429.18,35.0,在售,114.25682,30.733447
福星城市花园,二手房,江汉区,20032.27,34.0,在售,114.275817,30.589099
保利心语四期,二手房,洪山区,18759.12,35.0,在售,114.326439,30.479012
绿岛花园,二手房,经济开发区,10006.46,40.0,在售,114.163355,30.500345
玫瑰西苑社区嘉园小区,二手房,汉阳区,11331.49,32.56,在售,114.201897,30.56777
七星四季花园,二手房,洪山区,14459.0,38.0,在售,114.359408,30.584229
汇东南湖新村,二手房,洪山区,13545.74,38.96,在售,114.30947,30.49931
保利公园家,二手房,东西湖区,14446.6,35.0,在售,114.282642,30.664388
汉水熙园,二手房,硚口区,15251.16,35.0,在售,114.214683,30.5859
洪山制药厂,二手房,武昌区,30730.93,30.0,在售,114.33424,30.534601
鸿岭花园西区,二手房,洪山区,7666.67,30.0,在售,114.339334,30.52023
武汉国际社区B4地块,二手房,江夏区,9181.25,30.0,在售,114.301153,30.430519
金榜名苑,二手房,武昌区,25043.16,36.0,在售,114.299956,30.539006
汉阳检察院宿舍,二手房,汉阳区,14446.65,30.0,在售,114.220977,30.55781
观澜天地,二手房,武昌区,11644.64,35.0,在售,114.279642,30.506099
玉三小区,二手房,硚口区,14983.71,31.0,在售,114.256142,30.571264
西山林语,二手房,蔡甸区,7959.87,35.0,在售,114.12168,30.552913
联投广场,二手房,江夏区,11224.51,30.0,在售,114.316479,30.374372
丹枫苑,二手房,江岸区,15405.65,30.0,在售,114.331734,30.649467
二八八社区,二手房,黄陂区,9424.68,35.0,在售,114.31284,30.697631
香港路183号,二手房,江岸区,16978.92,20.0,在售,114.285461,30.604059
金桥凤凰华庭,二手房,汉阳区,16331.45,41.0,在售,114.275486,30.548024
小洪山东区,二手房,武昌区,19888.21,25.0,在售,114.353978,30.535541
邓甲新城E区,二手房,汉阳区,7736.22,2.1,在售,114.24972,30.536326
江花庭院,二手房,江岸区,34698.34,30.0,在售,114.302407,30.597212
复地东湖国际三期,二手房,武昌区,42270.71,35.0,在售,114.353262,30.561971
先贤街2号,二手房,武昌区,12295.85,20.0,在售,114.299966,30.544431
V7星公馆,二手房,洪山区,20408.16,35.0,在售,114.360693,30.578761
球场路127到165号,二手房,江岸区,14082.12,20.0,在售,114.290613,30.601582
冶金104街坊,二手房,青山区,11545.84,30.0,在售,114.403303,30.624411
南山十里星空,二手房,黄陂区,6768.06,30.0,在售,114.230384,30.723806
统建千禧园,二手房,江汉区,20100.12,33.0,在售,114.264734,30.592619
美好香域花境,二手房,硚口区,10440.93,35.0,在售,114.204066,30.619889
招商一江璟城,二手房,青山区,17101.01,30.0,在售,114.39672,30.63748
园丰供电小区,二手房,江岸区,8851.97,25.0,在售,114.27685,30.622827
民主一路46号,二手房,武昌区,11565.71,18.0,在售,114.320115,30.546075
万家湖社区B区,二手房,经济开发区,5418.41,30.0,在售,114.174256,30.465466
花样年花样城,二手房,东西湖区,10020.71,36.0,在售,114.16663,30.662545
电力社区(武昌),二手房,武昌区,14996.98,28.0,在售,114.314573,30.546202
阳光新港中央花园城,二手房,新洲区,6297.22,30.0,在售,114.571176,30.691541
丽江龙城,新房,武昌区,21260.0,25.0,在售,114.334699,30.548586
江腾苑A1区,二手房,汉阳区,9935.85,20.0,在售,114.255824,30.538805
紫崧珞狮花园,二手房,洪山区,12022.24,38.0,在售,114.338033,30.489891
2008新长江广场,二手房,武昌区,18660.34,34.0,在售,114.318401,30.552385
馨兰花苑二期,二手房,江汉区,17837.64,20.0,在售,114.275014,30.611129
紫沙金苑,二手房,武昌区,21732.98,30.0,在售,114.320592,30.548581
金辉江樾云著,新房,东西湖区,9633.0,30.0,在售,114.140111,30.611091
金色港湾一期,二手房,经济开发区,13812.63,40.0,在售,114.175428,30.514719
保利蓝海郡,二手房,洪山区,19857.08,37.0,在售,114.373884,30.493289
麦迪森广场,二手房,汉阳区,6849.95,24.0,在售,114.203548,30.549917
东方现代花园,二手房,江汉区,11008.33,40.0,在售,114.2443,30.611093
南湖九玺,新房,洪山区,23111.0,36.25,在售,114.353373,30.504587
石牌岭休养所,二手房,洪山区,14798.75,30.0,在售,114.33812,30.516512
湖北电影制片厂宿舍,二手房,江汉区,19601.69,30.0,在售,114.266971,30.587367
汉口城市广场七期,二手房,江岸区,20204.94,18.0,在售,114.31046,30.654728
上坤云启都会,二手房,汉阳区,13044.74,35.0,在售,114.20064,30.531703
美联城观,二手房,江岸区,14079.06,30.0,在售,114.274394,30.630862
同鑫花园,二手房,江岸区,14335.19,35.0,在售,114.301146,30.646932
圆梦美丽家园,二手房,洪山区,14945.25,42.0,在售,114.352771,30.511512
沙羡街小区,二手房,江夏区,4828.4,20.0,在售,114.312895,30.353748
花莲里73号,二手房,江岸区,12304.69,10.0,在售,114.283964,30.600286
依云水岸,新房,汉南区,4869.0,30.13,在售,114.03074,30.309632
妙墩小区,二手房,江汉区,14188.73,30.55,在售,114.261871,30.592691
招商武汉城建未来中心,新房,经济开发区,14714.0,30.0,在售,114.172223,30.488752
大华公园城市二期,新房,洪山区,7382.0,35.0,在售,114.223868,30.426976
江南花园,二手房,洪山区,12667.62,32.5,在售,114.350828,30.597248
东湖名居,二手房,洪山区,21173.09,39.0,在售,114.371141,30.520949
吉庆苑小区,二手房,青山区,16868.24,30.0,在售,114.379702,30.632442
理公馆,二手房,洪山区,25801.75,35.1,在售,114.345721,30.51264
黄浦路252号,二手房,江岸区,15724.14,25.0,在售,114.302007,30.618089
珑璟轩,二手房,黄陂区,11154.79,35.0,在售,114.247787,30.711571
东勤佳苑,二手房,江岸区,12708.51,21.0,在售,114.322875,30.662831
汉口御江澜庭,二手房,黄陂区,7540.97,30.0,在售,114.406803,30.693989
丽水俊园,二手房,东西湖区,9529.63,40.5,在售,114.197034,30.634932
华发未来城,二手房,新洲区,5024.0,35.0,在售,114.582813,30.729096
武汉城建汉樾台,二手房,硚口区,11718.43,30.0,在售,114.207408,30.603613
F水星城,二手房,黄陂区,8033.57,30.2,在售,114.287554,30.711713
车站街辅堂社区,二手房,江岸区,15173.25,10.0,在售,114.295588,30.591404
统建阳光北苑,二手房,江汉区,16548.19,30.0,在售,114.250911,30.626801
银湖翡翠三期,二手房,东西湖区,14388.24,35.0,在售,114.213526,30.636778
汉口花园清桐阁,二手房,江岸区,15962.13,40.0,在售,114.268398,30.634337
二桥体校宿舍,二手房,汉阳区,12495.0,30.0,在售,114.218802,30.571679
绿景苑港东名居二期,二手房,洪山区,11642.61,35.0,在售,114.372088,30.604002
未来寓,二手房,蔡甸区,6887.26,30.0,在售,114.04634,30.57843
德润大厦,二手房,江岸区,14724.14,38.0,在售,114.291301,30.586242
汉正花园,二手房,硚口区,12539.89,40.0,在售,114.278096,30.567294
育才一村,二手房,江岸区,21719.51,20.0,在售,114.285553,30.613166
中建壹品宏泰阅江府,二手房,洪山区,10980.26,25.0,在售,114.271387,30.476309
鑫城汇H1,二手房,硚口区,11541.07,30.0,在售,114.2286,30.604709
蓝天花园,二手房,江汉区,15488.38,0.8,在售,114.240372,30.603346
康乐大厦,二手房,江岸区,16663.21,20.0,在售,114.286238,30.615535
联发悦文华,新房,东西湖区,7832.0,30.0,在售,114.131681,30.659401
馨都茗苑,二手房,武昌区,17280.91,35.0,在售,114.296816,30.531073
ICC汉阳国际公寓,二手房,汉阳区,15142.86,40.0,在售,114.18819,30.528233
汉博佳园,二手房,汉阳区,9048.53,64.0,在售,114.244318,30.524543
碧水晴天,二手房,汉阳区,10663.33,35.0,在售,114.225885,30.56854
武汉城建盘龙湾梅苑,新房,黄陂区,6852.0,30.0,售罄,114.269355,30.723443
文华学院住宅楼,二手房,东湖新技术开发区,11403.93,36.0,在售,114.438983,30.497066
武地融创金麟壹号,二手房,江夏区,5623.89,30.0,在售,114.14499,30.327097
新河社区,二手房,武昌区,12515.52,30.0,在售,114.315843,30.574999
电源村3到124号,二手房,硚口区,18464.35,30.0,在售,114.224494,30.583838
越秀星悦峯,二手房,武昌区,24899.3,30.0,在售,114.354022,30.570051
武汉天地御江璟城,二手房,江岸区,51246.71,30.0,在售,114.315398,30.61458
佳阳翠湖里,二手房,新洲区,4423.14,35.8,在售,114.556059,30.676205
中粮光谷祥云B区,二手房,东湖新技术开发区,28718.01,35.0,在售,114.485441,30.482704
天顺园四村,二手房,硚口区,10283.86,30.0,在售,114.216577,30.609092
金鼎湾,二手房,东西湖区,10928.39,36.2,在售,114.149342,30.616628
汽标小区,二手房,东湖新技术开发区,19161.82,35.0,在售,114.40965,30.493211
国信新城一期,二手房,汉阳区,12151.53,34.0,在售,114.216212,30.56892
南国大家装江南店,二手房,洪山区,16010.38,22.2,在售,114.350688,30.51268
菁华园,二手房,洪山区,14726.15,38.0,在售,114.384103,30.608116
轻工设计院宿舍,二手房,武昌区,16263.9,25.0,在售,114.30804,30.532258
硚房翰林珑城,二手房,硚口区,23118.43,30.0,在售,114.24358,30.576222
楚天都市花园,二手房,武昌区,13952.91,30.0,在售,114.337295,30.548232
交通小区,二手房,硚口区,28465.2,23.0,在售,114.256113,30.583411
邮局宿舍,二手房,江汉区,8258.41,30.0,在售,114.265448,30.617562
西寺学府,二手房,黄陂区,7888.89,30.0,在售,114.364442,30.873575
上海路8号,二手房,江岸区,16044.3,10.0,在售,114.296971,30.57906
凤凰山公寓,二手房,武昌区,15789.23,30.0,在售,114.311308,30.553858
未来海岸,二手房,黄陂区,6819.32,35.0,在售,114.273483,30.746731
兴隆小区,二手房,硚口区,16097.56,20.0,在售,114.252264,30.567241
广场花城,二手房,蔡甸区,5091.83,32.0,在售,114.04572,30.574416
