POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
广州医科大学附属第一医院(大坦沙院区),医疗,综合医院,三甲,(null),113.220603,23.132961
联合街社区卫生服务中心,医疗,综合医院,普通,(null),113.426368,23.198503
俊龙商贸,商业,购物中心,(null),(null),113.235405,23.206183
欧缇医院,医疗,综合医院,普通,(null),113.314602,23.137772
星航国际广场,商业,购物中心,(null),(null),113.295907,23.337981
汇南广场,商业,购物中心,(null),(null),113.29273,23.030915
石碁镇前长社区卫生服务站,医疗,综合医院,普通,(null),113.450181,22.927489
南悦中学,教育,中学,普通,(null),113.25621,23.210905
盒马邻里(白云富力金街店),商业,大型超市,(null),(null),113.20165,23.148392
太石小学,教育,小学,普通,(null),113.403375,22.885096
汕头大学广州华新骨科医院,医疗,专科医院,普通,(null),113.332387,23.167072
松溪小学,教育,小学,普通,(null),113.220611,23.158526
城业广场店,商业,购物中心,(null),(null),113.38488,23.002575
广州市第九十七中学高中新校区,教育,中学,普通,(null),113.288352,23.064179
金沙小学(沙凤校区),教育,小学,普通,(null),113.199733,23.152333
新都小学,教育,小学,普通,(null),113.341935,23.191541
沙湾中心小学,教育,小学,普通,(null),113.342259,22.906828
仑头社区卫生服务站,医疗,综合医院,普通,(null),113.378514,23.076207
钟一小学,教育,小学,普通,(null),113.317333,22.9707
来又来,商业,购物中心,(null),(null),113.232038,23.398309
广东实验中学云城校区,教育,中学,普通,(null),113.277966,23.199651
广州市越秀区东风东路小学,教育,小学,重点,(null),113.302031,23.131043
隔岗公园,景观,公园,普通景点,(null),113.347517,22.986675
骏荣商业广场,商业,购物中心,(null),(null),113.238173,23.174275
久裕商贸城,商业,购物中心,(null),(null),113.654113,23.122966
富森购物商场,商业,大型超市,(null),(null),113.264353,23.419211
五山广场,商业,购物中心,(null),(null),113.352636,23.15234
广州冠胜农业公园,景观,公园,普通景点,(null),113.414224,22.900876
钟落潭镇医院,医疗,综合医院,普通,(null),113.408948,23.385112
梅花园地铁站,交通,地铁站,非换乘,3号线北延段,113.320408,23.175098
家家百货广场,商业,大型超市,(null),(null),113.147572,23.355113
螺山小学,教育,小学,普通,(null),113.381093,22.965919
丽莎广场,商业,购物中心,(null),(null),113.166977,23.465785
五福商厦,商业,购物中心,(null),(null),113.317757,23.255927
增城开发区豪进体育公园,景观,公园,普通景点,(null),113.629678,23.152866
新塘地铁站,交通,地铁站,非换乘,13号线,113.604472,23.131731
为民康复医院,医疗,综合医院,普通,(null),113.242392,23.147927
大浮莲岗公园,景观,公园,普通景点,(null),113.499229,22.962079
三溪地铁站,交通,地铁站,非换乘,5号线,113.415784,23.104098
大平村邓婉华社区卫生服务站,医疗,综合医院,普通,(null),113.337728,22.946895
广州市第五中学(金碧校区),教育,中学,重点,(null),113.288262,23.063921
广州市真光中学(岭南校区),教育,中学,普通,(null),113.240156,23.150188
执信中学(天河校区),教育,中学,普通,(null),113.438439,23.139419
飞鹅岭小学,教育,小学,普通,(null),113.155929,23.375261
神岗中学,教育,中学,普通,(null),113.527357,23.479622
广州华美英语实验学校,教育,中学,重点,(null),113.384596,23.199519
永新中学,教育,中学,普通,(null),113.576893,23.195435
广东健乐医院,医疗,综合医院,普通,(null),113.23227,23.200901
智海学校,教育,小学,普通,(null),113.079485,23.385487
世王商城,商业,购物中心,(null),(null),113.296565,23.271731
清华万博实验学校,教育,小学,普通,(null),113.610518,23.185371
碧华商业广场,商业,购物中心,(null),(null),113.19533,23.480686
龙塘村卫生站,医疗,综合医院,普通,(null),113.331472,23.336158
大龙小学,教育,小学,普通,(null),113.431793,22.959628
广州市荔湾区真实中学,教育,中学,普通,(null),113.247294,23.078784
家乐福(康王店),商业,大型超市,(null),(null),113.247778,23.124166
杨忠纪念公园,景观,公园,普通景点,(null),113.34512,22.84392
新民六街小学(南校区),教育,小学,普通,(null),113.25292,23.093906
田心村地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环,113.299717,23.154283
聚德西路小学,教育,小学,普通,(null),113.326353,23.084396
五月花商业广场,商业,购物中心,(null),(null),113.266847,23.125893
皓兴商场,商业,购物中心,(null),(null),113.345366,22.966616
颐康园,景观,公园,普通景点,(null),113.404561,22.944994
龙岗学校-龙岗小学,教育,小学,普通,(null),113.386635,23.389885
黄陂小学黄麻分校,教育,小学,普通,(null),113.461248,23.207577
琶洲国际会展中心B区南广场,景观,公园,普通景点,(null),113.362625,23.102491
花都区文志学校,教育,中学,普通,(null),113.217577,23.467493
家乐百货商场,商业,大型超市,(null),(null),113.206675,23.420456
大罗购物中心,商业,购物中心,(null),(null),113.349789,22.95874
磨碟沙公园(悦涛轩东北),景观,公园,普通景点,(null),113.333156,23.104359
金海马商城,商业,购物中心,(null),(null),113.344097,23.002122
国学广场,景观,公园,普通景点,(null),113.489077,22.968242
萝岗街禁毒主题艺术公园,景观,公园,普通景点,(null),113.494016,23.176733
广州市黄埔区新港中学,教育,中学,普通,(null),113.538813,23.095492
江夏地铁站,交通,地铁站,非换乘,2号线,113.283451,23.211301
洪圣沙地铁站,交通,地铁站,非换乘,(在建)7号线二期,113.443703,23.08257
广州山泉居山庄,景观,公园,普通景点,(null),113.565904,23.653037
潭洲公园,景观,公园,普通景点,(null),113.38814,22.781561
志城大厦,商业,购物中心,(null),(null),113.250664,23.178157
边岗岭公园,景观,公园,普通景点,(null),113.456603,23.165366
大学城华师公园,景观,公园,普通景点,(null),113.388063,23.0483
从化五中,教育,中学,普通,(null),113.556663,23.561407
新凯广场,商业,购物中心,(null),(null),113.271916,23.245747
广东省中医院芳村医院,医疗,综合医院,三甲,(null),113.226984,23.097087
温泉镇第三中心小学,教育,小学,普通,(null),113.715717,23.578373
西关广雅实验学校(南岸路校区),教育,中学,普通,(null),113.228225,23.129805
前峰村四中,教育,中学,普通,(null),113.445442,22.934134
华南师范大学附属天河实验学校,教育,中学,普通,(null),113.39711,23.119581
万达广场(萝岗店),商业,购物中心,(null),(null),113.466682,23.168501
广州市海珠区瀛洲小学,教育,小学,普通,(null),113.356567,23.061021
东圃地铁站,交通,地铁站,非换乘,5号线,113.401562,23.109392
棠溪地铁站,交通,地铁站,非换乘,(在建)12号线,113.247648,23.190686
圣地狮岭国际皮具城,商业,购物中心,(null),(null),113.192318,23.42799
玉树社区社工服务站,医疗,综合医院,普通,(null),113.436816,23.15775
顺兴隆商场,商业,大型超市,(null),(null),113.200373,23.398982
快乐购生活购物中心,商业,购物中心,(null),(null),113.582369,23.112526
陈头岗地铁站,交通,地铁站,非换乘,(在建)22号线后通段;22号线,113.265636,23.013218
夏茅地铁站,交通,地铁站,非换乘,(在建)22号线北延段;(规划)24号线,113.259321,23.227054
东园学校,教育,中学,普通,(null),113.824865,23.241451
湴湖公园,景观,公园,普通景点,(null),113.461491,23.41866
南沙区第六人民医院,医疗,综合医院,普通,(null),113.410043,22.804938
喜盈嘉立思有单独厨房设计看公园楼下就是购物中心,商业,购物中心,(null),(null),113.362098,22.922416
广州市第十中学,教育,中学,普通,(null),113.265615,23.117285
天河区侨乐小学,教育,小学,普通,(null),113.321332,23.162747
马沥地铁站,交通,地铁站,非换乘,14号线,113.450388,23.393877
三江卫生院,医疗,综合医院,普通,(null),113.864546,23.185237
增塘湿地公园,景观,公园,普通景点,(null),113.764866,23.224783
大沙地地铁站,交通,地铁站,非换乘,5号线,113.446074,23.103227
好家旺购物广场,商业,大型超市,(null),(null),113.251006,23.263108
宁西街九如小学,教育,小学,普通,(null),113.632205,23.184113
凤凰山森林公园,景观,公园,普通景点,(null),113.38922,23.21886
三元里实验小学,教育,小学,普通,(null),113.26071,23.15214
瓦壶岗公园,景观,公园,普通景点,(null),113.439105,23.099315
小南门动物园,景观,公园,普通景点,(null),113.304296,23.134757
机场南1号航站楼地铁站,交通,地铁站,非换乘,(在建)22号线北延段;3号线北延段,113.303097,23.38669
广百广场(海珠新一城店),商业,购物中心,(null),(null),113.266099,23.093747
京塘村学校,教育,小学,普通,(null),113.427483,23.408254
维惠商场,商业,大型超市,(null),(null),113.520923,23.079621
龙凤街社区卫生服务中心,医疗,综合医院,普通,(null),113.257762,23.092677
龙聚村体育公园,景观,公园,普通景点,(null),113.415079,23.647114
南园小学,教育,小学,普通,(null),113.295912,23.277538
稻草农业公园,景观,公园,普通景点,(null),113.501608,23.60857
大鱼公园,景观,公园,普通景点,(null),113.247938,23.208662
广州市荔湾区增滘小学(江北路校区),教育,小学,普通,(null),113.204638,23.076485
花山镇美成小学,教育,小学,普通,(null),113.282042,23.440694
地铁香雪有轨电车站,交通,公交站,换乘一站,黄埔有轨电车1号线,113.499815,23.173604
会展东有轨电车站,交通,公交站,非换乘,海珠有轨1号线,113.368809,23.104327
凯得奥莱名牌折扣工厂店,商业,购物中心,(null),(null),113.37396,23.12566
九潭村卫生服务站,医疗,综合医院,普通,(null),113.179696,23.386763
南源街环翠园社区卫生服务站,医疗,综合医院,普通,(null),113.233946,23.131584
第七人民医院,医疗,综合医院,普通,(null),113.489258,22.975557
中山公园,景观,公园,普通景点,(null),113.41734,23.073009
荔湾区海北小学,教育,小学,普通,(null),113.198463,23.076115
狮山公园,景观,公园,普通景点,(null),113.442239,23.099064
金泉小学,教育,小学,普通,(null),113.246693,23.167802
广州市南沙区中医院,医疗,综合医院,普通,(null),113.545569,22.707001
海珠区红十字会医院,医疗,综合医院,普通,(null),113.257766,23.092887
铜鼓坑公园,景观,公园,普通景点,(null),113.284648,23.444516
迎龙海悦城,商业,购物中心,(null),(null),113.365379,23.193411
五联小学,教育,小学,普通,(null),113.662002,23.326754
新塘沙埔万汇广场,商业,购物中心,(null),(null),113.659956,23.171363
金谷广场,商业,购物中心,(null),(null),113.276296,23.101748
儒林华侨学校,教育,小学,普通,(null),113.256329,23.485425
沙凤小学,教育,小学,普通,(null),113.206372,23.153788
梅东路地铁站,交通,地铁站,非换乘,(在建)13号线二期,113.305989,23.131875
汇友水族馆,景观,公园,普通景点,(null),113.510292,23.172691
鸿盛商业城,商业,购物中心,(null),(null),113.250655,23.17986
增埗公园,景观,公园,普通景点,(null),113.238673,23.148726
石滩第一中学,教育,中学,普通,(null),113.795879,23.172429
秀全街学府路小学,教育,小学,普通,(null),113.180118,23.425781
昌岗东路小学(北校区),教育,小学,普通,(null),113.286022,23.095683
广州市天河区红十字会医院,医疗,综合医院,普通,(null),113.40107,23.11698
高塘石公园,景观,公园,普通景点,(null),113.410066,23.190234
太德商城,商业,购物中心,(null),(null),113.397347,22.935548
广州市第七中学(桂花校区),教育,中学,普通,(null),113.266177,23.152138
广州市越秀区东风西路小学,教育,小学,普通,(null),113.252526,23.143448
石滩镇中心卫生院,医疗,综合医院,普通,(null),113.804014,23.191116
柯子岭街心公园,景观,公园,普通景点,(null),113.275832,23.16647
天河区猎德街社区卫生服务中心,医疗,综合医院,普通,(null),113.334667,23.113183
十甫名都商城,商业,购物中心,(null),(null),113.245477,23.113178
醉观公园,景观,公园,普通景点,(null),113.231256,23.099363
日鎏小学,教育,小学,普通,(null),113.289966,23.426533
鸭利公园,景观,公园,普通景点,(null),113.389999,22.789142
甘棠村苏嘉庆社区卫生服务站,医疗,综合医院,普通,(null),113.379912,22.961496
花都区新雅街东塘小学,教育,小学,普通,(null),113.241396,23.347695
车陂公园,景观,公园,普通景点,(null),113.395961,23.119896
广州市胸科医院,医疗,专科医院,三甲,(null),113.288619,23.147498
南香山小学,教育,小学,普通,(null),113.620284,23.22807
荔湾区环市西路小学(绿森林校区),教育,小学,普通,(null),113.240116,23.152792
龙岗小学,教育,小学,普通,(null),113.700172,23.294722
冼村街社区卫生服务中心,医疗,综合医院,普通,(null),113.331737,23.120367
黄编金福广场,商业,购物中心,(null),(null),113.371995,22.951366
乞巧苑,景观,公园,普通景点,(null),113.426589,23.12157
北山公园,景观,公园,普通景点,(null),113.204323,23.166523
广州市南沙区南沙街大涌卫生站,医疗,综合医院,普通,(null),113.557425,22.768451
赤坭小学,教育,小学,普通,(null),113.077853,23.39018
白云永泰乒乓体育公园,景观,公园,普通景点,(null),113.304253,23.215023
观赏植物园,景观,公园,普通景点,(null),113.358933,23.039728
广州增城新康小学,教育,小学,普通,(null),113.58577,23.11501
沙洛公园,景观,公园,普通景点,(null),113.262515,23.053425
马场地铁站,交通,地铁站,非换乘,(在建)13号线二期,113.34892,23.12562
市民广场有轨电车站,交通,公交站,非换乘,黄埔有轨电车1号线,113.481397,23.178591
沙墟二小学,教育,小学,普通,(null),113.374807,22.94242
云山汇,商业,购物中心,(null),(null),113.325225,23.176246
祥利来商业城,商业,购物中心,(null),(null),113.542351,23.112304
新塘镇垃圾分类主题公园,景观,公园,普通景点,(null),113.573185,23.124091
番禺区中医院,医疗,综合医院,普通,(null),113.369606,22.938631
广州市江高三中,教育,中学,普通,(null),113.231082,23.304168
海珠区瑞宝街社区卫生服务中心,医疗,综合医院,普通,(null),113.279579,23.070368
隆兴百货商场,商业,大型超市,(null),(null),113.364084,23.288099
合兴苑小学,教育,小学,普通,(null),113.231662,23.093461
花都区新华街第九小学,教育,小学,普通,(null),113.18935,23.371052
花地·好邻舍商业中心,商业,购物中心,(null),(null),113.229441,23.095429
白云区第二人民医院,医疗,综合医院,普通,(null),113.234265,23.273563
黄冈中学广州学校实验小学(二校区),教育,小学,普通,(null),113.359061,23.44844
林安商贸城,商业,购物中心,(null),(null),113.35722,23.258297
白云区云城街社区卫生服务中心,医疗,综合医院,普通,(null),113.270947,23.194117
榕苑(小坪西路),景观,公园,普通景点,(null),113.248527,23.203285
华润万家标超南区(保利水晶湾店),商业,大型超市,(null),(null),113.15525,23.375741
大源时代广场,商业,购物中心,(null),(null),113.350045,23.248796
沥滘码头公园,景观,公园,普通景点,(null),113.315776,23.054598
博兴购物广场,商业,购物中心,(null),(null),113.367467,23.132807
三元里中学,教育,中学,普通,(null),113.262332,23.155263
永和街社区卫生服务中心,医疗,综合医院,普通,(null),113.567972,23.200479
南方医科大学口腔医院,医疗,专科医院,三甲,(null),113.277162,23.089213
广州外国语学校附属学校,教育,中学,普通,(null),113.538346,22.777731
花都区新华九潭中学,教育,中学,普通,(null),113.183143,23.381493
金山学校-金山小学,教育,小学,普通,(null),113.420112,22.988204
黄埔大道地铁站,交通,地铁站,非换乘,APM线,113.32449,23.127054
庆盛小学,教育,小学,普通,(null),113.488189,22.86289
江南新村第一小学,教育,小学,普通,(null),113.271528,23.096327
福涌小学,教育,小学,普通,(null),113.333448,22.920295
凰岗山公园,景观,公园,普通景点,(null),113.222192,23.198898
大升广场,商业,大型超市,(null),(null),113.259238,23.190956
彩虹桥地铁站,交通,地铁站,非换乘,(null),113.246312,23.134987
从化客运站地铁站,交通,地铁站,非换乘,14号线,113.594721,23.531769
广州市第四十一中学(东校区),教育,中学,普通,(null),113.266736,23.076788
佰佳商场(福和市场店),商业,购物中心,(null),(null),113.633626,23.360375
坑头小学,教育,小学,普通,(null),113.395664,22.985876
和业广场,商业,购物中心,(null),(null),113.247644,23.122048
佰盈商业城,商业,购物中心,(null),(null),113.309783,23.12012
菊树地铁站,交通,地铁站,非换乘,广佛线,113.212863,23.065868
海鸥综合楼,商业,购物中心,(null),(null),113.443073,22.942374
黄埔造船厂职工医院,医疗,综合医院,普通,(null),113.418684,23.075788
龙潭小学(龙潭立交),教育,小学,普通,(null),113.333389,23.080069
育苗小学,教育,小学,普通,(null),113.314296,23.163508
神山第三小学,教育,小学,普通,(null),113.184457,23.315905
马务地铁站,交通,地铁站,非换乘,(在建)14号线二期,113.263895,23.201642
琶洲博艺商厦商场,商业,购物中心,(null),(null),113.368864,23.095842
广州市第九十四中学,教育,中学,普通,(null),113.306654,23.091175
广州市泰安中学,教育,中学,普通,(null),113.390467,23.129724
龙地村海景公园,景观,公园,普通景点,(null),113.83707,23.120305
广州市增城区开发区第二小学,教育,小学,普通,(null),113.616299,23.189553
胡忠医院,医疗,专科医院,普通,(null),113.198265,23.364686
大润发(新塘店),商业,大型超市,(null),(null),113.602629,23.127389
万大广场,商业,购物中心,(null),(null),113.418824,23.42498
广州中黄外国语小学,教育,小学,普通,(null),113.336745,23.216728
李家公园,景观,公园,普通景点,(null),113.254331,23.19772
天马商场,商业,购物中心,(null),(null),113.873433,23.229114
广州市第七中学东山学校,教育,中学,普通,(null),113.310402,23.118824
永宁街第二小学,教育,小学,普通,(null),113.594809,23.140313
基岗公园,景观,公园,普通景点,(null),113.715186,23.183489
广州市南沙区明珠湾小学,教育,小学,普通,(null),113.504704,22.773038
马洞村公园,景观,公园,普通景点,(null),113.455303,23.362798
小楼镇中心小学,教育,小学,普通,(null),113.831113,23.379151
广州市番禺区屏山小学,教育,小学,普通,(null),113.286894,22.958493
广州市花都区新蓝天学校,教育,中学,普通,(null),113.272765,23.455567
江南中心公园,景观,公园,普通景点,(null),113.369387,22.991907
富顺百货商场,商业,大型超市,(null),(null),113.574818,23.577373
陈田花园,景观,公园,普通景点,(null),113.292202,23.210401
黄花小学,教育,小学,重点,(null),113.293149,23.136954
广州奥林匹克中学初中部,教育,中学,普通,(null),113.404397,23.123369
大岗镇新二小学,教育,小学,普通,(null),113.455865,22.752409
永宁街凤凰城社区卫生服务中心,医疗,综合医院,普通,(null),113.585808,23.15642
盒马邻里(广州增城金地香山湖店),商业,大型超市,(null),(null),113.616217,23.226766
新港小学,教育,小学,普通,(null),113.523058,23.087493
花都区新华培新中学,教育,中学,普通,(null),113.224814,23.380093
T.I.T润政广场,商业,购物中心,(null),(null),113.278882,23.083547
荔香湖,景观,公园,普通景点,(null),113.612343,23.52525
四季时尚荟,商业,购物中心,(null),(null),113.402008,23.119952
旗新小学,教育,小学,普通,(null),113.217541,23.482383
育华小学,教育,小学,普通,(null),113.1926,23.449417
宝湾广场,商业,购物中心,(null),(null),113.303809,23.222301
西堤休闲公园,景观,公园,普通景点,(null),113.84199,23.302754
黄埔公园,景观,公园,普通景点,(null),113.393536,23.088803
凤凰城中英文学校,教育,中学,普通,(null),113.589777,23.134469
小罗村林婉君社区卫生服务站,医疗,综合医院,普通,(null),113.34268,22.966361
邓世昌纪念小学,教育,小学,普通,(null),113.25966,23.097815
华景路地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环,113.359543,23.133967
培贤学校,教育,小学,普通,(null),113.490026,23.405299
茂源商场,商业,购物中心,(null),(null),113.29773,23.084666
黄场小学,教育,小学,普通,(null),113.552256,23.614102
嘉禾新都学校,教育,中学,普通,(null),113.282222,23.243803
莲溪小学,教育,小学,普通,(null),113.503637,22.830169
美林M·LIVE天地,商业,购物中心,(null),(null),113.415001,23.105693
和乐商贸城,商业,购物中心,(null),(null),113.361073,23.291395
市第四中学,教育,中学,普通,(null),113.247807,23.129568
傍江东学校,教育,小学,普通,(null),113.405958,22.949418
樟洞坑小学,教育,小学,普通,(null),113.863296,23.523027
大马站商业中心,商业,购物中心,(null),(null),113.267839,23.125055
石壁四村公园,景观,公园,普通景点,(null),113.272002,22.998586
张九龄纪念公园,景观,公园,普通景点,(null),113.241468,23.200806
名粤广场商贸城,商业,购物中心,(null),(null),113.316199,23.082381
圣地世纪购物广场,商业,大型超市,(null),(null),113.212976,23.380601
下沙小学,教育,小学,普通,(null),113.452723,23.105193
益群小学,教育,小学,普通,(null),113.189726,23.470884
松岗商贸城,商业,购物中心,(null),(null),113.375363,22.94612
东境荷花公园,景观,公园,普通景点,(null),113.813387,23.41965
影城花园综合商场,商业,购物中心,(null),(null),113.318464,23.095754
星域广场,商业,购物中心,(null),(null),113.247131,23.130138
广州市第九十七中学,教育,中学,重点,(null),113.285307,23.089539
吉山小学,教育,小学,普通,(null),113.428866,23.13219
广州美术学院附中AIP国际部,教育,中学,普通,(null),113.265712,23.100318
仁和公园,景观,公园,普通景点,(null),113.309413,22.982532
为明教育广州实验学校罗马校区高中部,教育,中学,普通,(null),113.322549,23.056773
均禾街社区卫生服务中心(石马院区),医疗,综合医院,普通,(null),113.258277,23.259502
长洲岛都市农业公园,景观,公园,普通景点,(null),113.422963,23.068818
华润万家金茂湾分店(金象中路店),商业,大型超市,(null),(null),113.520099,22.781431
良口镇第三小学,教育,小学,普通,(null),113.776195,23.74185
花地湾地铁站,交通,地铁站,非换乘,1号线,113.23403,23.087055
广州开发区医院南岗院区,医疗,综合医院,普通,(null),113.543782,23.096911
广州市第一一四中学,教育,中学,普通,(null),113.205768,23.212633
花山医院,医疗,综合医院,普通,(null),113.279947,23.457298
广州美博城,商业,购物中心,(null),(null),113.251233,23.156067
双岗地铁站,交通,地铁站,非换乘,13号线,113.474331,23.094468
鸦岗星汇城,商业,购物中心,(null),(null),113.196453,23.226551
江高商业广场,商业,购物中心,(null),(null),113.228204,23.282133
广州黄埔爱尔眼科医院,医疗,专科医院,普通,(null),113.52591,23.059628
车陂快速公交站,交通,公交站,(null),(null),113.394693,23.12454
篸敬涌公园,景观,公园,普通景点,(null),113.386985,22.910781
广州市新滘中学土华校区,教育,中学,普通,(null),113.356105,23.068153
百世广场,商业,购物中心,(null),(null),113.336478,23.010518
南滨水角公园,景观,公园,普通景点,(null),113.523697,22.776827
海珠·合生生活天地,商业,购物中心,(null),(null),113.275219,23.088564
广东省骨科医院,医疗,专科医院,普通,(null),113.362982,23.13419
顺河村廉洁文化公园,景观,公园,普通景点,(null),113.38364,22.821958
城业广场,商业,购物中心,(null),(null),113.38534,23.002348
北山社区卫生服务站视光管理中心,医疗,综合医院,普通,(null),113.370268,23.083057
侨兴小学,教育,小学,普通,(null),113.55209,22.718397
清布地铁站,交通,地铁站,非换乘,9号线,113.250989,23.378122
西丽广场,商业,购物中心,(null),(null),113.354448,22.937249
优乐购商业广场,商业,购物中心,(null),(null),113.355515,23.085528
蕙海商业中心,商业,购物中心,(null),(null),113.336108,23.098905
育才中学(东校区),教育,中学,重点,(null),113.305945,23.129497
永泰里,商业,购物中心,(null),(null),113.304338,23.21696
广州市番禺区大龙中学,教育,中学,普通,(null),113.398982,22.950845
番禺区沙湾镇渡头社区卫生服务站,医疗,综合医院,普通,(null),113.341264,22.925041
广州市花都区职工中学,教育,中学,普通,(null),113.204987,23.388699
塞纳河广场,景观,公园,普通景点,(null),113.387141,23.016218
彭上公园,景观,公园,普通景点,(null),113.281436,23.231773
细沥小学,教育,小学,普通,(null),113.452636,22.835213
增城区实验小学,教育,小学,普通,(null),113.806059,23.294731
海珠区官洲街南苑社区卫生服务站,医疗,综合医院,普通,(null),113.379257,23.077838
客村小学,教育,小学,重点,(null),113.314386,23.092182
东沙小学,教育,小学,普通,(null),113.252798,23.061429
九王庙公园,景观,公园,普通景点,(null),113.592068,22.771643
广东广州南沙区金洲万达广场,商业,购物中心,(null),(null),113.534374,22.794367
上坭路南公园,景观,公园,普通景点,(null),113.375402,22.877292
番禺区大石街社区卫生服务中心,医疗,综合医院,普通,(null),113.314481,23.025099
北联公园,景观,公园,普通景点,(null),113.30778,23.026826
海珠中学,教育,中学,普通,(null),113.339208,23.088715
茭塘东村公园,景观,公园,普通景点,(null),113.501285,23.008005
广州医科大学附属第四医院,医疗,综合医院,三甲,(null),113.842367,23.284476
尚城万科里,商业,购物中心,(null),(null),113.53268,23.09208
南双玉小学,教育,小学,普通,(null),113.307193,22.93306
广州市黄埔区南岗新城,商业,购物中心,(null),(null),113.542079,23.094533
广大附中番禺实验学校,教育,中学,普通,(null),113.504953,23.016243
黄埔军校纪念中学,教育,中学,普通,(null),113.426439,23.075655
广州科学城爱莎外籍人员子女学校,教育,中学,普通,(null),113.433669,23.15327
广州市天河区龙口西小学,教育,小学,普通,(null),113.336655,23.139238
中心公园,景观,公园,普通景点,(null),113.45152,23.038958
天河精品农业公园,景观,公园,普通景点,(null),113.409736,23.110556
东山实验小学(东校区),教育,小学,普通,(null),113.31385,23.116605
新沙小学,教育,小学,普通,(null),113.446865,22.807854
水牛山公园,景观,公园,普通景点,(null),113.459664,23.00762
大源里,商业,购物中心,(null),(null),113.349343,23.245402
龙丰购物广场,商业,大型超市,(null),(null),113.834476,23.12064
中山园(大通路),景观,公园,普通景点,(null),113.292823,23.111263
黄埔客运港地铁站,交通,地铁站,非换乘,(null),113.524796,23.051984
商场超市货架,商业,大型超市,(null),(null),113.350032,23.046395
新兴公园,景观,公园,普通景点,(null),113.480865,22.734705
