POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
天津市小站第一中学,教育,中学,普通,(null),117.445174,38.920014
苗庄镇星辰小学,教育,小学,普通,(null),117.811216,39.439702
双桥河第三小学,教育,小学,普通,(null),117.442708,39.012744
延安路地铁站,交通,地铁站,非换乘,(在建)8号线一期北段,117.116274,39.1333
世纪华联购物中心(新港店),商业,大型超市,(null),(null),117.726753,38.998874
顺驰桥地铁站,交通,地铁站,非换乘,2号线,117.233607,39.141425
宠乐汇宠物公园,景观,公园,普通景点,(null),117.179911,39.219866
中山公园,景观,公园,普通景点,(null),117.20376,39.157157
中北镇健康主题公园,景观,公园,普通景点,(null),117.09807,39.124511
天津师范大学第二附属小学,教育,小学,重点,(null),117.230759,39.088551
南堤滨海步道公园,景观,公园,普通景点,(null),117.746492,39.096492
大良镇双树小学,教育,小学,普通,(null),117.038787,39.567697
钰松公园,景观,公园,普通景点,(null),117.319673,39.704
大港南城中心公园,景观,公园,普通景点,(null),117.487277,38.722943
蓟州区杨家楼中学,教育,中学,普通,(null),117.480355,39.967126
天狮博爱小学,教育,小学,普通,(null),117.485667,39.962497
新北第一小学,教育,小学,普通,(null),117.653974,39.062913
紫云小学,教育,小学,普通,(null),117.702274,39.01173
北大附属实验学校,教育,中学,普通,(null),117.283632,39.696327
南王中心小学,教育,小学,普通,(null),117.392557,39.681713
八里台第四小学,教育,小学,普通,(null),117.386374,38.875895
霍庄子小学,教育,小学,普通,(null),117.318016,39.295785
天津印力中心,商业,购物中心,(null),(null),117.218742,39.026296
尖山路地铁站,交通,地铁站,非换乘,6号线,117.224,39.087236
西刘庄小学,教育,小学,普通,(null),116.816601,39.471106
天津市四合庄中学,教育,中学,普通,(null),117.369879,39.073938
华润万家(王顶堤店),商业,大型超市,(null),(null),117.151216,39.095984
儿童迷你滑道,景观,公园,普通景点,(null),117.475713,39.188475
南湖第一小学,教育,小学,普通,(null),117.115545,39.32838
世纪华联超市(胜景店),商业,大型超市,(null),(null),117.191106,39.180546
西孟小学,教育,小学,普通,(null),117.758637,39.28424
汊沽港镇六道口中心小学,教育,小学,普通,(null),116.90375,39.240603
西塘坨小学,教育,小学,普通,(null),117.483752,39.335825
黄纬路地铁站,交通,地铁站,非换乘,(在建)7号线,117.197566,39.155396
河北屯镇振华小学,教育,小学,普通,(null),117.159103,39.574417
天津泰达实验学校,教育,中学,普通,(null),117.728137,39.01945
天津市滨瑕实验中学,教育,小学,普通,(null),117.504691,39.04822
天津市蓟州区礼明庄镇中心学校,教育,中学,普通,(null),117.418292,39.965145
归宁屯中心小学,教育,小学,普通,(null),117.20153,39.907742
李老小学,教育,小学,普通,(null),117.780583,39.537934
平山道小学,教育,小学,普通,(null),117.186921,39.096855
华联超市(建设北路店),商业,大型超市,(null),(null),117.063969,39.385072
天津市小东庄中学,教育,中学,普通,(null),117.414523,39.074338
别山镇陈辛庄小学,教育,小学,普通,(null),117.507806,39.935489
天津市第一中学,教育,中学,重点,(null),117.194653,39.113634
四合庄小学,教育,小学,普通,(null),117.371009,39.078804
天津市滨海新区大港小王庄中学,教育,中学,普通,(null),117.158938,38.748156
秋怡小学,教育,小学,普通,(null),117.189831,39.214554
微山路地铁站,交通,地铁站,非换乘,(null),117.259653,39.062906
天津市津南区实验小学(合祥园校区),教育,小学,普通,(null),117.407559,39.001306
家乐福(海光寺店),商业,大型超市,(null),(null),117.179069,39.122669
河头学校,教育,中学,普通,(null),117.004752,39.194824
世纪华联超市(澧水道店),商业,大型超市,(null),(null),117.235027,39.082849
果园南道地铁站,交通,地铁站,非换乘,(在建)4号线北段,117.13755,39.215109
世纪华联超市,商业,大型超市,(null),(null),116.760813,38.807983
天津铁路职工子弟第一小学校,教育,小学,普通,(null),117.197925,39.157055
世纪华联购物中心(独流店),商业,大型超市,(null),(null),116.908876,39.024221
塘沽二中心小学,教育,小学,普通,(null),117.656843,39.015603
陈家口中心小学,教育,小学,普通,(null),117.368709,39.752783
鲁辛庄小学,教育,小学,普通,(null),116.915379,38.738167
天津三十二中,教育,中学,普通,(null),117.206354,39.142289
中心公园,景观,公园,普通景点,(null),116.976297,39.08638
梅江公园地铁站,交通,地铁站,非换乘,6号线,117.217558,39.052331
邦均中学,教育,中学,普通,(null),117.249757,39.987657
蓟州区邓各庄小学,教育,小学,普通,(null),117.263547,39.905663
渤海石油第二小学,教育,小学,普通,(null),117.688588,38.975554
河西务中学,教育,中学,普通,(null),116.97351,39.626642
行知小学,教育,小学,普通,(null),117.267532,39.124167
北角公园,景观,公园,普通景点,(null),117.423061,39.159268
世纪华联超市(欣嘉园农贸综合市场店),商业,大型超市,(null),(null),117.636336,39.126393
芦台镇第六小学小王分校,教育,小学,普通,(null),117.789294,39.358244
天津市滨海新区塘沽新港中学,教育,中学,普通,(null),117.713367,39.00596
南开大学附属第二人民医院,医疗,综合医院,普通,(null),117.151761,39.113805
天津市宁河区芦台镇皇姑庄小学,教育,小学,普通,(null),117.808682,39.321544
一依商贸中心,商业,大型超市,(null),(null),117.642193,39.131905
桐林中心小学,教育,小学,普通,(null),116.894358,39.58095
华联生活超市(泗村店卫生院南店),商业,大型超市,(null),(null),116.968342,39.478751
咸阳路地铁站,交通,地铁站,非换乘,2号线,117.135291,39.137769
天津市消防主题公园,景观,公园,普通景点,(null),117.077594,39.078667
栖凤小学,教育,小学,普通,(null),117.288205,38.823575
天津高新消防文化主题公园,景观,公园,普通景点,(null),117.077296,39.078146
华联超市(发源路店),商业,大型超市,(null),(null),117.193235,39.365128
杨村第二小学,教育,小学,普通,(null),117.05685,39.388007
赵沽里小学,教育,小学,普通,(null),117.248997,39.171372
翔宇公园,景观,公园,普通景点,(null),117.173469,39.13187
东太河中心小学,教育,小学,普通,(null),117.541064,39.804297
北辰区实验小学,教育,小学,普通,(null),117.143909,39.224033
金临道地铁站,交通,地铁站,换乘二线,(在建)B1线;(在建)Z4线,117.689252,38.988581
宁海路地铁站,交通,地铁站,非换乘,(null),117.629574,39.072968
黄庄小学,教育,小学,普通,(null),117.524631,39.4827
庐山道街心公园,景观,公园,普通景点,(null),117.657394,39.069192
未来科技城地铁站,交通,地铁站,非换乘,(规划)津宁线,117.501861,39.225338
大口屯镇第三中心小学,教育,小学,普通,(null),117.198865,39.629368
北竹林地铁站,交通,地铁站,非换乘,6号线,117.172772,39.160261
芦台镇第一小学,教育,小学,普通,(null),117.824325,39.327146
钢管公园,景观,公园,普通景点,(null),117.491044,39.04337
天津美达菲学校,教育,中学,普通,(null),117.122067,39.126396
二百户中心小学,教育,小学,普通,(null),117.024273,39.594384
宝钰华购物中心,商业,大型超市,(null),(null),117.3098,39.708031
天津市晟楷中学,教育,中学,普通,(null),117.417038,39.974409
天津静海良王庄乡府君庙中学,教育,中学,普通,(null),116.911351,38.981128
和平区健康主题公园,景观,公园,普通景点,(null),117.191246,39.118624
东楼小学,教育,小学,普通,(null),117.22179,39.101474
大港公园,景观,公园,普通景点,(null),117.465148,38.839958
建昌道地铁站,交通,地铁站,非换乘,5号线,117.234644,39.179628
文化中心地铁站,交通,地铁站,换乘三线,(在建)11号线;5号线;6号线,117.208788,39.088534
杨柳青一中,教育,中学,重点,(null),117.024673,39.124903
育婴里第二小学(天泰校区),教育,小学,重点,(null),117.182455,39.174869
顺驰小学,教育,小学,普通,(null),117.321853,39.715276
天津市南开区阳光小学,教育,小学,普通,(null),117.156518,39.067321
阎皮庄中心小学,教育,小学,普通,(null),117.329264,39.376493
大赵庄中心小学,教育,小学,普通,(null),117.468035,39.745764
世纪华联购物中心(阿尔迪自选店),商业,大型超市,(null),(null),117.342285,39.108587
大润发(和商道店),商业,大型超市,(null),(null),117.582556,39.021037
老宋庄完全小学,教育,小学,普通,(null),117.302213,39.816437
热卖菜市场购物中心,商业,购物中心,(null),(null),117.701243,39.008857
学优嘉教育小学部,教育,小学,普通,(null),116.974125,39.083026
天津静海实验小学,教育,小学,普通,(null),116.918526,38.9367
北斗公园,景观,公园,普通景点,(null),117.211241,39.150654
宁河区七里海镇中学,教育,中学,普通,(null),117.652364,39.279071
河东区实验小学,教育,小学,普通,(null),117.23417,39.134161
时特购物中心,商业,大型超市,(null),(null),116.875668,39.524266
天津生态城南开小学,教育,小学,重点,(null),117.769699,39.130222
洪水庄中学,教育,中学,普通,(null),117.384074,40.120371
雪莲南路地铁站,交通,地铁站,非换乘,(在建)11号线,117.29883,39.083204
曹家花园旧址,景观,公园,3A级景区,(null),117.189945,39.162369
国际精品批发中心(温州国际商贸城A座店),商业,购物中心,(null),(null),117.19577,39.053888
K11 Select 购物艺术中心,商业,购物中心,(null),(null),117.704055,39.022929
巴伐利亚小镇,景观,公园,4A级景区,(null),117.47451,39.185997
世纪华联购物广场(领世路),商业,购物中心,(null),(null),117.287654,39.004908
实验新世纪小学,教育,小学,普通,(null),117.223877,39.175281
白塔子中心小学,教育,小学,普通,(null),117.412324,39.814784
世纪众联购物中心(新安店),商业,大型超市,(null),(null),117.54285,39.756388
大碱厂镇第二小学,教育,小学,普通,(null),117.086723,39.451217
静海区大庄子中学,教育,中学,普通,(null),117.120394,38.69625
大港万达广场,商业,购物中心,(null),(null),117.489475,38.844685
睦南公园,景观,公园,普通景点,(null),117.199705,39.10714
蓟州区人民公园,景观,公园,普通景点,(null),117.38061,40.028847
后幼庄中心小学,教育,小学,普通,(null),116.978482,39.549338
风湖公园,景观,公园,普通景点,(null),117.160254,39.11224
陈官屯小学,教育,小学,普通,(null),116.916973,38.820593
大曲河小学,教育,小学,普通,(null),117.127277,38.655443
中北星光路小学,教育,小学,普通,(null),117.075791,39.13266
天津市南开翔宇学校(梅江校区),教育,中学,普通,(null),117.230431,39.044196
沿庄镇中学,教育,中学,普通,(null),116.809442,38.818762
广开四马路地铁站,交通,地铁站,非换乘,2号线,117.161743,39.137653
崔黄口镇镇北中心小学,教育,小学,普通,(null),117.174475,39.552591
芦台镇第三小学,教育,小学,普通,(null),117.81624,39.327439
天津市静海区第八小学,教育,小学,普通,(null),116.984136,38.953086
西龙虎峪中心小学,教育,小学,普通,(null),117.726963,40.001276
石各庄镇中心小学,教育,小学,普通,(null),116.906385,39.293693
天津师范大学第二附属小学(分校),教育,小学,重点,(null),117.256625,39.045548
天津市咸水沽第六小学,教育,小学,普通,(null),117.36912,38.98608
上海华联超市(港盛道店),商业,大型超市,(null),(null),117.485009,38.710322
和协医院,医疗,综合医院,普通,(null),117.460235,38.849411
世纪华联超市(昌凌路店),商业,大型超市,(null),(null),117.184301,39.059464
天允道口袋公园,景观,公园,普通景点,(null),117.158015,39.205718
欢乐万家生活超市(万明路店),商业,大型超市,(null),(null),117.379989,39.102471
台头镇第一小学,教育,小学,普通,(null),116.790233,39.033324
华联家泰自选超市,商业,大型超市,(null),(null),117.024363,39.077363
南开区艺术小学,教育,小学,普通,(null),117.147472,39.139209
世纪华联超市(凤凰小镇店),商业,大型超市,(null),(null),117.2168,39.318532
贻成小学,教育,小学,普通,(null),117.670347,39.038889
东兴小学,教育,小学,普通,(null),117.262124,39.116749
北塘地铁站,交通,地铁站,换乘二线,(在建)Z2线;(在建)Z4线,117.725642,39.095293
紫云公园,景观,公园,普通景点,(null),117.686775,39.011574
天津市河西区梅苑小学,教育,小学,普通,(null),117.244282,39.03652
天津市河东区前程小学,教育,小学,普通,(null),117.228596,39.139932
勤俭道地铁站,交通,地铁站,非换乘,1号线,117.153675,39.178342
塘沽一中远洋城分校,教育,中学,重点,(null),117.593746,39.034312
天津市博文中学,教育,中学,普通,(null),117.252879,39.159406
区中旺镇李高庄小学,教育,小学,普通,(null),117.144566,38.661303
栖凤中学,教育,中学,普通,(null),117.286669,38.822901
苏家园学校郭庄子分校,教育,小学,普通,(null),117.244063,38.634934
扶头中心小学,教育,小学,普通,(null),116.928285,39.598511
天津市滨海新区大港油田第四中学,教育,中学,普通,(null),117.49124,38.733931
青南中心小学,教育,小学,普通,(null),117.293966,39.498183
侯家营中心小学,教育,小学,普通,(null),117.264003,39.853687
天财公园,景观,公园,普通景点,(null),117.274687,39.057187
崔黄口中学,教育,中学,普通,(null),117.18632,39.529349
马场道地铁站,交通,地铁站,非换乘,(在建)8号线一期,117.202178,39.10593
滨海新区大港实验小学,教育,小学,普通,(null),117.459282,38.853332
南开大学附属第一中心医院,医疗,综合医院,普通,(null),117.151896,39.101076
天津市第九十八中学二号桥校区,教育,中学,普通,(null),117.290862,39.098639
丽江道地铁站,交通,地铁站,非换乘,(null),117.194112,39.062666
新城四地铁站,交通,地铁站,非换乘,(在建)B1线,117.67713,38.937648
王口镇进庄小学,教育,小学,普通,(null),116.718671,38.916351
天津市滨海新区塘沽滨海中学,教育,中学,普通,(null),117.661107,39.036558
泰丰公园,景观,公园,普通景点,(null),117.711661,39.035572
北大附中天津东丽湖学校,教育,中学,普通,(null),117.494052,39.183135
东湖公园,景观,公园,普通景点,(null),117.490301,39.179762
天津市蓟州区官庄镇南营中心小学,教育,小学,普通,(null),117.339424,40.031846
天津咸水沽第四小学,教育,小学,普通,(null),117.38596,38.99171
天津市蓟州区上仓镇中心学校,教育,中学,普通,(null),117.398021,39.904556
世纪华联超市(渌水道店),商业,大型超市,(null),(null),117.278809,39.047925
何仉庄初级中学,教育,中学,普通,(null),117.506089,39.701005
红桥区丁字沽小学,教育,小学,普通,(null),117.16309,39.183611
宝坻六中,教育,中学,普通,(null),117.301232,39.69587
双窑中心小学,教育,小学,普通,(null),117.067928,38.914847
韩家墅小学,教育,小学,普通,(null),117.088537,39.197979
百嘉购物中心,商业,大型超市,(null),(null),116.922435,38.712948
天津市滨海新区大港远景学校,教育,中学,普通,(null),117.390189,38.632526
天津市华英中学,教育,中学,普通,(null),117.25633,39.106559
稻耕文化公园,景观,公园,普通景点,(null),117.425651,38.922028
宝坻区尔王庄镇闫皮庄小学,教育,小学,普通,(null),117.329263,39.37648
桥园公园,景观,公园,普通景点,(null),117.272809,39.143415
一中心医院地铁站,交通,地铁站,换乘二线,(在建)11号线西延;6号线,117.149451,39.103273
天津市大寺中学,教育,中学,普通,(null),117.243857,39.023576
世纪华联超市(柴楼店),商业,大型超市,(null),(null),117.104317,39.268664
欢乐万家超市(华新街店),商业,大型超市,(null),(null),117.4161,39.173037
天津市第九中学(初中部),教育,中学,普通,(null),117.15535,39.067132
九华山路社区商业中心,商业,购物中心,(null),(null),117.212427,39.070012
