小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
中兴御田清庭,二手房,拱墅区,27911.62,30.0,在售,120.206284,30.360745
保利和者时光印象府,二手房,萧山区,21391.49,30.0,在售,120.343055,30.190241
荣栖贤府,新房,临安区,18532.0,30.0,在售,119.727622,30.272493
杜甫新苑杜雅苑,二手房,余杭区,13229.3,25.0,在售,120.057201,30.355672
北干二苑,二手房,萧山区,22794.39,20.0,在售,120.272273,30.177205
河映云集,二手房,拱墅区,36729.08,35.01,在售,120.144233,30.342716
赞成香颂一期,二手房,临平区,20497.18,35.0,在售,120.27769,30.428849
绿都嘉华公馆,二手房,萧山区,12393.49,30.0,在售,120.261832,30.145655
五幸家园北区,二手房,西湖区,31478.02,30.0,在售,120.061036,30.334917
水乡名苑,二手房,临平区,10442.89,30.0,在售,120.1973,30.472279
滨江凯旋门,二手房,上城区,59301.08,27.9,在售,120.191208,30.255834
东新园孚信苑,二手房,拱墅区,29434.7,30.0,在售,120.178176,30.309941
发展公寓,二手房,萧山区,16654.83,30.0,在售,120.284574,30.166063
中海云之宸府,二手房,滨江区,47857.51,30.0,在售,120.191561,30.181101
公元名家,二手房,富阳区,12202.11,30.0,在售,119.937232,30.066705
康馨苑,二手房,拱墅区,24553.85,30.1,在售,120.146395,30.356448
莲花港家园,二手房,西湖区,36328.69,40.0,在售,120.10924,30.290562
睦泽苑东区,二手房,富阳区,19453.75,30.0,在售,119.917622,30.047543
阳珀别院,新房,富阳区,20972.0,30.0,售罄,119.933624,30.086679
梦秀公寓,二手房,萧山区,26649.87,30.1,在售,120.273718,30.155976
杭州港龙城,二手房,上城区,13738.72,15.1,在售,120.226162,30.293895
勤丰小区,二手房,拱墅区,43393.8,30.0,在售,120.123085,30.306441
大华西溪风情,二手房,余杭区,49683.87,50.0,在售,120.035946,30.279554
绿城莲园,二手房,临平区,22550.55,30.0,在售,120.287922,30.437173
城市心境,二手房,西湖区,38829.11,28.0,在售,120.102733,30.267975
五洋嘉景苑,二手房,上城区,45682.16,30.0,在售,120.175629,30.235169
九豪庄园,二手房,临安区,11693.29,35.0,在售,119.703513,30.216029
久鸣府,新房,钱塘区,26355.0,30.0,在售,120.544645,30.288574
帝凯帝景园,二手房,钱塘区,15526.58,35.0,在售,120.462695,30.297854
九曲营小区,二手房,临平区,16265.07,28.0,在售,120.303769,30.424343
耀辰商业名座,二手房,萧山区,19052.16,29.8,在售,120.285535,30.179627
长粼府,二手房,临平区,33090.48,30.0,在售,120.286309,30.319803
南肖埠御景苑,二手房,上城区,48961.26,30.0,在售,120.197779,30.258976
绿城和庐,二手房,余杭区,37462.08,30.1,在售,119.999893,30.20691
中国铁建国际花园,二手房,上城区,34766.36,30.0,在售,120.244473,30.311452
星运丽园,二手房,临平区,18732.47,35.0,在售,120.262557,30.394103
兴耀星悦湾,二手房,钱塘区,18312.62,30.0,在售,120.481768,30.254327
桥南新村,二手房,余杭区,14149.76,35.0,在售,119.972707,30.393472
莫邪塘东村,二手房,上城区,40936.9,28.01,在售,120.189795,30.243757
联庄公寓,二手房,滨江区,33626.7,30.0,在售,120.154379,30.18465
国瑞牧云里,二手房,临安区,8368.57,30.0,在售,119.70486,30.20619
墨香苑,二手房,拱墅区,30092.35,33.0,在售,120.13806,30.296866
南都商居,二手房,桐庐县,12871.67,20.0,在售,119.687367,29.795217
青年路小区,二手房,上城区,40839.47,30.0,在售,120.167644,30.248389
悦汀蓝玉轩,二手房,余杭区,19734.49,35.0,在售,119.984666,30.226438
玲珑府园,二手房,临安区,11384.77,40.01,在售,119.687986,30.214855
龙湖滟澜山茗轩,二手房,钱塘区,33597.41,30.0,在售,120.327319,30.311523
滨江新希望新城海名雅园,二手房,钱塘区,18331.37,30.0,在售,120.534773,30.283331
云栖奇岭府,新房,桐庐县,18918.0,30.0,在售,119.68212,29.752998
省级机关宿舍,二手房,西湖区,65537.04,25.0,在售,120.149419,30.263831
IOC潮悦公馆,二手房,萧山区,21895.28,29.9,在售,120.235008,30.237292
高运高庄,二手房,萧山区,24116.1,30.0,在售,120.298057,30.145869
五幸金座,二手房,西湖区,22603.27,25.0,在售,120.061496,30.332469
复地绿城月映咏荷园,二手房,临平区,19400.66,35.0,在售,120.281703,30.445638
飞鸟客,二手房,余杭区,20506.94,20.0,在售,120.04358,30.287697
芭蕉砚社区,二手房,萧山区,11782.03,20.0,在售,120.46186,30.175507
沥瑞府,新房,萧山区,12911.0,30.0,在售,120.471036,30.181313
华门自由21世纪,二手房,西湖区,37896.72,22.0,在售,120.135245,30.29218
印象苕溪城,二手房,临安区,12156.23,30.0,在售,119.705335,30.23736
滨江钱塘印象,二手房,上城区,83904.29,25.0,在售,120.187058,30.222587
地铁东城,二手房,上城区,14877.73,10.0,在售,120.278539,30.310762
碧水豪园,二手房,滨江区,36091.21,35.0,在售,120.1487,30.183687
启岸城,新房,萧山区,20028.0,25.0,售罄,120.47656,30.224439
仙林福座,二手房,拱墅区,22634.57,30.0,在售,120.169755,30.260065
汇锦华庭南区,二手房,临安区,12906.73,30.0,在售,119.709283,30.228219
世贸丽晶城,二手房,西湖区,63479.36,36.0,在售,120.138294,30.273549
香源公寓,二手房,拱墅区,28872.11,36.0,在售,120.169093,30.322791
芳泽锦安里,二手房,临安区,7708.58,35.0,在售,119.751734,30.226297
卓蓝华庭,二手房,上城区,27159.0,30.0,在售,120.239718,30.367292
三里新城兰苑,二手房,上城区,31447.59,30.0,在售,120.188425,30.289716
秀月家园桂月苑,二手房,西湖区,30410.05,25.0,在售,120.09327,30.321365
三塘桂园,二手房,拱墅区,29246.68,30.1,在售,120.17136,30.308495
世茂江滨商业中心,二手房,钱塘区,11707.95,13.0,在售,120.379207,30.286715
绿城云栖桃花源,二手房,富阳区,19186.34,30.0,在售,119.914275,30.121628
滨耀学府,二手房,滨江区,37233.01,35.0,在售,120.178159,30.160941
缤曜金汇府,新房,富阳区,19280.0,35.0,在售,119.940742,30.070825
鉴衡里,二手房,上城区,35404.82,30.0,在售,120.164943,30.248091
新湖菲林,二手房,余杭区,34631.08,32.0,在售,119.974661,30.253796
大华西溪风情新天地,二手房,余杭区,31273.42,30.0,在售,120.036347,30.283144
石桥设计二院,二手房,拱墅区,21907.37,20.0,在售,120.195555,30.327073
华悦大厦,二手房,拱墅区,11027.66,30.0,在售,120.204743,30.341149
西房良语云缦,二手房,临平区,24357.09,30.0,在售,120.276723,30.381073
万家星城二期,二手房,拱墅区,39555.3,30.0,在售,120.177078,30.322328
金久城市花园,二手房,桐庐县,13215.12,29.8,在售,119.700655,29.805758
众安国泰花园,二手房,萧山区,23795.92,35.0,在售,120.255601,30.184452
绿都金域东方,二手房,萧山区,21243.66,30.01,在售,120.203726,30.09656
开元名城领峰府,二手房,萧山区,24861.96,30.0,在售,120.265708,30.133927
董家村住宅,二手房,上城区,27499.35,35.0,在售,120.188097,30.292706
新华坊社区,二手房,拱墅区,35213.04,26.1,在售,120.177417,30.266541
爱尚里,二手房,西湖区,12140.68,23.0,在售,120.079289,30.315184
瑞琪公寓,二手房,西湖区,28086.91,20.0,在售,120.146322,30.28462
湖畔花园桃花苑,二手房,西湖区,40424.5,35.0,在售,120.101253,30.287983
近江家园二园,二手房,上城区,42027.68,33.0,在售,120.201716,30.229089
文亭公寓,二手房,西湖区,52900.58,4.51,在售,120.134,30.290057
湖山帝景湾,二手房,余杭区,22545.23,31.0,在售,119.935139,30.253303
紫映云来府,新房,上城区,44715.0,35.0,售罄,120.239122,30.294956
龙王公寓,二手房,临平区,14565.31,20.0,在售,120.298411,30.417678
华元云水苑,二手房,钱塘区,18342.29,35.2,在售,120.386571,30.304318
紫辰花园,新房,余杭区,24348.0,30.0,售罄,119.947509,30.277043
畅享幸福里,新房,萧山区,13100.0,30.0,售罄,120.53378,30.229078
科尔世纪外滩,二手房,萧山区,26561.79,45.0,在售,120.310048,30.270004
绿地艺尚府,二手房,临平区,23865.77,30.01,在售,120.295717,30.36313
米兰商厦,二手房,桐庐县,12688.75,30.0,在售,119.685669,29.79641
联发溪语宸庐,二手房,拱墅区,31512.83,30.0,在售,120.168901,30.348616
翡翠城四期,二手房,余杭区,34807.48,35.0,在售,120.016278,30.24636
宸麟府,二手房,拱墅区,30314.29,15.0,在售,120.147939,30.31794
青山湖玫瑰园,二手房,临安区,32478.84,60.0,在售,119.793602,30.257754
嘉禾花苑,二手房,西湖区,26470.45,30.0,在售,120.096992,30.272478
回龙庙前小区,二手房,拱墅区,31611.49,30.0,在售,120.184615,30.260896
丁桥东兰轩,二手房,上城区,22251.68,30.0,在售,120.229327,30.349595
金鼎华庭一期,二手房,余杭区,20393.93,30.1,在售,120.100434,30.414436
永通信息广场,二手房,拱墅区,13291.92,30.0,在售,120.175651,30.274105
金铂湾,二手房,滨江区,17909.37,20.0,在售,120.209835,30.214277
雨润星雨华府,二手房,临安区,12191.53,30.0,在售,119.715592,30.257591
文苑小区,二手房,西湖区,32918.82,25.0,在售,120.111554,30.290215
采荷小区芙蓉邨,二手房,上城区,42426.02,30.1,在售,120.195202,30.253504
山北新苑,二手房,萧山区,24985.2,30.0,在售,120.275142,30.173346
山南人家,二手房,上城区,35957.9,35.0,在售,120.161927,30.210868
省统计局宿舍,二手房,西湖区,32694.59,26.0,在售,120.10107,30.263584
奥城·望,新房,桐庐县,13739.0,30.0,在售,119.684494,29.754831
如意云庭,二手房,临安区,12837.59,35.1,在售,119.732853,30.235696
醋坊新村,二手房,拱墅区,34650.82,26.0,在售,120.183884,30.259787
水晶城,二手房,滨江区,57556.31,35.0,在售,120.166666,30.191822
富阳宸光悦,二手房,富阳区,16494.18,30.0,在售,119.939723,30.089707
万泰城章,二手房,临平区,22442.48,30.0,在售,120.281671,30.390821
天湖公寓,二手房,西湖区,32132.44,30.0,在售,120.10643,30.287548
温兴风情苑,二手房,滨江区,27732.18,35.0,在售,120.230346,30.190664
赵家弄(余杭),二手房,临平区,16808.23,30.0,在售,120.305723,30.421091
之彩城,新房,萧山区,16653.0,30.0,售罄,120.452074,30.188818
滨玺云著,二手房,滨江区,30887.16,35.0,在售,120.172535,30.16626
三卫家园北苑,二手房,上城区,25795.83,35.0,在售,120.270918,30.330324
东海·闲湖城,二手房,余杭区,23503.77,35.0,在售,119.995143,30.227971
晓风明月轩,新房,萧山区,46000.0,35.0,售罄,120.257851,30.240523
福利新村,二手房,上城区,31755.54,38.1,在售,120.173426,30.243909
临溪佳苑,二手房,临安区,12609.74,20.0,在售,119.71787,30.251907
宸澜学府,新房,临安区,16605.0,35.2,在售,119.696208,30.22941
邦帮金座,二手房,余杭区,12451.64,30.0,在售,120.037594,30.250558
杭州宏丰家居城宏丰公寓,二手房,余杭区,11543.18,31.0,在售,120.031589,30.238103
紫欣华庭,二手房,临平区,18244.72,35.2,在售,120.167196,30.38233
戴陈弄23号,二手房,拱墅区,32743.03,45.0,在售,120.135102,30.306634
迎宾北区,二手房,临平区,14940.02,30.0,在售,120.296815,30.421962
吴家东风嘉苑一区,二手房,临平区,15615.39,25.0,在售,120.293106,30.345397
云萃天和城,新房,富阳区,17117.0,35.0,在售,119.980039,30.013829
水岸华庭,二手房,桐庐县,15568.79,30.0,在售,119.697779,29.807914
海狮沟,二手房,拱墅区,38541.22,20.0,在售,120.178373,30.260713
奥克斯时代未来之城,二手房,余杭区,29788.44,30.0,在售,119.997569,30.281697
潮悦前城,新房,钱塘区,18662.0,35.0,售罄,120.535321,30.287403
国泰大厦,二手房,萧山区,11069.93,30.0,在售,120.266838,30.186588
丰瑞北苑,二手房,萧山区,24383.16,35.0,在售,120.249311,30.22578
宋都东郡国际锦湾,二手房,钱塘区,25607.62,30.0,在售,120.391894,30.325966
荷语江山府,新房,临平区,20969.0,35.0,在售,120.276166,30.445686
滨江西溪明珠,二手房,西湖区,54568.01,33.0,在售,120.059533,30.249136
新华苑,二手房,拱墅区,22674.55,25.0,在售,120.106791,30.323571
闲林街道联富巷16号,二手房,余杭区,20538.57,20.0,在售,119.984205,30.222388
吴越人家南区,二手房,临安区,12279.93,40.0,在售,119.718469,30.257771
天时苑(富阳),二手房,富阳区,10312.18,10.0,在售,119.94963,30.070196
幸福佳苑,二手房,富阳区,12836.97,30.0,在售,120.015019,30.004302
圆梦园,二手房,上城区,34406.31,30.01,在售,120.272821,30.294519
德信臻园,二手房,拱墅区,51410.55,30.0,在售,120.135734,30.325346
阳光城滨奥悦府,二手房,萧山区,56406.47,30.0,在售,120.24756,30.219937
滨江金色蓝庭,二手房,西湖区,41409.47,35.0,在售,120.11684,30.288295
良渚十六街区,二手房,余杭区,7254.7,27.0,在售,120.046787,30.370488
恒升花苑,二手房,西湖区,39740.75,19.1,在售,120.143072,30.277192
花园南村,二手房,西湖区,56168.48,20.0,在售,120.1331,30.2823
五迪中心,二手房,余杭区,20489.04,25.0,在售,120.010077,30.285559
新月花园,二手房,临平区,16048.56,36.0,在售,120.289062,30.428703
丹金桂花园,二手房,西湖区,77071.1,30.0,在售,120.097674,30.274798
幸福家园,二手房,富阳区,16096.73,10.0,在售,119.928188,30.04979
小庙巷16号,二手房,拱墅区,30023.86,30.0,在售,120.176232,30.267196
绿城富春和园,二手房,富阳区,21992.93,30.1,在售,119.930048,30.062497
铁铺埭家苑一区 ,二手房,临平区,16634.05,35.0,在售,120.239059,30.375206
广茵大厦,二手房,上城区,13561.56,41.0,在售,120.193123,30.263005
东方尚城东区,二手房,上城区,38877.74,30.1,在售,120.199739,30.303076
太平永顺苑,二手房,临平区,15705.09,30.0,在售,120.266641,30.3875
领骏世界,二手房,拱墅区,18626.66,25.0,在售,120.168239,30.291156
金都华庭,二手房,拱墅区,43365.73,45.0,在售,120.175357,30.278203
广宇河滨公寓,二手房,拱墅区,39548.12,29.0,在售,120.179809,30.268501
鸥江公寓,二手房,上城区,42665.81,20.0,在售,120.198911,30.235979
风雅乐府,二手房,余杭区,31185.42,39.1,在售,120.121188,30.347859
九溪玫瑰园,二手房,西湖区,45255.28,58.0,在售,120.111203,30.184171
美庐花园,二手房,桐庐县,7407.09,20.0,在售,119.776485,29.813018
通惠江南名府,二手房,萧山区,35151.5,30.0,在售,120.284751,30.19936
沈塘苑,二手房,拱墅区,35682.2,25.0,在售,120.15331,30.283781
天阳观筑,二手房,上城区,25873.01,30.0,在售,120.236296,30.358981
新街社区,二手房,临平区,16520.42,2.01,在售,120.294353,30.349404
尚品华章府,新房,萧山区,16855.0,35.0,售罄,120.464523,30.185497
清泰街小区,二手房,上城区,30412.77,12.0,在售,120.180794,30.247571
万科魅力之城,二手房,上城区,26119.73,30.0,在售,120.256243,30.319619
凯丽晶座,二手房,萧山区,18595.04,35.0,在售,120.289741,30.213262
天空之城,二手房,萧山区,21831.96,30.1,在售,120.433779,30.272455
相寓,二手房,临平区,19256.97,20.0,在售,120.282022,30.43741
明华名港城,二手房,萧山区,18284.41,36.0,在售,120.456167,30.171288
中侨公寓,二手房,桐庐县,9474.97,30.0,在售,119.703736,29.806533
茗香庭,二手房,萧山区,14120.24,86.0,在售,120.194621,30.011969
华瑞中心公寓,二手房,萧山区,15581.01,30.1,在售,120.267753,30.195822
中山北路小区,二手房,拱墅区,33497.39,30.0,在售,120.166415,30.275314
新安园,二手房,萧山区,25047.84,25.1,在售,120.27579,30.179283
中沙东岸嘉园一区,二手房,钱塘区,26560.42,30.0,在售,120.330828,30.302091
钱塘梧桐蓝山,二手房,临平区,23425.1,40.0,在售,120.286505,30.396808
顺发吉祥半岛,二手房,拱墅区,51497.96,35.0,在售,120.129649,30.31356
岸芷丁香庭,新房,拱墅区,56406.0,35.0,在售,120.178788,30.305793
公望金钰府,二手房,富阳区,19120.99,29.0,在售,119.923624,30.063327
时代长岛之春,二手房,滨江区,26168.02,30.0,在售,120.161761,30.17105
铂悦轩,二手房,滨江区,14774.41,20.0,在售,120.203372,30.208226
星翠澜庭,二手房,萧山区,49742.46,35.0,在售,120.250752,30.244501
潮王公寓,二手房,拱墅区,35563.29,30.0,在售,120.16997,30.29112
渡驾新村,二手房,拱墅区,29982.2,35.0,在售,120.12357,30.326836
仓基新村,二手房,拱墅区,33604.93,10.0,在售,120.148894,30.292694
凤凰山路558号,二手房,余杭区,13105.29,30.0,在售,119.93939,30.27167
良渚文化村七贤郡,二手房,余杭区,24108.76,32.0,在售,120.001323,30.347002
擎天半岛城,二手房,临平区,19831.5,30.0,在售,120.273087,30.40038
翡翠城二期,二手房,余杭区,28290.51,31.1,在售,120.016494,30.245823
三江花园(萧山),二手房,萧山区,20331.05,30.0,在售,120.16794,30.129566
莫衙营,二手房,拱墅区,31507.76,32.0,在售,120.185674,30.273281
复地上城悦之城,二手房,余杭区,26607.39,30.0,在售,119.966824,30.252855
美政花苑,二手房,上城区,34664.96,35.0,在售,120.170449,30.211849
静怡花苑,二手房,上城区,30105.88,30.2,在售,120.200396,30.243612
滨江御虹府,二手房,萧山区,52142.67,35.0,在售,120.261253,30.22726
云章映月华庭,二手房,萧山区,39095.16,35.0,在售,120.252563,30.193061
东新关,二手房,拱墅区,26254.53,29.0,在售,120.164089,30.296076
北辰国颂府,二手房,萧山区,44139.18,33.0,在售,120.256028,30.178398
阳光城拱宸府,二手房,拱墅区,44104.82,30.01,在售,120.143661,30.317883
广电小区,二手房,桐庐县,6264.85,20.0,在售,119.669744,29.801613
凯德湖墅,二手房,拱墅区,52029.44,30.0,在售,120.138075,30.304788
隐舟府,新房,萧山区,23299.0,30.0,在售,120.170064,30.010202
秀月家园南区,二手房,西湖区,26752.93,25.0,在售,120.095641,30.320117
塘栖栖里东苑,二手房,临平区,13936.49,35.0,在售,120.189131,30.472899
悦望荟轩,新房,拱墅区,33767.0,35.0,售罄,120.197065,30.335745
长睦邻里人家西苑,二手房,上城区,22821.98,35.0,在售,120.232725,30.358802
凯德龙湾,二手房,拱墅区,44394.9,30.0,在售,120.136762,30.313012
水湘人家东苑,二手房,上城区,30195.01,30.0,在售,120.215047,30.274095
蔚蓝公寓,二手房,上城区,52161.54,35.0,在售,120.20518,30.264126
和昌云潮,二手房,西湖区,15347.41,30.0,在售,120.107806,30.169158
现代名苑,二手房,拱墅区,37127.63,35.0,在售,120.173192,30.289905
紫金公寓,二手房,西湖区,30855.24,35.0,在售,120.101681,30.278317
杨家春晓南苑,二手房,拱墅区,24205.28,39.0,在售,120.200015,30.325153
盛德嘉苑,二手房,拱墅区,35631.53,30.0,在售,120.156431,30.296164
馨星大厦,二手房,萧山区,20531.57,30.0,在售,120.287868,30.172129
建工新村,二手房,西湖区,49361.91,20.0,在售,120.148962,30.281953
育才西苑,二手房,萧山区,20566.6,35.0,在售,120.273723,30.166896
日耀之城,二手房,萧山区,50992.83,30.0,在售,120.255493,30.249422
中栋国际,二手房,萧山区,22576.88,30.0,在售,120.236518,30.195507
豪波西溪润景,二手房,余杭区,15972.97,20.0,在售,120.044632,30.293357
泰美国际大厦,二手房,钱塘区,15775.5,16.0,在售,120.316898,30.310052
万科北宸之光二期,二手房,余杭区,31273.05,30.0,在售,120.122377,30.343101
万家花园,二手房,上城区,36080.43,41.0,在售,120.203578,30.285689
大成名座,二手房,萧山区,12605.24,35.0,在售,120.269416,30.20574
云川未来城,新房,富阳区,12230.0,35.0,在售,119.987241,30.004218
下沙铭都雅苑,二手房,钱塘区,28158.52,30.0,在售,120.333304,30.307259
佳丰北苑,二手房,萧山区,26682.87,30.0,在售,120.245197,30.22402
半山家苑,二手房,拱墅区,19992.94,70.0,在售,120.186424,30.348838
香悦四季轩,二手房,余杭区,37484.34,30.02,在售,120.028699,30.274067
长庆里,二手房,上城区,32731.85,30.0,在售,120.181923,30.248085
紫荆辰光,二手房,西湖区,29752.74,15.6,在售,120.100071,30.268665
摩卡商务馆,二手房,萧山区,8508.28,35.0,在售,120.170962,30.130188
金穗公寓,二手房,西湖区,27642.51,20.0,在售,120.08331,30.3196
秀里华庭,二手房,西湖区,28334.44,30.0,在售,120.088301,30.319428
丰乐公寓,二手房,上城区,43716.29,30.0,在售,120.175394,30.248234
恒逸金榈湾,二手房,萧山区,18627.95,25.1,在售,120.250205,30.052733
绿都泰富广场,二手房,萧山区,10983.2,30.0,在售,120.28475,30.164656
新东名苑,二手房,萧山区,21292.09,20.0,在售,120.32751,30.192771
滨江柴埠小区二区,二手房,桐庐县,9199.0,20.0,在售,119.741286,29.835791
红丰综合楼西楼,二手房,临平区,17241.38,15.0,在售,120.302287,30.426959
凯旋新村,二手房,上城区,41184.69,29.0,在售,120.189122,30.253038
云和雅园,二手房,余杭区,14576.52,31.0,在售,120.100322,30.4159
浙报公寓,二手房,拱墅区,43552.07,21.0,在售,120.170811,30.26262
梦栖金星雅苑,二手房,余杭区,16810.0,30.0,在售,119.971781,30.263313
北国之春人家,二手房,拱墅区,34006.44,33.8,在售,120.141304,30.316647
顺发旭辉国悦府,二手房,萧山区,41879.68,30.0,在售,120.264303,30.173732
酒厂宿舍,二手房,临平区,17742.32,25.0,在售,120.304514,30.421831
锦尚和品府,二手房,拱墅区,54387.12,35.0,在售,120.172918,30.294733
天盛居,二手房,拱墅区,36266.43,30.0,在售,120.156359,30.289748
林水山居,二手房,临安区,12158.9,35.0,在售,119.719002,30.254881
君豪御园,二手房,桐庐县,6775.98,30.1,在售,119.776376,29.85194
融信孔雀蓝轩,二手房,拱墅区,51679.64,25.0,在售,120.106065,30.316116
广厦天都城温莎苑,二手房,临平区,20154.41,48.1,在售,120.242594,30.38673
高桥小区,二手房,萧山区,23769.9,35.0,在售,120.273159,30.154268
绿洲湾,二手房,西湖区,36376.79,32.0,在售,120.106551,30.290969
怡和公寓,二手房,萧山区,24396.5,15.0,在售,120.260184,30.171695
世纪新城东区,二手房,西湖区,43656.47,35.01,在售,120.115589,30.283473
鸿盛家园,二手房,临安区,10766.29,35.05,在售,119.715256,30.244777
太古广场,二手房,萧山区,10498.41,30.1,在售,120.257834,30.182636
聚望名座,二手房,萧山区,14349.64,65.0,在售,120.183311,30.115047
欣园居,二手房,西湖区,31510.86,35.0,在售,120.137599,30.277054
贾家弄新村,二手房,拱墅区,29290.57,30.0,在售,120.141905,30.296788
世茂江滨花园碧景湾,二手房,钱塘区,21406.56,30.0,在售,120.383567,30.28498
圣苑小区,二手房,西湖区,54960.69,35.0,在售,120.095555,30.303531
瑞源邸,二手房,富阳区,17050.04,25.0,在售,119.976146,30.134252
婺江家园四园,二手房,上城区,43382.57,30.0,在售,120.196881,30.238663
城河公寓,二手房,萧山区,18975.4,2.3,在售,120.266104,30.164163
名门天第,二手房,临平区,18461.7,30.1,在售,120.30337,30.428412
锦绣桃源公寓,新房,拱墅区,19777.0,30.0,售罄,120.17264,30.345435
歌山品悦府,二手房,滨江区,34862.31,30.0,在售,120.224963,30.190714
北秀向阳苑北区,二手房,临平区,16058.92,30.0,在售,120.16477,30.379122
德信东望府,二手房,上城区,43173.64,30.0,在售,120.227695,30.290358
科技新村,二手房,西湖区,35021.13,20.05,在售,120.10082,30.280664
直塘新居,二手房,富阳区,8095.57,30.01,在售,119.972753,30.021324
七古登市教委宿舍,二手房,拱墅区,30134.47,15.0,在售,120.150377,30.320503
邮政公寓,二手房,上城区,44457.68,30.0,在售,120.188949,30.251484
汇金江南府,二手房,桐庐县,8538.42,30.0,在售,119.775676,29.855332
西湖花苑,二手房,拱墅区,62670.37,35.0,在售,120.158342,30.261131
庆晖公寓,二手房,拱墅区,29596.67,30.0,在售,120.15652,30.286987
珺茂府,新房,上城区,47599.0,30.1,售罄,120.212941,30.354756
天阅云合源公寓,新房,拱墅区,40260.0,30.0,售罄,120.134937,30.334288
留和春天,二手房,西湖区,25422.86,25.0,在售,120.051535,30.235462
莲花新村东区,二手房,西湖区,30207.75,20.0,在售,120.110424,30.273469
浙新小区,二手房,滨江区,30239.16,25.0,在售,120.14199,30.171841
钱龙名汇公馆,二手房,滨江区,18564.41,29.2,在售,120.202477,30.207626
泊缦府,新房,拱墅区,33955.0,35.0,售罄,120.139811,30.356576
西湖花园南苑,二手房,西湖区,29315.76,35.0,在售,120.109765,30.181106
闲湖城,新房,余杭区,27002.0,35.0,在售,119.992521,30.22814
云澜天第,二手房,拱墅区,32673.8,30.0,在售,120.139864,30.343007
华兴名盛苑,二手房,临安区,11195.91,3.2,在售,119.705633,30.218477
汇高栢悦中心,二手房,临平区,24631.88,25.0,在售,120.281946,30.434553
铭和苑柳翠坊,二手房,钱塘区,20413.1,30.0,在售,120.333274,30.318247
揽月臻翠府,二手房,上城区,34945.39,30.01,在售,120.222378,30.314319
利丰桃源财富中心,二手房,萧山区,21936.3,15.0,在售,120.25772,30.230807
金地大运宸府,二手房,拱墅区,65157.87,30.0,在售,120.133107,30.328968
耀江广厦,二手房,上城区,63909.35,30.01,在售,120.165304,30.245283
汇丰公寓,二手房,西湖区,36110.67,35.0,在售,120.129656,30.270944
一清新村,二手房,拱墅区,31226.72,30.0,在售,120.147281,30.288643
萧澜隐翠轩,新房,萧山区,30283.0,35.0,售罄,120.259018,30.135084
茶厂宿舍,二手房,上城区,39872.63,25.0,在售,120.194209,30.249376
福临花苑,二手房,余杭区,19677.42,30.0,在售,119.950019,30.278561
祥生群贤府,二手房,临平区,26229.18,30.0,在售,120.151216,30.384463
昆华玉府,二手房,余杭区,24978.24,30.0,在售,120.043016,30.367757
绿城桃源小镇,二手房,余杭区,26415.56,30.0,在售,119.962912,30.230978
