小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
洪湖大厦,二手房,罗湖区,38691.95,30.0,在售,114.12049,22.555204
源兴居,二手房,罗湖区,43854.47,30.0,在售,114.122602,22.56245
云栖西岸,二手房,南山区,67418.94,30.0,在售,113.910573,22.529146
碧清园,二手房,罗湖区,40353.31,50.0,在售,114.095188,22.56793
海文花园,二手房,南山区,78309.82,38.0,在售,113.931584,22.52369
彩云居,二手房,福田区,69390.88,30.1,在售,114.077652,22.534578
怡景花园别墅,二手房,罗湖区,77519.38,28.0,在售,114.136081,22.555242
华业玫瑰四季馨园一期,二手房,龙华区,74766.34,33.0,在售,114.018335,22.626077
天俊大厦,二手房,罗湖区,32851.82,33.0,在售,114.122326,22.541755
城建云宸里,新房,龙岗区,53595.0,40.0,在售,114.080265,22.647633
宏华苑,二手房,南山区,72102.69,20.0,在售,113.918917,22.536754
荔林苑,二手房,福田区,87836.93,35.0,在售,114.017874,22.540692
东帝海景家园,二手房,南山区,55331.9,48.6,在售,113.935806,22.489835
星辉兰玉庭,新房,光明区,30435.0,40.0,在售,113.896599,22.720163
百晟上府,二手房,光明区,46906.61,40.0,在售,113.900335,22.785727
金湖花园B区,二手房,罗湖区,49564.76,30.0,在售,114.094698,22.569159
海滨花园,二手房,南山区,64313.37,60.0,在售,113.916416,22.484593
深业岭秀名苑,二手房,福田区,56128.58,30.0,在售,114.05753,22.560531
颐湾府,二手房,南山区,91584.16,40.02,在售,113.891099,22.503898
侨香公馆,二手房,福田区,18359.82,40.0,在售,114.006948,22.544785
弘诚阁,二手房,龙华区,44260.09,10.0,在售,114.018617,22.65311
南山村南兴公寓,二手房,南山区,44643.58,20.0,在售,113.915814,22.513833
洪湖一街五号大院罗湖区,二手房,罗湖区,41867.4,1.2334,在售,114.123424,22.558382
御景水岸,二手房,宝安区,65027.25,49.0,在售,113.826373,22.684575
太阳雨家园,二手房,龙岗区,52080.19,25.0,在售,114.074301,22.614768
新阳丽舍,二手房,龙华区,34082.2,40.0,在售,114.051427,22.637468
华丽园,二手房,罗湖区,51215.68,21.0,在售,114.129143,22.559487
畔山花园,二手房,罗湖区,31717.39,55.0,在售,114.17671,22.561584
东和花园,二手房,龙华区,26688.15,35.3,在售,114.03291,22.660715
东关·乐尚林居,新房,南山区,54451.0,35.0,售罄,113.921131,22.566253
松园北街76号,二手房,罗湖区,61718.0,30.0,在售,114.107268,22.55485
招商臻府,二手房,宝安区,79700.04,40.0,在售,113.894513,22.57822
宝珠花园,二手房,南山区,51227.34,37.53,在售,113.957942,22.571067
锦林新居,二手房,福田区,42849.41,22.6,在售,114.039664,22.562646
华浩源,二手房,龙岗区,33491.2,44.6,在售,114.124567,22.623568
华丽东村,二手房,罗湖区,49386.24,35.0,在售,114.136542,22.551161
招北小区,二手房,南山区,65958.36,38.0,在售,113.923171,22.492387
世纪村三期,二手房,南山区,59983.68,65.0,在售,113.964719,22.534141
汀兰鹭榭花园,二手房,南山区,100534.66,62.0,在售,113.976012,22.525718
月亮湾花园,二手房,南山区,42503.92,35.0,在售,113.891478,22.497171
光华街住宅区,二手房,南山区,59880.0,45.0,在售,113.989206,22.534537
学府朗园,新房,光明区,35042.0,40.0,在售,113.893023,22.801212
越众小区,二手房,福田区,48195.52,12.1,在售,114.011296,22.536324
东港印象B区,二手房,盐田区,37717.76,34.58,在售,114.248987,22.59166
华天公寓,二手房,福田区,42729.97,10.0,在售,114.073575,22.56903
颐安·都会中央,新房,龙岗区,51985.0,32.33,在售,114.224921,22.690335
湖臻大厦,二手房,罗湖区,66961.37,26.0,在售,114.125662,22.545349
汇园雅居,二手房,南山区,77612.17,10.0,在售,113.934042,22.543069
荔秀华庭,二手房,南山区,87554.08,15.0,在售,113.927129,22.535501
石厦花园,二手房,福田区,91657.19,41.73,在售,114.052047,22.51989
锦上花家园,二手房,罗湖区,40549.23,35.01,在售,114.135758,22.540562
壹成中心璞誉府,二手房,龙华区,58582.53,33.6,在售,114.031991,22.645331
半山道1号礼宾府,二手房,龙岗区,43679.85,38.0,在售,114.105653,22.590627
南光城市花园,二手房,南山区,60807.19,30.0,在售,113.924151,22.519193
奥士达大厦,二手房,福田区,38745.83,23.0,在售,114.060476,22.56421
庐江春天公寓,二手房,罗湖区,34594.78,30.3,在售,114.115674,22.566318
惠中家属楼,二手房,宝安区,62500.0,20.0,在售,113.908918,22.574029
翠苑家园,二手房,罗湖区,39298.8,30.0,在售,114.159922,22.557034
美丽家园,二手房,龙华区,26619.25,36.0,在售,114.033075,22.657813
农牧小区,二手房,罗湖区,48874.82,25.0,在售,114.133495,22.582933
新丰大厦,二手房,罗湖区,34919.07,20.0,在售,114.140222,22.563974
竹盛花园一期,二手房,福田区,54131.13,60.0,在售,114.005104,22.535218
健君园,二手房,福田区,66748.16,26.0,在售,114.068432,22.570593
润福园,二手房,福田区,40472.92,30.0,在售,114.040092,22.52561
海景广场,二手房,南山区,41223.27,30.0,在售,113.914605,22.482977
中医院综合楼,二手房,宝安区,45499.45,30.0,在售,113.899888,22.57279
万科翡丽郡三期,二手房,宝安区,52478.6,30.0,在售,113.813995,22.732102
南新大厦,二手房,南山区,67853.65,15.0,在售,113.919208,22.529936
逸湖居,二手房,罗湖区,66865.62,30.0,在售,114.123707,22.567769
欧意轩花园,二手房,龙岗区,24566.35,36.8,在售,114.253254,22.736005
梅林一村五区,二手房,福田区,51152.97,46.0,在售,114.039032,22.565294
佳兆业可园三期,二手房,龙岗区,41812.89,35.0,在售,114.136471,22.601979
东园新村,二手房,福田区,47026.6,42.0,在售,114.102699,22.538675
琼珠花园,二手房,龙华区,19253.74,36.0,在售,113.9916,22.671042
南山花园,二手房,南山区,27505.11,55.1,在售,113.895422,22.497764
丰泽湖山庄,二手房,龙华区,48569.14,30.0,在售,114.054714,22.595271
鹿鸣园,二手房,罗湖区,50225.43,46.0,在售,114.1286,22.575145
壹成中心第八区,二手房,龙华区,57948.48,30.0,在售,114.029673,22.647114
庐峰翠苑,二手房,罗湖区,61763.44,40.01,在售,114.137248,22.550366
西湖大厦,二手房,罗湖区,27357.68,30.0,在售,114.109476,22.554904
槟城西岸,二手房,宝安区,55635.96,25.0,在售,113.857681,22.570265
区城管局宿舍楼,二手房,宝安区,64592.28,30.0,在售,113.914328,22.564043
信城缙华府,新房,龙岗区,63203.0,40.0,在售,114.085775,22.627022
盛龙花园北小区,二手房,龙岗区,33663.37,28.0,在售,114.256319,22.727784
百仕达乐湖,二手房,罗湖区,65672.12,40.0,在售,114.140252,22.568138
天健公馆,二手房,福田区,215071.69,35.0,在售,114.008158,22.549132
金汐府,二手房,龙岗区,32096.95,30.5,在售,114.291106,22.730063
东方欣悦居,二手房,福田区,57074.85,40.0,在售,114.05416,22.523352
福贸花园,二手房,福田区,49575.45,10.0,在售,114.058585,22.569412
颐安都会中央一期,二手房,龙岗区,50361.81,36.0,在售,114.222892,22.687246
沙头角海关住宅楼,二手房,盐田区,44087.14,46.0,在售,114.223649,22.55329
阳光绿地家园,二手房,罗湖区,57271.44,30.1,在售,114.136798,22.563369
西湖苑水岸香,二手房,龙岗区,21896.49,40.0,在售,114.298201,22.768482
龙富花园(龙富路),二手房,龙岗区,20964.02,50.0,在售,114.263833,22.716791
中海怡翠山庄三期,二手房,龙岗区,32002.22,47.3,在售,114.112729,22.626161
景华嶺莑,二手房,龙岗区,53075.07,40.0,在售,114.11114,22.611918
卓越中寰,二手房,宝安区,42645.58,40.0,在售,113.818812,22.73303
新沙苑,二手房,福田区,44482.37,2.5,在售,114.046553,22.52959
建安花园,二手房,宝安区,41594.51,30.0,在售,113.901751,22.564828
中海寰宇珑宸,二手房,龙岗区,30341.34,40.0,在售,114.313281,22.688973
全海花园,二手房,福田区,69797.36,25.0,在售,114.044032,22.516332
亚迪村,二手房,大鹏新区,19488.21,35.0,在售,114.413947,22.630924
红桂一街8号,二手房,罗湖区,42405.98,16.2,在售,114.107993,22.548924
百丽湾,二手房,南山区,99525.48,20.01,在售,113.941379,22.499438
向欣苑,二手房,罗湖区,43873.3,10.0,在售,114.124868,22.540757
金汇名园,二手房,宝安区,34478.13,20.0,在售,113.900405,22.556562
鸿荣源观城,新房,龙华区,39969.0,30.0,在售,114.057746,22.709456
云顶翠峰一期,二手房,福田区,59521.28,23.0,在售,114.06134,22.517192
国际科技大厦,二手房,福田区,26372.26,20.0,在售,114.083434,22.539763
梅沁楼,二手房,福田区,38993.41,35.0,在售,114.051565,22.565114
永利大厦(福永),二手房,宝安区,30436.15,10.0,在售,113.814082,22.668043
世纪春城二期,二手房,龙华区,32352.03,31.0,在售,114.033361,22.625337
和兴苑,二手房,龙岗区,39177.28,40.0,在售,114.229672,22.721683
丹梓龙庭,二手房,坪山区,19014.19,30.0,在售,114.394972,22.741769
翠竹邨,二手房,龙岗区,21951.32,30.0,在售,114.273597,22.723405
富盈门,二手房,宝安区,39660.13,45.01,在售,113.889535,22.585805
缇香名苑,二手房,福田区,72082.96,35.0,在售,114.04106,22.545127
华润紫樾润府,新房,坪山区,26919.0,40.0,在售,114.380256,22.692901
鸿隆广场,二手房,宝安区,57227.12,30.0,在售,113.880807,22.582044
京基御景峯,二手房,南山区,72922.34,30.0,在售,114.012146,22.598018
宏发雍景城,二手房,光明区,36220.55,45.0,在售,113.906009,22.779911
云璞花园,新房,龙岗区,22287.0,40.0,在售,114.310998,22.77625
芙蓉小区,二手房,罗湖区,42331.76,26.0,在售,114.122847,22.539111
蓝色海云居,二手房,福田区,55633.11,25.28,在售,114.051628,22.527174
润恒大厦,二手房,福田区,42667.84,30.0,在售,114.069041,22.531011
湖馨苑,二手房,罗湖区,53622.7,30.0,在售,114.116655,22.560055
海欣花园,二手房,南山区,69147.79,20.0,在售,113.920844,22.485094
阳光带海滨城二期,二手房,南山区,99111.27,50.0,在售,113.946284,22.525774
书香门第上河坊,二手房,龙华区,53558.7,56.0,在售,114.047322,22.598038
颐安都会中央五期,二手房,龙岗区,50846.21,32.33,在售,114.224217,22.690484
听泉居,二手房,福田区,88036.45,30.0,在售,114.009516,22.552185
渔民村,二手房,罗湖区,48826.16,15.1,在售,114.112301,22.533185
湖滨新村,二手房,罗湖区,49850.13,30.0,在售,114.137798,22.559354
光明1号,二手房,光明区,42339.6,30.0,在售,113.929235,22.735176
中海寰宇珑宸花园,新房,龙岗区,31073.0,40.0,在售,114.313547,22.688593
金色家园,二手房,福田区,69042.36,41.0,在售,114.04416,22.554311
国展苑,二手房,龙岗区,29023.13,25.0,在售,114.119005,22.595409
豪城馨庭居,二手房,宝安区,43686.92,35.0,在售,113.897607,22.553967
玺悦台,二手房,坪山区,26496.32,40.0,在售,114.3597,22.725019
现代之窗,二手房,福田区,54471.49,30.0,在售,114.086946,22.544105
来座山,二手房,龙岗区,58963.45,30.0,在售,114.132166,22.623034
海怡东方花园,二手房,南山区,109829.11,45.0,在售,113.951292,22.526098
福东龙华府,二手房,龙华区,41662.24,33.0,在售,114.005131,22.644935
潜龙鑫茂花园B区,二手房,龙华区,41073.66,50.0,在售,114.042594,22.611008
京基宸悦府,新房,福田区,71149.0,31.5,在售,114.056428,22.566548
东昌路4号公交综合楼,二手房,罗湖区,38898.58,15.0,在售,114.13589,22.576315
万科东海岸四期,二手房,盐田区,41382.03,46.8,在售,114.302515,22.60362
花果山小区,二手房,南山区,68374.73,35.0,在售,113.925715,22.491844
华丽小区,二手房,罗湖区,48282.43,30.0,在售,114.134687,22.549626
中海康城国际一期,二手房,龙岗区,33877.76,30.04,在售,114.206607,22.707307
东部阳光,二手房,盐田区,29871.84,21.0,在售,114.24487,22.562314
中信红树湾北区,二手房,南山区,97487.61,65.0,在售,113.965852,22.526902
金色年华家园,二手房,罗湖区,50648.34,41.0,在售,114.171687,22.5623
龙都花园,二手房,南山区,41348.73,31.0,在售,113.95958,22.569291
外贸大院,二手房,罗湖区,45722.06,26.0,在售,114.140756,22.560612
众孚新村,二手房,福田区,46178.4,25.0,在售,114.051183,22.522367
松坪村西区三期,二手房,南山区,81612.57,30.0,在售,113.955476,22.558981
供电局综合楼,二手房,盐田区,32665.88,10.0,在售,114.240649,22.558532
银座金钻,二手房,罗湖区,44084.26,0.5,在售,114.121822,22.54157
西荟城一期,二手房,宝安区,44759.24,30.0,在售,113.817949,22.732117
深业沙河U中心,二手房,宝安区,28563.24,20.0,在售,113.864269,22.625308
新阁小区,二手房,福田区,46703.8,36.0,在售,114.074048,22.567736
笔架山依岚花园,二手房,福田区,40902.89,30.0,在售,114.090164,22.565136
美墅蓝山家园,二手房,南山区,77896.49,36.0,在售,113.931614,22.520814
石油公司宿舍,二手房,罗湖区,86217.99,30.0,在售,114.124961,22.560243
新活力花园,二手房,福田区,43558.68,30.0,在售,114.045872,22.568257
丁山河畔花园,二手房,龙岗区,26843.69,40.0,在售,114.304375,22.763547
汇宾广场二期,二手房,南山区,70382.55,23.0,在售,113.917154,22.509647
宏发万悦山,二手房,光明区,53822.22,35.0,在售,113.938838,22.755111
福保桂花苑,二手房,福田区,72261.12,54.0,在售,114.04815,22.509202
群星广场,二手房,福田区,73841.75,30.0,在售,114.088043,22.548283
南油B区,二手房,南山区,58751.25,10.0,在售,113.930186,22.51124
佳华名苑,二手房,宝安区,63258.57,27.0,在售,113.877887,22.563868
文锦渡海关生活区,二手房,罗湖区,42663.33,30.0,在售,114.127039,22.539366
景尚雅苑,二手房,福田区,74183.65,35.0,在售,114.033901,22.557744
兴芙楼,二手房,罗湖区,48792.83,30.0,在售,114.110918,22.58446
超群大厦,二手房,龙岗区,36644.74,30.0,在售,114.12801,22.601908
翠苑住宅小区,二手房,罗湖区,47817.85,45.0,在售,114.137069,22.568111
粤海新村,二手房,罗湖区,38278.13,30.0,在售,114.135971,22.572283
华联城市全景壹号,二手房,宝安区,84434.46,35.0,在售,113.908024,22.573839
金竹花园,二手房,福田区,58794.77,32.0,在售,114.008044,22.537395
百兴苑,二手房,福田区,34191.88,30.0,在售,114.056881,22.565151
中粮锦云,二手房,宝安区,53539.14,35.0,在售,113.887355,22.584204
万科翰邻城,二手房,龙岗区,50021.22,46.0,在售,114.23177,22.73076
