POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
南京市江浦实验小学-棘故上小学,教育,小学,普通,小学,118.626402,32.061425
曼度文化广场,商业,购物中心,(null),(null),118.793985,32.045482
生物医药谷东公交站,交通,公交站,(null),(null),118.696716,32.185196
江苏省人民医院,医疗,综合医院,三甲,(null),118.765501,32.048012
谷德体育公园,景观,公园,普通景点,(null),118.790532,31.870904
星瀚路北公交站,交通,公交站,(null),(null),118.853531,32.015297
南京医科大学第四附属医院(浦园院区),医疗,综合医院,普通,(null),118.719952,32.104936
琵琶湖公园,景观,公园,普通景点,(null),118.823061,32.054822
1912商业广场,商业,购物中心,(null),(null),118.81842,31.931814
世纪华联超市(胜太路店),商业,大型超市,(null),(null),118.813858,31.944142
桠苏超市,商业,大型超市,(null),(null),119.163699,31.367853
周巷公交站,交通,公交站,(null),(null),118.609188,31.845148
百货商场(金年华广场店),商业,购物中心,(null),(null),118.76432,32.23195
人民商场(通贤街店),商业,购物中心,(null),(null),118.866478,31.320999
汤泉湾塘公交站,交通,公交站,(null),(null),118.493179,32.084961
苏果社区店(莱茵达路),商业,大型超市,(null),(null),118.856866,31.939849
嘉业国际城·购物中心,商业,购物中心,(null),(null),118.728355,32.000075
石林城购物公园,商业,购物中心,(null),(null),118.832763,32.32711
好又多超市(窦村店),商业,大型超市,(null),(null),118.905193,32.010326
联华超市(南方花园店),商业,大型超市,(null),(null),118.820374,31.959933
爱沁缘广场B馆,商业,购物中心,(null),(null),119.151969,31.315804
南医大二附院,医疗,综合医院,普通,(null),118.808315,32.102054
世纪华联超市(湖南路店),商业,大型超市,(null),(null),118.781736,32.068978
南京师范大学附属中学新城初级中学,教育,中学,普通,初中,118.736659,31.998925
山西路公交站,交通,公交站,(null),(null),118.774231,32.067505
新亭东路场站公交站,交通,公交站,(null),(null),118.87553,31.948798
幸庄地铁站,交通,地铁站,非换乘,S7号线/宁溧线,119.046113,31.624602
好又多生活超市(光华路),商业,大型超市,(null),(null),118.835939,32.018735
金鹰湖滨天地A区A馆,商业,购物中心,(null),(null),118.926954,32.103412
华彩荟(南京店),商业,购物中心,(null),(null),118.738616,32.060767
南京医科大学第二附属医院东院南区17号楼,医疗,综合医院,普通,(null),118.75568,32.082304
湖山小火车漫步公园,景观,公园,普通景点,(null),119.023347,32.086384
明发商业广场B1,商业,购物中心,(null),(null),118.794923,31.976842
朱家山河滨河游园,景观,公园,普通景点,(null),118.716485,32.115339
县汤山镇尚庄小学,教育,小学,普通,小学,118.970191,32.025055
浦口滨江湿地公园,景观,公园,普通景点,(null),118.692145,32.069186
南京市浦口区永丰小学,教育,小学,普通,小学,118.684608,32.176102
苏果(新庄购物广场店),商业,大型超市,(null),(null),118.807514,32.079215
东流地铁站,交通,地铁站,非换乘,4号线,118.964224,32.077173
百世邻里南北码头超市,商业,大型超市,(null),(null),118.835911,31.949649
苏果生活超市(苏源大道店),商业,大型超市,(null),(null),118.808231,31.923126
力朋广场,商业,购物中心,(null),(null),118.710291,32.17319
水北村公交站,交通,公交站,(null),(null),118.933073,31.841758
大洋百货(南京江北店),商业,购物中心,(null),(null),118.723718,32.138809
世纪华联超市(黄山路店),商业,大型超市,(null),(null),118.74672,32.012553
万隆超市(滨江新城店),商业,大型超市,(null),(null),118.74586,32.135112
华联超市(漕塘店),商业,大型超市,(null),(null),119.000767,31.253505
金陵中学浦口分校小学部,教育,小学,普通,小学,118.592618,32.043913
苏果超市(朝天宫连锁店),商业,大型超市,(null),(null),118.773383,32.034353
天晴花园西公交站,交通,公交站,(null),(null),118.718544,32.165592
竹镇涧陈小学,教育,小学,普通,小学,118.716144,32.522698
詹家边村公交站,交通,公交站,(null),(null),119.059466,31.979115
麒麟门公交站,交通,公交站,(null),(null),118.922261,32.055043
菊花台公园,景观,公园,普通景点,(null),118.757442,31.982071
南京东山外国语学校分校南京晓庄学院滨河实验学校-小学部,教育,小学,普通,小学,118.790533,31.958948
东坝中学,教育,中学,普通,初中,119.064401,31.291335
世纪华联超市(江东北路店),商业,大型超市,(null),(null),118.737707,32.070164
定林总站公交站,交通,公交站,(null),(null),118.910074,32.022309
苏果(成贤街店),商业,大型超市,(null),(null),118.795034,32.049395
世纪华联超市(南京中医药大学店),商业,大型超市,(null),(null),118.773478,32.042722
弘阳广场B馆,商业,购物中心,(null),(null),118.725633,32.137172
东瓜匙小游园,景观,公园,普通景点,(null),118.798679,31.994078
南京市第五高级中学(莫愁路校区),教育,中学,重点,高中,118.777109,32.039066
中保小学,教育,小学,普通,小学,118.92449,31.405288
南京市高淳中医院急诊中心,医疗,综合医院,普通,(null),118.869461,31.322874
江苏省肿瘤医院城南院区,医疗,专科医院,普通,(null),118.799242,32.018042
中央商场集团河西店服务台,商业,购物中心,(null),(null),118.732224,32.007747
苏果(福润雅居店),商业,大型超市,(null),(null),118.730853,31.957043
白马中学,教育,中学,普通,初中,119.171871,31.578178
蔡庄桥公交站,交通,公交站,(null),(null),118.918038,32.216398
乐村淘世纪华联体验店,商业,大型超市,(null),(null),118.566135,32.13047
南京农业大学实验小学,教育,小学,普通,小学,118.855889,32.036008
安德门地铁站,交通,地铁站,换乘二线,(在建)10号线二期;10号线;1号线,118.762136,31.990862
麒麟中央公园2期,景观,公园,普通景点,(null),118.893585,32.018346
南京国际博览中心青奥公园,景观,公园,普通景点,(null),118.719372,31.993754
南京市梅山第二小学,教育,小学,普通,小学,118.722299,31.955588
博嘉医院,医疗,综合医院,普通,(null),118.847796,31.768219
七里河大街西公交站,交通,公交站,(null),(null),118.664874,32.088008
华联超市(南磷店),商业,大型超市,(null),(null),118.770781,32.222818
长江小学,教育,小学,普通,小学,119.198992,32.200497
玉桥商业广场A座,商业,购物中心,(null),(null),118.781891,32.090796
节制闸西公交站,交通,公交站,(null),(null),118.799948,32.015056
醴泉路公交站,交通,公交站,(null),(null),118.917552,31.961419
景枫KINGMO,商业,购物中心,(null),(null),118.820176,31.929911
南京市锁金新村第一小学,教育,小学,普通,小学,118.817396,32.070258
三滩子公交站,交通,公交站,(null),(null),118.913216,32.220855
南京京都医院,医疗,综合医院,普通,(null),118.795007,32.033963
润溧超市(陈卞店),商业,大型超市,(null),(null),118.965035,31.551482
世纪华联超市(江宁店),商业,大型超市,(null),(null),118.829162,31.964498
江苏省中西医结合医院,医疗,综合医院,三甲,(null),118.810935,32.099502
南京实验小学,教育,小学,普通,小学,118.762153,32.011565
岗山超市(永欣店),商业,大型超市,(null),(null),118.862589,31.766604
杨柳新村东公交站,交通,公交站,(null),(null),118.603151,32.02293
世纪华联超市珠江路赛格数码城店,商业,大型超市,(null),(null),118.786981,32.05064
南京交通医院,医疗,综合医院,普通,(null),118.782119,32.046432
东大成贤学院地铁站,交通,地铁站,非换乘,3号线,118.707888,32.156266
熙乐汇,商业,购物中心,(null),(null),118.759432,32.026673
南京市察哈尔路小学,教育,小学,普通,小学,118.754898,32.078741
极限体育运动公园,景观,公园,普通景点,(null),118.665077,31.834888
端村公交站,交通,公交站,(null),(null),118.704559,31.915142
南京鼓楼医院江北国际医院,医疗,综合医院,普通,(null),118.669315,32.092656
三山矶路公交站,交通,公交站,(null),(null),118.634336,31.91352
南京三中,教育,中学,普通,高中,118.793898,32.028788
龙潭地铁站,交通,地铁站,非换乘,(在建)S5号线/宁扬线,119.121004,32.189822
桠溪国际慢城小学,教育,小学,普通,小学,119.091936,31.379249
靖安小学,教育,小学,普通,小学,119.125908,32.218951
南京家和医院,医疗,综合医院,普通,(null),118.833587,32.019656
南京台湾名品城,商业,购物中心,(null),(null),118.715358,32.001558
好又超市(丁家庄燕升园店),商业,大型超市,(null),(null),118.858941,32.111796
南京工业大学(江浦校区)-象山苑超市,商业,大型超市,(null),(null),118.632048,32.083814
人民小学,教育,小学,普通,小学,118.619212,32.059186
趣飞越探险公园,景观,公园,普通景点,(null),118.661895,32.106378
银城广场商铺,商业,购物中心,(null),(null),118.738983,32.055405
后宰门公交站,交通,公交站,(null),(null),118.818733,32.04678
润发玛特,商业,大型超市,(null),(null),118.623544,32.057135
世纪华联超市(澳东路店),商业,大型超市,(null),(null),118.844415,31.976631
化工园地铁站,交通,地铁站,非换乘,S8号线/宁天线,118.78556,32.28538
南京工业大学地铁站,交通,地铁站,非换乘,10号线,118.648245,32.066794
丝兰湖公园,景观,公园,普通景点,(null),118.55039,31.965403
浦口区乌江小学,教育,小学,普通,小学,118.507344,31.890841
诚信大道地铁站,交通,地铁站,非换乘,(在建)5号线;3号线,118.829894,31.907714
新马路地铁站,交通,地铁站,非换乘,(在建)11号线,118.710272,32.104861
岗山超市(东善桥店),商业,大型超市,(null),(null),118.773517,31.869501
银城小学,教育,小学,重点,小学,118.733019,32.052893
世纪华联生活超市(郁金香路店),商业,大型超市,(null),(null),118.778322,31.981185
苏果(天泓山庄店),商业,大型超市,(null),(null),118.893502,32.055466
龙尚临时站公交站,交通,公交站,(null),(null),118.970043,32.021102
南京市白下中医院,医疗,综合医院,普通,(null),118.785207,32.034974
建邺路滨河游园,景观,公园,普通景点,(null),118.783161,32.029703
潘家坝公交站,交通,公交站,(null),(null),118.530673,31.925074
钱塘公园,景观,公园,普通景点,(null),119.011364,31.636625
双塔梁立骨科-高淳双塔医院,医疗,综合医院,普通,(null),118.916433,31.336569
南京市夫子庙小学分部,教育,小学,普通,小学,118.790546,32.02425
皓天生活广场,商业,购物中心,(null),(null),118.642956,32.060279
墨香路总站公交站,交通,公交站,(null),(null),118.833845,32.095035
砖墙中心小学,教育,小学,普通,小学,118.830358,31.263233
南京鱼嘴湿地公园,景观,公园,普通景点,(null),118.666004,31.974255
西玉带河水系流域花园,景观,公园,普通景点,(null),118.814869,32.039351
南京市江宁医院鼓山路院区,医疗,综合医院,普通,(null),118.849162,31.95074
秣陵公交站,交通,公交站,(null),(null),118.826319,31.843025
八卦洲总站东公交站,交通,公交站,(null),(null),118.805373,32.177279
中国平安保险合作医院,医疗,综合医院,普通,(null),118.766554,32.100933
南京一幼奥体公园,景观,公园,普通景点,(null),118.727628,32.019116
绿洲苑东公交站,交通,公交站,(null),(null),118.699084,32.021697
浦东路浦东村公交站,交通,公交站,(null),(null),118.715004,32.108906
固城湖国家城市湿地公园,景观,公园,普通景点,(null),118.90939,31.326161
好又多超市(回峰南路店),商业,大型超市,(null),(null),119.179043,31.577011
南京医科大学第二附属医院萨家湾院区,医疗,综合医院,三甲,(null),118.756317,32.083517
溧水毛公埠梁氏医院,医疗,专科医院,普通,(null),119.004989,31.41393
卓越·骇客天街,商业,购物中心,(null),(null),118.803865,32.046752
高淳区第二中学,教育,中学,普通,高中,118.873597,31.325456
南师附中树人学校附属小学清江校区,教育,小学,普通,小学,118.742077,32.066362
苏果社区店(复地新都国际社区店),商业,大型超市,(null),(null),118.797357,32.100134
易·买得(观江路),商业,大型超市,(null),(null),118.754271,32.14275
中华中学,教育,中学,重点,高中,118.722579,32.02081
太阳城,商业,购物中心,(null),(null),118.822375,31.927921
南京市第五初级中学冶城校区,教育,中学,普通,初中,118.775906,32.029309
证大喜玛拉雅购物中心,商业,购物中心,(null),(null),118.804185,31.967764
桠溪医院,医疗,综合医院,普通,(null),119.154911,31.366821
世纪华联超市(1912店),商业,大型超市,(null),(null),118.795322,32.046202
凤台南路地铁站,交通,地铁站,非换乘,(在建)S2号线/宁马线,118.754556,31.99866
学府路西公交站,交通,公交站,(null),(null),118.687956,32.173845
大塘公交站,交通,公交站,(null),(null),118.747398,31.851667
苏果(御道街店),商业,大型超市,(null),(null),118.816319,32.024195
喜千连超市(南京南站),商业,大型超市,(null),(null),118.798064,31.969531
吉印大道地铁站,交通,地铁站,换乘二线,(在建)5号线;S1号线/机场线,118.795507,31.886166
节制闸公交站,交通,公交站,(null),(null),118.801723,32.015655
苏尚邻里中心,商业,购物中心,(null),(null),118.804463,32.019996
好又多超市,商业,大型超市,(null),(null),118.932931,31.837996
好又多(江山路店),商业,大型超市,(null),(null),118.746075,32.135772
泰来小区南公交站,交通,公交站,(null),(null),118.504345,32.08842
羊山公园地铁站,交通,地铁站,非换乘,2号线,118.939971,32.1038
南京市金陵小学(广志路校区),教育,小学,普通,小学,118.981603,32.124395
南京六合瑞金医院门诊楼,医疗,综合医院,普通,(null),118.861189,32.335261
百家超市(奥体店),商业,大型超市,(null),(null),118.729673,32.004054
明御河公园,景观,公园,普通景点,(null),118.814879,32.028934
托乐嘉商城,商业,购物中心,(null),(null),118.785448,31.944504
河岸花海,景观,公园,普通景点,(null),118.552686,32.147844
泉东路中公交站,交通,公交站,(null),(null),118.878416,31.955924
世纪华联超市(将军大道店),商业,大型超市,(null),(null),118.80167,31.782593
江苏省精神卫生中心,医疗,专科医院,普通,(null),118.769129,32.049827
禄口机场地铁站,交通,地铁站,非换乘,S1号线/机场线,118.873817,31.73037
联合路·康坝公交站,交通,公交站,(null),(null),118.588229,32.175004
石膏矿公交站,交通,公交站,(null),(null),119.026988,32.10967
奥体东地铁站,交通,地铁站,非换乘,2号线,118.729234,32.004581
沧波门南街公交站,交通,公交站,(null),(null),118.886263,32.02322
农花游园,景观,公园,普通景点,(null),118.789884,31.97084
南京市六合区程桥高级中学,教育,中学,普通,高中,118.741064,32.382272
余家湾总站东公交站,交通,公交站,(null),(null),118.594991,32.178529
南京一中实验学校小学部,教育,小学,普通,小学,118.762632,32.009617
向阳小学,教育,小学,普通,小学,118.91822,31.548956
南京市第一医院雨花分院,医疗,综合医院,普通,(null),118.665304,31.916641
冶山中心小学,教育,小学,普通,小学,118.917877,32.509481
万象都荟,商业,购物中心,(null),(null),118.797322,31.998623
侨谊路东公交站,交通,公交站,(null),(null),118.714431,32.185256
天隆寺地铁站,交通,地铁站,非换乘,1号线,118.763131,31.979272
高淳区阳江中心小学东校区,教育,小学,普通,小学,118.833952,31.339528
世纪华联超市(仙林店),商业,大型超市,(null),(null),118.906151,32.091182
市农科所公交站,交通,公交站,(null),(null),118.914145,32.082244
友谊街有轨电车站,交通,公交站,(null),(null),118.707516,31.980817
通江村路中公交站,交通,公交站,(null),(null),118.99176,32.205738
江苏省老年医院(血液肿瘤科),医疗,专科医院,普通,(null),118.721902,32.030878
南京市第十三中学(西家大塘),教育,中学,重点,高中,118.791647,32.063749
科技大道北公交站,交通,公交站,(null),(null),118.777773,31.838533
静海寺纪念馆公交站,交通,公交站,(null),(null),118.744453,32.09135
世纪华联超市(中山南路店),商业,大型超市,(null),(null),118.781564,32.02235
好又多超市(利源中路店),商业,大型超市,(null),(null),118.806288,31.931563
POSLO(弘阳广场),商业,购物中心,(null),(null),118.727252,32.135776
生建场站公交站,交通,公交站,(null),(null),118.624345,31.893668
金牛湖地铁站,交通,地铁站,非换乘,S8号线/宁天线,118.964703,32.46543
南京市第一中学马群分校,教育,中学,普通,初中,118.899343,32.036954
江苏省妇幼保健院,医疗,专科医院,三甲,(null),118.740977,32.059883
铜山中学,教育,中学,普通,高中,118.8791,31.694288
明外郭高桥门公园,景观,公园,普通景点,(null),118.850287,31.994092
南昌路小学,教育,小学,普通,小学,118.780419,32.075581
新世纪小学,教育,小学,重点,小学,118.632601,32.058679
卡子门地铁站,交通,地铁站,换乘二线,(在建)10号线二期;3号线,118.795514,31.995041
砻篰塘西公交站,交通,公交站,(null),(null),118.681168,31.81464
兴学路地铁站,交通,地铁站,非换乘,(在建)6号线,118.861576,32.137502
南京瑞霞明州康复医院,医疗,综合医院,普通,(null),118.851224,32.117742
南京市玛丽生殖孕育中心医院,医疗,专科医院,普通,(null),118.780765,32.003951
南京市逸仙小学,教育,小学,普通,小学,118.802611,32.042611
应天医院,医疗,专科医院,普通,(null),118.803504,31.946739
免税店(金盛田广场),商业,购物中心,(null),(null),118.638842,32.069551
好又多超市(水魔方店),商业,大型超市,(null),(null),119.026059,32.053297
天兴路有轨电车站,交通,公交站,(null),(null),118.904944,32.028157
马娘娘文化主题公园,景观,公园,普通景点,(null),118.818576,32.212275
大桥村公交站,交通,公交站,(null),(null),118.688277,32.273082
李营一桥公交站,交通,公交站,(null),(null),118.679323,32.258611
节制闸南公交站,交通,公交站,(null),(null),118.802769,32.013633
明基医院,医疗,综合医院,普通,(null),118.728964,31.987081
吴侯街地铁站,交通,地铁站,非换乘,S3号线/宁和线,118.693035,31.975465
南京青奥体育公园,景观,公园,普通景点,(null),118.664967,32.045992
世纪华联超市(金王府北),商业,大型超市,(null),(null),118.822917,31.952939
南大仙林校区地铁站,交通,地铁站,非换乘,2号线,118.95951,32.108763
睛界眼科诊所,医疗,专科医院,普通,(null),118.904356,31.332614
UCT优尚天地广场G座,商业,购物中心,(null),(null),118.834143,31.908466
香鸢美颂公交站,交通,公交站,(null),(null),118.720126,32.110139
华润苏果,商业,大型超市,(null),(null),118.774247,32.046362
世纪华联超市(外岗新区店),商业,大型超市,(null),(null),118.849324,31.946227
珠泉花园北公交站,交通,公交站,(null),(null),118.635213,32.060017
