小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
敏捷御峰国际,二手房,番禺区,10615.43,35.0,在售,113.305716,23.002893
利泰花林湖畔,二手房,从化区,7007.88,40.0,在售,113.525579,23.603662
怡港花园,二手房,黄埔区,32824.38,35.0,在售,113.454057,23.099955
富荣新村,二手房,海珠区,29026.62,20.0,在售,113.28287,23.083527
佳创紫峰花园,新房,南沙区,18401.0,30.1,售罄,113.573063,22.798529
阳华国花苑,二手房,天河区,52762.89,45.0,在售,113.392999,23.13831
凤乐雅轩,二手房,海珠区,39646.68,32.0,在售,113.252841,23.096298
会展西岸,二手房,海珠区,63716.59,38.0,在售,113.336879,23.099039
芳草园,二手房,天河区,79853.93,38.0,在售,113.337021,23.142965
御晖苑,二手房,天河区,43852.77,20.0,在售,113.334255,23.144132
宏航苑,二手房,白云区,18591.06,10.0,在售,113.256901,23.188549
豪丰园,二手房,海珠区,37274.63,29.0,在售,113.263059,23.108449
广州绿地城,新房,黄埔区,13497.0,30.0,售罄,113.549049,23.321317
江南大道北,二手房,海珠区,22506.39,10.0,在售,113.266763,23.109408
天河润府,新房,天河区,51074.0,35.0,在售,113.438967,23.124617
神山花园,二手房,白云区,8141.02,15.0,在售,113.189466,23.33014
荷景花园六区,二手房,番禺区,14732.14,35.0,在售,113.344058,22.906096
金河湾家园,二手房,增城区,12126.88,35.0,在售,113.823625,23.274953
方圆御府,二手房,增城区,13088.03,20.1,在售,113.800396,23.297589
中信广场,二手房,天河区,44055.17,30.05,在售,113.324689,23.142378
星河盛世锦城二期,新房,番禺区,35474.0,35.0,在售,113.393306,23.014699
颐德公馆,二手房,天河区,192566.43,42.0,在售,113.337398,23.117243
鸿辉阁,二手房,海珠区,28699.6,20.0,在售,113.328559,23.093368
中国铁建花语上城,新房,南沙区,27376.0,35.0,在售,113.516045,22.792387
碧桂园凤凰城凤鸣苑,二手房,增城区,27234.35,35.0,在售,113.586446,23.129597
天文苑,二手房,天河区,77418.09,30.0,在售,113.320482,23.136207
振业天颂花园,二手房,荔湾区,45833.38,35.0,在售,113.245337,23.069498
又一居花园,二手房,白云区,30593.71,38.0,在售,113.257649,23.170338
翠景苑(花都),二手房,花都区,11645.02,33.0,在售,113.228132,23.384901
金燕花苑,二手房,天河区,35720.86,39.0,在售,113.329155,23.158059
富好城,二手房,增城区,10343.57,21.0,在售,113.6634,23.158047
伟腾云星,二手房,白云区,31584.06,35.0,在售,113.273302,23.222936
阳光城熙然府,二手房,南沙区,16702.85,35.0,在售,113.543145,22.802746
保利红棉花园,二手房,海珠区,29231.37,10.0,在售,113.276743,23.074964
有色金属研究院东生活区,二手房,天河区,33013.57,30.0,在售,113.362568,23.168002
恒宝华庭,二手房,荔湾区,47838.84,29.0,在售,113.241407,23.117584
工业大道中,二手房,海珠区,21820.65,30.0,在售,113.264702,23.078028
康乐大厦,二手房,天河区,20404.28,15.0,在售,113.414828,23.119952
绿地珑玥府,二手房,增城区,10078.57,30.0,在售,113.843515,23.272513
华海大厦,二手房,番禺区,17125.81,30.0,在售,113.359863,22.939204
城投·首筑花园,二手房,南沙区,18203.46,30.0,在售,113.531667,22.728771
翡翠小区,二手房,花都区,13596.16,30.0,在售,113.222113,23.383494
莱茵花园,二手房,番禺区,29179.33,50.0,在售,113.294411,23.038831
警察学院家属区,二手房,白云区,18229.93,10.0,在售,113.230971,23.197769
白云大道南,二手房,白云区,22074.57,30.0,在售,113.273156,23.164409
红菊花大厦,二手房,花都区,12045.68,35.0,在售,113.218962,23.398016
中航大厦,二手房,越秀区,52063.63,15.0,在售,113.295879,23.128733
农林华府,二手房,越秀区,70322.93,30.0,在售,113.296435,23.13231
金海御苑,二手房,番禺区,23325.71,40.0,在售,113.402906,22.93408
朗峰豪庭,新房,南沙区,13612.0,31.0,在售,113.398509,22.796859
绿隆百富华园,二手房,花都区,14616.0,30.0,在售,113.199276,23.396918
广发新村,二手房,海珠区,27290.88,30.0,在售,113.330531,23.095146
广州碧桂园华苑,二手房,番禺区,26852.75,43.4,在售,113.292369,23.027982
夏园大厦,二手房,黄埔区,9261.36,25.0,在售,113.516311,23.081833
时代名著花园,新房,白云区,22992.0,35.0,在售,113.286981,23.317653
裕景花园,二手房,天河区,71825.23,47.0,在售,113.344824,23.124603
凤安花园,二手房,海珠区,32713.53,30.0,在售,113.252617,23.097147
乐苑小区,二手房,黄埔区,24553.23,25.0,在售,113.456884,23.108457
海平阁,二手房,越秀区,46652.9,20.0,在售,113.313985,23.119448
红楼泳场宿舍,二手房,荔湾区,17792.78,10.0,在售,113.224358,23.12063
亚运城运动员村,二手房,番禺区,23853.37,54.0,在售,113.482683,22.947614
盈宝楼,二手房,花都区,7093.7,20.0,在售,113.208799,23.389931
慧华楼,二手房,花都区,11800.86,35.0,在售,113.205994,23.392026
凯荔花园,新房,增城区,15829.0,30.0,在售,113.802884,23.302801
新天半山,二手房,白云区,46581.94,41.6,在售,113.338828,23.216965
山畔雍庭,二手房,白云区,27193.23,40.0,在售,113.279218,23.158268
汇太中路农行宿舍,二手房,增城区,10792.34,50.0,在售,113.612686,23.127908
中国电信宿舍,二手房,海珠区,33340.83,40.0,在售,113.272737,23.098725
首创碧桂园悦山府,新房,增城区,10831.0,35.0,在售,113.851196,23.280373
奥园誉湖湾,二手房,花都区,17300.44,35.0,在售,113.223645,23.368391
紫竹苑(同德围),二手房,白云区,19445.58,32.0,在售,113.239699,23.178035
东城国际大厦,二手房,黄埔区,15131.81,20.0,在售,113.449112,23.101102
骏御华庭,二手房,白云区,29520.63,25.0,在售,113.257132,23.183632
员村四横路1号大院,二手房,天河区,29154.15,40.0,在售,113.372204,23.119836
信达阳光海岸,二手房,海珠区,88549.73,30.0,在售,113.305979,23.103367
保利湖光悦色,新房,海珠区,84316.0,35.0,在售,113.34621,23.07657
金湖翡翠山,二手房,白云区,59579.55,41.2,在售,113.342117,23.196523
尚品华庭,二手房,黄埔区,19277.72,22.0,在售,113.516408,23.061705
雍逸华庭,二手房,番禺区,23167.15,35.0,在售,113.375332,22.923738
保利花城,二手房,花都区,18836.77,35.0,在售,113.196805,23.41839
同德花园同景苑,二手房,白云区,19292.05,30.0,在售,113.236369,23.166548
上苑小区,新房,从化区,9927.0,40.0,售罄,113.536315,23.491263
星汇文华,二手房,番禺区,56685.46,31.6,在售,113.405141,23.041843
皇家花园,二手房,南沙区,8113.86,30.0,在售,113.55257,22.798062
保利星满花园,二手房,南沙区,17589.16,30.0,在售,113.352206,22.834836
中鼎君和名城珺合府,新房,黄埔区,47622.0,30.0,在售,113.447403,23.111602
远安楼,二手房,海珠区,27883.4,36.0,在售,113.284216,23.107353
横枝岗56号大院,二手房,越秀区,28254.73,32.0,在售,113.286703,23.146507
祈福新村月明轩,二手房,番禺区,23896.76,35.0,在售,113.320526,22.95627
祥景花园B区,二手房,白云区,34399.48,26.0,在售,113.270728,23.205623
麓湖盛景,二手房,越秀区,45346.34,2.86,在售,113.275621,23.145158
环宇大厦,二手房,天河区,40503.27,35.0,在售,113.34397,23.127463
珠江·金瑶台,新房,海珠区,47695.0,35.0,在售,113.270561,23.088989
信业悦都荟,二手房,番禺区,14341.95,35.0,在售,113.36478,22.97348
丽景大厦,二手房,花都区,10212.73,25.0,在售,113.206587,23.39243
北城白云花园,二手房,番禺区,22292.32,32.0,在售,113.368058,22.951345
湖景华厦,二手房,越秀区,44040.27,20.0,在售,113.289089,23.120838
富力君湖华庭,二手房,荔湾区,54534.51,37.5,在售,113.248933,23.140193
30号小区,二手房,花都区,8813.43,20.0,在售,113.212706,23.375858
东骏苑,二手房,番禺区,23008.35,35.0,在售,113.377437,22.930706
第四十四中学教工宿舍,二手房,天河区,42239.69,15.0,在售,113.364307,23.122212
百福园,二手房,番禺区,11498.63,20.0,在售,113.492514,22.970463
御湖名邸,二手房,黄埔区,22206.12,39.2,在售,113.512797,23.252462
海天大厦,二手房,海珠区,35184.63,30.0,在售,113.24755,23.103215
广州绿城桂语汀澜,二手房,南沙区,24357.14,35.0,在售,113.503419,22.759197
名粤广场,二手房,海珠区,19666.14,21.0,在售,113.316251,23.082504
大岗兴业花园,二手房,南沙区,12859.49,30.0,在售,113.401616,22.797724
美悦湾,二手房,黄埔区,24040.55,35.0,在售,113.515051,23.060077
新丽苑,二手房,荔湾区,16865.85,15.3,在售,113.188372,23.071232
阳光阁,二手房,花都区,13961.69,20.0,在售,113.19906,23.397799
诚德大厦,二手房,白云区,21161.17,20.0,在售,113.232564,23.159931
融御花园,新房,海珠区,24457.0,40.0,售罄,113.27698,23.064386
越秀滨海汇,二手房,南沙区,11585.27,34.0,在售,113.540316,22.791312
锦绣一方苑,新房,番禺区,14349.0,30.0,在售,113.500542,22.974927
侨颖苑,二手房,天河区,52369.55,30.4,在售,113.358936,23.119136
金龙居,二手房,增城区,8191.69,29.85,在售,113.796827,23.29231
盈翠苑,二手房,番禺区,20715.19,30.0,在售,113.361749,22.959909
恒鑫御雅庭,二手房,海珠区,41075.42,40.0,在售,113.333702,23.090665
德兴苑,二手房,越秀区,38055.08,30.0,在售,113.256414,23.112996
东悦雅苑,二手房,花都区,12321.18,25.0,在售,113.201668,23.403904
明达大厦,二手房,越秀区,67223.37,28.0,在售,113.268767,23.134914
南晓苑,二手房,海珠区,20844.19,15.0,在售,113.287574,23.086554
龙津商贸大厦,二手房,荔湾区,34995.21,20.0,在售,113.251484,23.121362
东怡新区东倩园,二手房,番禺区,21844.36,33.0,在售,113.39042,22.933225
官洲南苑,二手房,海珠区,28863.77,41.0,在售,113.379971,23.077052
民发大厦,二手房,番禺区,14356.73,20.0,在售,113.317657,22.97484
东安苑,二手房,荔湾区,17783.06,10.0,在售,113.225553,23.082417
耀华楼,二手房,花都区,8463.71,20.0,在售,113.216715,23.380702
增城一品山湖,二手房,增城区,6889.97,30.0,在售,113.858549,23.245565
福莱花园,二手房,越秀区,46656.5,40.0,在售,113.308356,23.139417
万科金色荔苑,二手房,荔湾区,45839.51,28.0,在售,113.24567,23.123201
朗晴居一期,二手房,海珠区,49150.29,36.0,在售,113.273574,23.107123
恒荔湾畔,二手房,荔湾区,43085.39,18.3,在售,113.232102,23.101484
隆泰逸品君庭,二手房,白云区,38552.62,38.0,在售,113.258708,23.152304
铂玥明珠ONE,新房,南沙区,26046.0,29.03,售罄,113.508589,22.74796
颐和上院一期,二手房,白云区,54337.05,33.0,在售,113.271074,23.176676
翰盛府,新房,番禺区,69417.0,35.0,在售,113.337226,22.992253
椰诚苑,二手房,海珠区,36574.07,23.0,在售,113.277517,23.109848
新世界东逸花园,二手房,天河区,75495.18,35.0,在售,113.359915,23.128422
华荟南景园,二手房,番禺区,22601.58,35.0,在售,113.370653,22.926734
佳福阁,二手房,天河区,32209.13,31.03,在售,113.373345,23.121233
微澜苑,新房,花都区,23029.0,32.04,在售,113.410104,23.466013
金地·公园名著,新房,增城区,10664.0,30.1,在售,113.589355,23.189654
华师大学宿舍中区,二手房,天河区,72713.66,28.5,在售,113.353305,23.141144
易丰大厦,二手房,天河区,50760.88,30.0,在售,113.352291,23.129242
风行牛奶宿舍,二手房,天河区,22225.64,30.0,在售,113.329848,23.171253
联泰天河YOHO,二手房,天河区,26615.33,30.0,在售,113.405535,23.16374
隆德大厦,二手房,天河区,54077.92,20.0,在售,113.33051,23.13388
东山锦轩,二手房,越秀区,73955.98,30.0,在售,113.295863,23.125484
恒业大厦,二手房,天河区,46580.45,30.0,在售,113.355996,23.12361
祈福聚龙堡,二手房,花都区,10187.67,25.0,在售,113.273932,23.437753
东海花园,二手房,番禺区,35679.2,40.0,在售,113.314744,23.034849
明珠苑,二手房,花都区,13201.17,30.0,在售,113.207444,23.399067
博雅首府,二手房,天河区,121272.22,35.0,在售,113.328779,23.115049
金花苑,二手房,荔湾区,36579.61,21.0,在售,113.250751,23.127321
多宝华厦,二手房,荔湾区,32203.17,21.0,在售,113.239668,23.116307
金泽大厦,二手房,天河区,34357.54,20.0,在售,113.328677,23.128006
碧海大厦,二手房,海珠区,34284.43,35.0,在售,113.315927,23.096836
富力金港城东区,二手房,花都区,12646.43,34.0,在售,113.362279,23.457989
中海花城湾,二手房,天河区,150773.37,30.0,在售,113.331784,23.117759
万科天景花园,二手房,花都区,15876.61,33.0,在售,113.182405,23.373311
广钢鹤平小区,二手房,荔湾区,19471.69,15.0,在售,113.237659,23.07253
观海美寓,二手房,南沙区,14699.16,35.0,在售,113.576863,22.744229
走马岗海关大院,二手房,白云区,22027.83,0.6,在售,113.256477,23.152237
华友大厦,二手房,越秀区,45143.87,30.0,在售,113.304985,23.120394
金龙大厦,二手房,荔湾区,24624.21,30.0,在售,113.247506,23.143574
天鹿花园,二手房,黄埔区,21659.42,30.0,在售,113.428924,23.195663
颐安·俪都府,新房,花都区,18663.0,35.0,在售,113.249191,23.434672
天马河壹号,二手房,花都区,14651.84,35.0,在售,113.185683,23.377003
仓前大厦,二手房,越秀区,33228.15,20.0,在售,113.258796,23.129193
嘉汇城,新房,花都区,14732.0,30.0,在售,113.224725,23.3344
骏豪雅苑,二手房,花都区,13912.49,29.0,在售,113.225359,23.397143
恒龙苑,二手房,海珠区,34859.15,10.0,在售,113.261866,23.102961
华景新城逸馨居,二手房,天河区,46806.06,43.0,在售,113.359584,23.140861
松园小区,二手房,花都区,11603.61,10.0,在售,113.19943,23.395185
丽海雅居,二手房,海珠区,60992.72,25.0,在售,113.281848,23.108947
增埗,二手房,荔湾区,18880.07,35.0,在售,113.237968,23.147235
黄埔中央城,二手房,黄埔区,26304.95,35.0,在售,113.499154,23.152395
云裳峯尚,新房,白云区,57014.0,30.0,在售,113.328432,23.193243
侨宏花园,二手房,从化区,6326.54,35.0,在售,113.639116,23.637639
元邦明月星辉,二手房,荔湾区,45256.11,31.0,在售,113.245374,23.120701
源泉广场,二手房,天河区,24531.43,30.0,在售,113.346919,23.174018
金色里程花园,新房,增城区,16263.0,30.0,售罄,113.728366,23.198209
西关大厦,二手房,荔湾区,24760.09,21.0,在售,113.249085,23.112609
滨江明珠,二手房,海珠区,48699.76,30.0,在售,113.30345,23.103298
富丰华庭,新房,增城区,12576.0,30.0,在售,113.668124,23.275398
纵横花园,二手房,天河区,27649.2,15.0,在售,113.416237,23.121006
山水大厦小区,二手房,增城区,9970.99,10.0,在售,113.818869,23.276438
中洲公馆,二手房,番禺区,12992.18,35.0,在售,113.356385,22.937635
时代雅苑,新房,番禺区,24475.0,30.0,售罄,113.357466,22.919472
嘉丽苑,二手房,海珠区,29171.9,38.0,在售,113.270105,23.098246
金麓山庄,二手房,越秀区,37872.79,41.0,在售,113.272867,23.148545
尚轩103,二手房,番禺区,41509.43,30.0,在售,113.398183,23.042773
佳滨苑,二手房,海珠区,56267.86,30.0,在售,113.283803,23.102704
荔景苑,二手房,花都区,7970.44,30.0,在售,113.420812,23.423168
白云畔山花园圣地摩坊,二手房,白云区,31876.26,35.0,在售,113.317609,23.180579
广纸小区,二手房,海珠区,25385.75,20.0,在售,113.271625,23.074507
新城市宜家,二手房,番禺区,26379.65,30.0,在售,113.314698,23.018457
新城市花园,二手房,花都区,9490.75,35.0,在售,113.210672,23.371289
南湖半岛花园,二手房,白云区,31117.63,57.2,在售,113.336955,23.214828
太平新村,二手房,增城区,9609.28,30.0,在售,113.781157,23.251703
贵贤上品,二手房,荔湾区,47904.72,30.0,在售,113.241337,23.121287
江滨小区,二手房,番禺区,24735.98,30.0,在售,113.406384,22.915404
亿海湾,二手房,海珠区,44693.89,31.0,在售,113.260382,23.107739
体委大院,二手房,越秀区,49633.77,30.0,在售,113.282665,23.122905
丽江花苑,二手房,黄埔区,17709.83,40.0,在售,113.515936,23.061043
兰亭熙园,二手房,海珠区,55487.19,20.0,在售,113.273764,23.08556
爱尚流溪,二手房,从化区,9589.84,35.0,在售,113.619621,23.57065
电视台宿舍,二手房,白云区,25666.41,20.0,在售,113.256498,23.168129
华丰金湾,新房,南沙区,29246.0,35.0,在售,113.501725,22.765145
蓬莱花园,二手房,荔湾区,21758.85,20.0,在售,113.222602,23.105954
天兴大厦,二手房,越秀区,44535.99,10.0,在售,113.311554,23.128994
青云楼,二手房,花都区,10395.39,30.0,在售,113.212834,23.383019
广州龙湖招商天钜,新房,白云区,41351.0,40.0,售罄,113.260688,23.204591
大江苑大江冲,二手房,海珠区,25089.67,15.0,在售,113.312958,23.098274
广州星河湾畅心园,二手房,番禺区,34934.18,56.0,在售,113.331832,23.028573
好美嘉园,二手房,花都区,9351.86,34.0,在售,113.111048,23.332234
爱家园,二手房,越秀区,55902.17,30.0,在售,113.272215,23.116472
恒展江山时代,新房,增城区,12513.0,38.0,售罄,113.67896,23.277572
明都华庭泊岸森邻,二手房,海珠区,35450.69,30.0,在售,113.302568,23.071565
越秀臻荣府,二手房,花都区,24021.7,35.0,在售,113.241353,23.382066
荔林春晓,二手房,从化区,9274.27,35.0,在售,113.493442,23.446336
广东动漫城,二手房,从化区,3581.51,35.0,在售,113.547361,23.495449
新康花园,二手房,增城区,13778.69,60.0,在售,113.588171,23.116151
增城城投·南香雅居,新房,增城区,14319.0,30.0,在售,113.611976,23.188228
广东美术馆宿舍,二手房,白云区,21569.59,30.0,在售,113.271168,23.158089
中交蓝色海湾,二手房,南沙区,23578.05,30.0,在售,113.610203,22.768943
桥虹花园,二手房,番禺区,13865.92,35.0,在售,113.391935,22.94868
杨箕东小区,二手房,天河区,45210.8,35.0,在售,113.322928,23.124209
富力新村,二手房,天河区,27743.79,22.0,在售,113.404132,23.119697
盛大蓝庭,二手房,荔湾区,32867.78,30.0,在售,113.231678,23.079316
深航御花园,二手房,花都区,23462.23,45.0,在售,113.229833,23.402366
温馨里,二手房,番禺区,27347.47,33.0,在售,113.357045,22.95795
桂花岗,二手房,越秀区,30926.82,0.8,在售,113.263487,23.149222
合锦嘉泓·天宇广场,新房,南沙区,23495.0,25.0,在售,113.551825,22.798387
江山国际,二手房,海珠区,90019.01,30.0,在售,113.387159,23.094369
粤虹大厦,二手房,越秀区,55456.61,15.0,在售,113.278861,23.120751
豪骏名苑,二手房,花都区,15625.82,33.6,在售,113.197226,23.381019
广钢观鹤小区,二手房,荔湾区,23195.89,10.0,在售,113.242121,23.072698
黄石大厦,二手房,白云区,16280.47,35.0,在售,113.26121,23.203082
华润置地·公园上城,新房,增城区,20319.0,30.0,在售,113.570132,23.118911
正佳万豪金殿,二手房,天河区,33252.65,30.0,在售,113.326136,23.132681
越秀·星汇城TOD,新房,增城区,21802.0,36.4,售罄,113.594574,23.287063
和乐大厦,二手房,荔湾区,30831.51,25.0,在售,113.249949,23.111446
荔红花园,新房,花都区,16144.0,35.0,在售,113.186788,23.385371
领界,二手房,南沙区,15816.89,29.99,在售,113.533265,22.727642
富力阳光美居,二手房,白云区,26521.98,38.0,在售,113.25962,23.202984
世纪云顶雅苑,二手房,海珠区,56144.0,27.0,在售,113.314459,23.100432
上城湾畔C区别墅,二手房,从化区,12668.92,42.0,在售,113.586717,23.52442
臻尚苑,二手房,番禺区,27944.67,35.0,在售,113.274307,22.995586
星河盛世锦城,新房,番禺区,37347.0,35.19,在售,113.392354,23.012969
广州恒大阳光半岛,新房,南沙区,18781.0,35.0,在售,113.593334,22.686903
园田居,二手房,天河区,40904.05,30.0,在售,113.350235,23.141961
华景新城绿茵居,二手房,天河区,40338.4,40.0,在售,113.358256,23.138484
晓园新村,二手房,海珠区,27192.49,11.0,在售,113.281446,23.086479
江南商住城,二手房,番禺区,15916.94,35.0,在售,113.367989,22.933154
橡树园,二手房,天河区,35527.12,45.0,在售,113.328283,23.168968
天河北商住楼,二手房,天河区,52408.88,20.0,在售,113.336063,23.144464
碧桂园凤凰城凤凰名苑,二手房,增城区,18046.07,68.0,在售,113.581658,23.160113
香柏华府,二手房,番禺区,28885.7,35.0,在售,113.357831,22.906273
华盈居,二手房,天河区,37521.38,50.0,在售,113.308855,23.143899
裕兴新村,二手房,花都区,9056.18,32.0,在售,113.200236,23.393692
荔湾路95号大院,二手房,荔湾区,29229.64,30.0,在售,113.243236,23.128469
茗筑水岸,新房,南沙区,36274.0,30.0,在售,113.503842,22.768833
水木箐华,二手房,花都区,8668.86,28.0,在售,113.178449,23.448936
富华商贸大厦,二手房,越秀区,14952.21,10.0,在售,113.261393,23.118335
长风国际公寓,二手房,增城区,6848.25,20.0,在售,113.622036,23.146883
时代印象,二手房,从化区,11134.39,35.0,在售,113.492578,23.453165
富丽家园旺达楼,二手房,番禺区,15319.45,10.0,在售,113.316167,23.017627
彩虹大厦,二手房,南沙区,8752.22,30.0,在售,113.40345,22.802687
越秀滨海御城,二手房,南沙区,25025.27,35.0,在售,113.541274,22.789988
华悦居,二手房,越秀区,40945.2,20.0,在售,113.256796,23.12303
东悦三期,二手房,花都区,9817.67,30.0,在售,113.204273,23.403912
旭景家园,二手房,天河区,40271.57,35.0,在售,113.402673,23.128253
光机电研究所,二手房,天河区,47765.86,10.0,在售,113.342125,23.137475
沙浦东路(番禺区),二手房,番禺区,14173.27,30.0,在售,113.486871,22.970728
祈福新村湖畔豪庭,二手房,番禺区,56529.53,35.0,在售,113.330226,22.959642
建发广场,二手房,番禺区,12129.98,30.0,在售,113.486197,22.964786
晓南二街海运局宿舍,二手房,海珠区,26891.63,10.0,在售,113.288725,23.087202
黄电新村,二手房,黄埔区,19840.3,30.0,在售,113.520952,23.085156
宏康花园六期明悦居,二手房,黄埔区,18643.39,33.0,在售,113.546253,23.108475
绿景苑,二手房,花都区,16700.93,34.0,在售,113.236881,23.402405
康华楼(番禺区),二手房,番禺区,15032.28,35.0,在售,113.303702,23.024634
祈福新村A区,二手房,番禺区,25353.66,33.0,在售,113.338296,22.965094
宝岗大道,二手房,海珠区,26695.21,30.0,在售,113.265066,23.095921
江南花苑,二手房,番禺区,14176.17,44.6,在售,113.354641,22.941965
荣升·珑樾,新房,白云区,46988.0,32.0,在售,113.325482,23.195043
聚侨苑,二手房,天河区,38206.5,30.0,在售,113.319372,23.130432
可逸家园,二手房,海珠区,59675.19,46.0,在售,113.269466,23.092296
珠光御景山水城,二手房,从化区,9083.54,40.0,在售,113.616197,23.587256
