小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
红郡雅苑,二手房,北辰区,18852.39,45.0,在售,117.140418,39.216354
泉富家园,二手房,红桥区,23289.89,35.0,在售,117.153356,39.17696
亲亲家园金泽园,二手房,西青区,13945.5,25.0,在售,117.220442,39.005887
国风星苑二期,二手房,西青区,19577.81,10.0,在售,117.196932,39.062351
淮和园,二手房,北辰区,16128.5,25.0,在售,117.194688,39.211495
二号道电力公寓,二手房,武清区,8244.81,20.0,在售,117.075062,39.360444
榕江里,二手房,河西区,23371.43,35.0,在售,117.273076,39.066382
都会轩,二手房,和平区,66239.76,15.0,在售,117.20037,39.11718
蝶恋兴园,二手房,宝坻区,7219.29,40.0,在售,117.285239,39.713045
旭辉朗悦湾,二手房,滨海新区,6832.07,35.0,在售,117.775275,39.235644
保利朗阅,二手房,武清区,15707.11,40.0,在售,116.994732,39.41073
普达里,二手房,北辰区,13457.13,25.0,在售,117.200659,39.201866
长春里,二手房,滨海新区,13120.1,35.0,在售,117.643863,39.019532
玉水园,二手房,河西区,24947.13,38.0,在售,117.213351,39.071365
华亭国际,二手房,西青区,16389.91,35.0,在售,117.07279,39.120289
水景花都,二手房,滨海新区,13174.61,25.0,在售,117.637305,39.037595
恒大山水城,二手房,武清区,8574.46,40.0,在售,116.955703,39.485396
世纪花园(汉沽区),二手房,滨海新区,7843.76,35.0,在售,117.811074,39.257757
盛世颐园,二手房,武清区,16033.64,40.0,在售,117.006552,39.385193
丁字沽十一段,二手房,红桥区,22878.29,25.0,在售,117.15689,39.17579
燕云小镇,二手房,武清区,9987.73,40.0,在售,116.956509,39.475288
东兴里（西青区）,二手房,西青区,7168.95,10.0,在售,117.087362,39.129214
卫东楼,二手房,滨海新区,11108.19,10.0,在售,117.811478,39.258
龙滨园,二手房,南开区,29077.73,35.0,在售,117.159781,39.078171
依丽园,二手房,西青区,13444.99,40.0,在售,117.084972,39.118515
汇海南里,二手房,东丽区,10335.53,10.0,在售,117.321577,39.101035
香锦园,二手房,西青区,12710.22,20.0,在售,117.046167,39.062165
东尚名居,二手房,河东区,21754.15,27.0,在售,117.246974,39.122376
悦海园,二手房,滨海新区,13762.98,25.0,在售,117.661015,39.014423
雍大阳光花园,二手房,武清区,5470.41,40.0,在售,116.997311,39.290254
城市之光星光园,二手房,河东区,26859.09,40.01,在售,117.213474,39.140815
正源公寓,二手房,红桥区,16082.05,30.0,在售,117.141955,39.1595
友谊楼,二手房,河西区,32523.24,30.0,在售,117.20684,39.093767
华远棠悦,二手房,滨海新区,8038.73,43.0,在售,117.833478,39.226556
远洋城滨熙花园,二手房,滨海新区,10782.72,10.0,在售,117.594921,39.034759
海明园东区,二手房,滨海新区,10276.01,32.0,在售,117.510189,38.861558
龍熙帝景,二手房,宝坻区,9987.87,40.0,在售,117.306952,39.704247
香水园,二手房,河西区,27154.44,31.0,在售,117.209297,39.07044
鹏程里(和平),二手房,和平区,70301.14,10.0,在售,117.202081,39.1137
尚品嘉园,二手房,河西区,40726.21,25.0,在售,117.218863,39.111098
怀安西里,二手房,南开区,19100.34,15.0,在售,117.159953,39.12723
北苑小区,二手房,滨海新区,5166.3,20.0,在售,117.494605,38.73754
亲和美园,二手房,西青区,9663.91,42.0,在售,117.265793,39.006867
湘江楼,二手房,河西区,27929.06,10.0,在售,117.209327,39.100881
远洋琨庭春华园,二手房,滨海新区,18868.4,35.0,在售,117.721143,39.012345
万辰金色家园,二手房,武清区,7301.03,55.15,在售,116.9271,39.171881
合景誉峰,二手房,滨海新区,15524.84,43.0,在售,117.67056,38.99108
颐安花园东区,二手房,武清区,14126.49,35.0,在售,117.045823,39.368395
紫罗园,二手房,北辰区,12952.08,40.0,在售,117.135321,39.237294
东昊骏璟学府,新房,宁河区,9919.0,40.0,在售,117.795632,39.334637
云广新里,二手房,河西区,30025.76,23.0,在售,117.237826,39.092556
七一大楼,二手房,红桥区,17667.84,20.0,在售,117.1515,39.145578
江南城,新房,西青区,18508.0,45.0,售罄,117.002107,39.125148
悦盛园,二手房,东丽区,8957.55,26.0,在售,117.40255,39.063099
海晶北园,二手房,滨海新区,9914.9,30.0,在售,117.660979,39.005975
揽湖苑,二手房,东丽区,13216.97,25.0,在售,117.500637,39.178475
梅花楼,二手房,蓟州区,9366.81,10.0,在售,117.405964,40.043984
云丽园,二手房,河东区,16505.23,25.0,在售,117.280609,39.151252
普明里丙区,二手房,津南区,6863.03,50.0,在售,117.381086,38.981598
中海国际公园城瞰湖苑,二手房,津南区,7827.32,30.0,在售,117.354432,38.916925
宝税公寓,二手房,宝坻区,5244.82,45.0,在售,117.322168,39.716287
翠景园,二手房,武清区,16460.23,36.0,在售,117.029684,39.377889
季景峰阁,二手房,滨海新区,15288.21,20.0,在售,117.746419,39.116519
爱国东里,二手房,滨海新区,6328.54,25.0,在售,117.393421,38.668252
广汇园,二手房,西青区,11161.79,25.0,在售,117.006402,39.139474
夏阳溪韵,二手房,东丽区,12590.96,45.0,在售,117.487734,39.196749
古韵阳光家园,新房,静海区,12329.0,21.05,售罄,116.920291,38.932148
天铂曜园,二手房,滨海新区,14591.97,30.0,在售,117.776227,39.103526
光华公寓,二手房,河东区,18807.34,40.0,在售,117.250802,39.093524
惠阳里(滨海新区),二手房,滨海新区,8311.0,18.0,在售,117.824454,39.236387
大华国展公园世家,新房,津南区,13011.0,40.0,在售,117.348387,39.041694
天津恒大中央公园,新房,滨海新区,13996.0,40.0,售罄,117.807339,39.183945
厚泽园,二手房,蓟州区,11449.37,30.0,在售,117.442842,40.045645
尚友村,二手房,和平区,60510.29,10.0,在售,117.206684,39.114207
中山门西里,二手房,河东区,18693.37,30.0,在售,117.260222,39.111162
协昌里二条,二手房,和平区,71629.02,40.0,在售,117.18776,39.1235
万科新城蝶兰苑,二手房,北辰区,10311.04,35.0,在售,117.210169,39.211007
海源公寓,二手房,红桥区,18939.41,20.0,在售,117.147138,39.161952
郁园里,二手房,南开区,22171.37,25.0,在售,117.136466,39.09234
瑞星里,二手房,和平区,57919.21,25.0,在售,117.1928,39.105837
三潭西里,二手房,南开区,25338.82,25.0,在售,117.153708,39.122225
蒲瑞祥园东区,二手房,武清区,13159.94,40.0,在售,117.016803,39.400891
塞纳公馆,二手房,南开区,16225.62,20.0,在售,117.148697,39.101524
水琳园,二手房,南开区,27671.81,25.0,在售,117.145416,39.136753
星河香堤园,二手房,西青区,16283.23,45.5,在售,117.032652,39.072778
桥园里,二手房,河北区,17187.34,20.0,在售,117.239246,39.17232
仁爱濠景庄园安景园,二手房,南开区,24056.37,18.0,在售,117.173385,39.07007
普康里,二手房,北辰区,14246.76,20.0,在售,117.203181,39.20455
碧桂园华厦阅海,二手房,滨海新区,6071.12,35.0,在售,117.787258,39.232775
繁华里,二手房,河北区,13759.73,25.0,在售,117.20457,39.184127
贻成·华府,新房,滨海新区,18443.0,35.0,在售,117.631781,39.028824
乌江里,二手房,河北区,15496.01,15.0,在售,117.24879,39.167746
兴泰西里,二手房,南开区,21901.83,25.0,在售,117.163041,39.12131
银蕊园,二手房,河东区,17886.62,43.0,在售,117.280977,39.158545
汇悦城,新房,东丽区,7634.0,38.0,在售,117.478732,39.087643
香雍玖和,二手房,武清区,12877.65,41.0,在售,116.981537,39.408412
恋日花园,二手房,河东区,17714.92,23.0,在售,117.233836,39.14663
世侨唐墅,二手房,武清区,8428.42,30.0,在售,116.806676,39.554253
玉坨里,二手房,滨海新区,8348.38,10.0,在售,117.808551,39.251514
淦江东里,二手房,南开区,22158.84,25.1,在售,117.14647,39.101077
文泉西苑,二手房,和平区,73545.8,20.0,在售,117.204861,39.121273
佳安里,二手房,北辰区,13623.89,25.0,在售,117.124381,39.195235
仁和园(北辰区),二手房,北辰区,7298.03,25.0,在售,117.116167,39.233438
保靖里,二手房,河东区,19141.2,10.0,在售,117.224856,39.128173
堤南里,二手房,南开区,24807.22,21.0,在售,117.142691,39.093925
美的旭辉翰悦府,二手房,西青区,18257.96,43.0,在售,117.093989,39.069026
万隆花园小区,二手房,东丽区,14435.1,27.0,在售,117.283744,39.123081
宁乐里,二手房,南开区,25523.71,22.0,在售,117.17743,39.08731
金门里,二手房,北辰区,13990.52,26.0,在售,117.145106,39.21064
和平里小区北区,二手房,武清区,9831.96,15.0,在售,117.049597,39.373707
乔园,二手房,东丽区,9334.28,38.65,在售,117.375334,39.180022
逸庭苑,二手房,河东区,15119.5,25.0,在售,117.22056,39.124114
万达公馆,二手房,河东区,26860.76,45.0,在售,117.237393,39.105402
宏达园,二手房,滨海新区,10857.19,25.0,在售,117.667928,39.045219
蓟州·宸院,二手房,蓟州区,10674.23,42.0,在售,117.374458,40.020517
川南里,二手房,南开区,20449.6,21.0,在售,117.128435,39.122882
城市艺墅,二手房,宝坻区,7886.2,40.0,在售,117.325271,39.714205
天房璟悦府,新房,北辰区,14622.0,40.0,售罄,117.106351,39.211361
舒畅园,二手房,东丽区,15589.69,25.0,在售,117.293174,39.114342
荣华小区,二手房,河西区,38856.77,20.0,在售,117.212849,39.108899
苏堤公寓,二手房,南开区,23615.21,25.2,在售,117.15096,39.122771
华馨公寓,二手房,河东区,22193.27,40.0,在售,117.225183,39.136973
保利海棠湾,二手房,武清区,18777.99,41.0,在售,117.035591,39.389868
上河雅苑南里,二手房,武清区,16360.36,45.0,在售,117.034301,39.378563
安德里,二手房,河西区,42338.14,25.0,在售,117.214059,39.10953
东环,二手房,河北区,13337.46,25.0,在售,117.201779,39.187969
海颂园,二手房,东丽区,13303.49,40.0,在售,117.303369,39.083815
积庆里,二手房,河西区,45403.03,20.0,在售,117.21563,39.107953
和盛公寓,二手房,河东区,18983.41,25.0,在售,117.257635,39.110853
滨渠里,二手房,西青区,14712.31,25.0,在售,117.091786,39.090219
鹤山里,二手房,河北区,16576.46,10.0,在售,117.241225,39.154125
天娇园,二手房,河西区,37554.55,25.0,在售,117.192578,39.092523
华康里,二手房,河东区,16575.17,25.0,在售,117.223126,39.144765
翠荫里,二手房,河东区,18956.78,26.0,在售,117.255827,39.140987
富方园,二手房,河北区,16910.02,33.0,在售,117.215687,39.160163
金科集美天城,新房,滨海新区,4757.0,40.0,在售,117.664801,39.021242
阳光佳园四里,二手房,滨海新区,9018.08,30.0,在售,117.4809,38.725046
庆丰东里,二手房,滨海新区,17503.64,20.0,在售,117.415654,38.67636
振河里,二手房,和平区,49018.24,20.0,在售,117.185401,39.102933
红星城市广场,二手房,宝坻区,9149.27,43.0,在售,117.326806,39.725666
永勤里,二手房,和平区,71474.26,18.0,在售,117.198838,39.114561
香逸园,二手房,滨海新区,14382.28,40.0,在售,117.495909,38.841404
天保意境雅居,二手房,东丽区,21082.54,49.0,在售,117.412783,39.146335
御江臺,二手房,河西区,36589.25,45.0,在售,117.237826,39.046203
雅阳家园,二手房,南开区,24401.68,25.0,在售,117.132104,39.128786
景逸园,二手房,河北区,21669.23,25.01,在售,117.21703,39.15382
建设嘉园,二手房,静海区,5211.87,30.0,在售,116.91378,39.03593
大运河府,二手房,北辰区,17193.28,40.0,在售,117.129168,39.216204
古芳里,二手房,河西区,23508.95,40.0,在售,117.247278,39.083767
怒江里,二手房,河北区,16180.65,25.0,在售,117.24684,39.155814
马场道（河西区）,二手房,河西区,32939.01,35.0,在售,117.201311,39.105206
融创阿朵云岛,新房,津南区,12354.0,30.0,在售,117.340551,38.899606
新华上院,二手房,静海区,12713.33,40.0,在售,117.090879,38.960018
汀芳花园,二手房,津南区,9597.63,40.0,在售,117.329083,39.036076
龙居花园6区,二手房,西青区,11308.02,25.0,在售,117.244815,39.021501
瀛台里,二手房,北辰区,12490.06,25.0,在售,117.131218,39.224019
德翔里,二手房,东丽区,8158.45,40.0,在售,117.278449,39.213626
顺佳花园金悦府,二手房,武清区,6766.63,40.0,在售,116.90803,39.181567
贵贤里,二手房,河北区,15662.66,26.0,在售,117.21467,39.183157
北岸中心,二手房,红桥区,27687.89,40.0,在售,117.141048,39.179901
中钢大厦,二手房,河西区,22087.75,25.0,在售,117.22305,39.096798
元五大楼,二手房,河西区,20669.29,20.0,在售,117.265427,39.075975
日光里,二手房,河北区,18291.54,16.0,在售,117.19964,39.159235
世纪嘉园,二手房,滨海新区,7438.94,20.0,在售,117.474439,38.857984
远洋国际中心B区,二手房,河东区,17157.86,35.0,在售,117.224858,39.139002
宏达公寓,二手房,和平区,48027.04,23.0,在售,117.205089,39.119069
诚厚里,二手房,河东区,20441.36,15.0,在售,117.219701,39.129276
中阳里,二手房,滨海新区,7901.61,20.0,在售,117.817201,39.251138
万达水西台,新房,红桥区,35844.0,40.0,售罄,117.147758,39.149959
长青里,二手房,西青区,14517.63,10.0,在售,117.002619,39.140794
世升花园,二手房,和平区,57102.42,26.1,在售,117.19549,39.11223
融侨阳光城皓玥,二手房,西青区,15546.75,40.0,在售,117.02692,39.057995
福缘里,二手房,和平区,69070.53,15.0,在售,117.19124,39.123247
康馨里,二手房,河东区,18285.59,45.1,在售,117.2231,39.139946
岷江里,二手房,滨海新区,12524.66,40.0,在售,117.640424,39.043979
翠港园,二手房,津南区,9412.2,15.0,在售,117.314335,39.043825
新桥里甲,二手房,滨海新区,10439.42,20.0,在售,117.659089,38.998596
地纬路大楼,二手房,河北区,16377.19,20.0,在售,117.195229,39.153318
长乐里,二手房,和平区,73729.86,30.0,在售,117.197355,39.108052
晨熙公寓,二手房,南开区,26655.16,50.0,在售,117.176118,39.083034
碧泉花园,二手房,西青区,11614.32,12.0,在售,117.023952,39.134815
昆悦里,二手房,东丽区,13783.39,25.0,在售,117.27986,39.112724
季景馨园,二手房,东丽区,14181.12,35.0,在售,117.310632,39.140189
赛德广场,二手房,南开区,20649.89,18.0,在售,117.14853,39.112428
梅江康城,二手房,西青区,17760.51,40.0,在售,117.223549,39.026395
京基嶺墅,二手房,津南区,16457.47,40.0,在售,117.291857,38.982298
美福园,二手房,河东区,21677.29,30.0,在售,117.218028,39.137375
长青北里,二手房,河北区,14647.07,10.0,在售,117.22735,39.169721
世纪祥和家园(塘沽区),二手房,滨海新区,14242.71,30.0,在售,117.699015,39.005704
雅卉里,二手房,南开区,25420.78,15.0,在售,117.138441,39.144634
星河湾花园,二手房,宝坻区,13593.58,60.0,在售,117.307191,39.701282
英俊名邸,二手房,南开区,34506.34,30.0,在售,117.160701,39.125812
运河文化城,新房,北辰区,13260.0,40.0,售罄,117.127251,39.213851
四化里,二手房,滨海新区,7426.54,20.0,在售,117.452745,38.841208
新景园（津南）,二手房,津南区,13683.86,15.0,在售,117.292613,39.014733
石油新村2区,二手房,滨海新区,8482.17,10.0,在售,117.683802,38.971942
联合里,二手房,河西区,30738.14,25.0,在售,117.23338,39.094176
城南家园,二手房,南开区,30902.64,35.0,在售,117.174976,39.135955
第六田园优仕家园,二手房,河西区,28421.46,40.0,在售,117.228303,39.052953
明溪里,二手房,河北区,18469.92,25.0,在售,117.22165,39.151409
红磡领世郡常春藤,二手房,津南区,18137.32,25.0,在售,117.27778,39.026794
平昌楼,二手房,红桥区,9933.31,40.0,在售,117.160527,39.176891
宝坻·万科城市之光,二手房,宝坻区,9405.07,45.0,在售,117.34468,39.725287
海翔公寓,二手房,河西区,19165.65,25.0,在售,117.249664,39.064398
隆成家园,二手房,河北区,18289.47,30.0,在售,117.185464,39.181374
揽韵园,二手房,蓟州区,15294.35,45.0,在售,117.452342,40.060951
名都公寓,二手房,河西区,21216.66,20.0,在售,117.2316,39.071888
惠森花园,二手房,河东区,22213.53,42.1,在售,117.215974,39.135791
林古里,二手房,河北区,22824.32,26.0,在售,117.21385,39.151729
长城公寓,二手房,河东区,25490.57,40.0,在售,117.231068,39.121537
仁爱团泊湖逸湖岸,二手房,静海区,6266.96,20.0,在售,117.152759,38.891652
玉泉里社区,二手房,南开区,26594.41,25.0,在售,117.170315,39.116626
创新北里,二手房,滨海新区,8432.46,40.0,在售,117.407883,38.6722
云轩公寓,二手房,南开区,23858.6,25.0,在售,117.148366,39.108452
鸿正绿色家园,二手房,滨海新区,13391.19,30.0,在售,117.64985,39.046415
治国里,二手房,滨海新区,10773.09,25.0,在售,117.656252,39.03765
宣惠园社区,二手房,津南区,6656.61,30.0,在售,117.401679,38.960707
欣桃园,二手房,津南区,11324.25,23.0,在售,117.324125,39.048485
华宁北里,二手房,南开区,21111.22,10.0,在售,117.140906,39.104357
大兴新邨,二手房,和平区,45214.77,10.0,在售,117.202015,39.11218
长江公寓,二手房,南开区,19913.33,25.0,在售,117.142321,39.130057
中国铁建花语天著,新房,津南区,16975.0,40.0,售罄,117.343948,39.041978
米兰阳光花园,二手房,津南区,11637.36,15.0,在售,117.385089,38.998646
順驰城市艺墅,二手房,武清区,14351.32,36.0,在售,117.031379,39.37265
保盈里,二手房,南开区,19093.5,20.0,在售,117.134909,39.105625
苏州里,二手房,滨海新区,10736.81,25.0,在售,117.653921,39.037198
渤龙观湖湾,二手房,滨海新区,9970.34,25.0,在售,117.532118,39.125497
鸿泰园,二手房,北辰区,11986.08,40.0,在售,117.113784,39.233986
东润名邸,二手房,河东区,21551.29,25.0,在售,117.24123,39.105935
华开里,二手房,滨海新区,11900.19,25.0,在售,117.708734,39.0045
华福小区,二手房,滨海新区,3327.43,20.0,在售,117.372556,38.676984
志善里,二手房,和平区,63152.22,15.0,在售,117.187775,39.12488
世纪佳园,二手房,津南区,9537.66,10.0,在售,117.374164,38.989788
惠州里,二手房,河西区,36371.66,26.0,在售,117.211802,39.093495
亿博棠樾府,新房,武清区,12160.0,40.0,在售,116.933412,39.597662
光辉楼,二手房,南开区,27112.93,15.0,在售,117.137801,39.141473
芳林泰达园,二手房,滨海新区,24232.63,44.7,在售,117.70267,39.029947
罗兰新园,二手房,河西区,31584.36,40.0,在售,117.206732,39.10526
天辰里小区,二手房,西青区,12155.86,25.0,在售,117.039871,39.064715
通新润府,新房,津南区,8538.0,38.19,在售,117.438171,38.922189
星光园,二手房,滨海新区,3040.2,40.0,在售,117.235526,38.633711
红磡公寓,二手房,南开区,27484.02,30.0,在售,117.170599,39.119069
剑桥郡博睿园 ,二手房,宝坻区,9857.04,40.0,在售,117.328125,39.742022
西康路36号,二手房,和平区,55425.19,25.0,在售,117.189189,39.105986
原平里,二手房,南开区,23014.38,10.0,在售,117.131413,39.142225
海泰海港花园,二手房,滨海新区,5501.04,40.0,在售,117.696476,38.917269
小镇西西里瑞安里,二手房,西青区,12333.29,38.0,在售,117.108051,39.030392
协兴里,二手房,和平区,76232.14,40.0,在售,117.199932,39.111797
无缝大楼,二手房,河西区,23440.71,15.0,在售,117.266208,39.075267
格调梁园,新房,滨海新区,16284.0,30.0,在售,117.464662,38.843101
信华楼,二手房,和平区,55470.78,20.0,在售,117.185737,39.114572
联发红郡,二手房,西青区,15786.32,45.0,在售,117.030518,39.078017
学畔馨园,二手房,西青区,8119.2,40.0,在售,117.124005,39.048824
津塘路14号,二手房,河东区,15430.81,10.0,在售,117.228992,39.126383
宜禾美林,二手房,滨海新区,14328.55,40.0,在售,117.756853,39.118529
嘉畅园,二手房,河北区,19881.32,40.0,在售,117.242199,39.178274
泽信·渤龙云筑,二手房,滨海新区,9522.29,30.0,在售,117.533055,39.112812
新汇华庭,二手房,和平区,60412.73,45.0,在售,117.187368,39.135039
滨愉花园（远洋城6期）,二手房,滨海新区,10867.35,40.0,在售,117.605707,39.034089
鲲鹏苑,二手房,滨海新区,13085.33,15.0,在售,117.69586,39.037217
旭园,二手房,东丽区,10190.95,25.0,在售,117.391807,39.176101
金泰花园,二手房,河北区,17013.23,25.0,在售,117.22099,39.16101
天晟华府,新房,滨海新区,15202.0,40.0,在售,117.500877,38.85606
奕聪花园,二手房,南开区,25049.72,40.0,在售,117.16617,39.074256
好新家园,二手房,东丽区,10641.54,20.0,在售,117.316642,39.137
才俊里,二手房,河西区,29535.76,10.0,在售,117.196033,39.078618
子牙里,二手房,红桥区,17076.59,30.0,在售,117.15597,39.166435
康达公寓,二手房,和平区,41142.82,25.0,在售,117.192461,39.12321
毛织二宿舍,二手房,河西区,20584.74,10.0,在售,117.247675,39.083107
鑫源花苑,二手房,滨海新区,4154.1,35.0,在售,117.81167,39.267672
水岸华庭(津南区),二手房,津南区,12153.83,10.0,在售,117.374555,38.991486
东花园大楼,二手房,河西区,22473.66,10.0,在售,117.273823,39.071575
十二经路16,二手房,河东区,18439.35,15.0,在售,117.224607,39.119068
胜利楼,二手房,静海区,10089.29,30.0,在售,116.921949,38.94461
家贤里,二手房,西青区,10388.79,14.99,在售,117.024759,39.0802
万科新城郁金苑,二手房,北辰区,19582.79,40.0,在售,117.208894,39.210486
纯皓家园,二手房,河西区,28563.59,1.9,在售,117.22018,39.075759
旭日里,二手房,北辰区,16578.83,20.0,在售,117.137903,39.218715
泰安道五大院,二手房,和平区,47338.7,15.0,在售,117.214744,39.122968
运河半岛,新房,武清区,12966.0,40.0,在售,117.061706,39.432786
龙居花园8区,二手房,西青区,11053.9,20.0,在售,117.247367,39.016032
天房泊玺苑,二手房,静海区,6222.96,40.0,在售,117.172939,38.898152
向阳里(红桥),二手房,红桥区,18219.22,20.0,在售,117.147235,39.15263
益寿里,二手房,和平区,81587.2,20.0,在售,117.195845,39.115262
德旺里,二手房,和平区,80250.35,12.0,在售,117.203901,39.114683
城市亮点花园,二手房,津南区,7598.61,10.0,在售,117.372219,38.991223
碧溪雅园,二手房,武清区,9068.11,35.0,在售,117.091352,39.345976
翡翠嘉和,新房,西青区,24054.0,45.0,售罄,117.074211,39.133773
花语东轩,二手房,滨海新区,20291.68,34.0,在售,117.72598,39.021827
银角公寓,二手房,河东区,12799.7,10.0,在售,117.228463,39.128087
悦府家园,二手房,南开区,41138.48,30.0,在售,117.179043,39.135651
万科大都会1号,新房,滨海新区,23227.0,35.0,在售,117.68434,39.017037
增进里,二手房,河西区,27057.26,10.0,在售,117.20428,39.095528
中交美墅花园,新房,宝坻区,18099.0,40.0,在售,117.295291,39.712951
津开里,二手房,河北区,14803.0,10.0,在售,117.232434,39.161781
科研里,二手房,河西区,17685.3,30.0,在售,117.265361,39.072225
新景安里,二手房,河东区,20195.86,23.0,在售,117.224114,39.12721
雍鑫雍祥园,新房,河东区,21182.0,40.0,在售,117.266032,39.137289
春阳北里,二手房,滨海新区,7491.3,20.0,在售,117.405398,38.676224
翠亨村C区,二手房,滨海新区,21269.91,25.0,在售,117.704353,39.032254
车站北路348,二手房,滨海新区,10637.0,30.0,在售,117.642185,39.03089
花港里,二手房,南开区,27954.08,30.0,在售,117.161693,39.116894
乐美花园,二手房,西青区,15175.84,10.0,在售,117.025406,39.118103
宁强里,二手房,南开区,18514.7,25.0,在售,117.12872,39.130767
太阳城金旭园,二手房,河东区,22763.78,40.0,在售,117.276485,39.160145
万科双子座,二手房,滨海新区,15264.75,20.0,在售,117.72801,39.034977
泽信·公园御府,二手房,北辰区,13629.69,43.0,在售,117.077492,39.211415
天山龍玺,二手房,津南区,9906.38,30.0,在售,117.43994,38.929196
万科翡翠嘉和,二手房,西青区,21296.64,40.0,在售,117.074323,39.131284
安泰小区,二手房,滨海新区,3256.11,20.0,在售,117.519366,38.684076
宇正园,二手房,南开区,27871.64,30.0,在售,117.160332,39.138552
心港假日苑北区,二手房,滨海新区,6661.09,20.0,在售,117.495005,38.721445
荣馨园,二手房,滨海新区,13377.76,40.0,在售,117.744297,39.114954
红专公寓,二手房,河西区,21018.09,25.0,在售,117.228062,39.087379
和春里,二手房,北辰区,13794.43,28.0,在售,117.139197,39.195078
府君里,二手房,蓟州区,9495.94,20.0,在售,117.417697,40.052527
中储城邦,二手房,北辰区,15261.95,42.0,在售,117.159438,39.207105
欣欣小区南区,二手房,滨海新区,4355.99,35.0,在售,117.504488,38.798299
冬梅轩,二手房,东丽区,7540.31,45.0,在售,117.439315,39.064564
