小区名称,小区属性,区域名称,成交均价,绿化率,销售状态,中心点经度,中心点纬度
西辛南区,二手房,顺义区,25651.79,30.0,在售,116.642033,40.13122
京贸家园,二手房,通州区,44479.49,30.0,在售,116.690416,39.920171
西黄城根北街23号,二手房,西城区,147556.39,28.0,在售,116.376702,39.925464
禧瑞学府,二手房,石景山区,67251.61,50.0,在售,116.206352,39.935631
梦想家园西区,二手房,怀柔区,20901.31,30.0,在售,116.689026,40.283392
瑞士公寓,二手房,东城区,70280.82,20.0,在售,116.437334,39.933313
林肯公园二期A区,二手房,大兴区,30403.35,30.0,在售,116.499009,39.809093
学院路30号院,二手房,海淀区,93031.14,33.0,在售,116.359763,39.992698
赵山供电局宿舍,二手房,石景山区,29814.22,30.0,在售,116.165335,39.930032
翠微路17号院,二手房,海淀区,85437.27,30.0,在售,116.301416,39.907819
首开香溪郡,二手房,通州区,32991.92,30.0,在售,116.670168,40.008324
双城公寓,二手房,丰台区,36359.05,20.0,在售,116.406318,39.85769
车公庄西路23号院,二手房,海淀区,83831.3,30.0,在售,116.318001,39.9328
安华里五区,二手房,朝阳区,69217.8,40.0,在售,116.4045,39.963103
浅山香邑,二手房,顺义区,17903.68,35.0,在售,116.936076,40.14752
玉泉西街2号院,二手房,石景山区,37728.94,25.0,在售,116.247609,39.915939
润枫嘉尚,二手房,朝阳区,36090.5,25.0,在售,116.502656,39.923774
港馨家园西区,二手房,顺义区,25497.77,30.0,在售,116.677137,40.106161
蒲安东里,二手房,丰台区,48006.68,30.0,在售,116.420284,39.862586
融华世家,二手房,朝阳区,78647.01,36.0,在售,116.421259,39.999753
惠新西街甲15号院,二手房,朝阳区,57405.92,33.0,在售,116.415795,39.984937
藤花紫院,二手房,海淀区,77508.21,31.0,在售,116.375515,39.9827
沙栏胡同,二手房,西城区,79942.46,30.0,在售,116.365081,39.884441
北滨河路55号,二手房,西城区,55481.01,10.0,在售,116.347856,39.891411
密云橡树湾东区,二手房,密云区,22858.25,30.0,在售,116.8403,40.354798
百草园,二手房,海淀区,62159.6,30.0,在售,116.2796,40.034932
忠实里,二手房,东城区,69317.81,30.0,在售,116.445294,39.898442
月坛西街西里,二手房,西城区,105903.05,30.0,在售,116.349152,39.917344
检测厂宿舍楼,二手房,昌平区,19358.04,10.0,在售,116.10918,40.229888
华源新第,二手房,丰台区,46781.8,30.0,在售,116.316282,39.878502
蓟门里北区,二手房,海淀区,84939.73,33.0,在售,116.350422,39.972112
芳城东里,二手房,丰台区,53507.26,30.0,在售,116.442196,39.867349
安立花园,二手房,朝阳区,61173.21,60.0,在售,116.408287,40.003486
国瑞城东区,二手房,东城区,84590.24,30.0,在售,116.425168,39.898338
三空间,二手房,朝阳区,62242.52,35.0,在售,116.421052,39.99063
西四块玉,二手房,东城区,76772.96,15.0,在售,116.421925,39.88008
西总布胡同,二手房,东城区,84780.97,30.0,在售,116.422163,39.911769
小黄庄前街3号院,二手房,朝阳区,58805.67,30.0,在售,116.415442,39.964432
育慧里一区,二手房,朝阳区,55254.36,23.0,在售,116.430189,39.990574
次渠北里一区,二手房,通州区,30935.4,30.0,在售,116.573905,39.80839
龙锦苑东一区,二手房,昌平区,27834.03,33.0,在售,116.367101,40.088888
看丹苑,二手房,丰台区,36737.36,20.0,在售,116.290807,39.841181
花梗胡同1号院,二手房,东城区,110418.85,11.0,在售,116.412898,39.938793
北苑5号院二区,二手房,朝阳区,48361.43,30.0,在售,116.4227,40.036345
车站北里,二手房,大兴区,25278.16,30.0,在售,116.336274,39.726461
儒福里,二手房,西城区,87288.71,35.0,在售,116.375587,39.879661
镜春园,二手房,怀柔区,31419.9,35.0,在售,116.626686,40.311121
世纪金色嘉园,二手房,丰台区,52729.41,35.0,在售,116.371837,39.869222
幸福南里,二手房,东城区,78446.08,35.0,在售,116.432314,39.884878
澜西园四区,二手房,顺义区,23827.76,15.0,在售,116.632454,40.113032
上潞园,二手房,通州区,22793.51,30.0,在售,116.686314,39.940024
南竹杆胡同,二手房,东城区,90606.69,30.0,在售,116.428654,39.921765
天恒旭辉七号院,二手房,大兴区,15484.88,30.0,在售,116.302809,39.63431
德胜里西街5号,二手房,西城区,141003.52,28.0,在售,116.375478,39.9547
志强园小区,二手房,海淀区,88132.53,25.0,在售,116.363764,39.952817
纳帕尔湾,二手房,顺义区,24124.93,41.0,在售,116.665088,40.200796
润枫锦尚,二手房,大兴区,34780.12,30.0,在售,116.429279,39.792062
北太平庄路2号院,二手房,海淀区,75563.51,35.0,在售,116.372947,39.974738
御汤山熙园,二手房,昌平区,38918.48,55.0,在售,116.382202,40.185871
万寿路西街10号院,二手房,海淀区,80342.03,15.0,在售,116.28769,39.909973
新世界丽樽,二手房,顺义区,36155.54,35.1,在售,116.490902,40.135298
和平街十区,二手房,朝阳区,64760.55,35.0,在售,116.423281,39.963289
苗圃东里,二手房,丰台区,40423.8,25.0,在售,116.401378,39.844887
本司胡同,二手房,东城区,125228.85,15.0,在售,116.419774,39.91981
气象西苑,二手房,海淀区,87087.01,19.99,在售,116.29961,39.93389
北京建工·璟玥林汐,新房,怀柔区,31555.0,30.0,在售,116.691511,40.287948
吉庆里,二手房,朝阳区,87215.47,45.0,在售,116.4399,39.928027
丰体时代,二手房,丰台区,46331.96,36.0,在售,116.270402,39.866008
三义庙北,二手房,海淀区,69894.46,25.0,在售,116.311857,39.965475
长安悦玺,二手房,石景山区,66796.65,30.0,在售,116.224846,39.888576
自来水公司宿舍院,二手房,昌平区,37613.98,10.0,在售,116.232082,40.213611
梵悦108,二手房,朝阳区,91977.81,20.0,在售,116.46497,39.906805
蜂鸟社区,二手房,海淀区,155332.26,31.0,在售,116.297119,39.964346
南宫雅苑一期,二手房,丰台区,30613.85,30.0,在售,116.156226,39.803155
潞河名苑,二手房,通州区,29581.48,36.99,在售,116.659366,39.902614
康庄路50号院,二手房,大兴区,30133.34,30.0,在售,116.311844,39.756464
龙回苑,二手房,昌平区,33312.73,30.0,在售,116.345245,40.088154
温馨家园,二手房,西城区,109938.94,30.0,在售,116.353723,39.903427
富卓苑,二手房,丰台区,46019.54,33.0,在售,116.375703,39.837882
国融国际,二手房,大兴区,29568.88,25.0,在售,116.501767,39.801466
苏州街20号院,二手房,海淀区,61293.46,20.0,在售,116.306933,39.976752
北营房西里,二手房,西城区,100869.13,20.0,在售,116.348142,39.926019
宝华家园,二手房,东城区,57088.18,10.0,在售,116.404765,39.861466
北蜂窝路15号院,二手房,海淀区,78183.76,20.5,在售,116.327538,39.901154
光华路北123号,二手房,朝阳区,91115.91,30.0,在售,116.467651,39.914119
德胜门西大街64号,二手房,西城区,94811.79,15.0,在售,116.369866,39.94751
博雅西园,二手房,海淀区,67540.75,40.0,在售,116.294796,40.025755
安华西里一区,二手房,朝阳区,77727.85,37.0,在售,116.397191,39.967165
温泉镇西颐小区,二手房,海淀区,16521.74,30.0,在售,116.163011,40.066705
葛布店东里,二手房,通州区,33912.28,30.0,在售,116.668482,39.891587
UHN国际村,二手房,朝阳区,71791.2,40.0,在售,116.450183,39.968206
老宿舍17号院,二手房,门头沟区,30681.82,30.0,在售,116.115993,39.956229
中海紫御公馆,二手房,东城区,89228.59,35.0,在售,116.3927,39.870512
王府街18号院,二手房,昌平区,29316.1,30.0,在售,116.404767,40.103232
橡树湾,二手房,大兴区,50406.98,30.0,在售,116.354858,39.786601
万城华府玺园,二手房,海淀区,90003.6,35.0,在售,116.290553,39.972708
星河苑1号院,二手房,丰台区,63311.64,35.0,在售,116.366635,39.838555
梧桐苑,二手房,密云区,13445.05,30.0,在售,116.859474,40.391418
五所家属院,二手房,通州区,29502.5,30.0,在售,116.665498,39.885257
8哩岛,二手房,通州区,33223.74,42.2,在售,116.64127,39.933896
永顺南街306号院,二手房,通州区,36209.17,25.0,在售,116.644081,39.91203
新街坊,二手房,朝阳区,45385.64,35.0,在售,116.422846,40.034608
龙脉温泉,二手房,昌平区,24297.33,52.0,在售,116.399458,40.181167
永定林家属楼,二手房,石景山区,19003.48,20.0,在售,116.18725,39.890272
鲁能钓鱼台美高梅公馆,二手房,丰台区,46186.49,45.0,在售,116.422914,39.847015
湾流汇,二手房,昌平区,36466.65,50.0,在售,116.43084,40.167601
田家园一区,二手房,房山区,15132.05,35.0,在售,116.066621,39.657648
双花园,二手房,朝阳区,51927.77,10.0,在售,116.457885,39.899977
洋桥小区,二手房,丰台区,49164.68,30.0,在售,116.3814,39.862588
怀柔北火车站一区,二手房,怀柔区,16454.52,35.0,在售,116.689386,40.408555
盆儿胡同61号院,二手房,西城区,96614.84,30.0,在售,116.37025,39.879617
新外大街21号院,二手房,海淀区,64950.81,10.0,在售,116.370376,39.95707
武装部家属楼,二手房,房山区,22877.09,30.0,在售,115.98229,39.705827
太平路甲12号院,二手房,海淀区,68674.18,20.0,在售,116.279124,39.89989
太平路36号院,二手房,海淀区,94008.8,31.0,在售,116.272115,39.899685
西潞园二里,二手房,房山区,22826.96,30.0,在售,116.128555,39.734451
一品嘉园西区,二手房,大兴区,22947.85,30.0,在售,116.416328,39.670044
西三环北路乙109号,二手房,海淀区,110337.08,22.0,在售,116.309631,39.927755
太平路42号院,二手房,海淀区,81217.79,30.0,在售,116.268016,39.900028
草桥矿冶小区,二手房,丰台区,51013.27,35.0,在售,116.355073,39.849113
建功南里,二手房,西城区,75757.16,20.0,在售,116.352704,39.877031
久敬佳园,二手房,丰台区,45287.17,34.0,在售,116.40843,39.81964
珠江骏景北区,二手房,丰台区,48566.96,35.0,在售,116.395457,39.855
和平街十五区,二手房,朝阳区,62133.39,30.0,在售,116.431291,39.963914
元熙华府,二手房,丰台区,66681.97,38.0,在售,116.433129,39.851799
矩阵三期,二手房,昌平区,43656.43,40.0,在售,116.354499,40.082953
山水汇豪苑A区,二手房,房山区,17894.5,40.0,在售,116.07144,39.650501
万龙社区,二手房,昌平区,43174.42,30.0,在售,116.327156,40.067357
甘家口小区,二手房,海淀区,69792.69,30.0,在售,116.32966,39.9265
天通苑北三区,二手房,昌平区,28691.7,35.0,在售,116.432827,40.076425
御世佳府,二手房,通州区,32416.16,33.0,在售,116.699794,39.945204
苏州胡同44号院,二手房,东城区,89641.43,30.0,在售,116.424414,39.905773
融城园北区,二手房,怀柔区,18183.67,30.0,在售,116.630641,40.294714
龙爪槐胡同,二手房,西城区,95608.78,30.0,在售,116.377433,39.877107
中加荣园北区,二手房,密云区,22614.29,30.0,在售,116.817538,40.373532
矿山家属院,二手房,密云区,16697.49,30.0,在售,116.864,40.377726
新外大街6号院,二手房,西城区,95618.0,10.0,在售,116.37199,39.96362
管庄北一里,二手房,朝阳区,40661.75,30.0,在售,116.59152,39.920085
朝青汇,二手房,朝阳区,25628.39,45.0,在售,116.527259,39.916393
中骏天宸,二手房,西城区,156772.94,30.0,在售,116.380153,39.958797
月亮城堡,二手房,通州区,32260.61,30.0,在售,116.678329,39.920552
北潞春,二手房,房山区,21420.6,30.0,在售,116.128363,39.737502
康庄路9号院,二手房,大兴区,33585.33,30.0,在售,116.337076,39.760106
新安中里,二手房,西城区,85803.86,35.6,在售,116.361432,39.877259
裕龙花园六区,二手房,顺义区,30063.33,30.0,在售,116.677078,40.118819
泽信公馆,二手房,丰台区,70365.52,35.0,在售,116.282892,39.838885
云岗南区西里,二手房,丰台区,39965.85,30.0,在售,116.163123,39.811654
首创澜茵山二期,二手房,密云区,25081.8,30.0,在售,116.847936,40.415663
特区808,二手房,朝阳区,43604.96,30.0,在售,116.506182,39.932628
迈豪时代,二手房,海淀区,51105.11,10.0,在售,116.355799,39.947848
国家气象局,二手房,海淀区,97216.37,35.0,在售,116.326996,39.946966
万科西山庭院,二手房,海淀区,86650.86,40.0,在售,116.273222,40.018571
石泉砖厂A8区,二手房,门头沟区,16112.39,30.0,在售,116.079529,39.94074
志新西路7号院,二手房,海淀区,77843.22,20.0,在售,116.364757,39.995029
龙湖好望山,二手房,顺义区,23874.48,35.0,在售,116.673205,40.213562
新都市计划,二手房,朝阳区,65061.22,10.0,在售,116.423339,39.989701
兴房苑,二手房,房山区,15698.46,50.0,在售,115.994165,39.697559
佳世苑北区,二手房,房山区,26394.46,35.0,在售,116.121725,39.72156
万象新天二区,二手房,朝阳区,43986.81,36.0,在售,116.597423,39.930061
北京书院,二手房,朝阳区,107206.93,35.0,在售,116.421987,39.977646
蒲安北里,二手房,丰台区,49868.08,30.0,在售,116.421179,39.86647
月坛北街甲1号院,二手房,西城区,96946.86,25.0,在售,116.354946,39.918859
天坛西里北区,二手房,东城区,84269.66,30.0,在售,116.402343,39.875521
燕房路小区,二手房,房山区,15642.5,35.0,在售,115.989804,39.707088
社会福利院家属楼,二手房,海淀区,48234.35,20.0,在售,116.344744,40.027352
安顺路35号院,二手房,通州区,13089.6,30.0,在售,116.656649,39.934829
清河毛纺厂南小区,二手房,海淀区,69914.24,20.0,在售,116.338108,40.030101
卧龙小区,二手房,朝阳区,68881.73,34.0,在售,116.403385,39.999954
八里庄路63号院,二手房,海淀区,73319.95,30.0,在售,116.277127,39.929579
住总如院,新房,大兴区,23092.0,30.0,在售,116.629948,39.648713
祥瑞苑,二手房,丰台区,39241.7,25.0,在售,116.392892,39.853863
燕西华府,二手房,丰台区,32706.95,44.0,在售,116.110018,39.795731
建欣苑四里,二手房,丰台区,40605.12,30.0,在售,116.396111,39.840572
复兴路63号,二手房,海淀区,91433.59,35.0,在售,116.29115,39.908581
大有北里,二手房,海淀区,100503.87,30.0,在售,116.278455,40.015644
五芳园,二手房,石景山区,36804.36,30.0,在售,116.227234,39.899327
金容苑,二手房,丰台区,51275.73,20.0,在售,116.421124,39.859465
恒大名都嘉园,二手房,朝阳区,49827.92,45.0,在售,116.43205,40.028322
龙潭北里,二手房,东城区,79781.95,30.0,在售,116.436172,39.883623
万年花城一期回迁,二手房,丰台区,51906.3,32.0,在售,116.324624,39.841295
三环新城8号院,二手房,丰台区,45311.75,33.0,在售,116.307036,39.850127
瑞都公园世家南区,二手房,通州区,36149.69,33.0,在售,116.679256,39.865076
悦廷西区,二手房,大兴区,51321.25,31.0,在售,116.50583,39.768102
嘉华世纪公寓,二手房,朝阳区,52091.42,30.0,在售,116.440474,39.905738
角门东里,二手房,丰台区,43891.83,30.0,在售,116.381389,39.846676
新源时代,二手房,大兴区,29104.0,30.0,在售,116.326594,39.689504
梧桐星宸,新房,昌平区,49756.0,30.0,在售,116.281624,40.158374
新安里,二手房,大兴区,21617.04,30.0,在售,116.355431,39.740109
海户西里33号院,二手房,丰台区,45501.24,30.0,在售,116.389196,39.85063
石泉砖厂B2区,二手房,门头沟区,14695.51,20.0,在售,116.08404,39.947539
衙府乐园,二手房,石景山区,40783.74,35.0,在售,116.214158,39.890074
成铭大厦,二手房,西城区,47806.12,38.0,在售,116.356669,39.939393
明德家园,二手房,顺义区,45208.36,35.0,在售,116.551315,40.108051
建功北里一区,二手房,西城区,86505.53,30.0,在售,116.351885,39.881223
双花园南里一区,二手房,朝阳区,50281.6,30.0,在售,116.44907,39.900056
分司厅胡同11号院,二手房,东城区,82373.01,30.0,在售,116.407339,39.944226
金泉时代广场,二手房,朝阳区,29870.78,30.0,在售,116.415736,40.005696
缘溪堂,二手房,海淀区,89518.16,30.0,在售,116.313384,39.91225
永乐园社区,二手房,房山区,16751.03,30.0,在售,115.985411,39.699038
洋桥东里,二手房,丰台区,47784.78,25.0,在售,116.384162,39.858396
鑫宝苑,二手房,丰台区,47100.9,15.0,在售,116.391217,39.844713
德国印象,二手房,顺义区,22985.72,35.0,在售,116.548187,40.10859
花园路14号院,二手房,海淀区,82176.27,10.0,在售,116.367115,39.97169
鸿顺园,二手房,房山区,24267.85,35.0,在售,116.153781,39.72188
稻香园,二手房,海淀区,74970.37,35.0,在售,116.301742,39.982135
百万庄大街1号院,二手房,西城区,109864.12,30.0,在售,116.354809,39.92845
增光路甲34号,二手房,海淀区,75551.58,10.0,在售,116.324739,39.927747
冠城名敦道,二手房,东城区,72186.23,35.0,在售,116.446948,39.89187
天恒乐活城南区,二手房,房山区,25442.18,35.0,在售,116.080361,39.71192
马池口红冶家属院,二手房,昌平区,22019.36,20.0,在售,116.184263,40.186386
阜成门外大街乙40号,二手房,西城区,86155.79,30.0,在售,116.337046,39.922616
永泰园新地标,二手房,海淀区,47309.45,45.0,在售,116.346921,40.034408
长安和玺,二手房,石景山区,71094.06,35.0,在售,116.192417,39.905824
汇福轩,二手房,海淀区,68487.31,30.0,在售,116.336288,39.950509
新外大街28号院,二手房,西城区,99538.27,30.0,在售,116.373901,39.952849
育菲园东里青年公寓,二手房,丰台区,42259.41,15.0,在售,116.323996,39.846789
信和嘉园,二手房,西城区,79443.82,35.0,在售,116.325695,39.880026
和锦薇棠,二手房,朝阳区,86494.23,30.0,在售,116.575351,39.926835
铁一区,二手房,西城区,99922.43,30.0,在售,116.350944,39.903583
中加大厦,二手房,西城区,46933.75,30.0,在售,116.351803,39.870101
滨河里,二手房,西城区,65424.57,20.0,在售,116.351746,39.87994
龙兴家园,二手房,大兴区,15454.69,30.0,在售,116.496065,39.624079
白堆子小区,二手房,海淀区,90135.83,15.0,在售,116.323131,39.924519
火桥北里,二手房,东城区,72660.56,30.0,在售,116.433402,39.88194
双兴北区,二手房,顺义区,24035.66,30.0,在售,116.653606,40.141494
福星家园,二手房,房山区,14692.56,28.0,在售,115.984203,39.704412
鸿博家园六区,二手房,朝阳区,37854.79,35.0,在售,116.475723,39.826794
天阅西山,二手房,海淀区,78716.57,31.0,在售,116.245137,40.078207
挂甲屯,二手房,海淀区,69628.29,11.2,在售,116.297215,39.996061
北三环中路乙69号,二手房,海淀区,99178.68,30.0,在售,116.362625,39.972879
徜徉嘉园祥云街5号院,二手房,房山区,43106.77,30.0,在售,116.204891,39.757405
世纪村东区,二手房,朝阳区,54117.83,26.0,在售,116.43144,39.995127
富力尚悦居B区,二手房,通州区,26738.4,35.0,在售,116.590286,39.772671
马家堡西里,二手房,丰台区,45365.8,30.0,在售,116.376084,39.85609
安贞里,二手房,朝阳区,65154.14,30.0,在售,116.405464,39.971809
凯迪尚府,二手房,西城区,100935.94,35.0,在售,116.36621,39.878454
亿城天筑,二手房,丰台区,50790.24,50.0,在售,116.310072,39.820922
迎风四里,二手房,房山区,14006.63,30.0,在售,115.956455,39.724389
中信所小区,二手房,海淀区,77010.48,30.0,在售,116.292469,39.991448
合生缦云,新房,丰台区,106232.0,30.0,售罄,116.4576,39.85178
东山坡一里,二手房,丰台区,25616.5,30.0,在售,116.211179,39.826636
新仓路27号院,二手房,通州区,38068.71,35.0,在售,116.649241,39.903971
天骄俊园9号院,二手房,丰台区,45368.95,30.0,在售,116.352223,39.827007
中信沁园,二手房,西城区,89338.76,35.0,在售,116.377605,39.885978
枫蓝国际公寓,二手房,海淀区,97264.27,31.0,在售,116.357712,39.953518
锦秋知春,二手房,海淀区,75759.66,40.0,在售,116.349035,39.97588
观音景园二期,二手房,朝阳区,36656.48,30.0,在售,116.520869,39.887243
八里庄东里,二手房,朝阳区,41615.03,30.0,在售,116.498264,39.916021
林肯公寓,二手房,大兴区,42336.02,30.0,在售,116.50836,39.810947
志新路11号,二手房,海淀区,99103.65,10.0,在售,116.365592,39.994174
芳草园小区,二手房,通州区,24888.64,35.0,在售,116.720299,39.85425
柏林爱乐四期,二手房,朝阳区,44284.81,30.0,在售,116.585217,39.924302
海棠湾三期,二手房,通州区,42821.15,31.0,在售,116.664539,39.870349
林奥嘉园,二手房,朝阳区,61362.92,35.0,在售,116.407323,40.034039
嘉悦广场,二手房,大兴区,16145.67,31.0,在售,116.324353,39.785803
亚胜铂第,二手房,丰台区,26879.55,30.0,在售,116.439476,39.858141
炫彩嘉轩,二手房,朝阳区,57974.27,30.0,在售,116.478003,40.002604
巧克力城,二手房,大兴区,35176.69,35.0,在售,116.444327,39.816542
万寿路甲6号院,二手房,海淀区,86837.13,30.0,在售,116.294805,39.908628
德胜里二区,二手房,西城区,140332.13,10.0,在售,116.377,39.9549
锦云府,新房,密云区,26842.0,30.0,在售,116.842897,40.357629
金隅万科城二期,二手房,昌平区,37046.96,30.0,在售,116.235957,40.209031
城建广悦居,二手房,房山区,29461.54,30.0,在售,116.18762,39.741507
通泰国际公馆,二手房,通州区,52136.89,30.0,在售,116.559551,39.780422
北纬路52号院,二手房,西城区,92036.43,10.0,在售,116.389254,39.882445
京贸国际城西区,二手房,通州区,51188.72,40.0,在售,116.684424,39.919102
金隅望京云尚,新房,朝阳区,81735.0,30.0,在售,116.464442,40.045204
龙跃苑二区,二手房,昌平区,30712.92,30.0,在售,116.356445,40.076753
土沟新村,二手房,昌平区,20541.88,30.0,在售,116.457329,40.153952
洋桥71号院,二手房,丰台区,39712.41,25.0,在售,116.383089,39.852315
花市枣苑一期,二手房,东城区,77495.35,35.0,在售,116.429195,39.896977
昊天大街17号院,二手房,房山区,20719.23,20.0,在售,116.152849,39.74704
千禧家园,二手房,房山区,14620.31,45.0,在售,116.070502,39.728742
太平里,二手房,西城区,58096.29,28.0,在售,116.323088,39.882184
中华家园,二手房,西城区,70537.52,30.0,在售,116.35381,39.872047
北礼士路60号院,二手房,西城区,94960.02,10.0,在售,116.353637,39.930385
翡翠四季A区,二手房,通州区,60165.4,30.0,在售,116.582886,39.817974
海晟名苑北区,二手房,东城区,87096.7,30.0,在售,116.442069,39.939274
北京怡园,二手房,昌平区,44461.82,35.0,在售,116.263225,40.230367
保利垄上三区,二手房,昌平区,30429.75,45.0,在售,116.397972,40.163035
北大地四里,二手房,丰台区,44578.25,30.0,在售,116.283913,39.858394
上北鑫座,二手房,昌平区,25568.1,30.0,在售,116.333191,40.079668
永顺南街308号院,二手房,通州区,25622.02,10.0,在售,116.64325,39.912865
水电部宿舍,二手房,西城区,85529.68,30.0,在售,116.34907,39.919387
广馨居,二手房,朝阳区,46194.98,30.0,在售,116.453598,39.894708
原香嘉苑4号院,二手房,房山区,14263.86,30.0,在售,115.972243,39.714834
中海安德鲁斯庄园东区,二手房,朝阳区,45210.89,60.0,在售,116.525301,39.884116
中铁国际花园2号院,二手房,房山区,32874.7,30.0,在售,116.192093,39.772903
融泽嘉园东6号院,二手房,昌平区,63008.6,35.0,在售,116.315742,40.064526
彼岸香醍,二手房,密云区,17105.58,35.0,在售,116.845207,40.467551
灵光胡同28号,二手房,东城区,126636.7,19.0,在售,116.406,39.947349
东方瑞景,二手房,朝阳区,68036.75,34.0,在售,116.443408,39.906566
大石桥胡同,二手房,西城区,142913.0,16.0,在售,116.390354,39.945966
劲松二区,二手房,朝阳区,47835.79,30.0,在售,116.454802,39.886322
车公庄西路16号院,二手房,海淀区,78632.85,20.0,在售,116.323859,39.931681
东方银座,二手房,东城区,58705.47,15.0,在售,116.4352,39.940258
车道沟东里,二手房,海淀区,76105.72,15.0,在售,116.309252,39.94465
永定樾,新房,东城区,120886.0,30.0,在售,116.396068,39.867126
北苑路178号院3号,二手房,朝阳区,76507.75,40.0,在售,116.41982,39.992034
延静里中街3号院,二手房,朝阳区,55100.79,50.0,在售,116.48492,39.916259
双河北里尚城,二手房,大兴区,32221.66,35.0,在售,116.348213,39.737443
金惠园三里南区,二手房,大兴区,28990.58,30.0,在售,116.325617,39.770559
