POI名称,小区名称,距离
杭州市夏衍初级中学,省机施宿舍,2.79
杭州市夏衍初级中学,金科博翠碧蓝湾,0.97
杭州市夏衍初级中学,绿城留香园,1.86
杭州市夏衍初级中学,观翠揽月轩,1.32
杭州市夏衍初级中学,凤起钱潮,2.76
杭州市夏衍初级中学,越秀前滩名邸,0.99
杭州市夏衍初级中学,衍新玉府,2.88
杭州市夏衍初级中学,笕东嘉苑,1.96
杭州市夏衍初级中学,滨江德信东方星城,1.94
杭州市夏衍初级中学,三堡东苑,1.99
杭州市夏衍初级中学,钱塘府,2.15
杭州市夏衍初级中学,万科公园大道,2.67
杭州市夏衍初级中学,东港嘉苑二区,2.13
杭州市夏衍初级中学,中豪湘和国际,1.53
杭州市夏衍初级中学,皓玉府,1.51
杭州市夏衍初级中学,滨江兴耀江翠轩,2.19
杭州市夏衍初级中学,东方时代中心,3.0
杭州市夏衍初级中学,景芳东区,2.46
杭州市夏衍初级中学,月塘璟宸府,2.43
杭州市夏衍初级中学,东润枫华,2.03
杭州市夏衍初级中学,越秀天萃名邸,1.02
杭州市夏衍初级中学,中企艮山府东区,1.21
杭州市夏衍初级中学,明桂苑,2.26
杭州市夏衍初级中学,向江来时代中心,1.26
杭州市夏衍初级中学,春来雅庭,2.92
杭州市夏衍初级中学,水湘人家西苑,2.02
杭州市夏衍初级中学,中海钱江湾,2.3
杭州市夏衍初级中学,建华家苑,1.77
杭州市夏衍初级中学,绿城春来晓园,2.92
杭州市夏衍初级中学,景芳三区,2.98
杭州市夏衍初级中学,恒祺克拉天玺,1.46
杭州市夏衍初级中学,景芳新五区,2.64
杭州市夏衍初级中学,宋都时间国际,1.79
杭州市夏衍初级中学,雍泽府,2.46
杭州市夏衍初级中学,棹月雅府,1.25
杭州市夏衍初级中学,景苑公寓(江干),2.76
杭州市夏衍初级中学,东港嘉苑一区,2.22
杭州市夏衍初级中学,海尚观邸,1.18
杭州市夏衍初级中学,花语天境府,0.78
杭州市夏衍初级中学,铂瑞悦府,1.23
杭州市夏衍初级中学,景芳四区,2.78
杭州市夏衍初级中学,森临澜府,2.21
杭州市夏衍初级中学,紫玉福邸,2.74
杭州市夏衍初级中学,濮家东村,2.66
杭州市夏衍初级中学,浙商国际中心,2.66
杭州市夏衍初级中学,运新花苑三区,1.55
杭州市夏衍初级中学,花园新宸府,1.73
杭州市夏衍初级中学,世茂国贸天誉湾,2.24
杭州市夏衍初级中学,花样年对越天,1.23
杭州市夏衍初级中学,远洋心里,2.75
杭州市夏衍初级中学,环翼城,0.62
杭州市夏衍初级中学,濮家新村,2.77
杭州市夏衍初级中学,五堡悦荣湾东区,1.52
杭州市夏衍初级中学,东城印象公寓,2.45
杭州市夏衍初级中学,万科草庄,2.51
杭州市夏衍初级中学,五堡悦荣湾西区,1.53
杭州市夏衍初级中学,汇港城,2.03
杭州市夏衍初级中学,中南棠玥湾,1.37
杭州市夏衍初级中学,晟世黎明嘉苑一区,2.59
杭州市夏衍初级中学,新风丽都北苑,2.03
杭州市夏衍初级中学,云河西园,1.56
杭州市夏衍初级中学,花园府,1.56
杭州市夏衍初级中学,栖江揽月轩,0.97
杭州市夏衍初级中学,百郦玲珑府,2.22
杭州市夏衍初级中学,云悦湾,1.68
杭州市夏衍初级中学,运新花苑一区,1.89
杭州市夏衍初级中学,秋涛雅苑,2.81
杭州市夏衍初级中学,德信浙旅东宸,1.42
杭州市夏衍初级中学,东港嘉苑三区,1.78
杭州市夏衍初级中学,笕桥花苑,2.83
杭州市夏衍初级中学,明月嘉苑一区,0.2
杭州市夏衍初级中学,原筑壹号,2.27
杭州市夏衍初级中学,联合麦田,2.65
杭州市夏衍初级中学,东亚新干线,1.31
杭州市夏衍初级中学,春棠澜府,2.85
杭州市夏衍初级中学,万科大都会79号,2.48
杭州市夏衍初级中学,悦郡城,1.27
杭州市夏衍初级中学,远洋万和四季,1.62
杭州市夏衍初级中学,玉润钱潮府,1.85
杭州市夏衍初级中学,保利中盛府,2.46
杭州市夏衍初级中学,绿城玉兰公寓,2.52
杭州市夏衍初级中学,世茂东壹号,2.53
杭州市夏衍初级中学,建发华发江华玺云,1.09
杭州市夏衍初级中学,绿城杨柳郡,1.85
杭州市夏衍初级中学,广宇东润大厦,2.47
杭州市夏衍初级中学,JWK华威大厦,0.74
杭州市夏衍初级中学,新和嘉苑,0.76
杭州市夏衍初级中学,明月嘉苑二区,0.28
杭州市夏衍初级中学,中旅归锦府,1.81
杭州市夏衍初级中学,云河南园,1.41
杭州市夏衍初级中学,天阳凤起,2.53
杭州市夏衍初级中学,翠揽云境,1.94
杭州市夏衍初级中学,明桂南苑,2.22
钟楼商场,江南里,0.88
同鑫商厦,金地家园,2.83
同鑫商厦,江畔云庐,2.63
同鑫商厦,新安学府,1.07
购物城,潮鸣苑,2.37
购物城,中山花园,0.59
购物城,青年路小区,2.76
购物城,省级机关宿舍,1.55
购物城,仙林福座,1.61
购物城,世贸丽晶城,2.26
购物城,鉴衡里,2.76
购物城,新华坊社区,1.66
购物城,瑞琪公寓,1.98
购物城,回龙庙前小区,2.56
购物城,永通信息广场,1.34
购物城,醋坊新村,2.57
购物城,海狮沟,2.08
购物城,恒升花苑,1.87
购物城,花园南村,2.96
购物城,小庙巷16号,1.52
购物城,领骏世界,2.13
购物城,金都华庭,1.44
购物城,广宇河滨公寓,1.8
购物城,沈塘苑,1.47
购物城,中山北路小区,0.52
购物城,潮王公寓,2.18
购物城,仓基新村,2.53
购物城,莫衙营,2.3
购物城,东新关,2.59
购物城,现代名苑,2.19
购物城,盛德嘉苑,2.64
购物城,建工新村,1.6
购物城,浙报公寓,1.42
购物城,锦尚和品府,2.66
购物城,天盛居,1.95
购物城,欣园居,2.38
购物城,西湖花苑,1.34
购物城,庆晖公寓,1.65
购物城,一清新村,2.24
购物城,朝晖五区,1.66
购物城,紫庭花园,1.7
购物城,圣都公寓,2.27
购物城,宣徐弄8.11号,2.28
购物城,万寿亭公寓,0.4
购物城,林司后,1.63
购物城,青莎阁,2.65
购物城,星河明苑,1.19
购物城,新青年广场,2.61
购物城,河西南38号,1.21
购物城,下华光巷70号,2.39
购物城,德胜路318号,2.43
购物城,凤鸣苑,2.63
购物城,大和里,1.06
购物城,朝晖新城,1.73
购物城,朝晖三区,1.36
购物城,五一新村,1.76
购物城,滨江华家池,2.94
购物城,东园大楼,2.12
购物城,京都苑,1.38
购物城,白荡海人家,2.67
购物城,艮园社区,2.27
购物城,文三新村,1.66
购物城,龙华巷4到11号,2.39
购物城,大王庙巷小区,2.37
购物城,西子公寓,1.38
购物城,蕙宜村,1.75
购物城,窑背巷6号,1.46
购物城,莫干新村,1.74
购物城,紫薇公寓,2.59
购物城,新湖武林国际公寓,1.18
购物城,西泠花苑,2.65
购物城,屏风苑小区,0.99
购物城,长堤明苑,2.92
购物城,滨河公寓,1.11
购物城,广福路小区,1.38
购物城,中大文锦苑,1.8
购物城,华龙温泉公寓,1.35
购物城,泰和苑,2.7
购物城,流水东苑,2.23
购物城,五里塘苑,2.04
购物城,意盛商务大厦,1.15
购物城,锦绣家园,2.0
购物城,施家桥,1.25
购物城,珠碧苑,2.56
购物城,友谊新村,1.76
购物城,中大凤栖花园,2.55
购物城,温馨家园,1.87
购物城,凤凰街小区,1.1
购物城,双牛大厦,2.02
购物城,凤起商务大厦,1.88
购物城,叶青随苑,1.19
购物城,晶晶大厦,2.43
购物城,兰庭国际,2.55
购物城,南都天水苑,0.72
购物城,岳家湾,1.84
购物城,中海望庐云起武林,2.98
购物城,铁路新村,1.66
购物城,凤起潮鸣府,2.66
购物城,紫玉名府,2.78
购物城,建国公寓,2.17
购物城,大营盘,1.43
购物城,兴和公寓,2.5
购物城,桃花河新村,0.64
购物城,沙田里,1.7
购物城,罗马公寓,0.73
购物城,沈塘铭苑,1.35
购物城,石板巷新村,2.25
购物城,五福里,2.17
购物城,武林门新村,1.24
购物城,小河东村,0.86
购物城,青龙苑,1.66
购物城,湖滨阁,0.91
购物城,白云大厦,2.91
购物城,米兰公寓,2.81
购物城,天巢花苑,0.24
购物城,沈塘新村,1.44
购物城,浙江工业大学教师宿舍,2.37
购物城,九莲新村,2.96
购物城,昆仑公馆,2.16
购物城,清水公寓,2.52
购物城,小北门,0.59
购物城,红石公寓,1.63
购物城,青年里,2.56
购物城,仁和大厦,2.35
购物城,雅兰公寓,1.85
购物城,平凡里公寓,1.66
购物城,东园小区,2.25
购物城,墅林苑,2.89
购物城,环北新村,0.2
购物城,伟星公寓,2.59
购物城,青园小区,0.75
购物城,宁波大厦,1.02
购物城,打铁关小区,1.57
购物城,富润里,1.99
购物城,豆腐里,0.39
购物城,远大花园,2.05
购物城,盛德欣苑,2.73
购物城,思敬里,1.09
购物城,平海公寓,2.04
购物城,远东新月公寓,1.66
购物城,永宁院,2.53
购物城,西溪河东,2.14
购物城,仁新雅居,2.67
购物城,仙林苑,1.43
购物城,东清大厦,2.2
购物城,吴牙新村,1.96
购物城,兴财名都苑,2.36
购物城,青春坊,1.99
购物城,银都大厦,2.29
购物城,裕达大厦,2.32
购物城,水星阁,1.02
购物城,绿城深蓝广场,0.84
购物城,红树林花园,2.87
购物城,三华园,1.21
购物城,九龙仓君玺,1.84
购物城,直大方伯,2.64
购物城,湖墅新村,2.6
购物城,光复路小区,2.79
购物城,延安新村,0.55
购物城,慎修里,0.77
购物城,长板里,2.1
购物城,思鑫坊,1.91
购物城,广福公寓,1.24
购物城,瑞祺大厦,1.95
购物城,云裳公寓,1.9
购物城,左家新村,2.17
购物城,凤起苑,2.22
购物城,仁和里,2.32
购物城,三里新城荷苑,2.91
购物城,打铁关外聘楼,1.7
购物城,黄姑山庄,2.65
购物城,稻香园南区,1.41
购物城,邮电新村,1.49
购物城,流水北苑,2.06
购物城,机神公寓,2.92
购物城,幸福人家,1.59
购物城,松木场河东,1.27
购物城,浅水湾城市花园,1.79
购物城,新河公寓,1.74
购物城,万安城市花园东苑,2.54
购物城,朝晖二区,1.48
购物城,黄龙世纪苑,2.19
购物城,华海园,2.81
购物城,春丰苑,2.37
购物城,大家武林府,0.96
购物城,武林花园,1.24
购物城,锦绣新村,1.99
购物城,环西新村,0.71
购物城,凤起桥河下,0.94
购物城,混堂桥,0.53
购物城,金祝新村,1.07
购物城,绿洲花园,1.27
购物城,涌金门社区,2.9
购物城,丰家兜,2.87
购物城,嘉璟华庭,0.57
购物城,利兹城市公寓,1.68
购物城,东河家园,2.82
购物城,红石中央花苑,1.57
购物城,未央村,1.73
购物城,云天财富中心,1.92
购物城,吴山路1号,2.55
购物城,工人新村,2.5
购物城,米市新村,1.79
购物城,鸿鼎商务楼,1.22
购物城,助圣庙前,1.67
购物城,文二新村,2.15
购物城,景湖苑,0.61
购物城,半道红小区,0.77
购物城,武林外滩,1.04
购物城,天安假日公寓,1.89
购物城,大塘新村,0.99
购物城,郡楓华庭,2.85
购物城,德胜新村,2.76
购物城,中河大厦,1.86
购物城,保俶小区,1.61
购物城,现代景苑,2.7
购物城,中大广场,1.03
购物城,孝友里,2.1
购物城,天赐苑,2.09
购物城,启真名苑,1.8
购物城,朝晖七区,1.46
购物城,黎明园,1.11
购物城,云龙十一景,2.38
购物城,京惠花园,2.87
购物城,稻香园高层公寓,1.62
购物城,永康苑,1.92
购物城,师苑新村,2.52
购物城,百大花园,0.94
购物城,宝善公寓,1.79
购物城,贡院,1.16
购物城,小营民居,2.65
购物城,光辉岁月公寓,1.58
购物城,丽景苑(下城),2.12
购物城,长征新村,0.43
购物城,嘉汇大厦,0.99
购物城,钛合国际,1.04
购物城,锦绣文苑,1.03
购物城,大树路3号,2.18
购物城,双荡新村,2.46
购物城,龙兴桥河下,1.05
购物城,东河春晓,1.71
购物城,珠碧一弄12号,2.76
购物城,金峰大厦,2.0
购物城,金祝花园,1.01
购物城,平安居,0.86
购物城,麒麟街小区,1.09
购物城,武林桥河下,0.48
购物城,绿城兰园,2.2
购物城,金庆公寓,2.22
购物城,西湖新城,0.73
购物城,胭脂新村,0.69
购物城,新世纪大厦,0.44
购物城,上宁新村,1.74
购物城,耀江文欣苑,2.64
购物城,西溪公寓,2.47
购物城,天仙新苑小区,2.52
购物城,银枪新村,2.76
购物城,天时苑(拱墅),2.41
购物城,红石商务大厦,1.64
购物城,延庆里6号,1.89
购物城,宝石新村,1.7
购物城,金鹿雅园,1.77
购物城,涌金广场聚景阁,2.92
购物城,树园,1.97
购物城,石灰桥新村,2.04
购物城,柳营花园,1.7
购物城,丽景西苑,2.02
购物城,皇亲苑,0.92
购物城,闸弄口铁路宿舍,2.93
购物城,国都发展大厦,0.85
购物城,沈塘东村,1.36
购物城,武林公寓,0.38
购物城,新坝,1.23
购物城,崇文公寓,1.79
购物城,宏盛公寓社区,2.88
购物城,假山新村,2.66
购物城,社坛苑,1.13
购物城,武林壹号,0.64
购物城,日森大厦,2.31
购物城,国际花园,2.3
购物城,朝晖六区,1.87
购物城,云龙公寓,2.76
购物城,西湖国贸中心,1.71
购物城,沿山河新村,1.61
购物城,茂泰世纪大楼,1.06
购物城,清远里,1.21
购物城,二圣庙前,1.48
购物城,孝丰路小区,0.86
购物城,国都公寓,1.28
购物城,文天公寓,1.38
购物城,朝晖八区,2.01
购物城,杭大新村,1.84
购物城,延龄苑,0.49
购物城,武林巷38号,1.47
购物城,小和弄小区,1.04
购物城,中北西子花园,0.83
购物城,建德村,2.87
购物城,现代雅苑,2.43
购物城,红枫苑,2.24
购物城,华东园,1.96
购物城,艮山上,1.82
购物城,三槐里,1.37
购物城,蓝色霞湾,2.62
购物城,联锦大厦,1.09
购物城,和平小区,1.49
购物城,梅苑阁小区,2.41
购物城,东园高层公寓,2.24
购物城,翰林花园,2.87
购物城,万安城市花园南苑,2.92
购物城,书香印翠府,2.95
购物城,天成嘉苑,2.71
购物城,白马公寓,0.42
购物城,骆驼桥东河下,1.96
购物城,长生路小区,1.78
购物城,文晖铭园,2.6
购物城,黄龙雅苑,2.31
购物城,昌化新村,0.63
购物城,朝晖一区,1.2
购物城,中山北园,0.73
购物城,向阳新村,1.78
购物城,桃园新村,1.79
购物城,流水苑,1.92
购物城,锦绣天地,1.2
购物城,东园街39号,2.28
购物城,施家花园,1.08
购物城,胜利新村,1.0
购物城,锦花苑,2.83
购物城,西溪河下,2.84
购物城,文晖里,1.57
购物城,环东公寓,2.51
购物城,银马公寓,2.86
购物城,通盛嘉苑,0.99
购物城,文晖苑,0.96
购物城,德胜东村,2.98
购物城,叶青苑,1.07
购物城,东方金座,2.32
购物城,木庵小区,1.43
购物城,星都嘉苑,1.59
购物城,保俶花园,2.31
购物城,松木场河西,1.44
购物城,文锦大厦,1.77
购物城,万安城市花园西苑,2.6
购物城,绿洲之馨公寓,1.15
购物城,世贸丽晶城欧美中心,2.37
购物城,崇恩坊,1.18
购物城,名珏公寓,1.99
购物城,黄醋园,2.53
购物城,汇融公寓,2.15
购物城,中环大厦,1.63
购物城,朝晖四区,1.68
购物城,凤起都市花园,1.81
购物城,中北花园,0.77
购物城,狮虎桥河下,0.74
购物城,云河大厦,2.39
购物城,西子铭苑,0.51
购物城,东河锦园,2.28
购物城,朝晖九区,1.82
购物城,天城铭园,2.48
购物城,开元路小区,2.89
购物城,杭办大厦,2.88
购物城,松溪公寓,1.41
购物城,玄坛公寓,0.89
购物城,东方豪园,1.83
购物城,华立金顶苑,2.24
购物城,健康公寓,1.54
购物城,现代家园,2.09
购物城,西泠公寓,2.02
购物城,田家桥,0.98
购物城,野风现代中心,2.29
购物城,天晖铭园,2.5
购物城,九鼎名仕顿商务楼,0.98
购物城,万寿亭街小区,0.39
购物城,凤起里,0.93
购物城,新河坝,2.06
购物城,小河下小区,2.98
购物城,日晖新村,1.84
购物城,中江花园,2.23
购物城,溪畔花园,2.94
购物城,天园阁,2.42
购物城,打铁关新村,1.96
购物城,野风现代之窗,2.36
购物城,凯恩西湖金座,2.8
购物城,稻香园北区,1.77
购物城,环城北路小区,1.82
购物城,河罕上,1.97
购物城,达盟山庄商务公寓,1.56
购物城,元华公寓,2.66
购物城,和乐苑,1.01
购物城,八丈井新村,2.97
购物城,通宝商厦,2.08
购物城,柳营新村,2.66
购物城,武林新村,0.64
购物城,潮王人家,1.89
购物城,上岛公馆,2.75
购物城,新华路小区,1.7
购物城,平海旺角,2.08
购物城,十五家园,1.42
购物城,东平巷小区,2.82
购物城,艮山福居,2.01
购物城,御跸苑,1.54
购物城,锦园小区,2.05
购物城,平海路小区,2.2
购物城,水稻大厦,0.47
购物城,西子大厦,0.74
购物城,绿城丁香公寓,2.87
购物城,新安铭苑,2.77
万科·劝学荟,良渚文化村七贤郡,1.48
万科·劝学荟,万科良渚文化村秋荷坊,1.12
万科·劝学荟,良渚文化村探梅里B,0.91
万科·劝学荟,良渚文化村探梅里A,1.11
万科·劝学荟,新湖香格里拉,2.05
万科·劝学荟,良渚文化村白鹭郡东,1.98
万科·劝学荟,竹径云山,1.22
万科·劝学荟,溪谷岚湾,2.37
万科·劝学荟,锦云坊,1.08
万科·劝学荟,万科郡西澜山,0.88
万科·劝学荟,良渚文化村柳映坊一期,1.63
万科·劝学荟,郡西云台,1.12
万科·劝学荟,良渚文化村白鹭郡南,1.64
万科·劝学荟,缦云坊,1.03
万科·劝学荟,书韵名邸,0.27
万科·劝学荟,良渚文化村春漫里,1.26
万科·劝学荟,良渚文化村白鹭郡北,1.84
万科·劝学荟,朗诗美丽洲,2.89
万科·劝学荟,良渚文化村阳光天际,2.86
万科·劝学荟,郡西别墅,1.33
万科·劝学荟,和光尘樾轩,2.63
万科·劝学荟,良渚文化村竹径茶语,2.58
天阳亲子广场（下沙店）,龙湖滟澜山茗轩,1.97
天阳亲子广场（下沙店）,中沙东岸嘉园一区,1.62
天阳亲子广场（下沙店）,泰美国际大厦,2.92
天阳亲子广场（下沙店）,下沙铭都雅苑,1.32
天阳亲子广场（下沙店）,铭和苑柳翠坊,1.86
天阳亲子广场（下沙店）,西子阳光星城,0.05
天阳亲子广场（下沙店）,沐云川府,0.95
天阳亲子广场（下沙店）,绿城燕语春风居,0.97
天阳亲子广场（下沙店）,东方铭楼,1.33
天阳亲子广场（下沙店）,华顺公寓,0.37
天阳亲子广场（下沙店）,中沙东岸嘉园二区,1.87
天阳亲子广场（下沙店）,和达湖畔中心,2.85
天阳亲子广场（下沙店）,新元金沙家园,1.54
天阳亲子广场（下沙店）,高沙百盛苑,1.88
天阳亲子广场（下沙店）,绿城春风金沙,2.19
天阳亲子广场（下沙店）,盛泰时代山,0.91
天阳亲子广场（下沙店）,凯德璟高府,1.14
天阳亲子广场（下沙店）,铭和苑探梅坊,2.2
天阳亲子广场（下沙店）,元成东盛家园,2.18
天阳亲子广场（下沙店）,杭州东部国际商务中心,2.18
天阳亲子广场（下沙店）,龙湖滟澜星座,1.96
天阳亲子广场（下沙店）,裕园公寓,0.42
天阳亲子广场（下沙店）,清雅苑,1.81
天阳亲子广场（下沙店）,金沙湖1号,1.6
天阳亲子广场（下沙店）,坤和融创开元望金沙,2.59
天阳亲子广场（下沙店）,四季风景苑,0.43
天阳亲子广场（下沙店）,名城湖左岸,2.16
天阳亲子广场（下沙店）,杭曜之城,0.56
天阳亲子广场（下沙店）,中豪七格,2.53
天阳亲子广场（下沙店）,东方水岚佳苑,2.32
天阳亲子广场（下沙店）,四季名门城市公寓,0.79
天阳亲子广场（下沙店）,龙湖滟澜山丽轩,2.08
天阳亲子广场（下沙店）,德嘉金沙阳光,1.3
天阳亲子广场（下沙店）,月雅苑,0.51
天阳亲子广场（下沙店）,东部之星,1.45
天阳亲子广场（下沙店）,瓯江大厦,0.48
天阳亲子广场（下沙店）,阳光华城华翠园,2.65
天阳亲子广场（下沙店）,华顺别墅,0.2
天阳亲子广场（下沙店）,金沙御湖境府,1.33
天阳亲子广场（下沙店）,湾南德盛东苑,2.73
天阳亲子广场（下沙店）,和达城,0.25
天阳亲子广场（下沙店）,精欧荣寓,0.58
天阳亲子广场（下沙店）,阳光华城华景园,2.64
天阳亲子广场（下沙店）,东海未名园,0.3
天阳亲子广场（下沙店）,香榭里花园,0.13
天阳亲子广场（下沙店）,盛泰名都公寓,0.23
天阳亲子广场（下沙店）,华元十六街区,0.64
天阳亲子广场（下沙店）,东海・橙对,2.82
天阳亲子广场（下沙店）,文汇苑,0.29
天阳亲子广场（下沙店）,新沙家园,1.67
天阳亲子广场（下沙店）,东海柠檬郡,2.68
天阳亲子广场（下沙店）,潮映望月府,2.61
天阳亲子广场（下沙店）,北银公寓,0.27
天阳亲子广场（下沙店）,智格新怡家园,2.29
天阳亲子广场（下沙店）,中沙东岸嘉园三区,1.83
天阳亲子广场（下沙店）,和达御观邸,1.59
天阳亲子广场（下沙店）,文苑风情,0.35
天阳亲子广场（下沙店）,之江铭楼,0.52
天阳亲子广场（下沙店）,上沙锦湖家园,1.87
天阳亲子广场（下沙店）,湖印光年府,0.89
天阳亲子广场（下沙店）,广泰锦上云澜府,2.89
天阳亲子广场（下沙店）,绿城财通中心,1.2
天阳亲子广场（下沙店）,盛泰名都中心,0.16
天阳亲子广场（下沙店）,铭和苑桂雨坊,2.09
天阳亲子广场（下沙店）,和达自由港,1.9
天阳亲子广场（下沙店）,德信中外公寓,1.78
天阳亲子广场（下沙店）,铭和苑新荷坊,1.99
天阳亲子广场（下沙店）,德信早城,1.9
天阳亲子广场（下沙店）,元成时代中心,2.35
天阳亲子广场（下沙店）,龙湖滟澜山澜轩,1.67
天阳亲子广场（下沙店）,天元公寓,1.78
天阳亲子广场（下沙店）,湖景居,2.99
树兰(杭州)医院,大家绿城金麟府,2.59
树兰(杭州)医院,东新园孚信苑,2.12
树兰(杭州)医院,香源公寓,0.85
树兰(杭州)医院,三塘桂园,2.27
树兰(杭州)医院,石桥设计二院,2.03
树兰(杭州)医院,万家星城二期,0.76
树兰(杭州)医院,联发溪语宸庐,2.26
树兰(杭州)医院,宸麟府,2.83
树兰(杭州)医院,岸芷丁香庭,2.58
树兰(杭州)医院,杨家春晓南苑,2.48
树兰(杭州)医院,半山家苑,2.5
树兰(杭州)医院,七古登市教委宿舍,2.5
树兰(杭州)医院,长德公寓,2.65
树兰(杭州)医院,华江宿舍,2.01
树兰(杭州)医院,西文西苑,1.28
树兰(杭州)医院,三塘沁园,2.46
树兰(杭州)医院,杨家春晓北苑,2.28
树兰(杭州)医院,国樾湾,1.12
树兰(杭州)医院,东新园新湖苑,1.65
树兰(杭州)医院,蚕花园永和坊,2.72
树兰(杭州)医院,望澜府,1.34
树兰(杭州)医院,杭钢尚堂府,2.37
树兰(杭州)医院,泊璟杭粼府,1.13
树兰(杭州)医院,万科智谷,1.16
树兰(杭州)医院,长兴公寓,2.44
树兰(杭州)医院,天堂园社区纺机厂宿舍,1.9
树兰(杭州)医院,东新园望景苑,2.12
树兰(杭州)医院,蚕花园永安坊,2.59
树兰(杭州)医院,滨江芳翠锦绣府,1.38
树兰(杭州)医院,东新园雪峰苑,1.87
树兰(杭州)医院,三塘柳园,2.47
树兰(杭州)医院,杭钢南苑,2.31
树兰(杭州)医院,桥边新村,0.82
树兰(杭州)医院,星创晶悦府,1.34
树兰(杭州)医院,西文北苑,0.82
树兰(杭州)医院,金星桃源居,2.0
树兰(杭州)医院,招商远洋春秋华庭,1.35
树兰(杭州)医院,滨江沁语晓庭,2.7
树兰(杭州)医院,田园河畔居,2.66
树兰(杭州)医院,春来枫华,1.72
树兰(杭州)医院,新天地尚座,0.68
树兰(杭州)医院,北景园枫丹苑,2.14
树兰(杭州)医院,袁家新院,1.59
树兰(杭州)医院,赞成武林里,2.92
树兰(杭州)医院,东新园茗盛苑,2.12
树兰(杭州)医院,隽逸花苑,1.14
树兰(杭州)医院,大关东十苑,2.9
树兰(杭州)医院,万泰新语,2.92
树兰(杭州)医院,田园公寓,2.93
树兰(杭州)医院,世嘉君座,1.11
树兰(杭州)医院,广宇锦绣桃源,1.87
树兰(杭州)医院,锦上桃源,1.8
树兰(杭州)医院,上塘宸章,1.3
树兰(杭州)医院,香栖天第,2.29
树兰(杭州)医院,灯塔豪园,2.06
树兰(杭州)医院,水印康庭,1.42
树兰(杭州)医院,金典家园,2.38
树兰(杭州)医院,岱天青岳里,2.0
树兰(杭州)医院,北景园荷风苑,1.08
树兰(杭州)医院,西文东苑,0.41
树兰(杭州)医院,欣景苑,1.33
树兰(杭州)医院,灯塔新村,2.11
树兰(杭州)医院,阳光银泰城,0.22
树兰(杭州)医院,三塘桃园,2.41
